sphrase ID	name	* noms français	ia	da	p	pia	pda	description
abcfaca17	Fyros Armour Crafting 17		a	the				Lets you make Fyros armor of quality 170
abcfaca18	Fyros Armour Crafting 18		a	the				Lets you make Fyros armor of quality 180
abcfaca19	Fyros Armour Crafting 19		a	the				Lets you make Fyros armor of quality 190
abcfaca20	Fyros Armour Crafting 20		a	the				Lets you make Fyros armor of quality 200
abcfaca21	Fyros Armour Crafting 21		a	the				Lets you make Fyros armor of quality 210
abcfaca22	Fyros Armour Crafting 22		a	the				Lets you make Fyros armor of quality 220
abcfaca23	Fyros Armour Crafting 23		a	the				Lets you make Fyros armor of quality 230
abcfaca24	Fyros Armour Crafting 24		a	the				Lets you make Fyros armor of quality 240
abcfaca25	Fyros Armour Crafting 25		a	the				Lets you make Fyros armor of quality 250
abcfmca01	Fyros Melee Weapon Crafting 1		a	the				Lets you make Fyros melee weapons of quality 10
abcfmca02	Fyros Melee Weapon Crafting 2		a	the				Lets you make Fyros melee weapons of quality 20
abcfmca03	Fyros Melee Weapon Crafting 3		a	the				Lets you make Fyros melee weapons of quality 30
abcfmca04	Fyros Melee Weapon Crafting 4		a	the				Lets you make Fyros melee weapons of quality 40
abcfmca05	Fyros Melee Weapon Crafting 5		a	the				Lets you make Fyros melee weapons of quality 50
abcfmca06	Fyros Melee Weapon Crafting 6		a	the				Lets you make Fyros melee weapons of quality 60
abcfmca07	Fyros Melee Weapon Crafting 7		a	the				Lets you make Fyros melee weapons of quality 70
abcfmca08	Fyros Melee Weapon Crafting 8		a	the				Lets you make Fyros melee weapons of quality 80
abcfmca09	Fyros Melee Weapon Crafting 9		a	the				Lets you make Fyros melee weapons of quality 90
abcfmca10	Fyros Melee Weapon Crafting 10		a	the				Lets you make Fyros melee weapons of quality 100
abcfmca11	Fyros Melee Weapon Crafting 11		a	the				Lets you make Fyros melee weapons of quality 110
abcfmca12	Fyros Melee Weapon Crafting 12		a	the				Lets you make Fyros melee weapons of quality 120
abcfmca13	Fyros Melee Weapon Crafting 13		a	the				Lets you make Fyros melee weapons of quality 130
abcfmca14	Fyros Melee Weapon Crafting 14		a	the				Lets you make Fyros melee weapons of quality 140
abcfmca15	Fyros Melee Weapon Crafting 15		a	the				Lets you make Fyros melee weapons of quality 150
abcfmca16	Fyros Melee Weapon Crafting 16		a	the				Lets you make Fyros melee weapons of quality 160
abcfmca17	Fyros Melee Weapon Crafting 17		a	the				Lets you make Fyros melee weapons of quality 170
abcfmca18	Fyros Melee Weapon Crafting 18		a	the				Lets you make Fyros melee weapons of quality 180
abcfmca19	Fyros Melee Weapon Crafting 19		a	the				Lets you make Fyros melee weapons of quality 190
abcfmca20	Fyros Melee Weapon Crafting 20		a	the				Lets you make Fyros melee weapons of quality 200
abcfmca21	Fyros Melee Weapon Crafting 21		a	the				Lets you make Fyros melee weapons of quality 210
abcfmca22	Fyros Melee Weapon Crafting 22		a	the				Lets you make Fyros melee weapons of quality 220
abcfmca23	Fyros Melee Weapon Crafting 23		a	the				Lets you make Fyros melee weapons of quality 230
abcfmca24	Fyros Melee Weapon Crafting 24		a	the				Lets you make Fyros melee weapons of quality 240
abcfmca25	Fyros Melee Weapon Crafting 25		a	the				Lets you make Fyros melee weapons of quality 250
abcfrca01	Fyros Range Weapon Crafting 1		a	the				Lets you make Fyros range weapons of quality 10
abcfrca02	Fyros Range Weapon Crafting 2		a	the				Lets you make Fyros range weapons of quality 20
abcfrca03	Fyros Range Weapon Crafting 3		a	the				Lets you make Fyros range weapons of quality 30
abcfrca04	Fyros Range Weapon Crafting 4		a	the				Lets you make Fyros range weapons of quality 40
abcfrca05	Fyros Range Weapon Crafting 5		a	the				Lets you make Fyros range weapons of quality 50
abcfrca06	Fyros Range Weapon Crafting 6		a	the				Lets you make Fyros range weapons of quality 60
abcfrca07	Fyros Range Weapon Crafting 7		a	the				Lets you make Fyros range weapons of quality 70
abcfrca08	Fyros Range Weapon Crafting 8		a	the				Lets you make Fyros range weapons of quality 80
abcfrca09	Fyros Range Weapon Crafting 9		a	the				Lets you make Fyros range weapons of quality 90
abcfrca10	Fyros Range Weapon Crafting 10		a	the				Lets you make Fyros range weapons of quality 100
abcfrca11	Fyros Range Weapon Crafting 11		a	the				Lets you make Fyros range weapons of quality 110
abcfrca12	Fyros Range Weapon Crafting 12		a	the				Lets you make Fyros range weapons of quality 120
abcfrca13	Fyros Range Weapon Crafting 13		a	the				Lets you make Fyros range weapons of quality 130
abcfrca14	Fyros Range Weapon Crafting 14		a	the				Lets you make Fyros range weapons of quality 140
abcfrca15	Fyros Range Weapon Crafting 15		a	the				Lets you make Fyros range weapons of quality 150
abcfrca16	Fyros Range Weapon Crafting 16		a	the				Lets you make Fyros range weapons of quality 160
abcfrca17	Fyros Range Weapon Crafting 17		a	the				Lets you make Fyros range weapons of quality 170
abcfrca18	Fyros Range Weapon Crafting 18		a	the				Lets you make Fyros range weapons of quality 180
abcfrca19	Fyros Range Weapon Crafting 19		a	the				Lets you make Fyros range weapons of quality 190
abcfrca20	Fyros Range Weapon Crafting 20		a	the				Lets you make Fyros range weapons of quality 200
abcfrca21	Fyros Range Weapon Crafting 21		a	the				Lets you make Fyros range weapons of quality 210
abcfrca22	Fyros Range Weapon Crafting 22		a	the				Lets you make Fyros range weapons of quality 220
abcfrca23	Fyros Range Weapon Crafting 23		a	the				Lets you make Fyros range weapons of quality 230
abcfrca24	Fyros Range Weapon Crafting 24		a	the				Lets you make Fyros range weapons of quality 240
abcfrca25	Fyros Range Weapon Crafting 25		a	the				Lets you make Fyros range weapons of quality 250
abcfpca01	Fyros Ammo Crafting 1		a	the				Lets you make Fyros ammo of quality 10
abcfpca02	Fyros Ammo Crafting 2		a	the				Lets you make Fyros ammo of quality 20
abcfpca03	Fyros Ammo Crafting 3		a	the				Lets you make Fyros ammo of quality 30
abcfpca04	Fyros Ammo Crafting 4		a	the				Lets you make Fyros ammo of quality 40
abcfpca05	Fyros Ammo Crafting 5		a	the				Lets you make Fyros ammo of quality 50
abcfpca06	Fyros Ammo Crafting 6		a	the				Lets you make Fyros ammo of quality 60
abcfpca07	Fyros Ammo Crafting 7		a	the				Lets you make Fyros ammo of quality 70
abcfpca08	Fyros Ammo Crafting 8		a	the				Lets you make Fyros ammo of quality 80
abcfpca09	Fyros Ammo Crafting 9		a	the				Lets you make Fyros ammo of quality 90
abcfpca10	Fyros Ammo Crafting 10		a	the				Lets you make Fyros ammo of quality 100
abcfpca11	Fyros Ammo Crafting 11		a	the				Lets you make Fyros ammo of quality 110
abcfpca12	Fyros Ammo Crafting 12		a	the				Lets you make Fyros ammo of quality 120
abcfpca13	Fyros Ammo Crafting 13		a	the				Lets you make Fyros ammo of quality 130
abcfpca14	Fyros Ammo Crafting 14		a	the				Lets you make Fyros ammo of quality 140
abcfpca15	Fyros Ammo Crafting 15		a	the				Lets you make Fyros ammo of quality 150
abcfpca16	Fyros Ammo Crafting 16		a	the				Lets you make Fyros ammo of quality 160
abcfpca17	Fyros Ammo Crafting 17		a	the				Lets you make Fyros ammo of quality 170
abcfpca18	Fyros Ammo Crafting 18		a	the				Lets you make Fyros ammo of quality 180
abcfpca19	Fyros Ammo Crafting 19		a	the				Lets you make Fyros ammo of quality 190
abcfpca20	Fyros Ammo Crafting 20		a	the				Lets you make Fyros ammo of quality 200
abcfpca21	Fyros Ammo Crafting 21		a	the				Lets you make Fyros ammo of quality 210
abcfpca22	Fyros Ammo Crafting 22		a	the				Lets you make Fyros ammo of quality 220
abcfpca23	Fyros Ammo Crafting 23		a	the				Lets you make Fyros ammo of quality 230
abcfpca24	Fyros Ammo Crafting 24		a	the				Lets you make Fyros ammo of quality 240
abcfpca25	Fyros Ammo Crafting 25		a	the				Lets you make Fyros ammo of quality 250
abcfsca01	Fyros Shield Crafting 1		a	the				Lets you make Fyros shields of quality 10
abcfsca02	Fyros Shield Crafting 2		a	the				Lets you make Fyros shields of quality 20
abcfsca03	Fyros Shield Crafting 3		a	the				Lets you make Fyros shields of quality 30
abcfsca04	Fyros Shield Crafting 4		a	the				Lets you make Fyros shields of quality 40
abcfsca05	Fyros Shield Crafting 5		a	the				Lets you make Fyros shields of quality 50
abcfsca06	Fyros Shield Crafting 6		a	the				Lets you make Fyros shields of quality 60
abcfsca07	Fyros Shield Crafting 7		a	the				Lets you make Fyros shields of quality 70
abcfsca08	Fyros Shield Crafting 8		a	the				Lets you make Fyros shields of quality 80
abcfsca09	Fyros Shield Crafting 9		a	the				Lets you make Fyros shields of quality 90
abcfsca10	Fyros Shield Crafting 10		a	the				Lets you make Fyros shields of quality 100
abcfsca11	Fyros Shield Crafting 11		a	the				Lets you make Fyros shields of quality 110
abcfsca12	Fyros Shield Crafting 12		a	the				Lets you make Fyros shields of quality 120
abcfsca13	Fyros Shield Crafting 13		a	the				Lets you make Fyros shields of quality 130
abcfsca14	Fyros Shield Crafting 14		a	the				Lets you make Fyros shields of quality 140
abcfsca15	Fyros Shield Crafting 15		a	the				Lets you make Fyros shields of quality 150
abcfsca16	Fyros Shield Crafting 16		a	the				Lets you make Fyros shields of quality 160
abcfsca17	Fyros Shield Crafting 17		a	the				Lets you make Fyros shields of quality 170
abcfsca18	Fyros Shield Crafting 18		a	the				Lets you make Fyros shields of quality 180
abcfsca19	Fyros Shield Crafting 19		a	the				Lets you make Fyros shields of quality 190
abcfsca20	Fyros Shield Crafting 20		a	the				Lets you make Fyros shields of quality 200
abcfsca21	Fyros Shield Crafting 21		a	the				Lets you make Fyros shields of quality 210
abcfsca22	Fyros Shield Crafting 22		a	the				Lets you make Fyros shields of quality 220
abcfsca23	Fyros Shield Crafting 23		a	the				Lets you make Fyros shields of quality 230
abcfsca24	Fyros Shield Crafting 24		a	the				Lets you make Fyros shields of quality 240
abcfsca25	Fyros Shield Crafting 25		a	the				Lets you make Fyros shields of quality 250
abcfjca01	Fyros Jewel Crafting 1		a	the				Lets you make Fyros jewels of quality 10
abcfjca02	Fyros Jewel Crafting 2		a	the				Lets you make Fyros jewels of quality 20
abcfjca03	Fyros Jewel Crafting 3		a	the				Lets you make Fyros jewels of quality 30
abcfjca04	Fyros Jewel Crafting 4		a	the				Lets you make Fyros jewels of quality 40
abcfjca05	Fyros Jewel Crafting 5		a	the				Lets you make Fyros jewels of quality 50
abcfjca06	Fyros Jewel Crafting 6		a	the				Lets you make Fyros jewels of quality 60
abcfjca07	Fyros Jewel Crafting 7		a	the				Lets you make Fyros jewels of quality 70
abcfjca08	Fyros Jewel Crafting 8		a	the				Lets you make Fyros jewels of quality 80
abcfjca09	Fyros Jewel Crafting 9		a	the				Lets you make Fyros jewels of quality 90
abcfjca10	Fyros Jewel Crafting 10		a	the				Lets you make Fyros jewels of quality 100
abcfjca11	Fyros Jewel Crafting 11		a	the				Lets you make Fyros jewels of quality 110
abcfjca12	Fyros Jewel Crafting 12		a	the				Lets you make Fyros jewels of quality 120
abcfjca13	Fyros Jewel Crafting 13		a	the				Lets you make Fyros jewels of quality 130
abcfjca14	Fyros Jewel Crafting 14		a	the				Lets you make Fyros jewels of quality 140
abcfjca15	Fyros Jewel Crafting 15		a	the				Lets you make Fyros jewels of quality 150
abcfjca16	Fyros Jewel Crafting 16		a	the				Lets you make Fyros jewels of quality 160
abcfjca17	Fyros Jewel Crafting 17		a	the				Lets you make Fyros jewels of quality 170
abcfjca18	Fyros Jewel Crafting 18		a	the				Lets you make Fyros jewels of quality 180
abcfjca19	Fyros Jewel Crafting 19		a	the				Lets you make Fyros jewels of quality 190
abcfjca20	Fyros Jewel Crafting 20		a	the				Lets you make Fyros jewels of quality 200
abcfjca21	Fyros Jewel Crafting 21		a	the				Lets you make Fyros jewels of quality 210
abcfjca22	Fyros Jewel Crafting 22		a	the				Lets you make Fyros jewels of quality 220
abcfjca23	Fyros Jewel Crafting 23		a	the				Lets you make Fyros jewels of quality 230
abcfjca24	Fyros Jewel Crafting 24		a	the				Lets you make Fyros jewels of quality 240
abcfjca25	Fyros Jewel Crafting 25		a	the				Lets you make Fyros jewels of quality 250
abcmaca01	Matis Armour Crafting 1		a	the				Lets you make Matis armor of quality 10
abcmaca02	Matis Armour Crafting 2		a	the				Lets you make Matis armor of quality 20
abcmaca03	Matis Armour Crafting 3		a	the				Lets you make Matis armor of quality 30
abcmaca04	Matis Armour Crafting 4		a	the				Lets you make Matis armor of quality 40
abcmaca05	Matis Armour Crafting 5		a	the				Lets you make Matis armor of quality 50
abcmaca06	Matis Armour Crafting 6		a	the				Lets you make Matis armor of quality 60
abcmaca07	Matis Armour Crafting 7		a	the				Lets you make Matis armor of quality 70
abcmaca08	Matis Armour Crafting 8		a	the				Lets you make Matis armor of quality 80
abcmaca09	Matis Armour Crafting 9		a	the				Lets you make Matis armor of quality 90
abcmaca10	Matis Armour Crafting 10		a	the				Lets you make Matis armor of quality 100
abcmaca11	Matis Armour Crafting 11		a	the				Lets you make Matis armor of quality 110
abcmaca12	Matis Armour Crafting 12		a	the				Lets you make Matis armor of quality 120
abcmaca13	Matis Armour Crafting 13		a	the				Lets you make Matis armor of quality 130
abcmaca14	Matis Armour Crafting 14		a	the				Lets you make Matis armor of quality 140
abcmaca15	Matis Armour Crafting 15		a	the				Lets you make Matis armor of quality 150
abcmaca16	Matis Armour Crafting 16		a	the				Lets you make Matis armor of quality 160
abcmaca17	Matis Armour Crafting 17		a	the				Lets you make Matis armor of quality 170
abcmaca18	Matis Armour Crafting 18		a	the				Lets you make Matis armor of quality 180
abcmaca19	Matis Armour Crafting 19		a	the				Lets you make Matis armor of quality 190
abcmaca20	Matis Armour Crafting 20		a	the				Lets you make Matis armor of quality 200
abcmaca21	Matis Armour Crafting 21		a	the				Lets you make Matis armor of quality 210
abcmaca22	Matis Armour Crafting 22		a	the				Lets you make Matis armor of quality 220
abcmaca23	Matis Armour Crafting 23		a	the				Lets you make Matis armor of quality 230
abcmaca24	Matis Armour Crafting 24		a	the				Lets you make Matis armor of quality 240
abcmaca25	Matis Armour Crafting 25		a	the				Lets you make Matis armor of quality 250
abcmmca01	Matis Melee Weapon Crafting 1		a	the				Lets you make Matis melee weapons of quality 10
abcmmca02	Matis Melee Weapon Crafting 2		a	the				Lets you make Matis melee weapons of quality 20
abcmmca03	Matis Melee Weapon Crafting 3		a	the				Lets you make Matis melee weapons of quality 30
abcmmca04	Matis Melee Weapon Crafting 4		a	the				Lets you make Matis melee weapons of quality 40
abcmmca05	Matis Melee Weapon Crafting 5		a	the				Lets you make Matis melee weapons of quality 50
abcmmca06	Matis Melee Weapon Crafting 6		a	the				Lets you make Matis melee weapons of quality 60
abcmmca07	Matis Melee Weapon Crafting 7		a	the				Lets you make Matis melee weapons of quality 70
abcmmca08	Matis Melee Weapon Crafting 8		a	the				Lets you make Matis melee weapons of quality 80
abcmmca09	Matis Melee Weapon Crafting 9		a	the				Lets you make Matis melee weapons of quality 90
abcmmca10	Matis Melee Weapon Crafting 10		a	the				Lets you make Matis melee weapons of quality 100
abcmmca11	Matis Melee Weapon Crafting 11		a	the				Lets you make Matis melee weapons of quality 110
abcmmca12	Matis Melee Weapon Crafting 12		a	the				Lets you make Matis melee weapons of quality 120
abcmmca13	Matis Melee Weapon Crafting 13		a	the				Lets you make Matis melee weapons of quality 130
abcmmca14	Matis Melee Weapon Crafting 14		a	the				Lets you make Matis melee weapons of quality 140
abcmmca15	Matis Melee Weapon Crafting 15		a	the				Lets you make Matis melee weapons of quality 150
abcmmca16	Matis Melee Weapon Crafting 16		a	the				Lets you make Matis melee weapons of quality 160
abcmmca17	Matis Melee Weapon Crafting 17		a	the				Lets you make Matis melee weapons of quality 170
abcmmca18	Matis Melee Weapon Crafting 18		a	the				Lets you make Matis melee weapons of quality 180
abcmmca19	Matis Melee Weapon Crafting 19		a	the				Lets you make Matis melee weapons of quality 190
abcmmca20	Matis Melee Weapon Crafting 20		a	the				Lets you make Matis melee weapons of quality 200
abcmmca21	Matis Melee Weapon Crafting 21		a	the				Lets you make Matis melee weapons of quality 210
abcmmca22	Matis Melee Weapon Crafting 22		a	the				Lets you make Matis melee weapons of quality 220
abcmmca23	Matis Melee Weapon Crafting 23		a	the				Lets you make Matis melee weapons of quality 230
abcmmca24	Matis Melee Weapon Crafting 24		a	the				Lets you make Matis melee weapons of quality 240
abcmmca25	Matis Melee Weapon Crafting 25		a	the				Lets you make Matis melee weapons of quality 250
abcmrca01	Matis Range Weapon Crafting 1		a	the				Lets you make Matis range weapons of quality 10
abcmrca02	Matis Range Weapon Crafting 2		a	the				Lets you make Matis range weapons of quality 20
abcmrca03	Matis Range Weapon Crafting 3		a	the				Lets you make Matis range weapons of quality 30
abcmrca04	Matis Range Weapon Crafting 4		a	the				Lets you make Matis range weapons of quality 40
abcmrca05	Matis Range Weapon Crafting 5		a	the				Lets you make Matis range weapons of quality 50
abcmrca06	Matis Range Weapon Crafting 6		a	the				Lets you make Matis range weapons of quality 60
abcmrca07	Matis Range Weapon Crafting 7		a	the				Lets you make Matis range weapons of quality 70
abcmrca08	Matis Range Weapon Crafting 8		a	the				Lets you make Matis range weapons of quality 80
abcmrca09	Matis Range Weapon Crafting 9		a	the				Lets you make Matis range weapons of quality 90
abcmrca10	Matis Range Weapon Crafting 10		a	the				Lets you make Matis range weapons of quality 100
abcmrca11	Matis Range Weapon Crafting 11		a	the				Lets you make Matis range weapons of quality 110
abcmrca12	Matis Range Weapon Crafting 12		a	the				Lets you make Matis range weapons of quality 120
abcmrca13	Matis Range Weapon Crafting 13		a	the				Lets you make Matis range weapons of quality 130
abcmrca14	Matis Range Weapon Crafting 14		a	the				Lets you make Matis range weapons of quality 140
abcmrca15	Matis Range Weapon Crafting 15		a	the				Lets you make Matis range weapons of quality 150
abcmrca16	Matis Range Weapon Crafting 16		a	the				Lets you make Matis range weapons of quality 160
abcmrca17	Matis Range Weapon Crafting 17		a	the				Lets you make Matis range weapons of quality 170
abcmrca18	Matis Range Weapon Crafting 18		a	the				Lets you make Matis range weapons of quality 180
abcmrca19	Matis Range Weapon Crafting 19		a	the				Lets you make Matis range weapons of quality 190
abcmrca20	Matis Range Weapon Crafting 20		a	the				Lets you make Matis range weapons of quality 200
abcmrca21	Matis Range Weapon Crafting 21		a	the				Lets you make Matis range weapons of quality 210
abcmrca22	Matis Range Weapon Crafting 22		a	the				Lets you make Matis range weapons of quality 220
abcmrca23	Matis Range Weapon Crafting 23		a	the				Lets you make Matis range weapons of quality 230
abcmrca24	Matis Range Weapon Crafting 24		a	the				Lets you make Matis range weapons of quality 240
abcmrca25	Matis Range Weapon Crafting 25		a	the				Lets you make Matis range weapons of quality 250
abcmpca01	Matis Ammo Crafting 1		a	the				Lets you make Matis ammo of quality 10
abcmpca02	Matis Ammo Crafting 2		a	the				Lets you make Matis ammo of quality 20
abcmpca03	Matis Ammo Crafting 3		a	the				Lets you make Matis ammo of quality 30
abcmpca04	Matis Ammo Crafting 4		a	the				Lets you make Matis ammo of quality 40
abcmpca05	Matis Ammo Crafting 5		a	the				Lets you make Matis ammo of quality 50
abcmpca06	Matis Ammo Crafting 6		a	the				Lets you make Matis ammo of quality 60
abcmpca07	Matis Ammo Crafting 7		a	the				Lets you make Matis ammo of quality 70
abcmpca08	Matis Ammo Crafting 8		a	the				Lets you make Matis ammo of quality 80
abcmpca09	Matis Ammo Crafting 9		a	the				Lets you make Matis ammo of quality 90
abcmpca10	Matis Ammo Crafting 10		a	the				Lets you make Matis ammo of quality 100
abcmpca11	Matis Ammo Crafting 11		a	the				Lets you make Matis ammo of quality 110
abcmpca12	Matis Ammo Crafting 12		a	the				Lets you make Matis ammo of quality 120
abcmpca13	Matis Ammo Crafting 13		a	the				Lets you make Matis ammo of quality 130
abcmpca14	Matis Ammo Crafting 14		a	the				Lets you make Matis ammo of quality 140
abcmpca15	Matis Ammo Crafting 15		a	the				Lets you make Matis ammo of quality 150
abcmpca16	Matis Ammo Crafting 16		a	the				Lets you make Matis ammo of quality 160
abcmpca17	Matis Ammo Crafting 17		a	the				Lets you make Matis ammo of quality 170
abcmpca18	Matis Ammo Crafting 18		a	the				Lets you make Matis ammo of quality 180
abcmpca19	Matis Ammo Crafting 19		a	the				Lets you make Matis ammo of quality 190
abcmpca20	Matis Ammo Crafting 20		a	the				Lets you make Matis ammo of quality 200
abcmpca21	Matis Ammo Crafting 21		a	the				Lets you make Matis ammo of quality 210
abcmpca22	Matis Ammo Crafting 22		a	the				Lets you make Matis ammo of quality 220
abcmpca23	Matis Ammo Crafting 23		a	the				Lets you make Matis ammo of quality 230
abcmpca24	Matis Ammo Crafting 24		a	the				Lets you make Matis ammo of quality 240
abcmpca25	Matis Ammo Crafting 25		a	the				Lets you make Matis ammo of quality 250
abcmsca01	Matis Shield Crafting 1		a	the				Lets you make Matis shields of quality 10
abcmsca02	Matis Shield Crafting 2		a	the				Lets you make Matis shields of quality 20
abcmsca03	Matis Shield Crafting 3		a	the				Lets you make Matis shields of quality 30
abcmsca04	Matis Shield Crafting 4		a	the				Lets you make Matis shields of quality 40
abcmsca05	Matis Shield Crafting 5		a	the				Lets you make Matis shields of quality 50
abcmsca06	Matis Shield Crafting 6		a	the				Lets you make Matis shields of quality 60
abcmsca07	Matis Shield Crafting 7		a	the				Lets you make Matis shields of quality 70
abcmsca08	Matis Shield Crafting 8		a	the				Lets you make Matis shields of quality 80
abcmsca09	Matis Shield Crafting 9		a	the				Lets you make Matis shields of quality 90
abcmsca10	Matis Shield Crafting 10		a	the				Lets you make Matis shields of quality 100
abcmsca11	Matis Shield Crafting 11		a	the				Lets you make Matis shields of quality 110
abcmsca12	Matis Shield Crafting 12		a	the				Lets you make Matis shields of quality 120
abcmsca13	Matis Shield Crafting 13		a	the				Lets you make Matis shields of quality 130
abcmsca14	Matis Shield Crafting 14		a	the				Lets you make Matis shields of quality 140
abcmsca15	Matis Shield Crafting 15		a	the				Lets you make Matis shields of quality 150
abcmsca16	Matis Shield Crafting 16		a	the				Lets you make Matis shields of quality 160
abcmsca17	Matis Shield Crafting 17		a	the				Lets you make Matis shields of quality 170
abcmsca18	Matis Shield Crafting 18		a	the				Lets you make Matis shields of quality 180
abcmsca19	Matis Shield Crafting 19		a	the				Lets you make Matis shields of quality 190
abcmsca20	Matis Shield Crafting 20		a	the				Lets you make Matis shields of quality 200
abcmsca21	Matis Shield Crafting 21		a	the				Lets you make Matis shields of quality 210
abcmsca22	Matis Shield Crafting 22		a	the				Lets you make Matis shields of quality 220
abcmsca23	Matis Shield Crafting 23		a	the				Lets you make Matis shields of quality 230
abcmsca24	Matis Shield Crafting 24		a	the				Lets you make Matis shields of quality 240
abcmsca25	Matis Shield Crafting 25		a	the				Lets you make Matis shields of quality 250
abcmjca01	Matis Jewel Crafting 1		a	the				Lets you make Matis jewels of quality 10
abcmjca02	Matis Jewel Crafting 2		a	the				Lets you make Matis jewels of quality 20
abcmjca03	Matis Jewel Crafting 3		a	the				Lets you make Matis jewels of quality 30
abcmjca04	Matis Jewel Crafting 4		a	the				Lets you make Matis jewels of quality 40
abcmjca05	Matis Jewel Crafting 5		a	the				Lets you make Matis jewels of quality 50
abcmjca06	Matis Jewel Crafting 6		a	the				Lets you make Matis jewels of quality 60
abcmjca07	Matis Jewel Crafting 7		a	the				Lets you make Matis jewels of quality 70
abcmjca08	Matis Jewel Crafting 8		a	the				Lets you make Matis jewels of quality 80
abcmjca09	Matis Jewel Crafting 9		a	the				Lets you make Matis jewels of quality 90
abcmjca10	Matis Jewel Crafting 10		a	the				Lets you make Matis jewels of quality 100
abcmjca11	Matis Jewel Crafting 11		a	the				Lets you make Matis jewels of quality 110
abcmjca12	Matis Jewel Crafting 12		a	the				Lets you make Matis jewels of quality 120
abcmjca13	Matis Jewel Crafting 13		a	the				Lets you make Matis jewels of quality 130
abcmjca14	Matis Jewel Crafting 14		a	the				Lets you make Matis jewels of quality 140
abcmjca15	Matis Jewel Crafting 15		a	the				Lets you make Matis jewels of quality 150
abcmjca16	Matis Jewel Crafting 16		a	the				Lets you make Matis jewels of quality 160
abcmjca17	Matis Jewel Crafting 17		a	the				Lets you make Matis jewels of quality 170
abcmjca18	Matis Jewel Crafting 18		a	the				Lets you make Matis jewels of quality 180
abcmjca19	Matis Jewel Crafting 19		a	the				Lets you make Matis jewels of quality 190
abcmjca20	Matis Jewel Crafting 20		a	the				Lets you make Matis jewels of quality 200
abcmjca21	Matis Jewel Crafting 21		a	the				Lets you make Matis jewels of quality 210
abcmjca22	Matis Jewel Crafting 22		a	the				Lets you make Matis jewels of quality 220
abcmjca23	Matis Jewel Crafting 23		a	the				Lets you make Matis jewels of quality 230
abcmjca24	Matis Jewel Crafting 24		a	the				Lets you make Matis jewels of quality 240
abcmjca25	Matis Jewel Crafting 25		a	the				Lets you make Matis jewels of quality 250
abctaca01	Tryker Armour Crafting 1		a	the				Lets you make Tryker armor of quality 10
abctaca02	Tryker Armour Crafting 2		a	the				Lets you make Tryker armor of quality 20
abctaca03	Tryker Armour Crafting 3		a	the				Lets you make Tryker armor of quality 30
abctaca04	Tryker Armour Crafting 4		a	the				Lets you make Tryker armor of quality 40
abctaca05	Tryker Armour Crafting 5		a	the				Lets you make Tryker armor of quality 50
abctaca06	Tryker Armour Crafting 6		a	the				Lets you make Tryker armor of quality 60
abctaca07	Tryker Armour Crafting 7		a	the				Lets you make Tryker armor of quality 70
abctaca08	Tryker Armour Crafting 8		a	the				Lets you make Tryker armor of quality 80
abctaca09	Tryker Armour Crafting 9		a	the				Lets you make Tryker armor of quality 90
abctaca10	Tryker Armour Crafting 10		a	the				Lets you make Tryker armor of quality 100
abctaca11	Tryker Armour Crafting 11		a	the				Lets you make Tryker armor of quality 110
abctaca12	Tryker Armour Crafting 12		a	the				Lets you make Tryker armor of quality 120
abctaca13	Tryker Armour Crafting 13		a	the				Lets you make Tryker armor of quality 130
abctaca14	Tryker Armour Crafting 14		a	the				Lets you make Tryker armor of quality 140
abctaca15	Tryker Armour Crafting 15		a	the				Lets you make Tryker armor of quality 150
abctaca16	Tryker Armour Crafting 16		a	the				Lets you make Tryker armor of quality 160
abctaca17	Tryker Armour Crafting 17		a	the				Lets you make Tryker armor of quality 170
abctaca18	Tryker Armour Crafting 18		a	the				Lets you make Tryker armor of quality 180
abctaca19	Tryker Armour Crafting 19		a	the				Lets you make Tryker armor of quality 190
abctaca20	Tryker Armour Crafting 20		a	the				Lets you make Tryker armor of quality 200
abctaca21	Tryker Armour Crafting 21		a	the				Lets you make Tryker armor of quality 210
abctaca22	Tryker Armour Crafting 22		a	the				Lets you make Tryker armor of quality 220
abctaca23	Tryker Armour Crafting 23		a	the				Lets you make Tryker armor of quality 230
abctaca24	Tryker Armour Crafting 24		a	the				Lets you make Tryker armor of quality 240
abctaca25	Tryker Armour Crafting 25		a	the				Lets you make Tryker armor of quality 250
abctmca01	Tryker Melee Weapon Crafting 1		a	the				Lets you make Tryker melee weapons of quality 10
abctmca02	Tryker Melee Weapon Crafting 2		a	the				Lets you make Tryker melee weapons of quality 20
abctmca03	Tryker Melee Weapon Crafting 3		a	the				Lets you make Tryker melee weapons of quality 30
abctmca04	Tryker Melee Weapon Crafting 4		a	the				Lets you make Tryker melee weapons of quality 40
abctmca05	Tryker Melee Weapon Crafting 5		a	the				Lets you make Tryker melee weapons of quality 50
abctmca06	Tryker Melee Weapon Crafting 6		a	the				Lets you make Tryker melee weapons of quality 60
abctmca07	Tryker Melee Weapon Crafting 7		a	the				Lets you make Tryker melee weapons of quality 70
abctmca08	Tryker Melee Weapon Crafting 8		a	the				Lets you make Tryker melee weapons of quality 80
abctmca09	Tryker Melee Weapon Crafting 9		a	the				Lets you make Tryker melee weapons of quality 90
abctmca10	Tryker Melee Weapon Crafting 10		a	the				Lets you make Tryker melee weapons of quality 100
