sbrick ID	name	* noms français	ia	da	p	pia	pda	description	description2	*commentaires
bctjca14	Tryker Jewels 14		a	the				Lets you make Tryker jewels of quality $cr_recommended.	Tryker Jewels 14 - Quality: $cr_recommended	
bctjca15	Tryker Jewels 15		a	the				Lets you make Tryker jewels of quality $cr_recommended.	Tryker Jewels 15 - Quality: $cr_recommended	
bctjca16	Tryker Jewels 16		a	the				Lets you make Tryker jewels of quality $cr_recommended.	Tryker Jewels 16 - Quality: $cr_recommended	
bctjca17	Tryker Jewels 17		a	the				Lets you make Tryker jewels of quality $cr_recommended.	Tryker Jewels 17 - Quality: $cr_recommended	
bctjca18	Tryker Jewels 18		a	the				Lets you make Tryker jewels of quality $cr_recommended.	Tryker Jewels 18 - Quality: $cr_recommended	
bctjca19	Tryker Jewels 19		a	the				Lets you make Tryker jewels of quality $cr_recommended.	Tryker Jewels 19 - Quality: $cr_recommended	
bctjca20	Tryker Jewels 20		a	the				Lets you make Tryker jewels of quality $cr_recommended.	Tryker Jewels 20 - Quality: $cr_recommended	
bctjca21	Tryker Jewels 21		a	the				Lets you make Tryker jewels of quality $cr_recommended.	Tryker Jewels 21 - Quality: $cr_recommended	
bctjca22	Tryker Jewels 22		a	the				Lets you make Tryker jewels of quality $cr_recommended.	Tryker Jewels 22 - Quality: $cr_recommended	
bctjca23	Tryker Jewels 23		a	the				Lets you make Tryker jewels of quality $cr_recommended.	Tryker Jewels 23 - Quality: $cr_recommended	
bctjca24	Tryker Jewels 24		a	the				Lets you make Tryker jewels of quality $cr_recommended.	Tryker Jewels 24 - Quality: $cr_recommended	
bctjca25	Tryker Jewels 25		a	the				Lets you make Tryker jewels of quality $cr_recommended.	Tryker Jewels 25 - Quality: $cr_recommended	
bczaca01	Zoraï Armor 1		a	the				Lets you make Zoraï armor of quality $cr_recommended. 	Zoraï Armor 1 - Quality: $cr_recommended	
bczaca02	Zoraï Armor 2		a	the				Lets you make Zoraï armor of quality $cr_recommended. 	Zoraï Armor 2 - Quality: $cr_recommended	
bczaca03	Zoraï Armor 3		a	the				Lets you make Zoraï armor of quality $cr_recommended. 	Zoraï Armor 3 - Quality: $cr_recommended	
bczaca04	Zoraï Armor 4		a	the				Lets you make Zoraï armor of quality $cr_recommended. 	Zoraï Armor 4 - Quality: $cr_recommended	
bczaca05	Zoraï Armor 5		a	the				Lets you make Zoraï armor of quality $cr_recommended. 	Zoraï Armor 5 - Quality: $cr_recommended	
bczaca06	Zoraï Armor 6		a	the				Lets you make Zoraï armor of quality $cr_recommended. 	Zoraï Armor 6 - Quality: $cr_recommended	
bczaca07	Zoraï Armor 7		a	the				Lets you make Zoraï armor of quality $cr_recommended. 	Zoraï Armor 7 - Quality: $cr_recommended	
bczaca08	Zoraï Armor 8		a	the				Lets you make Zoraï armor of quality $cr_recommended. 	Zoraï Armor 8 - Quality: $cr_recommended	
bczaca09	Zoraï Armor 9		a	the				Lets you make Zoraï armor of quality $cr_recommended. 	Zoraï Armor 9 - Quality: $cr_recommended	
bczaca10	Zoraï Armor 10		a	the				Lets you make Zoraï armor of quality $cr_recommended. 	Zoraï Armor 10 - Quality: $cr_recommended	
bczaca11	Zoraï Armor 11		a	the				Lets you make Zoraï armor of quality $cr_recommended. 	Zoraï Armor 11 - Quality: $cr_recommended	
bczaca12	Zoraï Armor 12		a	the				Lets you make Zoraï armor of quality $cr_recommended. 	Zoraï Armor 12 - Quality: $cr_recommended	
bczaca13	Zoraï Armor 13		a	the				Lets you make Zoraï armor of quality $cr_recommended. 	Zoraï Armor 13 - Quality: $cr_recommended	
bczaca14	Zoraï Armor 14		a	the				Lets you make Zoraï armor of quality $cr_recommended. 	Zoraï Armor 14 - Quality: $cr_recommended	
bczaca15	Zoraï Armor 15		a	the				Lets you make Zoraï armor of quality $cr_recommended. 	Zoraï Armor 15 - Quality: $cr_recommended	
bczaca16	Zoraï Armor 16		a	the				Lets you make Zoraï armor of quality $cr_recommended. 	Zoraï Armor 16 - Quality: $cr_recommended	
bczaca17	Zoraï Armor 17		a	the				Lets you make Zoraï armor of quality $cr_recommended. 	Zoraï Armor 17 - Quality: $cr_recommended	
bczaca18	Zoraï Armor 18		a	the				Lets you make Zoraï armor of quality $cr_recommended. 	Zoraï Armor 18 - Quality: $cr_recommended	
bczaca19	Zoraï Armor 19		a	the				Lets you make Zoraï armor of quality $cr_recommended. 	Zoraï Armor 19 - Quality: $cr_recommended	
bczaca20	Zoraï Armor 20		a	the				Lets you make Zoraï armor of quality $cr_recommended. 	Zoraï Armor 20 - Quality: $cr_recommended	
bczaca21	Zoraï Armor 21		a	the				Lets you make Zoraï armor of quality $cr_recommended. 	Zoraï Armor 21 - Quality: $cr_recommended	
bczaca22	Zoraï Armor 22		a	the				Lets you make Zoraï armor of quality $cr_recommended. 	Zoraï Armor 22 - Quality: $cr_recommended	
bczaca23	Zoraï Armor 23		a	the				Lets you make Zoraï armor of quality $cr_recommended. 	Zoraï Armor 23 - Quality: $cr_recommended	
bczaca24	Zoraï Armor 24		a	the				Lets you make Zoraï armor of quality $cr_recommended. 	Zoraï Armor 24 - Quality: $cr_recommended	
bczaca25	Zoraï Armor 25		a	the				Lets you make Zoraï armor of quality $cr_recommended. 	Zoraï Armor 25 - Quality: $cr_recommended	
bczmca01	Zoraï Melee Weapons 1		a	the				Lets you make Zoraï melee weapons of quality $cr_recommended.	Zoraï Melee Weapons 1 - Quality: $cr_recommended	
bczmca02	Zoraï Melee Weapons 2		a	the				Lets you make Zoraï melee weapons of quality $cr_recommended.	Zoraï Melee Weapons 2 - Quality: $cr_recommended	
bczmca03	Zoraï Melee Weapons 3		a	the				Lets you make Zoraï melee weapons of quality $cr_recommended.	Zoraï Melee Weapons 3 - Quality: $cr_recommended	
bczmca04	Zoraï Melee Weapons 4		a	the				Lets you make Zoraï melee weapons of quality $cr_recommended.	Zoraï Melee Weapons 4 - Quality: $cr_recommended	
bczmca05	Zoraï Melee Weapons 5		a	the				Lets you make Zoraï melee weapons of quality $cr_recommended.	Zoraï Melee Weapons 5 - Quality: $cr_recommended	
bczmca06	Zoraï Melee Weapons 6		a	the				Lets you make Zoraï melee weapons of quality $cr_recommended.	Zoraï Melee Weapons 6 - Quality: $cr_recommended	
bczmca07	Zoraï Melee Weapons 7		a	the				Lets you make Zoraï melee weapons of quality $cr_recommended.	Zoraï Melee Weapons 7 - Quality: $cr_recommended	
bczmca08	Zoraï Melee Weapons 8		a	the				Lets you make Zoraï melee weapons of quality $cr_recommended.	Zoraï Melee Weapons 8 - Quality: $cr_recommended	
bczmca09	Zoraï Melee Weapons 9		a	the				Lets you make Zoraï melee weapons of quality $cr_recommended.	Zoraï Melee Weapons 9 - Quality: $cr_recommended	
bczmca10	Zoraï Melee Weapons 10		a	the				Lets you make Zoraï melee weapons of quality $cr_recommended.	Zoraï Melee Weapons 10 - Quality: $cr_recommended	
bczmca11	Zoraï Melee Weapons 11		a	the				Lets you make Zoraï melee weapons of quality $cr_recommended.	Zoraï Melee Weapons 11 - Quality: $cr_recommended	
bczmca12	Zoraï Melee Weapons 12		a	the				Lets you make Zoraï melee weapons of quality $cr_recommended.	Zoraï Melee Weapons 12 - Quality: $cr_recommended	
bczmca13	Zoraï Melee Weapons 13		a	the				Lets you make Zoraï melee weapons of quality $cr_recommended.	Zoraï Melee Weapons 13 - Quality: $cr_recommended	
bczmca14	Zoraï Melee Weapons 14		a	the				Lets you make Zoraï melee weapons of quality $cr_recommended.	Zoraï Melee Weapons 14 - Quality: $cr_recommended	
bczmca15	Zoraï Melee Weapons 15		a	the				Lets you make Zoraï melee weapons of quality $cr_recommended.	Zoraï Melee Weapons 15 - Quality: $cr_recommended	
bczmca16	Zoraï Melee Weapons 16		a	the				Lets you make Zoraï melee weapons of quality $cr_recommended.	Zoraï Melee Weapons 16 - Quality: $cr_recommended	
bczmca17	Zoraï Melee Weapons 17		a	the				Lets you make Zoraï melee weapons of quality $cr_recommended.	Zoraï Melee Weapons 17 - Quality: $cr_recommended	
bczmca18	Zoraï Melee Weapons 18		a	the				Lets you make Zoraï melee weapons of quality $cr_recommended.	Zoraï Melee Weapons 18 - Quality: $cr_recommended	
bczmca19	Zoraï Melee Weapons 19		a	the				Lets you make Zoraï melee weapons of quality $cr_recommended.	Zoraï Melee Weapons 19 - Quality: $cr_recommended	
bczmca20	Zoraï Melee Weapons 20		a	the				Lets you make Zoraï melee weapons of quality $cr_recommended.	Zoraï Melee Weapons 20 - Quality: $cr_recommended	
bczmca21	Zoraï Melee Weapons 21		a	the				Lets you make Zoraï melee weapons of quality $cr_recommended.	Zoraï Melee Weapons 21 - Quality: $cr_recommended	
bczmca22	Zoraï Melee Weapons 22		a	the				Lets you make Zoraï melee weapons of quality $cr_recommended.	Zoraï Melee Weapons 22 - Quality: $cr_recommended	
bczmca23	Zoraï Melee Weapons 23		a	the				Lets you make Zoraï melee weapons of quality $cr_recommended.	Zoraï Melee Weapons 23 - Quality: $cr_recommended	
bczmca24	Zoraï Melee Weapons 24		a	the				Lets you make Zoraï melee weapons of quality $cr_recommended.	Zoraï Melee Weapons 24 - Quality: $cr_recommended	
bczmca25	Zoraï Melee Weapons 25		a	the				Lets you make Zoraï melee weapons of quality $cr_recommended.	Zoraï Melee Weapons 25 - Quality: $cr_recommended	
bczrca01	Zoraï Range Weapons 1		a	the				Lets you make Zoraï range weapons of quality $cr_recommended.	Zoraï Range Weapons 1 - Quality: $cr_recommended	
bczrca02	Zoraï Range Weapons 2		a	the				Lets you make Zoraï range weapons of quality $cr_recommended.	Zoraï Range Weapons 2 - Quality: $cr_recommended	
bczrca03	Zoraï Range Weapons 3		a	the				Lets you make Zoraï range weapons of quality $cr_recommended.	Zoraï Range Weapons 3 - Quality: $cr_recommended	
bczrca04	Zoraï Range Weapons 4		a	the				Lets you make Zoraï range weapons of quality $cr_recommended.	Zoraï Range Weapons 4 - Quality: $cr_recommended	
bczrca05	Zoraï Range Weapons 5		a	the				Lets you make Zoraï range weapons of quality $cr_recommended.	Zoraï Range Weapons 5 - Quality: $cr_recommended	
bczrca06	Zoraï Range Weapons 6		a	the				Lets you make Zoraï range weapons of quality $cr_recommended.	Zoraï Range Weapons 6 - Quality: $cr_recommended	
bczrca07	Zoraï Range Weapons 7		a	the				Lets you make Zoraï range weapons of quality $cr_recommended.	Zoraï Range Weapons 7 - Quality: $cr_recommended	
bczrca08	Zoraï Range Weapons 8		a	the				Lets you make Zoraï range weapons of quality $cr_recommended.	Zoraï Range Weapons 8 - Quality: $cr_recommended	
bczrca09	Zoraï Range Weapons 9		a	the				Lets you make Zoraï range weapons of quality $cr_recommended.	Zoraï Range Weapons 9 - Quality: $cr_recommended	
bczrca10	Zoraï Range Weapons 10		a	the				Lets you make Zoraï range weapons of quality $cr_recommended.	Zoraï Range Weapons 10 - Quality: $cr_recommended	
bczrca11	Zoraï Range Weapons 11		a	the				Lets you make Zoraï range weapons of quality $cr_recommended.	Zoraï Range Weapons 11 - Quality: $cr_recommended	
bczrca12	Zoraï Range Weapons 12		a	the				Lets you make Zoraï range weapons of quality $cr_recommended.	Zoraï Range Weapons 12 - Quality: $cr_recommended	
bczrca13	Zoraï Range Weapons 13		a	the				Lets you make Zoraï range weapons of quality $cr_recommended.	Zoraï Range Weapons 13 - Quality: $cr_recommended	
bczrca14	Zoraï Range Weapons 14		a	the				Lets you make Zoraï range weapons of quality $cr_recommended.	Zoraï Range Weapons 14 - Quality: $cr_recommended	
bczrca15	Zoraï Range Weapons 15		a	the				Lets you make Zoraï range weapons of quality $cr_recommended.	Zoraï Range Weapons 15 - Quality: $cr_recommended	
bczrca16	Zoraï Range Weapons 16		a	the				Lets you make Zoraï range weapons of quality $cr_recommended.	Zoraï Range Weapons 16 - Quality: $cr_recommended	
bczrca17	Zoraï Range Weapons 17		a	the				Lets you make Zoraï range weapons of quality $cr_recommended.	Zoraï Range Weapons 17 - Quality: $cr_recommended	
bczrca18	Zoraï Range Weapons 18		a	the				Lets you make Zoraï range weapons of quality $cr_recommended.	Zoraï Range Weapons 18 - Quality: $cr_recommended	
bczrca19	Zoraï Range Weapons 19		a	the				Lets you make Zoraï range weapons of quality $cr_recommended.	Zoraï Range Weapons 19 - Quality: $cr_recommended	
bczrca20	Zoraï Range Weapons 20		a	the				Lets you make Zoraï range weapons of quality $cr_recommended.	Zoraï Range Weapons 20 - Quality: $cr_recommended	
bczrca21	Zoraï Range Weapons 21		a	the				Lets you make Zoraï range weapons of quality $cr_recommended.	Zoraï Range Weapons 21 - Quality: $cr_recommended	
bczrca22	Zoraï Range Weapons 22		a	the				Lets you make Zoraï range weapons of quality $cr_recommended.	Zoraï Range Weapons 22 - Quality: $cr_recommended	
bczrca23	Zoraï Range Weapons 23		a	the				Lets you make Zoraï range weapons of quality $cr_recommended.	Zoraï Range Weapons 23 - Quality: $cr_recommended	
bczrca24	Zoraï Range Weapons 24		a	the				Lets you make Zoraï range weapons of quality $cr_recommended.	Zoraï Range Weapons 24 - Quality: $cr_recommended	
bczrca25	Zoraï Range Weapons 25		a	the				Lets you make Zoraï range weapons of quality $cr_recommended.	Zoraï Range Weapons 25 - Quality: $cr_recommended	
bczpca01	Zoraï Ammo 1		a	the				Lets you make Zoraï ammo of quality $cr_recommended.	Zoraï Ammo 1 - Quality: $cr_recommended	
bczpca02	Zoraï Ammo 2		a	the				Lets you make Zoraï ammo of quality $cr_recommended.	Zoraï Ammo 2 - Quality: $cr_recommended	
bczpca03	Zoraï Ammo 3		a	the				Lets you make Zoraï ammo of quality $cr_recommended.	Zoraï Ammo 3 - Quality: $cr_recommended	
bczpca04	Zoraï Ammo 4		a	the				Lets you make Zoraï ammo of quality $cr_recommended.	Zoraï Ammo 4 - Quality: $cr_recommended	
bczpca05	Zoraï Ammo 5		a	the				Lets you make Zoraï ammo of quality $cr_recommended.	Zoraï Ammo 5 - Quality: $cr_recommended	
bczpca06	Zoraï Ammo 6		a	the				Lets you make Zoraï ammo of quality $cr_recommended.	Zoraï Ammo 6 - Quality: $cr_recommended	
bczpca07	Zoraï Ammo 7		a	the				Lets you make Zoraï ammo of quality $cr_recommended.	Zoraï Ammo 7 - Quality: $cr_recommended	
bczpca08	Zoraï Ammo 8		a	the				Lets you make Zoraï ammo of quality $cr_recommended.	Zoraï Ammo 8 - Quality: $cr_recommended	
bczpca09	Zoraï Ammo 9		a	the				Lets you make Zoraï ammo of quality $cr_recommended.	Zoraï Ammo 9 - Quality: $cr_recommended	
bczpca10	Zoraï Ammo 10		a	the				Lets you make Zoraï ammo of quality $cr_recommended.	Zoraï Ammo 10 - Quality: $cr_recommended	
bczpca11	Zoraï Ammo 11		a	the				Lets you make Zoraï ammo of quality $cr_recommended.	Zoraï Ammo 11 - Quality: $cr_recommended	
bczpca12	Zoraï Ammo 12		a	the				Lets you make Zoraï ammo of quality $cr_recommended.	Zoraï Ammo 12 - Quality: $cr_recommended	
bczpca13	Zoraï Ammo 13		a	the				Lets you make Zoraï ammo of quality $cr_recommended.	Zoraï Ammo 13 - Quality: $cr_recommended	
bczpca14	Zoraï Ammo 14		a	the				Lets you make Zoraï ammo of quality $cr_recommended.	Zoraï Ammo 14 - Quality: $cr_recommended	
bczpca15	Zoraï Ammo 15		a	the				Lets you make Zoraï ammo of quality $cr_recommended.	Zoraï Ammo 15 - Quality: $cr_recommended	
bczpca16	Zoraï Ammo 16		a	the				Lets you make Zoraï ammo of quality $cr_recommended.	Zoraï Ammo 16 - Quality: $cr_recommended	
bczpca17	Zoraï Ammo 17		a	the				Lets you make Zoraï ammo of quality $cr_recommended.	Zoraï Ammo 17 - Quality: $cr_recommended	
bczpca18	Zoraï Ammo 18		a	the				Lets you make Zoraï ammo of quality $cr_recommended.	Zoraï Ammo 18 - Quality: $cr_recommended	
bczpca19	Zoraï Ammo 19		a	the				Lets you make Zoraï ammo of quality $cr_recommended.	Zoraï Ammo 19 - Quality: $cr_recommended	
bczpca20	Zoraï Ammo 20		a	the				Lets you make Zoraï ammo of quality $cr_recommended.	Zoraï Ammo 20 - Quality: $cr_recommended	
bczpca21	Zoraï Ammo 21		a	the				Lets you make Zoraï ammo of quality $cr_recommended.	Zoraï Ammo 21 - Quality: $cr_recommended	
bczpca22	Zoraï Ammo 22		a	the				Lets you make Zoraï ammo of quality $cr_recommended.	Zoraï Ammo 22 - Quality: $cr_recommended	
bczpca23	Zoraï Ammo 23		a	the				Lets you make Zoraï ammo of quality $cr_recommended.	Zoraï Ammo 23 - Quality: $cr_recommended	
bczpca24	Zoraï Ammo 24		a	the				Lets you make Zoraï ammo of quality $cr_recommended.	Zoraï Ammo 24 - Quality: $cr_recommended	
bczpca25	Zoraï Ammo 25		a	the				Lets you make Zoraï ammo of quality $cr_recommended.	Zoraï Ammo 25 - Quality: $cr_recommended	
bczsca01	Zoraï Shields 1		a	the				Lets you make Zoraï shields of quality $cr_recommended.	Zoraï Shields 1 - Quality: $cr_recommended	
bczsca02	Zoraï Shields 2		a	the				Lets you make Zoraï shields of quality $cr_recommended.	Zoraï Shields 2 - Quality: $cr_recommended	
bczsca03	Zoraï Shields 3		a	the				Lets you make Zoraï shields of quality $cr_recommended.	Zoraï Shields 3 - Quality: $cr_recommended	
bczsca04	Zoraï Shields 4		a	the				Lets you make Zoraï shields of quality $cr_recommended.	Zoraï Shields 4 - Quality: $cr_recommended	
bczsca05	Zoraï Shields 5		a	the				Lets you make Zoraï shields of quality $cr_recommended.	Zoraï Shields 5 - Quality: $cr_recommended	
bczsca06	Zoraï Shields 6		a	the				Lets you make Zoraï shields of quality $cr_recommended.	Zoraï Shields 6 - Quality: $cr_recommended	
bczsca07	Zoraï Shields 7		a	the				Lets you make Zoraï shields of quality $cr_recommended.	Zoraï Shields 7 - Quality: $cr_recommended	
bczsca08	Zoraï Shields 8		a	the				Lets you make Zoraï shields of quality $cr_recommended.	Zoraï Shields 8 - Quality: $cr_recommended	
bczsca09	Zoraï Shields 9		a	the				Lets you make Zoraï shields of quality $cr_recommended.	Zoraï Shields 9 - Quality: $cr_recommended	
bczsca10	Zoraï Shields 10		a	the				Lets you make Zoraï shields of quality $cr_recommended.	Zoraï Shields 10 - Quality: $cr_recommended	
bczsca11	Zoraï Shields 11		a	the				Lets you make Zoraï shields of quality $cr_recommended.	Zoraï Shields 11 - Quality: $cr_recommended	
bczsca12	Zoraï Shields 12		a	the				Lets you make Zoraï shields of quality $cr_recommended.	Zoraï Shields 12 - Quality: $cr_recommended	
bczsca13	Zoraï Shields 13		a	the				Lets you make Zoraï shields of quality $cr_recommended.	Zoraï Shields 13 - Quality: $cr_recommended	
bczsca14	Zoraï Shields 14		a	the				Lets you make Zoraï shields of quality $cr_recommended.	Zoraï Shields 14 - Quality: $cr_recommended	
bczsca15	Zoraï Shields 15		a	the				Lets you make Zoraï shields of quality $cr_recommended.	Zoraï Shields 15 - Quality: $cr_recommended	
bczsca16	Zoraï Shields 16		a	the				Lets you make Zoraï shields of quality $cr_recommended.	Zoraï Shields 16 - Quality: $cr_recommended	
bczsca17	Zoraï Shields 17		a	the				Lets you make Zoraï shields of quality $cr_recommended.	Zoraï Shields 17 - Quality: $cr_recommended	
bczsca18	Zoraï Shields 18		a	the				Lets you make Zoraï shields of quality $cr_recommended.	Zoraï Shields 18 - Quality: $cr_recommended	
bczsca19	Zoraï Shields 19		a	the				Lets you make Zoraï shields of quality $cr_recommended.	Zoraï Shields 19 - Quality: $cr_recommended	
bczsca20	Zoraï Shields 20		a	the				Lets you make Zoraï shields of quality $cr_recommended.	Zoraï Shields 20 - Quality: $cr_recommended	
bczsca21	Zoraï Shields 21		a	the				Lets you make Zoraï shields of quality $cr_recommended.	Zoraï Shields 21 - Quality: $cr_recommended	
bczsca22	Zoraï Shields 22		a	the				Lets you make Zoraï shields of quality $cr_recommended.	Zoraï Shields 22 - Quality: $cr_recommended	
bczsca23	Zoraï Shields 23		a	the				Lets you make Zoraï shields of quality $cr_recommended.	Zoraï Shields 23 - Quality: $cr_recommended	
bczsca24	Zoraï Shields 24		a	the				Lets you make Zoraï shields of quality $cr_recommended.	Zoraï Shields 24 - Quality: $cr_recommended	
bczsca25	Zoraï Shields 25		a	the				Lets you make Zoraï shields of quality $cr_recommended.	Zoraï Shields 25 - Quality: $cr_recommended	
bczjca01	Zoraï Jewels 1		a	the				Lets you make Zoraï jewels of quality $cr_recommended. 	Zoraï Jewels 1 - Quality: $cr_recommended	
bczjca02	Zoraï Jewels 2		a	the				Lets you make Zoraï jewels of quality $cr_recommended. 	Zoraï Jewels 2 - Quality: $cr_recommended	
bczjca03	Zoraï Jewels 3		a	the				Lets you make Zoraï jewels of quality $cr_recommended. 	Zoraï Jewels 3 - Quality: $cr_recommended	
bczjca04	Zoraï Jewels 4		a	the				Lets you make Zoraï jewels of quality $cr_recommended. 	Zoraï Jewels 4 - Quality: $cr_recommended	
bczjca05	Zoraï Jewels 5		a	the				Lets you make Zoraï jewels of quality $cr_recommended. 	Zoraï Jewels 5 - Quality: $cr_recommended	
bczjca06	Zoraï Jewels 6		a	the				Lets you make Zoraï jewels of quality $cr_recommended. 	Zoraï Jewels 6 - Quality: $cr_recommended	
bczjca07	Zoraï Jewels 7		a	the				Lets you make Zoraï jewels of quality $cr_recommended. 	Zoraï Jewels 7 - Quality: $cr_recommended	
bczjca08	Zoraï Jewels 8		a	the				Lets you make Zoraï jewels of quality $cr_recommended. 	Zoraï Jewels 8 - Quality: $cr_recommended	
bczjca09	Zoraï Jewels 9		a	the				Lets you make Zoraï jewels of quality $cr_recommended. 	Zoraï Jewels 9 - Quality: $cr_recommended	
bczjca10	Zoraï Jewels 10		a	the				Lets you make Zoraï jewels of quality $cr_recommended. 	Zoraï Jewels 10 - Quality: $cr_recommended	
bczjca11	Zoraï Jewels 11		a	the				Lets you make Zoraï jewels of quality $cr_recommended. 	Zoraï Jewels 11 - Quality: $cr_recommended	
bczjca12	Zoraï Jewels 12		a	the				Lets you make Zoraï jewels of quality $cr_recommended. 	Zoraï Jewels 12 - Quality: $cr_recommended	
bczjca13	Zoraï Jewels 13		a	the				Lets you make Zoraï jewels of quality $cr_recommended. 	Zoraï Jewels 13 - Quality: $cr_recommended	
bczjca14	Zoraï Jewels 14		a	the				Lets you make Zoraï jewels of quality $cr_recommended. 	Zoraï Jewels 14 - Quality: $cr_recommended	
bczjca15	Zoraï Jewels 15		a	the				Lets you make Zoraï jewels of quality $cr_recommended. 	Zoraï Jewels 15 - Quality: $cr_recommended	
bczjca16	Zoraï Jewels 16		a	the				Lets you make Zoraï jewels of quality $cr_recommended. 	Zoraï Jewels 16 - Quality: $cr_recommended	
bczjca17	Zoraï Jewels 17		a	the				Lets you make Zoraï jewels of quality $cr_recommended. 	Zoraï Jewels 17 - Quality: $cr_recommended	
bczjca18	Zoraï Jewels 18		a	the				Lets you make Zoraï jewels of quality $cr_recommended. 	Zoraï Jewels 18 - Quality: $cr_recommended	
bczjca19	Zoraï Jewels 19		a	the				Lets you make Zoraï jewels of quality $cr_recommended. 	Zoraï Jewels 19 - Quality: $cr_recommended	
bczjca20	Zoraï Jewels 20		a	the				Lets you make Zoraï jewels of quality $cr_recommended. 	Zoraï Jewels 20 - Quality: $cr_recommended	
bczjca21	Zoraï Jewels 21		a	the				Lets you make Zoraï jewels of quality $cr_recommended. 	Zoraï Jewels 21 - Quality: $cr_recommended	
bczjca22	Zoraï Jewels 22		a	the				Lets you make Zoraï jewels of quality $cr_recommended. 	Zoraï Jewels 22 - Quality: $cr_recommended	
bczjca23	Zoraï Jewels 23		a	the				Lets you make Zoraï jewels of quality $cr_recommended. 	Zoraï Jewels 23 - Quality: $cr_recommended	
bczjca24	Zoraï Jewels 24		a	the				Lets you make Zoraï jewels of quality $cr_recommended. 	Zoraï Jewels 24 - Quality: $cr_recommended	
bczjca25	Zoraï Jewels 25		a	the				Lets you make Zoraï jewels of quality $cr_recommended. 	Zoraï Jewels 25 - Quality: $cr_recommended	
BSXPA01	Power		a	the				Allows to add power effect	Brick Power	
BSXPA02	Aura		an	the				Allows to add aura effect	Brick Aura	
BSFEA01	Taunt		a	the				Taunt your target, makes it attacks you. Success chances depends of target mean skill value.	Taunt Effect	
BSFEA02	Shielding		a	the				Protect your target, you take a percentage of the damage it takes. Efficiency depends on the shield type you have and you must be at less than 5 meters away from the entity you protect.	Shielding Effect	
BSFMA01	Taunt power 1		a	the				Taunt your target, makes it attacks you. Works 100% on creatures up to mean skill $SP_TAUNT.	Taunt Effect - Ideal target skill level : $SP_TAUNT	
BSFMA02	Taunt power 2		a	the				Taunt your target, makes it attacks you. Works 100% on creatures up to mean skill $SP_TAUNT.	Taunt Effect - Ideal target skill level : $SP_TAUNT	
BSFMA03	Taunt power 3		a	the				Taunt your target, makes it attacks you. Works 100% on creatures up to mean skill $SP_TAUNT.	Taunt Effect - Ideal target skill level : $SP_TAUNT	
BSFMA04	Taunt power 4		a	the				Taunt your target, makes it attacks you. Works 100% on creatures up to mean skill $SP_TAUNT.	Taunt Effect - Ideal target skill level : $SP_TAUNT	
BSFMA05	Taunt power 5		a	the				Taunt your target, makes it attacks you. Works 100% on creatures up to mean skill $SP_TAUNT.	Taunt Effect - Ideal target skill level : $SP_TAUNT	
BSFMA06	Taunt power 6		a	the				Taunt your target, makes it attacks you. Works 100% on creatures up to mean skill $SP_TAUNT.	Taunt Effect - Ideal target skill level : $SP_TAUNT	
BSFMA07	Taunt power 7		a	the				Taunt your target, makes it attacks you. Works 100% on creatures up to mean skill $SP_TAUNT.	Taunt Effect - Ideal target skill level : $SP_TAUNT	
BSFMA08	Taunt power 8		a	the				Taunt your target, makes it attacks you. Works 100% on creatures up to mean skill $SP_TAUNT.	Taunt Effect - Ideal target skill level : $SP_TAUNT	
BSFMA09	Taunt power 9		a	the				Taunt your target, makes it attacks you. Works 100% on creatures up to mean skill $SP_TAUNT.	Taunt Effect - Ideal target skill level : $SP_TAUNT	
BSFMA10	Taunt power 10		a	the				Taunt your target, makes it attacks you. Works 100% on creatures up to mean skill $SP_TAUNT.	Taunt Effect - Ideal target skill level : $SP_TAUNT	
BSFMA11	Taunt power 11		a	the				Taunt your target, makes it attacks you. Works 100% on creatures up to mean skill $SP_TAUNT.	Taunt Effect - Ideal target skill level : $SP_TAUNT	
BSFMA12	Taunt power 12		a	the				Taunt your target, makes it attacks you. Works 100% on creatures up to mean skill $SP_TAUNT.	Taunt Effect - Ideal target skill level : $SP_TAUNT	
BSFMB01	Shielding power 1		a	the				Last $6SP_SHIELDING s, reusable after $7SP_SHIELDING s.  Without shield you take $0SP_SHIELDING% of the damage, with a max of $1SP_SHIELDING points. With a buckcler you take $2SP_SHIELDING% with a max of $3SP_SHIELDING. With a shield you take $4SP_SHIELDING% with a max of $5SP_SHIELDING.	Shielding ( $6SP_SHIELDING s / $7SP_SHIELDING s) - Shield ($4SP_SHIELDING%/$5SP_SHIELDING)	
BSFMB02	Shielding power 2		a	the				Last $6SP_SHIELDING s, reusable after $7SP_SHIELDING s.  Without shield you take $0SP_SHIELDING% of the damage, with a max of $1SP_SHIELDING points. With a buckcler you take $2SP_SHIELDING% with a max of $3SP_SHIELDING. With a shield you take $4SP_SHIELDING% with a max of $5SP_SHIELDING.	Shielding ( $6SP_SHIELDING s / $7SP_SHIELDING s) - Shield ($4SP_SHIELDING%/$5SP_SHIELDING)	
BSFMB03	Shielding power 3		a	the				Last $6SP_SHIELDING s, reusable after $7SP_SHIELDING s.  Without shield you take $0SP_SHIELDING% of the damage, with a max of $1SP_SHIELDING points. With a buckcler you take $2SP_SHIELDING% with a max of $3SP_SHIELDING. With a shield you take $4SP_SHIELDING% with a max of $5SP_SHIELDING.	Shielding ( $6SP_SHIELDING s / $7SP_SHIELDING s) - Shield ($4SP_SHIELDING%/$5SP_SHIELDING)	
