*HASH_VALUE	creature ID	name	p	creagen	screagen
_077FE917E4746C72	ccflb4	Преследующий наджаб	Преследующие наджабы	Преследующих наджабов	Преследующего наджаба
_D4E3B97A92B0657C	ccflf1	Ужасающий наджаб	Ужасающие наджабы	Ужасающих наджабов	Ужасающего наджаба
_027E4126B01B9B0A	ccflf2	Чудовищный наджаб	Чудовищные наджабы	Чудовищных наджабов	Чудовищного наджаба
_824F8A06BCD94CFA	ccflf3	Кошмарный наджаб	Кошмарные наджабы	Кошмарных наджабов	Кошмарного наджаба
_45918913249BDFCE	ccgga1	Мерзкий воракс	Мерзкие вораксы	Мерзких вораксов	Мерзкого воракса
_899E92053F39DCF0	ccgga2	Больной воракс	Больные вораксы	Больных вораксов	Больного воракса
_59A0638069D3BD3E	ccgga3	Прокаженный воракс	Прокаженные вораксы	Прокаженных вораксов	Прокаженного воракса
_886331757FAB2CFE	ccgga4	Зараженный воракс	Зараженные вораксы	Зараженных вораксов	Зараженного воракса
_4A2F961D3FFA00FE	ccggb1	Тошнотворный воракс	Тошнотворные вораксы	Тошнотворных вораксов	Тошнотворного воракса
_88CECE1601DABCFD	ccggb2	Смердящий воракс	Смердящие вораксы	Смердящих вораксов	Смердящего воракса
_45EF6109EE94A872	ccggb3	Болезненный воракс	Болезненные вораксы	Болезненных вораксов	Болезненного воракса
_0A0ECE13FF1ACCF8	ccggb4	Отравленный воракс	Отравленные вораксы	Отравленных вораксов	Отравленного воракса
_05E0FD11F8484713	ccggc1	Чумной воракс	Чумные вораксы	Чумных вораксов	Чумного воракса
_C88F1510F7783AE3	ccggc2	Хилый воракс	Хилые вораксы	Хилых вораксов	Хилого воракса
_E8E4BA230F4DF923	ccggc3	Гниющий воракс	Гниющие вораксы	Гниющих вораксов	Гниющего воракса
_496FBE22820AE8FF	ccggc4	Губительный воракс	Губительные вораксы	Губительных вораксов	Губительного воракса
_819F391BB5684714	ccggd1	Порченый воракс	Порченые вораксы	Порченых вораксов	Порченого воракса
_97D1A272F35E6428	ccggd2	Гнойный воракс	Гнойные вораксы	Гнойных вораксов	Гнойного воракса
_5A04DD9256518588	ccggd3	Пагубный воракс	Пагубные вораксы	Пагубных вораксов	Пагубного воракса
_C58F9911E836AC74	ccggd4	Бесноватый воракс	Бесноватые вораксы	Бесноватых вораксов	Бесноватого воракса
_16D3FA79785FBC2F	ccgge1	Прыщавый воракс	Прыщавые вораксы	Прыщавых вораксов	Прыщавого воракса
_44B0310EF6785721	ccgge2	Облезающий воракс	Облезающие вораксы	Облезающих вораксов	Облезающего воракса
_447F151435A75B21	ccgge3	Бешеный воракс	Бешеные вораксы	Бешеных вораксов	Бешеного воракса
_D941BE75F33F8824	ccgge4	Отвратительный воракс	Отвратительные вораксы	Отвратительных вораксов	Отвратительного воракса
_093E6E0B7D59D8FB	ccggf1	Безумный воракс	Безумные вораксы	Безумных вораксов	Безумного воракса
_887FC605C079B007	ccggf2	Озверевший воракс	Озверевшие вораксы	Озверевших вораксов	Озверевшего воракса
_881EA2057F5AC4FF	ccggf3	Демонический воракс	Демонические вораксы	Демонических вораксов	Демонического воракса
_AADC81212808A78B	ccgja1	Карликовый воракс	Карликовые вораксы	Карликовых вораксов	Карликового воракса
_24F431BAF6384781	ccgja2	Маленький воракс	Маленькие вораксы	Маленьких вораксов	Маленького воракса
_AABB3931AEC8B78B	ccgja3	Молодой воракс	Молодые вораксы	Молодых вораксов	Молодого воракса
_24F4DDB8AEE71F7E	ccgja4	Спокойный воракс	Спокойные вораксы	Спокойных вораксов	Спокойного воракса
_0A1FA617417B000B	ccgjb1	Энергичный воракс	Энергичные вораксы	Энергичных вораксов	Энергичного воракса
_8B3EEA108019BCFE	ccgjb2	Рычащий воракс	Рычащие вораксы	Рычащих вораксов	Рычащего воракса
_8B3EAE1CBCDAC0FE	ccgjb3	Сердитый воракс	Сердитые вораксы	Сердитых вораксов	Сердитого воракса
_868F9917E834AC72	ccgjb4	Преследующий воракс	Преследующие вораксы	Преследующих вораксов	Преследующего воракса
_AADC9121A6A8978D	ccgjc1	Жуткий воракс	Жуткие вораксы	Жутких вораксов	Жуткого воракса
_5571C27273FE7822	ccgjc2	Злющий воракс	Злющие вораксы	Злющих вораксов	Злющего воракса
_1791967473FF8420	ccgjc3	Опасный воракс	Опасные вораксы	Опасных вораксов	Опасного воракса
_069E5E153D79C4F6	ccgjc4	Угрожающий воракс	Угрожающие вораксы	Угрожающих вораксов	Угрожающего воракса
_05D0291438685320	ccgjd1	Ревущий воракс	Ревущие вораксы	Ревущих вораксов	Ревущего воракса
_95927271F2EDA415	ccgjd2	Воракс-хищник	Вораксы-хищники	Вораксов-хищников	Воракса-хищника
_05F0652738C75B20	ccgjd3	Охотящийся воракс	Охотящиеся вораксы	Охотящихся вораксов	Охотящегося воракса
_8B3EEA1980AAC400	ccgjd4	Рыскающий воракс	Рыскающие вораксы	Рыскающих вораксов	Рыскающего воракса
_0540551B79485321	ccgje1	Настигающий воракс	Настигающие вораксы	Настигающих вораксов	Настигающего воракса
_868F99F3E836A475	ccgje2	Разъяренный воракс	Разъяренные вораксы	Разъяренных вораксов	Разъяренного воракса
_CBCFA201BDF9D007	ccgje3	Грозный воракс	Грозные вораксы	Грозных вораксов	Грозного воракса
_24F4E1B3F1474F7D	ccgje4	Гигантский воракс	Гигантские вораксы	Гигантских вораксов	Гигантского воракса
_2BDC81212808A78B	ccgla1	Карликовый воракс	Карликовые вораксы	Карликовых вораксов	Карликового воракса
_A5F431BAF6384781	ccgla2	Маленький воракс	Маленькие вораксы	Маленьких вораксов	Маленького воракса
_2BBB3931AEC8B78B	ccgla3	Молодой воракс	Молодые вораксы	Молодых вораксов	Молодого воракса
_A5F4DDB8AEE71F7E	ccgla4	Спокойный воракс	Спокойные вораксы	Спокойных вораксов	Спокойного воракса
_8B1FA617417B000B	ccglb1	Энергичный воракс	Энергичные вораксы	Энергичных вораксов	Энергичного воракса
_0C3EEA108019BCFE	ccglb2	Рычащий воракс	Рычащие вораксы	Рычащих вораксов	Рычащего воракса
_0C3EAE1CBCDAC0FE	ccglb3	Сердитый воракс	Сердитые вораксы	Сердитых вораксов	Сердитого воракса
_078F9917E834AC72	ccglb4	Преследующий воракс	Преследующие вораксы	Преследующих вораксов	Преследующего воракса
_2BDC9121A6A8978D	ccglc1	Жуткий воракс	Жуткие вораксы	Жутких вораксов	Жуткого воракса
_D671C27273FE7822	ccglc2	Злющий воракс	Злющие вораксы	Злющих вораксов	Злющего воракса
_9891967473FF8420	ccglc3	Опасный воракс	Опасные вораксы	Опасных вораксов	Опасного воракса
_879E5E153D79C4F6	ccglc4	Угрожающий воракс	Угрожающие вораксы	Угрожающих вораксов	Угрожающего воракса
_86D0291438685320	ccgld1	Ревущий воракс	Ревущие вораксы	Ревущих вораксов	Ревущего воракса
_16927271F2EDA415	ccgld2	Воракс-хищник	Вораксы-хищники	Вораксов-хищников	Воракса-хищника
_86F0652738C75B20	ccgld3	Охотящийся воракс	Охотящиеся вораксы	Охотящихся вораксов	Охотящегося воракса
_0C3EEA1980AAC400	ccgld4	Рыскающий воракс	Рыскающие вораксы	Рыскающих вораксов	Рыскающего воракса
_8640551B79485321	ccgle1	Настигающий воракс	Настигающие вораксы	Настигающих вораксов	Настигающего воракса
_078F99F3E836A475	ccgle2	Разъяренный воракс	Разъяренные вораксы	Разъяренных вораксов	Разъяренного воракса
_4CCFA201BDF9D007	ccgle3	Грозный воракс	Грозные вораксы	Грозных вораксов	Грозного воракса
_A5F4E1B3F1474F7D	ccgle4	Гигантский воракс	Гигантские вораксы	Гигантских вораксов	Гигантского воракса
_DD74D98894116584	ccglf1	Ужасающий воракс	Ужасающие вораксы	Ужасающих вораксов	Ужасающего воракса
_02707936339C9B20	ccglf2	Чудовищный воракс	Чудовищные вораксы	Чудовищных вораксов	Чудовищного воракса
_0A3FCA14BED9A4FA	ccglf3	Кошмарный воракс	Кошмарные вораксы	Кошмарных вораксов	Кошмарного воракса
_0F55F17102EF9062	ccgpf1	Ужасающий воракс	Ужасающие вораксы	Ужасающих вораксов	Ужасающего воракса
_45007D0EADE63BC1	ccgpf2	Чудовищный воракс	Чудовищные вораксы	Чудовищных вораксов	Чудовищного воракса
_090F4928E7379B07	ccgpf3	Кошмарный воракс	Кошмарные вораксы	Кошмарных вораксов	Кошмарного воракса
_185854FB1629DF99	ccgpf4	Огромный воракс	Огромные вораксы	Огромных вораксов	Огромного воракса
_6301C1096638F8DD	cchda1	Карликовый варинкс	Карликовые варинксы	Карликовых варинксов	Карликового варинкса
_79BA4835B1D87799	cchda2	Маленький варинкс	Маленькие варинксы	Маленьких варинксов	Маленького варинкса
_63BFC1296A7800DD	cchda3	Молодой варинкс	Молодые варинксы	Молодых варинксов	Молодого варинкса
_79BAF41E2EE67399	cchda4	Спокойный варинкс	Спокойные варинксы	Спокойных варинксов	Спокойного варинкса
_19C4BD76848A8430	cchdb1	Энергичный варинкс	Энергичные варинксы	Энергичных варинксов	Энергичного варинкса
_9AF4A17204394031	cchdb2	Рычащий варинкс	Рычащие варинксы	Рычащих варинксов	Рычащего варинкса
_9A03D17240FA4431	cchdb3	Сердитый варинкс	Сердитые варинксы	Сердитых варинксов	Сердитого варинкса
_036F7518357B1BD0	cchdb4	Лающий варинкс	Лающие варинксы	Лающих варинксов	Лающего варинкса
_6301E10164B8F8DF	cchdc1	Жуткий варинкс	Жуткие варинксы	Жутких варинксов	Жуткого варинкса
_4A25026A317E3D6A	cchdc2	Злющий варинкс	Злющие варинксы	Злющих варинксов	Злющего варинкса
_8CB5FA6C730E396C	cchdc3	Опасный варинкс	Опасные варинксы	Опасных варинксов	Опасного варинкса
_5A936171C199241C	cchdc4	Ощетинившийся варинкс	Ощетинившиеся варинксы	Ощетинившихся варинксов	Ощетинившегося варинкса
_C83FD246B1BDAF03	cchdd1	Ревущий варинкс	Ревущие варинксы	Ревущих варинксов	Ревущего варинкса
_0985C66AF0DE016B	cchdd2	Варинкс-хищник	Варинксы-хищники	Варинксов-хищников	Варинкса-хищника
_490FF249331CB703	cchdd3	Охотящийся варинкс	Охотящиеся варинксы	Охотящихся варинксов	Охотящегося варинкса
_9AF4C57204CA4833	cchdd4	Рыскающий варинкс	Рыскающие варинксы	Рыскающих варинксов	Рыскающего варинкса
_2DD77C95EC66C396	cchdd5	Блэкозис		Блэкозиса	Блэкозиса
_8A7FFA48729DAF04	cchde1	Преследующий варинкс	Преследующие варинксы	Преследующих варинксов	Преследующего варинкса
_036F2D06397C13D3	cchde2	Разъяренный варинкс	Разъяренные варинксы	Разъяренных варинксов	Разъяренного варинкса
_989489628189582E	cchde3	Грозный варинкс	Грозные варинксы	Грозных варинксов	Грозного варинкса
_79BAF81AEF575F9D	cchde4	Гигантский варинкс	Гигантские варинксы	Гигантских варинксов	Гигантского варинкса
_82D1994BFF7950D9	cchga1	Мерзкий варинкс	Мерзкие варинксы	Мерзких варинксов	Мерзкого варинкса
_9C534D69419A2417	cchga2	Больной варинкс	Больные варинксы	Больных варинксов	Больного варинкса
_EEA64AF9A5038570	cchga3	Прокаженный варинкс	Прокаженные варинксы	Прокаженных варинксов	Прокаженного варинкса
_DB2FDE6F0548446A	cchga4	Зараженный варинкс	Зараженные варинксы	Зараженных варинксов	Зараженного варинкса
_5D73AD8482095034	cchgb1	Тошнотворный варинкс	Тошнотворные варинксы	Тошнотворных варинксов	Тошнотворного варинкса
_D904AD6C85FA3C28	cchgb2	Смердящий варинкс	Смердящие варинксы	Смердящих варинксов	Смердящего варинкса
_C2AF3D1F7B2B17CD	cchgb3	Болезненный варинкс	Болезненные варинксы	Болезненных варинксов	Болезненного варинкса
_1AF3B569011A4824	cchgb4	Отравленный варинкс	Отравленные варинксы	Отравленных варинксов	Отравленного варинкса
_83009A44F16D8B0B	cchgc1	Чумной варинкс	Чумные варинксы	Чумных варинксов	Чумного варинкса
_898F9E493059DFBE	cchgc2	Хилый варинкс	Хилые варинксы	Хилых варинксов	Хилого варинкса
_1E848250DC843C8B	cchgc3	Гниющий варинкс	Гниющие варинксы	Гниющих варинксов	Гниющего варинкса
_1A63D582C2EA7C30	cchgc4	Губительный варинкс	Губительные варинксы	Губительных варинксов	Губительного варинкса
_0270565B2E8D8BFE	cchgd1	Порченый варинкс	Порченые варинксы	Порченых варинксов	Порченого варинкса
_4D14126B746D4D6C	cchgd2	Гнойный варинкс	Гнойные варинксы	Гнойных варинксов	Гнойного варинкса
_198462D116868568	cchgd3	Пагубный варинкс	Пагубные варинксы	Пагубных варинксов	Пагубного варинкса
_C36F6915397C1BD2	cchgd4	Бесноватый варинкс	Бесноватые варинксы	Бесноватых варинксов	Бесноватого варинкса
_D0772E71F7D06573	cchge1	Прыщавый варинкс	Прыщавые варинксы	Прыщавых варинксов	Прыщавого варинкса
_087FA24B2FCDB304	cchge2	Облезающий варинкс	Облезающие варинксы	Облезающих варинксов	Облезающего варинкса
_473FBE3AB1FCB704	cchge3	Бешеный варинкс	Бешеные варинксы	Бешеных варинксов	Бешеного варинкса
_CE45FE6EF59E4170	cchge4	Отвратительный варинкс	Отвратительные варинксы	Отвратительных варинксов	Отвратительного варинкса
_9D434D6D7FBA381A	cchgf1	Безумный варинкс	Безумные варинксы	Безумных варинксов	Безумного варинкса
_D8D57965C2296C23	cchgf2	Озверевший варинкс	Озверевшие варинксы	Озверевших варинксов	Озверевшего варинкса
_D8E3796903292831	cchgf3	Демонический варинкс	Демонические варинксы	Демонических варинксов	Демонического варинкса
_FB6C6519AAB78798	cchgf4	Смертоносный варинкс	Смертоносные варинксы	Смертоносных варинксов	Смертоносного варинкса
_6601C1096638F8DD	cchpa1	Карликовый варинкс	Карликовые варинксы	Карликовых варинксов	Карликового варинкса
_7CBA4835B1D87799	cchpa2	Маленький варинкс	Маленькие варинксы	Маленьких варинксов	Маленького варинкса
_66BFC1296A7800DD	cchpa3	Молодой варинкс	Молодые варинксы	Молодых варинксов	Молодого варинкса
_7CBAF41E2EE67399	cchpa4	Спокойный варинкс	Спокойные варинксы	Спокойных варинксов	Спокойного варинкса
_1CC4BD76848A8430	cchpb1	Энергичный варинкс	Энергичные варинксы	Энергичных варинксов	Энергичного варинкса
_9DF4A17204394031	cchpb2	Рычащий варинкс	Рычащие варинксы	Рычащих варинксов	Рычащего варинкса
_9D03D17240FA4431	cchpb3	Сердитый варинкс	Сердитые варинксы	Сердитых варинксов	Сердитого варинкса
_066F7518357B1BD0	cchpb4	Лающий варинкс	Лающие варинксы	Лающих варинксов	Лающего варинкса
_6601E10164B8F8DF	cchpc1	Жуткий варинкс	Жуткие варинксы	Жутких варинксов	Жуткого варинкса
_4D25026A317E3D6A	cchpc2	Злющий варинкс	Злющие варинксы	Злющих варинксов	Злющего варинкса
_8FB5FA6C730E396C	cchpc3	Опасный варинкс	Опасные варинксы	Опасных варинксов	Опасного варинкса
_5D936171C199241C	cchpc4	Ощетинившийся варинкс	Ощетинившиеся варинксы	Ощетинившихся варинксов	Ощетинившегося варинкса
_CB3FD246B1BDAF04	cchpe1	Ревущий варинкс	Ревущие варинксы	Ревущих варинксов	Ревущего варинкса
_0C85C66AF0DE016C	cchpe2	Варинкс-хищник	Варинксы-хищники	Варинксов-хищников	Варинкса-хищника
_4C0FF249331CB704	cchpe3	Охотящийся варинкс	Охотящиеся варинксы	Охотящихся варинксов	Охотящегося варинкса
_9DF4C57204CA4834	cchpe4	Рыскающий варинкс	Рыскающие варинксы	Рыскающих варинксов	Рыскающего варинкса
_D3582C0A2F29CF84	ccida1	Карликовый зеркс	Карликовые зерксы	Карликовых зерксов	Карликового зеркса
_E115A89F16A91BAE	ccida2	Маленький зеркс	Маленькие зерксы	Маленьких зерксов	Маленького зеркса
_D3372C08B14AFF86	ccida3	Молодой зеркс	Молодые зерксы	Молодых зерксов	Молодого зеркса
_2015549D13271BA2	ccida4	Спокойный зеркс	Спокойные зерксы	Спокойных зерксов	Спокойного зеркса
_066145F2E67AD82D	ccidb1	Энергичный зеркс	Энергичные зерксы	Энергичных зерксов	Энергичного зеркса
_0481850364C89020	ccidb2	Рычащий зеркс	Рычащие зерксы	Рычащих зерксов	Рычащего зеркса
_048185F4A3899420	ccidb3	Сердитый зеркс	Сердитые зерксы	Сердитых зерксов	Сердитого зеркса
_6DBF413070B7D741	ccidb4	Преследующий зеркс	Преследующие зерксы	Преследующих зерксов	Преследующего зеркса
_D3583C06AFA9C782	ccidc1	Жуткий зеркс	Жуткие зерксы	Жутких зерксов	Жуткого зеркса
_445E615133BEF408	ccidc2	Злющий зеркс	Злющие зерксы	Злющих зерксов	Злющего зеркса
_059E594A332E1C0A	ccidc3	Опасный зеркс	Опасные зерксы	Опасных зерксов	Опасного зеркса
_C19029F5A3289821	ccidc4	Угрожающий зеркс	Угрожающие зерксы	Угрожающих зерксов	Угрожающего зеркса
_890FE1096894EE02	ccidd1	Ревущий зеркс	Ревущие зерксы	Ревущих зерксов	Ревущего зеркса
_01E0414B719DC415	ccidd2	Зеркс-хищник	Зерксы-хищники	Зерксов-хищников	Зеркса-хищника
_890FF1236C52F602	ccidd3	Охотящийся зеркс	Охотящиеся зерксы	Охотящихся зерксов	Охотящегося зеркса
_04818503A7599822	ccidd4	Рыскающий зеркс	Рыскающие зерксы	Рыскающих зерксов	Рыскающего зеркса
_DDE3317CC42C687F	ccidf1	Ужасающий зеркс	Ужасающие зерксы	Ужасающих зерксов	Ужасающего зеркса
_09CFE9116C72F200	ccidf2	Чудовищный зеркс	Чудовищные зерксы	Чудовищных зерксов	Чудовищного зеркса
_82017D03E498701C	ccidf3	Кошмарный зеркс	Кошмарные зерксы	Кошмарных зерксов	Кошмарного зеркса
_54582C0A2F29CF84	ccija1	Карликовый зеркс	Карликовые зерксы	Карликовых зерксов	Карликового зеркса
_6215A89F16A91BAE	ccija2	Маленький зеркс	Маленькие зерксы	Маленьких зерксов	Маленького зеркса
_54372C08B14AFF86	ccija3	Молодой зеркс	Молодые зерксы	Молодых зерксов	Молодого зеркса
_A115549D13271BA2	ccija4	Спокойный зеркс	Спокойные зерксы	Спокойных зерксов	Спокойного зеркса
_876145F2E67AD82D	ccijb1	Энергичный зеркс	Энергичные зерксы	Энергичных зерксов	Энергичного зеркса
_8581850364C89020	ccijb2	Рычащий зеркс	Рычащие зерксы	Рычащих зерксов	Рычащего зеркса
_858185F4A3899420	ccijb3	Сердитый зеркс	Сердитые зерксы	Сердитых зерксов	Сердитого зеркса
_EEBF413070B7D741	ccijb4	Преследующий зеркс	Преследующие зерксы	Преследующих зерксов	Преследующего зеркса
_54583C06AFA9C782	ccijc1	Жуткий зеркс	Жуткие зерксы	Жутких зерксов	Жуткого зеркса
_C55E615133BEF408	ccijc2	Злющий зеркс	Злющие зерксы	Злющих зерксов	Злющего зеркса
_869E594A332E1C0A	ccijc3	Опасный зеркс	Опасные зерксы	Опасных зерксов	Опасного зеркса
_429029F5A3289821	ccijc4	Угрожающий зеркс	Угрожающие зерксы	Угрожающих зерксов	Угрожающего зеркса
_0A0FE1096894EE02	ccijd1	Ревущий зеркс	Ревущие зерксы	Ревущих зерксов	Ревущего зеркса
_82E0414B719DC415	ccijd2	Зеркс-хищник	Зерксы-хищники	Зерксов-хищников	Зеркса-хищника
_0A0FF1236C52F602	ccijd3	Охотящийся зеркс	Охотящиеся зерксы	Охотящихся зерксов	Охотящегося зеркса
_85818503A7599822	ccijd4	Рыскающий зеркс	Рыскающие зерксы	Рыскающих зерксов	Рыскающего зеркса
_98B75B841B770B7A	ccijd5	Гар-Ло		Гар-Ло	Гар-Ло
_0A0F1911EA54EE03	ccije1	Настигающий зеркс	Настигающие зерксы	Настигающих зерксов	Настигающего зеркса
_EEBF411EEBB80F44	ccije2	Разъяренный зеркс	Разъяренные зерксы	Разъяренных зерксов	Разъяренного зеркса
_C7A239E8E1988828	ccije3	Грозный зеркс	Грозные зерксы	Грозных зерксов	Грозного зеркса
_6015589816E707B2	ccije4	Гигантский зеркс	Гигантские зерксы	Гигантских зерксов	Гигантского зеркса
_5EE3317CC42C687F	ccijf1	Ужасающий зеркс	Ужасающие зерксы	Ужасающих зерксов	Ужасающего зеркса
_476099161C671F20	ccijf2	Чудовищный зеркс	Чудовищные зерксы	Чудовищных зерксов	Чудовищного зеркса
_03017D03E498701C	ccijf3	Кошмарный зеркс	Кошмарные зерксы	Кошмарных зерксов	Кошмарного зеркса
_D5582C0A2F29CF84	ccila1	Карликовый зеркс	Карликовые зерксы	Карликовых зерксов	Карликового зеркса
_E315A89F16A91BAE	ccila2	Маленький зеркс	Маленькие зерксы	Маленьких зерксов	Маленького зеркса
_D5372C08B14AFF86	ccila3	Молодой зеркс	Молодые зерксы	Молодых зерксов	Молодого зеркса
_2215549D13271BA2	ccila4	Спокойный зеркс	Спокойные зерксы	Спокойных зерксов	Спокойного зеркса
_086145F2E67AD82D	ccilb1	Энергичный зеркс	Энергичные зерксы	Энергичных зерксов	Энергичного зеркса
_0681850364C89020	ccilb2	Рычащий зеркс	Рычащие зерксы	Рычащих зерксов	Рычащего зеркса
_068185F4A3899420	ccilb3	Сердитый зеркс	Сердитые зерксы	Сердитых зерксов	Сердитого зеркса
_6FBF413070B7D741	ccilb4	Преследующий зеркс	Преследующие зерксы	Преследующих зерксов	Преследующего зеркса
_D5583C06AFA9C782	ccilc1	Жуткий зеркс	Жуткие зерксы	Жутких зерксов	Жуткого зеркса
_465E615133BEF408	ccilc2	Злющий зеркс	Злющие зерксы	Злющих зерксов	Злющего зеркса
_079E594A332E1C0A	ccilc3	Опасный зеркс	Опасные зерксы	Опасных зерксов	Опасного зеркса
_C39029F5A3289821	ccilc4	Угрожающий зеркс	Угрожающие зерксы	Угрожающих зерксов	Угрожающего зеркса
_8B0FE1096894EE02	ccild1	Ревущий зеркс	Ревущие зерксы	Ревущих зерксов	Ревущего зеркса
_03E0414B719DC415	ccild2	Зеркс-хищник	Зерксы-хищники	Зерксов-хищников	Зеркса-хищника
_8B0FF1236C52F602	ccild3	Охотящийся зеркс	Охотящиеся зерксы	Охотящихся зерксов	Охотящегося зеркса
_06818503A7599822	ccild4	Рыскающий зеркс	Рыскающие зерксы	Рыскающих зерксов	Рыскающего зеркса
_8B0F1911EA54EE03	ccile1	Настигающий зеркс	Настигающие зерксы	Настигающих зерксов	Настигающего зеркса
_6FBF411EEBB80F44	ccile2	Разъяренный зеркс	Разъяренные зерксы	Разъяренных зерксов	Разъяренного зеркса
_48A239E8E1988828	ccile3	Грозный зеркс	Грозные зерксы	Грозных зерксов	Грозного зеркса
_E115589816E707B2	ccile4	Гигантский зеркс	Гигантские зерксы	Гигантских зерксов	Гигантского зеркса
_D6582C0A2F29CF84	ccipa1	Карликовый зеркс	Карликовые зерксы	Карликовых зерксов	Карликового зеркса
_E415A89F16A91BAE	ccipa2	Маленький зеркс	Маленькие зерксы	Маленьких зерксов	Маленького зеркса
_D6372C08B14AFF86	ccipa3	Молодой зеркс	Молодые зерксы	Молодых зерксов	Молодого зеркса
_2315549D13271BA2	ccipa4	Спокойный зеркс	Спокойные зерксы	Спокойных зерксов	Спокойного зеркса
_096145F2E67AD82D	ccipb1	Энергичный зеркс	Энергичные зерксы	Энергичных зерксов	Энергичного зеркса
_0781850364C89020	ccipb2	Рычащий зеркс	Рычащие зерксы	Рычащих зерксов	Рычащего зеркса
_078185F4A3899420	ccipb3	Сердитый зеркс	Сердитые зерксы	Сердитых зерксов	Сердитого зеркса
_70BF413070B7D741	ccipb4	Преследующий зеркс	Преследующие зерксы	Преследующих зерксов	Преследующего зеркса
_D6583C06AFA9C782	ccipc1	Жуткий зеркс	Жуткие зерксы	Жутких зерксов	Жуткого зеркса
_475E615133BEF408	ccipc2	Злющий зеркс	Злющие зерксы	Злющих зерксов	Злющего зеркса
_089E594A332E1C0A	ccipc3	Опасный зеркс	Опасные зерксы	Опасных зерксов	Опасного зеркса
_C49029F5A3289821	ccipc4	Угрожающий зеркс	Угрожающие зерксы	Угрожающих зерксов	Угрожающего зеркса
_8C0FE1096894EE02	ccipd1	Ревущий зеркс	Ревущие зерксы	Ревущих зерксов	Ревущего зеркса
_04E0414B719DC415	ccipd2	Зеркс-хищник	Зерксы-хищники	Зерксы-хищники	Зеркса-хищника
_8C0FF1236C52F602	ccipd3	Охотящийся зеркс	Охотящиеся зерксы	Охотящихся зерксов	Охотящегося зеркса
_07818503A7599822	ccipd4	Рыскающий зеркс	Рыскающие зерксы	Рыскающих зерксов	Рыскающего зеркса
_12BFBDC66C398779	ccjfc1	Жуткий джавинг	Жуткие джавинги	Жутких джавингов	Жуткого джавинга
_C245320E6BEEB012	ccjfc2	Злющий джавинг	Злющие джавинги	Злющих джавингов	Злющего джавинга
_85453210295EB41B	ccjfc3	Опасный джавинг	Опасные джавинги	Опасных джавингов	Опасного джавинга
_833E4966F0F35C0D	ccjfc4	Угрожающий джавинг	Угрожающие джавинги	Угрожающих джавингов	Угрожающего джавинга
_874F4D0E270B67CC	ccjfd1	Злобный джавинг	Злобные джавинги	Злобных джавингов	Злобного джавинга
_0485320EAC8D5C0A	ccjfd2	Зловредный джавинг	Зловредные джавинги	Зловредных джавингов	Зловредного джавинга
_C27E6124EDEB37C0	ccjfd3	Охотящийся джавинг	Охотящиеся джавинги	Охотящихся джавингов	Охотящегося джавинга
_835EF96876555C0E	ccjfd4	Вороватый джавинг	Вороватые джавинги	Вороватых джавингов	Вороватого джавинга
_85350212694C780D	ccjja1	Неопытный джавинг	Неопытные джавинги	Неопытных джавингов	Неопытного джавинга
_3ABBA90B6DA75F93	ccjja2	Малый джавинг	Малые джавинги	Малых джавингов	Малого джавинга
_8620B958F215B01A	ccjjb1	Энергичный джавинг	Энергичные джавинги	Энергичных джавингов	Энергичного джавинга
_3A7B79006ED79F9E	ccjjb2	Обыкновенный джавинг	Обыкновенные джавинги	Обыкновенных джавингов	Обыкновенного джавинга
_C19F4112EBFA1FBB	ccjjb3	Важный джавинг	Важные джавинги	Важных джавингов	Важного джавинга
_537EA9CE2BB8B387	ccjjb4	Высший джавинг	Высшие джавинги	Высших джавингов	Высшего джавинга
_1D2111ED1EB2908B	cckdf1	Ужасающий каттлер	Ужасающие каттлеры	Ужасающих каттлеров	Ужасающего каттлера
_C3F0269077672B0F	cckdf2	Чудовищный каттлер	Чудовищные каттлеры	Чудовищных каттлеров	Чудовищного каттлера
_44576670A1F95C06	cckdf3	Кошмарный каттлер	Кошмарные каттлеры	Кошмарных каттлеров	Кошмарного каттлера
_F09FF41A6AD73FC9	cckdf4	Огромный каттлер	Огромные каттлеры	Огромных каттлеров	Огромного каттлера
_816EF97A0CB91617	cckfe1	Настигающий каттлер	Настигающие каттлеры	Настигающих каттлеров	Настигающего каттлера
_F28F31136B2F949D	cckfe2	Разъяренный каттлер	Разъяренные каттлеры	Разъяренных каттлеров	Разъяренного каттлера
_88F822559EF97412	cckfe3	Грозный каттлер	Грозные каттлеры	Грозных каттлеров	Грозного каттлера
_986B61E65C48D3BB	cckfe4	Гигантский каттлер	Гигантские каттлеры	Гигантских каттлеров	Гигантского каттлера
_9D2111ED1EB2908B	cckff1	Ужасающий каттлер	Ужасающие каттлеры	Ужасающих каттлеров	Ужасающего каттлера
_43F0269077672B0F	cckff2	Чудовищный каттлер	Чудовищные каттлеры	Чудовищных каттлеров	Чудовищного каттлера
_C4576670A1F95C06	cckff3	Кошмарный каттлер	Кошмарные каттлеры	Кошмарных каттлеров	Кошмарного каттлера
_709FF41A6AD73FC9	cckff4	Огромный каттлер	Огромные озиксы	Огромных озиксов	Огромного каттлера
_9BCA9123AA17BEA1	cclde1	Настигающий озикс	Настигающие озиксы	Настигающих озиксов	Настигающего озикса
_A807F4C7A9887764	cclde2	Разъяренный озикс	Разъяренные озиксы	Разъяренных озиксов	Разъяренного озикса
