*HASH_VALUE	placeId	name	da	pr	p	pda	ppr
_06E31E9F4AB140E6	place_outpost_nexus_07	Wastegate Border Post					
_C49DB0016F6A00E5	place_outpost_pr_01	West Saprun Research Center					
_C4ADB0016F6A04E5	place_outpost_pr_02	East Saprun Workshop					
_C4BDB0016F6A08E5	place_outpost_pr_03	Nexusgate Stronghold					
_C4CDB4016F6A0CE6	place_outpost_pr_14	Eerie Valley Magic Pole					
_C4DDB4016F6A10E6	place_outpost_pr_15	Aedengate Workshop					
_C4EDB4016F6A14E6	place_outpost_pr_16	Yelkgrove Border Post					
_C4FDB0016F6A18E5	place_outpost_pr_07	Land of Plenty Research Center					
_C40DB0016F6A1CE5	place_outpost_pr_08	Underwood Woe Stronghold					
_C41DB0016F6A20E5	place_outpost_pr_09	Three Totems Pass Workshop					
_C4FDB4016F6A18E6	place_outpost_pr_17	Deadtree Stronghold					
_C40DB4016F6A1CE6	place_outpost_pr_18	Sap Marsh Trade Post					
_C41DB4016F6A20E6	place_outpost_pr_19	Shooting Meadow Border Post					
_C48DB8016F6AFCE7	place_outpost_pr_20	Grotto Walk Research Center					
_C49DB8016F6A00E7	place_outpost_pr_21	Cursed Cavern Stronghold					
_C4ADB8016F6A04E7	place_outpost_pr_22	Great Mushroom Wood Workshop					
_C4BDB8016F6A08E7	place_outpost_pr_23	Wings of Spite Farm					
_C4CDB8016F6A0CE7	place_outpost_pr_24	Continuity Corner Diplomatic Outpost					
_C4DDB8016F6A10E7	place_outpost_pr_25	Saplake Major Stronghold					
_C4EDB8016F6A14E7	place_outpost_pr_26	Stockdell  Workshop					
_C4FDB8016F6A18E7	place_outpost_pr_27	Haunted Gorge Farm					
_C40DB8016F6A1CE7	place_outpost_pr_28	Dragon Horns Workshop					
_C41DB8016F6A20E7	place_outpost_pr_29	Ruins of Cryton Farm					
_C48DBC016F6AFCE8	place_outpost_pr_30	Hall of the Mountain Bane Stronghold					
_FEFDADE4AD52EF34	indoors_rolemaster_craft	Craft Trainer's					
_405D89E7AD72072B	indoors_rolemaster_fight	Fight Trainer's					
_425D69EE68820712	indoors_rolemaster_magic	Magic Trainer's					
_42032C9982119510	indoors_rolemaster_harvest	Harvest Trainer's					
_690960B32C28148A	tryker_nland_terrace	Terrace					
_673DA0205C66A7AE	tryker_terrace_1st	Terrace 1st floor					
_264D601B9C66A79E	tryker_terrace_2nd	Terrace 2nd floor					
_D314941D6D2B3C8E	place_pyr_p_market_1	Cheapside Market					
_C53FADF55B7A2C34	place_pyr_p_west_entrance	Cerakos Gate					
_AD6B59CFC2E301EC	place_pyr_p_market_2	Highmarket					
_94D77EB98CC6DA77	place_pyr_p_place_warschool	Academy Place					
_7E2F100EB4FF419C	place_pyr_p_fontaine	Oasis Fountain Square					
_391F1DDF874FFD1F	place_pyr_p_sheriff	Guardhouse Place					
_3B75D186F11F39BF	place_pyr_p_place_mairie_1	Imperial Hall Square					
_2A3EDD82339F090C	place_pyr_p_place_mairie_2	Karavia Square					
_E05A68AE5E49A8B4	place_pyr_p_place_agora	Agora					
_5E3E8D1817BAECE0	place_pyr_p_street_1	Market Lane					
_9E3E8D1817BAECE1	place_pyr_p_street_2	Cheapside Way					
_DE3E8D1817BAECE2	place_pyr_p_street_3	Trader's Way					
_1F3E8D1817BAECE3	place_pyr_p_street_4	Pyr High Street					
_197F85295A86B8B3	place_pyr_p_street_5	Northgate Road					
_874948C9D86AE0B0	place_pyr_p_street_6	Cerakos Avenue					
_C7494CC9D86AE0B0	place_pyr_p_street_7	Arispotle Avenue					
_15D8C07FDB79B8AD	place_pyr_p_street_8	Coriolis Circus					
_55D8C080DB79B8AD	place_pyr_p_street_9	Rydon's Walk					
_1715C36769BB9C74	place_pyr_p_street_10	Central Lane					
_1725C36769BB9C75	place_pyr_p_street_11	Leanon Street					
_1735C36769BB9C76	place_pyr_p_street_12	Dexton Street					
_1745C36769BB9C77	place_pyr_p_street_13	Guardhouse Way					
_1755C36769BB9C78	place_pyr_p_street_14	Upper Piros Street					
_1765C36769BB9C79	place_pyr_p_street_15	Karavia Road					
_1775C36769BB9C7A	place_pyr_p_street_16	Forge and Hammer Way					
_1785C36769BB9C7B	place_pyr_p_street_17	Lower Piros Street					
_1795C36769BB9C7C	place_pyr_p_street_18	Southgate Road					
_17A5C36769BB9C7D	place_pyr_p_street_19	Bath Lane					
_5715C76769BB9C74	place_pyr_p_street_20	Abylus Circus					
_5725C76769BB9C75	place_pyr_p_street_21	Fountain Road					
_5735C76769BB9C76	place_pyr_p_street_22	Miners' Row					
_6147B7FA6437A55F	place_pyr_p_street_23	Merchant's Walk					
_2FB105272227C0F4	continent_matis_newbie	Matis Island	the				
_B2E1E525A557A0F2	continent_zorai_newbie	Zoraï Island	the				
_57AB20D9AC098C9C	place_aegus_indoors	Aegus trainers					
_6C6CA51867882C81	place_kaemon_indoors	Kaemon trainers					
_885FBD17264A18E3	place_sekovix_indoors	Sekovix trainers					
_6C6CD12CEC1A4886	place_phyxon_indoors	Phyxon trainers					
_498F710E6649E8DE	place_galemus_indoors	Galemus trainers					
_2B3C8D11ECC97889	place_stalli_indoors	Stalli trainers					
_978AE0E4AA18B8A6	place_borea_indoors	Borea trainers					
_290C8D202B994C84	place_nistia_indoors	Nistia trainers					
_45BE7D19AADA14DA	place_rosilio_indoors	Rosilio trainers					
_5A0A04D32B5874A0	place_miani_indoors	Miani trainers					
_AC3C71F957292C87	place_qai_lo_indoors	Qaï-Lo trainers					
_708E391AAB9A8D0A	place_sheng_wo_indoors	Sheng-Wo trainers					
_02AEF82C29D84D18	place_men_xing_indoors	Nen-Xing trainers					
_08600DD32869F8D9	place_koi_zun_indoors	Koï-Zun trainers					
_795C7143FC803D07	place_yin_piang_indoors	Yin-Piang trainers					
_C2822A4B4B104927	place_aubermouth_indoors	Aubermouth trainers					
_002E213427787514	place_barkdell_indoors	Barkdell trainers					
_844E81142D38DD14	place_hobwelly_indoors	Hobwelly trainers					
_88F0F13C271A851A	place_waverton_indoors	Waverton trainers					
_7FBF914379AF8D16	place_dingleton_indoors	Dingleton trainers					
_A5E89CB4AA7884A8	place_zora_p_cimetiere	Cemetery District					
_42ABC5DA6DD039FF	place_zora_p_marche_commun	Highmart District					
_68399CBC26C72B45	place_zora_p_2	Temple Hall District					
_65A7DCA8DA4AAB9D	place_zora_p_3	West Hollow District					
_E1A7DCABDAF9AF99	place_zora_p_4	Daïsha Estate					
_65A7DCA5DAF9B39D	place_zora_p_5	Win-Cho Estate					
_28F478B3AA59D4B1	continent_indoors	a building					
_A645B49270E8B0A0	faihaven_stable	the stables					
_2709B8AEE91C6BD6	place_yrk_p_1	Zachini Ward					
_2709B8AEE91C6FD7	place_yrk_p_2	Yasson Ward					
_2709B8AEE91C73D8	place_yrk_p_3	Aniro Ward					
_2709B8AEE91C77D9	place_yrk_p_4	Tylini Ward					
_2709B8AEE91C7BDA	place_yrk_p_5	Libia Ward					
_A378A8B8E9878BC0	yrkanis_stable	Yrkanis Stables	the				
_193760C6EE8AAA28	place_zora_p_1	Goo Chase District					
_613AD4975989B0AC	zora_stable	Zora Stables	the				
_2D6F0161343115EF	place_yrkanis_bar_indoor	Yrkanis Bar Entry					
_CB7D74EB5E299B6B	place_yrkanis_greenhouse_indoor	Yrkanis Intendant's Room Entry					
_C1BF2DE9E86D431A	ma_natae_captain_quarter	Natae Captain's					
_40C031DE09E8A002	ma_natae_foreman_quarter	Natae Overseer's					
_0792FD55B0EF2922	ma_natae_messenger_quarter	Natae Messenger's					
_A154B0019C992499	ma_natae_sage_quarter	Natae Sage's					
_DE02B94EE9261147	ma_natae_guard_chief_quarter	Natae Guard Chief's					
_C532195C71EF251D	ma_natae_intendant_quarter	Natae Intendant's					
_005F39E16BBE5B13	ma_davae_sergent_quarter	Davae Sergent's					
_BEE031D409E8A802	ma_davae_foreman_quarter	Davae Overseer's					
_85F2FD55B0EF3124	ma_davae_messenger_quarter	Davae Messenger's					
_1F54B0011C990499	ma_davae_sage_quarter	Davae Sage's					
_5C02B94EE946193D	ma_davae_guard_chief_quarter	Davae Guard Chief's					
_4392195C71EF2D1F	ma_davae_intendant_quarter	Davae Intendant's					
_82B00968DC5F4914	ma_avalae_captain_quarter	Avalae Captain's					
_842F2A28AD8FFD28	ma_avalae_foreman_quarter	Avalae Overseer's					
_FA144179824E79B6	ma_avalae_messenger_quarter	Avalae Messenger's					
_26A0D40D2AE53062	ma_avalae_sage_quarter	Avalae Sage's					
_89D271D949063A5F	ma_avalae_guard_chief_quarter	Avalae Guard Chief's					
_7ED4896D7E6E09B8	ma_avalae_intendant_quarter	Avalae Intendant's					
_06AEBA0A00CF09CA	zo_jenlai_captain_quarter	Jen Laï Captain's					
_C666B955BC4F15CA	zo_jenlai_foreman_quarter	Jen Laï Overseer's					
_4B71A68DFB6BAE3A	zo_jenlai_messenger_quarter	Jen Laï Messenger's					
_4389D42D6594979A	zo_jenlai_sage_quarter	Jen-Laï Sage's					
_0DE1B27DBB1A7A44	zo_jenlai_intendant_quarter	Jen-Laï Intendant's					
_D36033601826EA26	zo_jenlai_guard_chief_quarter	Jen-Laï Guard Chief's					
_C7EEC61043AFE5CE	zo_mincho_captain_quarter	Min Cho Captain's					
_87A6C55BFF2FF1CE	zo_mincho_foreman_quarter	Min Cho Overseer's					
_CD71BE9A7ADBAE42	zo_mincho_messenger_quarter	Min Cho Messenger's					
_C6F9D433283497A4	zo_mincho_sage_quarter	Min-Cho Sage's					
_8FE1CA8A3A8A7A4C	zo_mincho_intendant_quarter	Min-Cho Intendant's					
_15D00F66DAD6F62A	zo_mincho_guard_chief_quarter	Min-Cho Guard Chief's					
_454EB21043AFD1D4	zo_hoicho_captain_quarter	Hoï Cho Captain's					
_0506B15BFF2FDDD4	zo_hoicho_foreman_quarter	Hoï Cho Overseer's					
_4B71BE9A7ADB864E	zo_hoicho_messenger_quarter	Hoï Cho Messenger's					
_85F9D42EA9E483AA	zo_hoicho_sage_quarter	Hoï-Cho Sage's					
_0DE1CA8A3A8A5258	zo_hoicho_intendant_quarter	Hoï-Cho Intendant's					
_D4D00F669936CE30	zo_hoicho_guard_chief_quarter	Hoï-Cho Guard Chief's					
_A807650DA139F85C	place_fairhaven_p_1	Fairmarket Fork					
_E817650DA139F85C	place_fairhaven_p_2	Land's End					
_2827650DA139F85C	place_fairhaven_p_3	Windy Head					
_6937650DA139F85C	place_fairhaven_p_4	Hartley Point					
_A947650DA139F85C	place_fairhaven_p_5	Council Chamber Square					
_E957650DA139F85C	place_fairhaven_p_6	Eastmarket					
_2967650DA139F85C	place_fairhaven_p_7	Frogmore Place					
_6A77650DA139F85C	place_fairhaven_p_8	Loria's Rise					
_644C6512E5BA048D	place_fairhaven_s_1	Rigan Road					
_645C6512E5BA048E	place_fairhaven_s_2	Bell Lane					
_646C6512E5BA048F	place_fairhaven_s_3	Upper Chamber Avenue					
_647C6512E5BA0490	place_fairhaven_s_4	Lower Chamber Avenue					
_648C6512E5BA0491	place_fairhaven_s_5	Hartley's Way					
_649C6512E5BA0492	place_fairhaven_s_6	Eastmarket Walk					
_64AC6512E5BA0493	place_fairhaven_s_7	Hobelen Walk					
_64BC6512E5BA0494	place_fairhaven_s_8	Frogmore Lane					
_9C032DFCCC667690	tr_windermeer_captain_quarter	Windermeer Captain's					
_DF83BAF54EB76E85	tr_windermeer_foreman_quarter	Windermeer's Overseer					
_27AA2E0A93F7AAE7	tr_windermeer_messenger_quarter	Windermeer Messenger's					
_88610E803EFC19E5	tr_windermeer_sage_quarter	Windermeer Sage's					
_D6AB7F4B79CA56D9	tr_windermeer_guard_chief_quarter	Windermeer Guard Chief's					
_E7DACE1452E7F2DF	tr_windermeer_intendant_quarter	Windermeer Intendant's					
_79C4367B431D04A1	tr_avendale_captain_quarter	Avendale Captain's					
_78E50E7CC4FD059B	tr_avendale_foreman_quarter	Avendale's Overseer					
_D85522C80C480191	tr_avendale_messenger_quarter	Avendale Messenger's					
_F6FAE59C67CE0D20	tr_avendale_sage_quarter	Avendale Sage's					
_B48782D6AD250EE2	tr_avendale_guard_chief_quarter	Avendale Guard Chief's					
_97051ECFCBF8FD98	tr_avendale_intendant_quarter	Avendale Intendant's					
_D833090295C83A9B	tr_crystabell_sergent_quarter	Crystabell Sergent's					
_D972CAF3D5D86688	tr_crystabell_foreman_quarter	Crystabell's Overseer					
_A89B2EFC14E8AAD9	tr_crystabell_messenger_quarter	Crystabell Messenger's					
_0690E264BEDE81F3	tr_crystabell_sage_quarter	Crystabell Sage's					
_56DB1F3A7AAABECB	tr_crystabell_guard_chief_quarter	Crystabell Guard Chief's					
_68CBCE06D3D8F2D1	tr_crystabell_intendant_quarter	Crystabell Intendant's					
_6B97AD2CE288C0C4	zo_zora_mairie_ss	Mainroom	the				
_E666C28183ACD28D	zo_zora_mairie_mainroom	Mainroom	the				
_84BF1DE648B6B8B4	fy_fortress_rdc	Fortress Ground Level	the				
_14BA48DD10BB144B	fy_fortress_1st	Fortress 1st Floor	the				
_E2A697A5283587B1	hoi_cho_stable	Hoi Cho Stables	the				
_20866FACA6F56BB4	jen_lai_stable	Jen Lai Stables	the				
_E2F67FAFA78587B1	min_cho_stable	Min Cho Stables	the				
_E1D7F4AD9FB58880	pyr_stable1	Pyr North Stables	the				
_E1E700ADE0B58880	pyr_stable2	Pyr South Stables	the				
_10D8DCAD633500A7	pyr_stable3	Pyr West Stables	the				
_27C85FA7268B1082	natae_stable	Natae Stables	the				
_27E85F9D26CB106E	davae_stable	Davae Stables	the				
_5BC978AD69880081	avalae_stable	Avalae Stables	the				
_1CEA78C7E7D8848F	thesos_stable	Thesos Stables	the				
_AAA8BFA62C4BD077	dyron_stable	Dyron Stables	the				
_CB1ED8FB645A1C92	fairhaven_stable	Fairhaven Stables	the				
_B5CFF512673949F8	windermeer_stable	Windermeer Stables	the				
_A499A1F1CEA97C93	avendale_stable	Avendale Stables	the				
_3BB0CD05A4784116	crystabell_stable	Crystabell Stables	the				
_A3D908AC6D6A6495	place_pyr_p_forge	Forge	the				
_AF2D0919C1576A05	r_01_06_forage_place_1	Special Deposit	the				
_AAA9B7061540F1D4	r_05_36_mission_place_hunting_1	Ragus Hunting Spot	the				
_8EB43958F24FD851	place_r_08_03_espionnage	point d'observation	le				
_1FD50FD25811E998	continent_fyros_islands	Terres Anciennes	les				
_C343A9685F37CC90	region_fyros_island1pvp 3	<Ilôt fyros 1 (pvp)>					
_20188FF2F929407C	region_fyros_island2	<Ilôt fyros 2>					
_7D84E4A702EE5939	region_fyros_island3	Dunes d'Aelius	les				
_8FDA400352CEC92B	r_11_10_kitin_hunting_1	Le premier terrain de chasse					
_3ED36A63D73EA16C	r_11_10_kitin_hunting_2	Le second terrain de chasse					
_50D58839A2EE9278	r_08_04_kitin_boss_1	Le défi					
_65CACC23504263D7	r_05_34_place_lake_1	Les abords du lac.					
_16B10294F1118B4F	place_arrival_from_sources	Si vous voyez ce texte, c'est un bug : place_arrival_from_sources.					
_E6013EFFB4FEB861	place_arrival_from_zorai	Si vous voyez ce texte, c'est un bug : place_arrival_from_zorai.					
_20303EFF361FE055	place_arrival_from_matis	Si vous voyez ce texte, c'est un bug : place_arrival_from_matis.					
_DACE98C5E36C7230	place_arrival_from_route_gouffre	Si vous voyez ce texte, c'est un bug : place_arrival_from_route_gouffre.					
_68FB04BEDC8A4CC3	oasis_rdc	Dyron					
_DADA0C766985AFA5	oasis_1st	Taverne de l'oasis					
_DBA1B2879853B535	war_school_rdc	Rez-de-chaussée de l'école militaire					
_235BE50B449EE81E	war_school_ss	Sous-sol de l'école militaire					
_94352638B17CB560	sherif_armory_rdc	rez-de-chaussée de l'armurerie					
_85303230FE1225CE	sherif_armory_1st	étage de de l'armurerie					
_97B394C0997974A0	sherif_rdc	Place du corps de garde					
_9902D8CF497984A0	sherif_1st	Etage du corps de garde					
_C68FF216063FADD6	zo_hoicho_sergent_quarter	Hoi-Cho Sergent's					
_2A289CA228F9A0A7	region_matis_island						
_64C03EFF367FF06B	place_arrival_from_fyros	Si vous voyez ce texte, c'est un bug : place_arrival_from_fyros.					
_0F4F819946B886B3	place_arrival_from_tryker	Si vous voyez ce texte, c'est un bug : place_arrival_from_tryker.					
_5D803EFFB38EC048	place_arrival_from_bagne	Si vous voyez ce texte, c'est un bug : place_arrival_from_bagne.					
_F598ACE61E4941CB	place_r_07_13_boss_kill	Les mercenaires					
_7735415374A70966	place_r_01_10_escort	Le point de rendez-vous					
_59D5046521FB70DA	place_arena_warning	Si vous voyez ce texte, c'est un bug : place_arena_warning					
_CC714C9FEBEF2433	r_01_06_hill_light	Si vous voyez ce texte, c'est un bug : r_01_06_hill_light.					
_AC2EEFFFCD1C6926	r_05_36_mission_place_hunting_2	Si vous voyez ce texte, c'est un bug : r_05_36_mission_place_hunting_2.					
_AC2EEFFFCD2C6927	r_05_36_mission_place_hunting_3	Si vous voyez ce texte, c'est un bug : r_05_36_mission_place_hunting_3.					
_0144BC1A72366C6C	r_09_10_mission_forage_1	Récolter de la sciure					
_6543E020AE366C07	r_09_10_mission_forage_2	Récolter de la cire					
_65EE17B7F2CAA4FD	r_09_10_mission_forage_3	Récolter du bois					
_794C1D8BEBD85488	r_08_16_mission_place_2	première embuscade					
_399DE9213CD418F4	r_08_16_mission_place_4	seconde embuscade					
_FEF3F18880D42C69	r_08_16_mission_place_5	le chef vous recherche					
_DEC9CC99E7779F78	ava_bar_ext1	Avalae					
_D787078F0F8B4067	ava_bar_int2	Bar d'Avalae					
_5636A84F67199C69	ava_bar_int_2	Bar d'Avalae					
_1D4B8C8D68BAA437	dav_bar_ext2	Davae					
_4B1758950F8B6867	dav_bar_int2	Bar de Davae					
_9D2BB497E89ACC41	nat_bar_ext2	Natae					
_D3FA885C679A9C41	nat_bar_int_2	Bar de Natae					
_CDD758A90F8B6067	nat_bar_int2	Bar de Natae					
_A5677CB95F570BBC	serre2	Yrkanis					
_A5577CB91F5707BC	serre1	Yrkanis					
_11D894BB6B18DEBA	yrk_serre_ncp2	Serre d'Yrkanis					
_55D894BB6B18DAAD	yrk_serre_npc1	Serre d'Yrkanis					
_E7EAF4B9A48A14B3	yrk_bar_ext	Yrkanis					
_99B903B9D54A188E	yrk_bar_int1	bar d'Yrkanis					
_A759546346C8BBCA	mairie_rdc	rez-de-chaussée					
_C45A9DE5178C1321	yrkanis mairie ss	sous-sols de la mairie					
_61403EFF36E0205D	place_arrival_from_nexus	Si vous voyez ce texte, c'est un bug : place_arrival_from_nexus.					
_E3A13EFFB3CFFC57	place_arrival_from_terre	Si vous voyez ce texte, c'est un bug : place_arrival_from_terre.					
_2027E7C81D3F0192	continent_tryker_island	Terres Anciennes	les				
_782750B66DD50B84	region_tryker_island1	<Ilôt tryker 1>					
_783750B66DD50B85	region_tryker_island2	<Ilôt tryker 2>					
_784750B66DD50B86	region_tryker_island3	<Ilôt tryker 3>					
_B8DA564A752ECDE2	region_tryker_island4	Lac D'Olkern	le				
_786750B66DD50B88	region_tryker_island5	<Ilôt tryker 5>					
_06C2A8376442D645	r_01_28_mission_tp_1a	Grotte du Vortex vers Chute de la Rosée	la				
_5D3124100950F084	r_01_28_mission_tp_2a	Passage vers Chute de la Rosée	le				
_1EA438315D638A9E	r_05_33_creek_1	Crique aux Cloppers					
_F27CBD6F00A82016	r_01_27_place_libertylake	Plage dangereuse					
_0F1086393F8B083C	r_01_27_place_libertylake_2	Plage aux cloppers					
_53F9A97830AA1FE7	r_12_04	Si vous voyez ce texte, c'est un bug : r_12_04					
_D8EE237CA3C73181	r_01_28_mission_tp_1	Grotte du Vortex vers Vents du Songe	la				
_321059AE9A1F0970	r_01_28_mission_tp_2	Passage vers Vents du Songe	le				
_2C7D7F0D60A5B869	continent_zorai_island	<Ilôts zorai>					
_DB798FE7FE88087C	region_zorai_island1	<Ilôt zorai 1>					
_1B798FE8FE88087C	region_zorai_island2	<Ilôt zorai 2>					
_5B798FE9FE88087C	region_zorai_island3	<Ilôt zorai 3>					
_9C798FEAFE88087C	region_zorai_island4	<Ilôt zorai 4>					
_FBA877B09500939C	r_06_12_forage_1	source de résine					
_772E4C85FE065074	r_06_12_forage_2	source de fibre putréfiée					
_8926187ED6A4F65B	r_06_12_hunting_1	La chasse					
_DAE5ACAB55DD2399	r_10_10_goo_hunting	zone infectée					
_7FE78D2E9558B3A2	zora_mairie_ss	Sous-sols de la mairie					
_651AB4C7EC37448B	zora_mairie_mainroom	Mairie					
_F28C868C7F5ABFC0	r_07_04_place_adept_spawn	Kami Ritual Place					
_CFE5AAFE0E263A60	place_zora_puits_aux_offrandes	Puits aux offrandes					
_6CE9E88E6105DCA9	gmisland	Atrium Island					
_EA39D49BE04753AE	gmisland_stable	Atrium Stables					
_69670C5ADDE9CCB8	gmcampfire	Atrium Camp					
_EFD6BCAEA0A863B1	gmarena	Atrium Arena					
_CDA66BB129164B9B	r_06_13_kitin	zone d'exploration					
_E589639EDA4288B3	debug_place_visit	place de test 1					
_6C857FCF85DB7CA3	debug_place_visit2	place de test 2					
_46DF20FF673994DF	debug_place_teleport	place de teleport					
_F48DF7D5800A5CC9	r_05_15_repere_bandits	Repère des bandits					
_F50B113966162410	r_03_38_village_shadowrunners	Campement					
_33DA74E9E7B74760	place_r_05_41_foreuses	Lieu de forage					
_CC24A4B02636DE04	place_r_09_09_arrivee_bagne	Zone d'arrivée du Bagne					
_C8E5A6975D642900	welcomer_natae_guardchief	Chef de la Garde de Natae					
_42BFED62CB5D99C2	welcomer_natae_intendant	Intendant de Natae					
_5C34809BD9B7B892	welcomer_natae_sage		Sage de Natae				
_C2BFC5624B5D71C2	welcomer_davae_intendant	Intendant de Davae					
_5A34589BD9B7C092	welcomer_davae_sage		Sage de Davae				
_48E57E97DD640100	welcomer_davae_guardchief	Chef de la Garde de Davae					
_579522D7DAB182EB	welcomer_avalae_guardchief	Chef de la Garde d'Avalae					
_D91530CE24E844A4	welcomer_avalae_sage		Sage d'Avalae				
_BFB24E8DBE6F89D5	welcomer_avalae_intendant	Intendant d'Avalae					
_FEABB5156969D8D2	welcomer_avendale		Officiels d'Avendale				
_3B2F0A60303F3DBE	welcomer_windermeer		Officiels de Windermeer				
_C110E2536D7E35DC	welcomer_crystabell		Officiels de Crystabell				
_F2F241D9DB2EFD92	welcomer_jenlai_guardchief	Chef de la Garde de Jen Lai					
_5A0F6D8FBFEC047C	welcomer_jenlai_intendant	Intendant de Jen Lai					
_D47ED9B5D4485478	welcomer_jenlai_sage		Sage de Jen Lai				
_1CBF798FC07C2079	welcomer_mincho_intendant	Intendant de Min Cho					
_B4A24DD9DCBE198F	welcomer_mincho_guardchief	Chef de la Garde de Min Cho					
_D41E01ACD4A88072	welcomer_mincho_sage		Sage de Min Cho				
_DB1F658A412C2079	welcomer_hoicho_intendant	Intendant de Hoi Cho					
_937EEDACD458986D	welcomer_hoicho_sage		Sage de Hoi Cho				
_730239D45D6E198F	welcomer_hoicho_guardchief	Chef de la Garde de Hoi Cho					
_D55E8EDBC65FF5BF	episode2_camp_karavan_fyros_island	Camp Karavan des Dunes d'Aelius	le				
_5C3400523BE1BCB0	episode2_camp_kami_fyros_island	Camp Kami des Dunes d'Aelius	le				
_26FEB506EBA148FB	episode2_camp_kami_matis_island	Camp Kami du Bois d'Almati	le				
_2C94E87A0C0AF0C1	episode2_camp_karavan_matis_island	Camp Karavan du Bois d'Almati	le				
_DBB4614B382540BC	episode2_camp_karavan_tryker_island	Camp Karavan du Lac d'Olkern	le				
_FBD158230B0C025B	episode_2_camp_kami_tryker_island	Camp Kami du Lac d'Olkern	le				
_D88CD76935E9BC0D	region_newbieland_hunting_grounds	Terrains de chasse	les	dans les			
_FF7B805391F2CE15	region_newbieland_the_shattered_ruins	Ruines dévastées	les	dans les			
_6BAB95F65A4612C5	place_shattered_ruins_silan	Ruines de Silan	les	dans les			
_C1B6D7A38910C280	place_shattered_ruins_trone	Salle du trône	la	dans la			
_F7ED900FB606BF52	region_newbieland_starting_zone	contrée des Rangers	la	dans la			
_F207FC792E5B7FD7	place_starting_zone_starting_city	Campement ranger	le	dans le			
_1FC0BD051FBA29C2	place_starting_zone_arena	Arène	l'	dans l'			
_1AD4EDDE25EF9A7C	region_newbieland_blight_zone	Pays malade	le	dans le			
_7B1F3EDFDAE106E2	region_newbieland_shining_lake	Lac étincelant	le	dans le			
_76195654F845B2F6	region_newbieland_kitins_jungle	Jungle aux Kitins	la	dans la			
_80BF8CB067DB7D2B	Karavan Embassy	Ambassade Karavan	l'	dans l'			
_13D97FAB68F4205D	Kami_Enclave	Enclave Kami	l'	dans l'			
_710627533E632FDF	place_hunting_grounds_gingo_lair	Rocher aux ragus	le	dans le			
_CC0CE3C65B7FA15A	mission_place_tryker_02	Zone de prospection	la	dans la			
_CC0CE3C65B8FA15A	mission_place_tryker_03	Zone de prospection	la	dans la			
_AADAC0B4A615B39C	mission_place_ranger_01						
_AADAC0B4A625B39C	mission_place_ranger_02						
_A35A89087EC54678	mission_place_ilot	Terrain d'expérimentation	le	dans le			
_C2EB1553A7B1C119	newbieland	Terres contrôlées	les	dans les			
_FB2D817EC31E3E85	region_newbieland	Contrées à explorer	les	dans les			
_CC0CE3C6639FA15A	mission_place_tryker_04	zone de prospection	la	dans la			
_7B1B7F9960E2527E	continent_corrupted_moor	Landes corrompues	les	dans les			
_3874F76125ABDBD0	region_karavanexclusionzone	Plaines lacérées	les	dans les			
_F72E18E86DBAD71D	place_tcm_karavan_camp	Camp d'expérimentations Karavan	le	dans le			
_84DA729970FAC598	region_hopeforest	Forêt des songes	la	dans la			
_3EF4CE5601CB0411	place_tcm_company_camp	Mission Kami	la	dans la			
_F626D6DF156DE713	place_tcm_company_eternal_tree	Camp de la Compagnie de l'arbre éternel	le	dans le			
_A742D3D0E55D59D7	place_tcm_keepers	Base archéologique des Keepers	la	dans la			
_3B9B8E81B2B19923	place_tcm_tutors	Sanctuaire Tutors	le	dans le			
_454F7CA10219582C	region_northspire	Cimes du nord	les	dans les			
_AC63A7DA9FD6BECE	place_tcm_chlorogoo_camp	Forteresse Chlorogoo	la	dans la			
_5195E131C73B2859	region_fyreruins	Ancienne cité Fyros	l'	dans l'			
_8925B345F92FFD83	place_tcm_arena	Arène des sacrifices	l'	dans l'			
_5C614563DCCA42D2	place_tcm_kitin_nest	Ancien dépôt Karavan	l'	dans l'			
_72E6CE3DF34E5F02	region_mistvalley	Vallée des brumes	la	dans la			
_7D2B4C1CAFA6BFFC	fyre_village	Ruines de Fyre	les	dans les			
_270C2BB5543D5BA2	place_tcm_karavan_south_west	Zone de patrouille	la	dans la			
_270C1BA3543D5BA2	place_tcm_karavan_south_east	Zone de patrouille	la	dans la			
_729FB81B15BB49D6	place_tcm_karavan_raid_ceremony_trigger	Camp d'expérimentations Karavan	le	dans le			
_2B9C66C11C4631ED	place_tcm_karavan_raid_ceremony_target	Camp d'expérimentations Karavan	le	dans le			
_0CF23F6CE22867E1	place_tcm_company_raid_ceremony_trigger	Mission Kami	la	dans la			
_72621C2FB0575EE1	place_tcm_company_raid_ceremony_target	Mission Kami	la	dans la			
_2454F9A3756BE489	place_tcm_shaman_tent	Si vous voyez ce texte, c'est un bug : place_tcm_shaman_tent					
_7086751EB6C58F8F	place_tcm_rock_fall	Ancien dépôt Karavan	l'	dans l'			
_D986F2FBCC9A5D45	place_tcm_karavan_outpost	Avant-poste Karavan	l'	à l'			
_57B18A7D7106EFE2	kitiniere_cattle_room	Salle d'élevage	la	à la	la		
_C48FA13F83FE24FC	kitiniere_dark_mines	Dark Mines	les	dans les			
_3A30A9CE6C46971F	kitiniere_eggs_room	Prime Eggs Room	the				
_AA384C96EF18E4BB	kitiniere_entrance	Entrance	the				
_24CA70A7238454B2	kitiniere_old_mines	Old Mines	the				
