*HASH_VALUE	sbrick ID	name	* noms français	ia	da	p	pia	pda	description	description2
_3D80E7D9E108088C	BSFMA07	Taunt power 7		a	the				Taunts your target to make it attack you. Works 100% on creatures with an average skill of up to $SP_TAUNT.	Taunt Effect - Ideal target skill level: $SP_TAUNT
_7E80E7D9E118088C	BSFMA08	Taunt power 8		a	the				Taunts your target to make it attack you. Works 100% on creatures with an average skill of up to $SP_TAUNT.	Taunt Effect - Ideal target skill level: $SP_TAUNT
_BE80E7D9E128088C	BSFMA09	Taunt power 9		a	the				Taunts your target to make it attack you. Works 100% on creatures with an average skill of up to $SP_TAUNT.	Taunt Effect - Ideal target skill level: $SP_TAUNT
_A0643ED9854441AA	BSFMA10	Taunt power 10		a	the				Taunts your target to make it attack you. Works 100% on creatures with an average skill of up to $SP_TAUNT.	Taunt Effect - Ideal target skill level: $SP_TAUNT
_A0643ED9855441AB	BSFMA11	Taunt power 11		a	the				Taunts your target to make it attack you. Works 100% on creatures with an average skill of up to $SP_TAUNT.	Taunt Effect - Ideal target skill level: $SP_TAUNT
_A0643ED9856441AC	BSFMA12	Taunt power 12		a	the				Taunts your target to make it attack you. Works 100% on creatures with an average skill of up to $SP_TAUNT.	Taunt Effect - Ideal target skill level: $SP_TAUNT
_9985E82521D541A2	BSFMB01	Shielding power 1		a	the				Lasts $6SP_SHIELDING s, reusable after $7SP_SHIELDING s. Without shield you take $0SP_SHIELDING% of the damage, with a max of $1SP_SHIELDING points. With a buckcler you take $2SP_SHIELDING% with a max of $3SP_SHIELDING points. With a shield you take $4SP_SHIELDING% with a max of $5SP_SHIELDING points.	Shielding ($6SP_SHIELDING s/$7SP_SHIELDING s) - Shield ($4SP_SHIELDING%/$5SP_SHIELDING)
_9985E82561E541A2	BSFMB02	Shielding power 2		a	the				Lasts $6SP_SHIELDING s, reusable after $7SP_SHIELDING s. Without shield you take $0SP_SHIELDING% of the damage, with a max of $1SP_SHIELDING points. With a buckcler you take $2SP_SHIELDING% with a max of $3SP_SHIELDING points. With a shield you take $4SP_SHIELDING% with a max of $5SP_SHIELDING points.	Shielding ($6SP_SHIELDING s/$7SP_SHIELDING s) - Shield ($4SP_SHIELDING%/$5SP_SHIELDING)
_9985E825A1F541A2	BSFMB03	Shielding power 3		a	the				Lasts $6SP_SHIELDING s, reusable after $7SP_SHIELDING s. Without shield you take $0SP_SHIELDING% of the damage, with a max of $1SP_SHIELDING points. With a buckcler you take $2SP_SHIELDING% with a max of $3SP_SHIELDING points. With a shield you take $4SP_SHIELDING% with a max of $5SP_SHIELDING points.	Shielding ($6SP_SHIELDING s/$7SP_SHIELDING s) - Shield ($4SP_SHIELDING%/$5SP_SHIELDING)
_9985E825E20541A2	BSFMB04	Shielding power 4		a	the				Lasts $6SP_SHIELDING s, reusable after $7SP_SHIELDING s. Without shield you take $0SP_SHIELDING% of the damage, with a max of $1SP_SHIELDING points. With a buckcler you take $2SP_SHIELDING% with a max of $3SP_SHIELDING points. With a shield you take $4SP_SHIELDING% with a max of $5SP_SHIELDING points.	Shielding ($6SP_SHIELDING s/$7SP_SHIELDING s) - Shield ($4SP_SHIELDING%/$5SP_SHIELDING)
_9985E825221541A2	BSFMB05	Shielding power 5		a	the				Lasts $6SP_SHIELDING s, reusable after $7SP_SHIELDING s. Without shield you take $0SP_SHIELDING% of the damage, with a max of $1SP_SHIELDING points. With a buckcler you take $2SP_SHIELDING% with a max of $3SP_SHIELDING points. With a shield you take $4SP_SHIELDING% with a max of $5SP_SHIELDING points.	Shielding ($6SP_SHIELDING s/$7SP_SHIELDING s) - Shield ($4SP_SHIELDING%/$5SP_SHIELDING)
_9985E825622541A2	BSFMB06	Shielding power 6		a	the				Lasts $6SP_SHIELDING s, reusable after $7SP_SHIELDING s. Without shield you take $0SP_SHIELDING% of the damage, with a max of $1SP_SHIELDING points. With a buckcler you take $2SP_SHIELDING% with a max of $3SP_SHIELDING points. With a shield you take $4SP_SHIELDING% with a max of $5SP_SHIELDING points.	Shielding ($6SP_SHIELDING s/$7SP_SHIELDING s) - Shield ($4SP_SHIELDING%/$5SP_SHIELDING)
_9985E825A23541A2	BSFMB07	Shielding power 7		a	the				Lasts $6SP_SHIELDING s, reusable after $7SP_SHIELDING s. Without shield you take $0SP_SHIELDING% of the damage, with a max of $1SP_SHIELDING points. With a buckcler you take $2SP_SHIELDING% with a max of $3SP_SHIELDING points. With a shield you take $4SP_SHIELDING% with a max of $5SP_SHIELDING points.	Shielding ($6SP_SHIELDING s/$7SP_SHIELDING s) - Shield ($4SP_SHIELDING%/$5SP_SHIELDING)
_9985E825E34541A2	BSFMB08	Shielding power 8		a	the				Lasts $6SP_SHIELDING s, reusable after $7SP_SHIELDING s. Without shield you take $0SP_SHIELDING% of the damage, with a max of $1SP_SHIELDING points. With a buckcler you take $2SP_SHIELDING% with a max of $3SP_SHIELDING points. With a shield you take $4SP_SHIELDING% with a max of $5SP_SHIELDING points.	Shielding ($6SP_SHIELDING s/$7SP_SHIELDING s) - Shield ($4SP_SHIELDING%/$5SP_SHIELDING)
_9985E825235541A2	BSFMB09	Shielding power 9		a	the				Lasts $6SP_SHIELDING s, reusable after $7SP_SHIELDING s. Without shield you take $0SP_SHIELDING% of the damage, with a max of $1SP_SHIELDING points. With a buckcler you take $2SP_SHIELDING% with a max of $3SP_SHIELDING points. With a shield you take $4SP_SHIELDING% with a max of $5SP_SHIELDING points.	Shielding ($6SP_SHIELDING s/$7SP_SHIELDING s) - Shield ($4SP_SHIELDING%/$5SP_SHIELDING)
_E1D246D7A280AE6E	BSFMB10	Shielding power 10		a	the				Lasts $6SP_SHIELDING s, reusable after $7SP_SHIELDING s. Without shield you take $0SP_SHIELDING% of the damage, with a max of $1SP_SHIELDING points. With a buckcler you take $2SP_SHIELDING% with a max of $3SP_SHIELDING points. With a shield you take $4SP_SHIELDING% with a max of $5SP_SHIELDING points.	Shielding ($6SP_SHIELDING s/$7SP_SHIELDING s) - Shield ($4SP_SHIELDING%/$5SP_SHIELDING)
_E1D246D8A290AE6E	BSFMB11	Shielding power 11		a	the				Lasts $6SP_SHIELDING s, reusable after $7SP_SHIELDING s. Without shield you take $0SP_SHIELDING% of the damage, with a max of $1SP_SHIELDING points. With a buckcler you take $2SP_SHIELDING% with a max of $3SP_SHIELDING points. With a shield you take $4SP_SHIELDING% with a max of $5SP_SHIELDING points.	Shielding ($6SP_SHIELDING s/$7SP_SHIELDING s) - Shield ($4SP_SHIELDING%/$5SP_SHIELDING)
_E1D246D9A2A0AE6E	BSFMB12	Shielding power 12		a	the				Lasts $6SP_SHIELDING s, reusable after $7SP_SHIELDING s. Without shield you take $0SP_SHIELDING% of the damage, with a max of $1SP_SHIELDING points. With a buckcler you take $2SP_SHIELDING% with a max of $3SP_SHIELDING points. With a shield you take $4SP_SHIELDING% with a max of $5SP_SHIELDING points.	Shielding ($6SP_SHIELDING s/$7SP_SHIELDING s) - Shield ($4SP_SHIELDING%/$5SP_SHIELDING)
_A71651A7991659A8	BHFPPA01	Prospecting Plan		a	the				Base prospecting stanza. Use it to make raw material sources appear, preferably in combination with other stanzas. For instance, without a 'Find Better Materials' stanza, you will only find Basic raw materials. The sources you find have a 2.5 s extraction time bonus, compared to natural raw material sources.	
_7107342F067F96EE	BHFSPA01	Spying Plan		a	the				Spying base plan stanza for foraging.	
_E9DFE0845DE37109	BHFPPOA01	Terrain Specialization		a	the				Reduces the focus consumption of deposit tracking actions; adds a bonus to the extraction rate of the prospected sources.	 
_243633C85AEF94D3	BHFPPOB01	Material Specialization		a	the				Lets you choose the raw material type to prospect.	 
_ADEFA4ADF555F6D7	BHFPPOC01	Range +		a	the				Extends the range of source prospection.	 
_EB3F67C6FCADDB5E	BHFPPOD01	Cone Angle +		a	the				Increases the angle of the cone of source prospection.	 
_B7803EE90B9FF326	BHFPPOE01	Multiple Spot +		a	the				Finds more than one raw material source.	 
_F7EA00223DC143F1	BHFPPOF01	Knowledge +		a	the				Reveals information about prospected sources.	 
_7F7DA5B70AD297A6	BHFPPOG01	Speed +		a	the				Prospects faster.	 
_6A5320C8F90EFDE2	BHFPPOH01	Source Time +		a	the				Extends the extraction time of the sources.	 
_940896F1D4B2B344	BHFPPOI01	Find Better Materials		a	the				Finds better raw materials (without this stanza you will find only basic raw material).	 
_D1F9048F95019848	BHFPPOK01	Deposit tracking		a	the				Tracks the nearest raw material deposit in the region, matching the properties set in your action. Use this stanza preferably in combination with other stanzas, to locate deposits containing specific raw materials. For instance, without a 'Find Better Materials' stanza, you will only find Basic raw materials. Please note that a deposit may contain several raw materials, therefore once you have found the deposit, you still need to prospect to find the particular place(s) corresponding to the raw material you are searching for.	Raw Material Deposit Tracking
_7BDCEEAB5D61CE33	BHFPPOL01	Craftable Item Part Specialization		a	the				Chooses the raw material you want to find by its usage.	 
_307BDDD735BCD5F6	BHFPSOA01	Stealth +		a	the				Forage stanza Stealth +.	
_D0585792B2906622	BHFPCA01	Counterpart 1		a	the				Counterpart for forage stanzas 1.	
_10585792F2906623	BHFPCA02	Counterpart 2		a	the				Counterpart for forage stanzas 2.	
_5058579232906624	BHFPCA03	Counterpart 3		a	the				Counterpart for forage stanzas 3.	
_9158579273906625	BHFPCA04	Counterpart 4		a	the				Counterpart for forage stanzas 4.	
_D1585792B3906626	BHFPCA05	Counterpart 5		a	the				Counterpart for forage stanzas 5.	
_11585792F3906627	BHFPCA06	Counterpart 6		a	the				Counterpart for forage stanzas 6.	
_5158579233906628	BHFPCA07	Counterpart 7		a	the				Counterpart for forage stanzas 7.	
_9258579274906629	BHFPCA08	Counterpart 8		a	the				Counterpart for forage stanzas 8.	
_D2585792B490662A	BHFPCA09	Counterpart 9		a	the				Counterpart for forage stanzas 9.	
_13CB5B12C174054F	BHFPCA10	Counterpart 10		a	the				Counterpart for forage stanzas 10.	
_13CB5B1201740D4F	BHFPCA11	Counterpart 11		a	the				Counterpart for forage stanzas 11.	
_13CB5B124174154F	BHFPCA12	Counterpart 12		a	the				Counterpart for forage stanzas 12.	
_13CB5B1281741D4F	BHFPCA13	Counterpart 13		a	the				Counterpart for forage stanzas 13.	
_13CB5B12C274254F	BHFPCA14	Counterpart 14		a	the				Counterpart for forage stanzas 14.	
_13CB5B1202742D4F	BHFPCA15	Counterpart 15		a	the				Counterpart for forage stanzas 15.	
_56EEB102A28825CB	BHFPMA01	Forest Specialization		a	the				Reduces the focus consumption of deposit tracking actions; adds a bonus to the extraction rate of the prospected sources.	
_56FE8900E28825CA	BHFPMA02	Desert Specialization		a	the				Reduces the focus consumption of deposit tracking actions; adds a bonus to the extraction rate of the prospected sources.	
_D6ADC9062288E9C4	BHFPMA03	Jungle Specialization		a	the				Reduces the focus consumption of deposit tracking actions; adds a bonus to the extraction rate of the prospected sources.	
_0C349AFEF505DFFF	BHFPMA04	Lakes Specialization		a	the				Reduces the focus consumption of deposit tracking actions; adds a bonus to the extraction rate of the prospected sources.	
_9353D0C5BEA09832	BHFPMA05	Prime Roots Specialization		an	the				Reduces the focus consumption of deposit tracking actions and adds a bonus to the extraction rate of the prospected sources.	
_EAC0E361AD1D7240	BHFPMB01	Minor Sap Group Prospecting		a	the				Search for specific materials.	
_FEB5185DB44D7454	BHFPMB02	Minor Amber Group Prospecting		a	the				Search for specific materials.	
_0FBDE921409993B8	BHFPMB03	Minor Node Group Prospecting		a	the				Search for specific materials.	
_FEB5185D349D7454	BHFPMB04	Minor Fiber Group Prospecting		a	the				Search for specific materials.	
_0FBD012F3ED993B8	BHFPMB05	Minor Bark Group Prospecting		a	the				Search for specific materials.	
_0FBDE5227FEA93B8	BHFPMB06	Minor Seed Group Prospecting		a	the				Search for specific materials.	
_FE543460B46E7454	BHFPMB07	Minor Shell Group Prospecting		a	the				Search for specific materials.	
_BE74286E345E744D	BHFPMB08	Minor Resin Group Prospecting		a	the				Search for specific materials.	
_0FBDE52CC22A93B8	BHFPMB09	Minor Wood Group Prospecting		a	the				Search for specific materials.	
_EA50DF5D6FEC7240	BHFPMB10	Minor Oil Group Prospecting		a	the				Search for specific materials.	
_8CC515E1B90583E2	BHFPMB11	Major Sap Group Prospecting		a	the				Search for specific materials, with greater chances of finding sources.	
_619BD50803A4CAA7	BHFPMB12	Major Amber Group Prospecting		a	the				Search for specific materials, with greater chances of finding sources.	
_A48CE2FAD1F61478	BHFPMB13	Major Node Prospecting		a	the				Search for specific materials, with greater chances of finding sources.	
_619BD50883F4CAA7	BHFPMB14	Major Fiber Group Prospecting		a	the				Search for specific materials, with greater chances of finding sources.	
_E5E4E765A63C214C	BHFPMB15	Major Bark Group Prospecting		a	the				Search for specific materials, with greater chances of finding sources.	
_E5E4CB58E74D214C	BHFPMB16	Major Seed Group Prospecting		a	the				Search for specific materials, with greater chances of finding sources.	
_613AF10B03C5CAA7	BHFPMB17	Major Shell Group Prospecting		a	the				Search for specific materials, with greater chances of finding sources.	
_615AE51983B5CAA7	BHFPMB18	Major Resin Group Prospecting		a	the				Search for specific materials, with greater chances of finding sources.	
_E5E4CB622A8D214C	BHFPMB19	Major Wood Group Prospecting		a	the				Search for specific materials, with greater chances of finding sources.	
_8CC515DD7BD483E2	BHFPMB20	Major Oil Group Prospecting		a	the				Search for specific materials, with greater chances of finding sources.	
_BEA536C08664A307	BHFPRMFMA01	Any Material From Group		an	the					
_730AB3CD658597EF	BHFPRMFMA02	Redhot Sap Prospecting		a	the					 
_78888F2D774EB8F5	BHFPRMFMA03	Silverweed Sap Prospecting		a	the					 
_D63A9CBA8F068474	BHFPRMFMA04	Visc Sap Prospecting		a	the					 
_72A9C07760B8D467	BHFPRMFMA05	Dante Sap Prospecting		a	the					 
_B2B9C0775F37D874	BHFPRMFMA06	Enola Sap Prospecting		an	the					 
_78D93CA0895351B1	BHFPRMFMB01	Any Material From Group		an	the					
_70FBE89B9275BFF1	BHFPRMFMB02	Beng Amber Prospecting		a	the					 
_F20BE89B9285D3ED	BHFPRMFMB03	Hash Amber Prospecting		a	the					 
_F5D9FCC55773A06E	BHFPRMFMB04	Pha Amber Prospecting		a	the					 
_B5E9FCC55773A06E	BHFPRMFMB05	Sha Amber Prospecting		a	the					 
_B5F9FCC55773D875	BHFPRMFMB06	Soo Amber Prospecting		a	the					 
_7709FCC55773D47B	BHFPRMFMB07	Zun Amber Prospecting		a	the					 
_78D93CA1895351B1	BHFPRMFMC01	Any Material From Group		an	the					
_71C6F5D6C0EBFCF8	BHFPRMFMC02	Patee Wood Node Prospecting		a	the					
_3728EF09E7BE91B8	BHFPRMFMC03	Nita Wood Node Prospecting		a	the					
_E8FE2840375815DD	BHFPRMFMC04	Scrath Wood Node Prospecting		a	the					
_72F6F5D6C5CCE4F8	BHFPRMFMC05	Tansy Wood Node Prospecting		a	the					
_FA58EF09E7BE79B0	BHFPRMFMC06	Yana Wood Node Prospecting		a	the					
_78D93CA2895351B1	BHFPRMFMD01	Any Material From Group		an	the					
_356A54861AF6B5F2	BHFPRMFMD02	Anete Fiber Prospecting		an	the					 
_71C9FCC39873D87B	BHFPRMFMD03	Buo Fiber Prospecting		a	the					 
_F11BD8A292F58B06	BHFPRMFMD04	Dzao Fiber Prospecting		a	the					 
_B5E9FCC39873F06E	BHFPRMFMD05	Shu Fiber Prospecting		a	the					 
_78D93CA3895351B1	BHFPRMFME01	Any Material From Group		an	the					
_686534B2D15CC1FC	BHFPRMFME02	Beckers Bark Prospecting		a	the					
_A62A808479CD15CD	BHFPRMFME03	Perfling Bark Prospecting		a	the					
_F518D7D41A43CDF5	BHFPRMFME04	Adriel Bark Prospecting		an	the					
_F828D7D1DF03D5FA	BHFPRMFME05	Mitexi Bark Prospecting		a	the					
_F2CAF89DD107EC47	BHFPRMFME06	Oath Bark Prospecting		an	the					
_78D93CA4895351B1	BHFPRMFMF01	Any Material From Group		an	the					
_ECF5F8A4DA5DC1FC	BHFPRMFMF02	Caprice Seed Prospecting		a	the					 
_7A19BBC95C45B1E5	BHFPRMFMF03	Sarina Seed Prospecting		a	the					 
_F015E8AF5B5DD5FC	BHFPRMFMF04	Saurona Seed Prospecting		a	the					 
_7A39BBD71B1699ED	BHFPRMFMF05	Silvio Seed Prospecting		a	the					 
_78D93CA5895351B1	BHFPRMFMG01	Any Material From Group		an	the					
_F02908C5DB73B86F	BHFPRMFMG02	Big Shell Prospecting		a	the					 
_723BD4B29296D7FB	BHFPRMFMG03	Cuty Shell Prospecting		a	the					 
_B87A88891F95D1FA	BHFPRMFMG04	Horny Shell Prospecting		a	the					 
_7A8A8889DED68DF8	BHFPRMFMG05	Smart Shell Prospecting		a	the					 
_278947317C9ED9EB	BHFPRMFMG06	Splinter Shell Prospecting		a	the					 
_78D93CA7895351B1	BHFPRMFMI01	Any Material From Group		an	the					
_B20CC8B39255DBF4	BHFPRMFMI02	Glue Resin Prospecting		a	the					 
_F21CC8B39275BFFD	BHFPRMFMI03	Dung Resin Prospecting		a	the					 
_722CC8B39275BFFD	BHFPRMFMI04	Fung Resin Prospecting		a	the					 
_343CC8B392E5C3F7	BHFPRMFMI05	Moon Resin Prospecting		a	the					 
_78D93CA8895351B1	BHFPRMFMJ01	Any Material From Group		an	the					
_7849BBCD1FC589F0	BHFPRMFMJ02	Abhaya Wood Prospecting		an	the					 
_B3DB9089224643F7	BHFPRMFMJ03	Eyota Wood Prospecting		an	the					
_EF85FCB3D2BCB506	BHFPRMFMJ04	Kachine Wood Prospecting		a	the					
_7B79D7CE9A03B9FD	BHFPRMFMJ05	Motega Wood Prospecting		a	the					
_739930B7D197D047	BHFPRMFMJ06	Tama Wood Prospecting		a	the					
_78D93CB5895551B1	BHFPRMFMW01	Any Material From Group		an	the					 
_F1D6DCDCDEC5B9FD	BHFPRMFMW02	Gulatch Oil Prospecting		a	the					 
_7409B08DA287CC6F	BHFPRMFMW03	Pilan Oil Prospecting		a	the					 
_93F9BCCC8FB65C7D	BHFPRMFMW04	Irin Oil Prospecting		an	the					 
_B3F9B3DDE426C3F5	BHFPRMFMW05	Koorin Oil Prospecting		a	the					 
_BB8C38F2847E75D8	BHFPMI01	Minor Blade Raw Material Prospecting		a	the				Search for materials that can be used to craft: Blade.	
_4589A27D4A071307	BHFPMI02	Minor Hammer Raw Material Prospecting		a	the				Search for materials that can be used to craft: Hammer.	
_3DFD6C08C45F75E7	BHFPMI03	Minor Point Raw Material Prospecting		a	the				Search for materials that can be used to craft: Point.	
_3B7D3003448F75E7	BHFPMI04	Minor Shaft Raw Material Prospecting		a	the				Search for materials that can be used to craft: Shaft.	
_D83B5CB468BC3571	BHFPMI05	Minor Grip Raw Material Prospecting		a	the				Search for materials that can be used to craft: Grip.	
_B07BB2D3BC0BE7CD	BHFPMI06	Minor Counterweight Raw Material Prospecting		a	the				Search for materials that can be used to craft: Counterweight.	
_342E6F0C2E37B724	BHFPMI07	Minor Trigger Raw Material Prospecting		a	the				Search for materials that can be used to craft: Trigger.	
_36FFFD45FE4CAAD0	BHFPMI08	Minor Firing Pin Raw Material Prospecting		a	the				Search for materials that can be used to craft: Firing Pin.	
_05899E820C46130C	BHFPMI09	Minor Barrel Raw Material Prospecting		a	the				Search for materials that can be used to craft: Barrel.	
_852D1422F89A8F92	BHFPMI10	Minor Explosive Raw Material Prospecting		a	the				Search for materials that can be used to craft: Explosive.	
_87C7B5DB04D0CB23	BHFPMI11	Minor Ammo Jacket Raw Material Prospecting		a	the				Search for materials that can be used to craft: Ammo Jacket.	
_83C7B5DB44F0134B	BHFPMI12	Minor Ammo Bullet Raw Material Prospecting		a	the				Search for materials that can be used to craft: Ammo Bullet.	
_6B11B5CB8A10F327	BHFPMI13	Minor Armor Shell Raw Material Prospecting		a	the				Search for materials that can be used to craft: Armor Shell.	
_C299A27ECDA63703	BHFPMI14	Minor Lining Raw Material Prospecting		a	the				Search for materials that can be used to craft: Lining.	
_CB6BA81FEC9847EB	BHFPMI15	Minor Stuffing Raw Material Prospecting		a	the				Search for materials that can be used to craft: Stuffing.	
_35CC2546FFBE06EF	BHFPMI16	Minor Armor Clip Raw Material Prospecting		a	the				Search for materials that can be used to craft: Armor Clip.	
_25BB65B93D5CD507	BHFPMI17	Minor Jewel Setting Raw Material Prospecting		a	the				Search for materials that can be used to craft: Jewel Setting.	
_6B4F65D146705327	BHFPMI18	Minor Jewel Raw Material Prospecting		a	the				Search for materials that can be used to craft: Jewel.	
_B32DA3132E46EB2B	BHFPMI19	Minor Clothes Raw Material Prospecting		a	the				Search for materials that can be used to craft: Clothes.	
_01CAFB6896899C56	BHFPMI20	Major Blade Raw Material Prospecting		a	the				Search for materials that can be used to craft: Blade (greater chance to find raw material sources than with Minor).	
_C0DEC359CA2CA20C	BHFPMI21	Major Hammer Raw Material Prospecting		a	the				Search for materials that can be used to craft: Hammer (greater chance to find raw material sources than with Minor).	
_833B2F7ED66A9C65	BHFPMI22	Major Point Raw Material Prospecting		a	the				Search for materials that can be used to craft: Point (greater chance to find raw material sources than with Minor).	
_81BBF379559A9C65	BHFPMI23	Major Shaft Raw Material Prospecting		a	the				Search for materials that can be used to craft: Shaft (greater chance to find raw material sources than with Minor).	
_9800CBB9A371764D	BHFPMI24	Major Grip Raw Material Prospecting		a	the				Search for materials that can be used to craft: Grip (greater chance to find raw material sources than with Minor).	
_F6B97549CE160E4B	BHFPMI25	Major Counterweight Raw Material Prospecting		a	the				Search for materials that can be used to craft: Counterweight (greater chance to find raw material sources than with Minor).	
_86D9768A34D59A9A	BHFPMI26	Major Trigger Raw Material Prospecting		a	the				Search for materials that can be used to craft: Trigger (greater chance to find raw material sources than with Minor).	
_B1541E217D7139D5	BHFPMI27	Major Firing Pin Raw Material Prospecting		a	the				Search for materials that can be used to craft: Firing Pin (greater chance to find raw material sources than with Minor).	
_80DEBF5E8C6BA211	BHFPMI28	Major Barrel Raw Material Prospecting		a	the				Search for materials that can be used to craft: Barrel (greater chance to find raw material sources than with Minor).	
_CB6BD7988C95B610	BHFPMI29	Major Explosive Raw Material Prospecting		a	the				Search for materials that can be used to craft: Explosive (greater chance to find raw material sources than with Minor).	
_D972BC590A6EAE99	BHFPMI30	Major Ammo Jacket Raw Material Prospecting		a	the				Search for materials that can be used to craft: Ammo Jacket (greater chance to find raw material sources than with Minor).	
_D572BC594A8EF6C1	BHFPMI31	Major Ammo Bullet Raw Material Prospecting		a	the				Search for materials that can be used to craft: Ammo Bullet (greater chance to find raw material sources than with Minor).	
_BDBCBC4990AED69D	BHFPMI32	Major Armor Shell Raw Material Prospecting		a	the				Search for materials that can be used to craft: Armor Shell (greater chance to find raw material sources than with Minor).	
_3DEEC35A4CCBC608	BHFPMI33	Major Lining Raw Material Prospecting		a	the				Search for materials that can be used to craft: Lining (greater chance to find raw material sources than with Minor).	
_8B301724274D88C7	BHFPMI34	Major Stuffing Raw Material Prospecting		a	the				Search for materials that can be used to craft: Stuffing (greater chance to find raw material sources than with Minor).	
_B02146227FE395F4	BHFPMI35	Major Armor Clip Raw Material Prospecting		a	the				Search for materials that can be used to craft: Armor Clip (greater chance to find raw material sources than with Minor).	
_77666C3743FAB87D	BHFPMI36	Major Jewel Setting Raw Material Prospecting		a	the				Search for materials that can be used to craft: Jewel Setting (greater chance to find raw material sources than with Minor).	
_BDFA6C4F4B0E369D	BHFPMI37	Major Jewel Raw Material Prospecting		a	the				Search for materials that can be used to craft: Jewel (greater chance to find raw material sources than with Minor).	
_05D8AA9134E4CEA1	BHFPMI38	Major Clothes Raw Material Prospecting		a	the				Search for materials that can be used to craft: Clothes (greater chance to find raw material sources than with Minor).	
_BDDA8C4B4EEE0E63	BHFPMI39	Major Magic Focus Raw Material Prospecting		a	the				Search for materials that can be used to craft: Magic Focus (greater chance to find raw material sources than with Minor).	
_6B2F85CDC6802BED	BHFPMI40	Minor Magic Focus Raw Material Prospecting		a	the				Search for materials that can be used to craft: Magic Focus.	
_8C75FD553DDDD43B	BHFPMJ01	50 m Deposit Tracking		a	the				Sets the deposit tracking range to $fg_ld_range meters.	Set range 1 - Range: $fg_ld_range
_ED833E4D6F7AB348	BHFPMJ02	100 m Deposit Tracking		a	the				Sets the deposit tracking range to $fg_ld_range meters.	Set range 2 - Range: $fg_ld_range
_ED833E4DEF7AB349	BHFPMJ03	200 m Deposit Tracking		a	the				Sets the deposit tracking range to $fg_ld_range meters.	Set range 3 - Range: $fg_ld_range
_ED833E52707AB34A	BHFPMJ04	350 m Deposit Tracking		a	the				Sets the deposit tracking range to $fg_ld_range meters.	Set range 4 - Range: $fg_ld_range
_ED833E4D317AB34B	BHFPMJ05	500 m Deposit Tracking		a	the				Sets the deposit tracking range to $fg_ld_range meters.	Set range 5 - Range: $fg_ld_range
_348544CC017F8A89	BHFPMC01	Set Range 1		a	the				Sets the prospecting range to $fg_range meters.	Set range 1 - Range: $fg_range
_E61EEA50971A3FC2	BHFPMC02	Set Range 2		a	the				Sets the prospecting range to $fg_range meters.	Set range 2 - Range: $fg_range
_E62EEA50D72A3FC2	BHFPMC03	Set Range 3		a	the				Sets the prospecting range to $fg_range meters.	Set range 3 - Range: $fg_range
_34B544AFC27F8A89	BHFPMC04	Set Range 4		a	the				Sets the Prospecting range to $fg_range meters.	Set range 4 - Range: $fg_range
_34C544B0027F8A89	BHFPMC05	Set Range 5		a	the				Sets the Prospecting range to $fg_range meters.	Set range 5 - Range: $fg_range
_34D544B1427F8A89	BHFPMC06	Set Range 6		a	the				Sets the Prospecting range to $fg_range meters.	Set range 6 - Range: $fg_range
_34E544B2827F8A89	BHFPMC07	Set Range 7		a	the				Sets the Prospecting range to $fg_range meters.	Set range 7 - Range: $fg_range
_DAAB712E313BBAEA	BHFPMD01	Set Angle 1		a	the				Sets the Prospecting angle to $fg_angle.	Set angle 1 - Angle: $fg_angle
_DABB752E713BBAEA	BHFPMD02	Set Angle 2		a	the				Sets the Prospecting angle to $fg_angle.	Set angle 2 - Angle: $fg_angle
_DACB792EB13BBAEA	BHFPMD03	Set Angle 3		a	the				Sets the Prospecting angle to $fg_angle.	Set angle 3 - Angle: $fg_angle
_DADB7D2EF23BBAEA	BHFPMD04	Set Angle 4		a	the				Sets the Prospecting angle to $fg_angle.	Set angle 4 - Angle: $fg_angle
_DAEB812E323BBAEA	BHFPMD05	Set Angle 5		a	the				Sets the Prospecting angle to $fg_angle.	Set angle 5 - Angle: $fg_angle
_DAFB852E723BBAEA	BHFPMD06	Set Angle 6		a	the				Sets the Prospecting angle to $fg_angle.	Set angle 6 - Angle: $fg_angle
_DA0B892EB23BBAEA	BHFPMD07	Set Angle 7		a	the				Sets the Prospecting angle to $fg_angle.	Set angle 7 - Angle: $fg_angle
_DD103E000D0EA902	BHFPME01	Multiple Source 1		a	the				Lets you find a maximum of $fg_multi sources at a time.	Multiple Source 1 - number of sources: $fg_multi
_DD1042004D1EA902	BHFPME02	Multiple Source 2		a	the				Lets you find a maximum of $fg_multi sources at a time.	Multiple Source 2 - number of sources: $fg_multi
_DD1046008D2EA902	BHFPME03	Multiple Source 3		a	the				Lets you find a maximum of $fg_multi sources at a time.	Multiple Source 3 - number of sources: $fg_multi
_DD104A00CE3EA902	BHFPME04	Multiple Source 4		a	the				Lets you find a maximum of $fg_multi sources at a time.	Multiple Source 4 - number of sources: $fg_multi
_DD104E000E4EA902	BHFPME05	Multiple Source 5		a	the				Lets you find a maximum of $fg_multi sources at a time.	Multiple Source 5 - number of sources: $fg_multi
_DD1052004E5EA902	BHFPME06	Multiple Source 6		a	the				Lets you find a maximum of $fg_multi sources at a time.	Multiple Source 6 - number of sources: $fg_multi
_DD1056008E6EA902	BHFPME07	Multiple Source 7		a	the				Lets you find a maximum of $fg_multi sources at a time.	Multiple Source 7 - number of sources: $fg_multi
_1078E3B66C1E4652	BHFPMF01	Knowledge 1		a	the				Obtain more information about prospected sources.	
