*HASH_VALUE	sbrick ID	name	* noms français	ia	da	p	pia	pda	description	description2
_25BB65B93D5CD507	BHFPMI17	Prospección Menor de Materias Primas para la Creación de Joyas		una	la				Búsqueda de los materiales que pueden ser utilizados para fabricar: Creación de Joyas	
_6B4F65D146705327	BHFPMI18	Prospección Menor de Materias Primas de las Joyas		una	la				Búsqueda de los materiales que pueden ser utilizados para fabricar: Joyas	
_B32DA3132E46EB2B	BHFPMI19	Prospección Menor de Materias Primas de las Vestimentas		una	la				Búsqueda de los materiales que pueden ser utilizados para fabricar: Vestimentas	
_01CAFB6896899C56	BHFPMI20	Prospección Mayor de Materias Primas de Cuchilla		una	la				Búsqueda de los materiales que pueden ser utilizados para fabricar: Cuchilla (mayor probabilidad de encontrar fuentes de recursos materiales que con Menor).	
_C0DEC359CA2CA20C	BHFPMI21	Prospección Mayor de Materias Primas para el Martillo		una	la				Búsqueda de los materiales que pueden ser utilizados para fabricar: Martillo (mayor probabilidad de encontrar fuentes de recursos materiales que con Menor).	
_833B2F7ED66A9C65	BHFPMI22	Prospección Mayor de Materias Primas de la Punta		una	la				Búsqueda de los materiales que pueden ser utilizados para fabricar: Punta (mayor probabilidad de encontrar fuentes de recursos materiales que con Menor).	
_81BBF379559A9C65	BHFPMI23	Prospección Mayor de Materias Primas para el Eje		una	la				Búsqueda de los materiales que pueden ser utilizados para fabricar: Eje (mayor probabilidad de encontrar fuentes de recursos materiales que con Menor).	
_9800CBB9A371764D	BHFPMI24	Prospección Mayor de Materias Primas de la Empuñadura		una	la				Búsqueda de los materiales que pueden ser utilizados para fabricar: Empuñadura (mayor probabilidad de encontrar fuentes de recursos materiales que con Menor).	
_F6B97549CE160E4B	BHFPMI25	Prospección Mayor de Materias Primas del Contrapeso		una	la				Búsqueda de los materiales que pueden ser utilizados para fabricar: Contrapeso (mayor probabilidad de encontrar fuentes de recursos materiales que con Menor).	
_86D9768A34D59A9A	BHFPMI26	Prospección Mayor de Materias Primas para el Gatillo/Disparador		una	la				Búsqueda de los materiales que pueden ser utilizados para fabricar: Gatillo/Disparador (mayor probabilidad de encontrar fuentes de recursos materiales que con Menor).	
_B1541E217D7139D5	BHFPMI27	Prospección Mayor de Materias Primas para el Percutor		una	la				Búsqueda de los materiales que pueden ser utilizados para fabricar: Percutor (mayor probabilidad de encontrar fuentes de recursos materiales que con Menor).	
_80DEBF5E8C6BA211	BHFPMI28	Prospección Mayor de Materias Primas del Barril		una	la				Búsqueda de los materiales que pueden ser utilizados para fabricar: Barril (mayor probabilidad de encontrar fuentes de recursos materiales que con Menor).	
_CB6BD7988C95B610	BHFPMI29	Prospección Mayor de Materias Primas para los Explosivos		una	la				Búsqueda de los materiales que pueden ser utilizados para fabricar: Explosivos (mayor probabilidad de encontrar fuentes de recursos materiales que con Menor).	
_D972BC590A6EAE99	BHFPMI30	Prospección Mayor de Materias Primas de la Chaqueta de Municiones		una	la				Búsqueda de los materiales que pueden ser utilizados para fabricar: Chaqueta de Municiones (mayor probabilidad de encontrar fuentes de recursos materiales que con Menor).	
_D572BC594A8EF6C1	BHFPMI31	Prospección Mayor de Materias Primas de las Balas de Municiones		una	la				Búsqueda de los materiales que pueden ser utilizados para fabricar: Balas de Municiones (mayor probabilidad de encontrar fuentes de recursos materiales que con Menor).	
_BDBCBC4990AED69D	BHFPMI32	Prospección Mayor de Materias Primas de la Concha de Armadura		una	la				Búsqueda de los materiales que pueden ser utilizados para fabricar: Concha de Armadura (mayor probabilidad de encontrar fuentes de recursos materiales que con Menor).	
_3DEEC35A4CCBC608	BHFPMI33	Prospección Mayor de Materias Primas del Revestimiento		una	la				Búsqueda de los materiales que pueden ser utilizados para fabricar: Revestimiento (mayor probabilidad de encontrar fuentes de recursos materiales que con Menor).	
_8B301724274D88C7	BHFPMI34	Prospección Mayor de Materias Primas del Relleno		una	la				Búsqueda de los materiales que pueden ser utilizados para fabricar: Relleno (mayor probabilidad de encontrar fuentes de recursos materiales que con Menor).	
_B02146227FE395F4	BHFPMI35	Prospección Mayor de Materias Primas de la Presilla de Armadura		una	la				Búsqueda de los materiales que pueden ser utilizados para fabricar: Presilla de Armadura (mayor probabilidad de encontrar fuentes de recursos materiales que con Menor).	
_77666C3743FAB87D	BHFPMI36	Prospección Mayor de Materias Primas para la Creación de Joyas 		una	la				Búsqueda de los materiales que pueden ser utilizados para fabricar: Creación de Joyas (mayor probabilidad de encontrar fuentes de recursos materiales que con Menor).	
_BDFA6C4F4B0E369D	BHFPMI37	Prospección Mayor de Materias Primas para las Joyas		una	la				Búsqueda de los materiales que pueden ser utilizados para fabricar: Joyas (mayor probabilidad de encontrar fuentes de recursos materiales que con Menor).	
_05D8AA9134E4CEA1	BHFPMI38	Prospección Mayor de Materias Primas para las Vestimentas		una	la				Búsqueda de los materiales que pueden ser utilizados para fabricar: Vestimentas (mayor probabilidad de encontrar fuentes de recursos materiales que con Menor).	
_BDDA8C4B4EEE0E63	BHFPMI39	Prospección Mayor de Materias Primas para Enfoque Mágico		una	la				Búsqueda de los materiales que pueden ser utilizados para fabricar: Enfoque Mágico (mayor probabilidad de encontrar fuentes de recursos materiales que con Menor).	
_6B2F85CDC6802BED	BHFPMI40	Prospección Mayor de Materias Primas para Enfoque Mágico		una	la				Búsqueda de materiales que pueden ser utilizados para la fabricación de: Enfoque Mágico.	
_8C75FD553DDDD43B	BHFPMJ01	Seguimiento de Deposito de 50 m		un	el				Establece el rango de seguimiento del deposito a $fg_ld_range metros.	Establecimiento del rango 1 - Alcance: $fg_ld_range
_ED833E4D6F7AB348	BHFPMJ02	Seguimiento de Deposito de 100 m 		un	el				Establece el rango de seguimiento del deposito a $fg_ld_range metros.	Establecimiento del rango 2 - Alcance: $fg_ld_range
_ED833E4DEF7AB349	BHFPMJ03	Seguimiento de Deposito de 200 m		un	el				Establece el rango de seguimiento del deposito a $fg_ld_range metros.	Establecimiento del rango 3 - Alcance: $fg_ld_range
_ED833E52707AB34A	BHFPMJ04	Seguimiento de Deposito de 350		un	el				Establece el rango de seguimiento del deposito a $fg_ld_range metros.	Establecimiento del rango 4 - Alcance: $fg_ld_range
_ED833E4D317AB34B	BHFPMJ05	Seguimiento de Deposito de 500		un	el				Establece el rango de seguimiento del deposito a $fg_ld_range metros.	Establecimiento del rango 5 - Alcance: $fg_ld_range
_348544CC017F8A89	BHFPMC01	Establecimiento del Rango 1		un	el				Establece el rango de prospección a $fg_range metros.	Establecimiento del rango 1 - Rango: $fg_range
_E61EEA50971A3FC2	BHFPMC02	Establecimiento del Rango 2		un	el				Establece el rango de prospección a $fg_range metros.	Establecimiento del rango 2 - Rango: $fg_range
_E62EEA50D72A3FC2	BHFPMC03	Establecimiento del Rango 3		un	el				Establece el rango de prospección a $fg_range metros.	Establecimiento del rango 3 - Rango: $fg_range
_34B544AFC27F8A89	BHFPMC04	Establecimiento del Rango 4		un	el				Establece el rango de prospección a $fg_range metros.	Establecimiento del rango 4 - Rango: $fg_range
_34C544B0027F8A89	BHFPMC05	Establecimiento del Rango 5		un	el				Establece el rango de prospección a $fg_range metros.	Establecimiento del rango 5 - Rango: $fg_range
_34D544B1427F8A89	BHFPMC06	Establecimiento del Rango 6		un	el				Establece el rango de prospección a $fg_range metros.	Establecimiento del rango 6 - Rango: $fg_range
_34E544B2827F8A89	BHFPMC07	Establecimiento del Rango 6		un	el				Establece el rango de prospección a $fg_range metros.	Establecimiento del rango 7 - Rango: $fg_range
_DAAB712E313BBAEA	BHFPMD01	Establecimiento del Angulo 1		un	el				Establece el Angulo de Prospección a $fg_angle.	Establecimiento del Angulo 1 - Angulo: $fg_angle
_DABB752E713BBAEA	BHFPMD02	Establecimiento del Angulo 2		un	el				Establece el Angulo de Prospección a $fg_angle.	Establecimiento del Angulo 2 - Angulo: $fg_angle
_DACB792EB13BBAEA	BHFPMD03	Establecimiento del Angulo 3		un	el				Establece el Angulo de Prospección a $fg_angle.	Establecimiento del Angulo 3 - Angulo: $fg_angle
_DADB7D2EF23BBAEA	BHFPMD04	Establecimiento del Angulo 4		un	el				Establece el Angulo de Prospección a $fg_angle.	Establecimiento del Angulo 4 - Angulo: $fg_angle
_DAEB812E323BBAEA	BHFPMD05	Establecimiento del Angulo 5		un	el				Establece el Angulo de Prospección a $fg_angle.	Establecimiento del Angulo 5 - Angulo: $fg_angle
_DAFB852E723BBAEA	BHFPMD06	Establecimiento del Angulo 6		un	el				Establece el Angulo de Prospección a $fg_angle.	Establecimiento del Angulo 6 - Angulo: $fg_angle
_DA0B892EB23BBAEA	BHFPMD07	Establecimiento del Angulo 7		un	el				Establece el Angulo de Prospección a $fg_angle.	Establecimiento del Angulo 7 - Angulo: $fg_angle
_DD103E000D0EA902	BHFPME01	Múltiples Lugares 1		unos	los				Te permite encontrar un máximo de $fg_multi fuentes a la vez.	Múltiples lugares 1 - numero de fuentes: $fg_multi
_DD1042004D1EA902	BHFPME02	Múltiples Lugares 2		unos	los				Te permite encontrar un máximo de $fg_multi fuentes a la vez.	Múltiples lugares 2 - numero de fuentes: $fg_multi
_DD1046008D2EA902	BHFPME03	Múltiples Lugares 3		unos	los				Te permite encontrar un máximo de $fg_multi fuentes a la vez.	Múltiples lugares 3 - numero de fuentes: $fg_multi
_DD104A00CE3EA902	BHFPME04	Múltiples Lugares 4		unos	los				Te permite encontrar un máximo de $fg_multi fuentes a la vez.	Múltiples lugares 4  - numero de fuentes: $fg_multi
_DD104E000E4EA902	BHFPME05	Múltiples Lugares 5		unos	los				Te permite encontrar un máximo de $fg_multi fuentes a la vez.	Múltiples lugares 5 - numero de fuentes: $fg_multi
_DD1052004E5EA902	BHFPME06	Múltiples Lugares 6		unos	los				Te permite encontrar un máximo de $fg_multi fuentes a la vez.	Múltiples lugares 6 - numero de fuentes: $fg_multi
_DD1056008E6EA902	BHFPME07	Múltiples Lugares 7		unos	los				Te permite encontrar un máximo de $fg_multi fuentes a la vez.	Múltiples lugares 7 - numero de fuentes: $fg_multi
_1078E3B66C1E4652	BHFPMF01	Conocimiento 1		un	el				Obtiene mas información sobre las fuentes buscadas.	
_1088E3B6AC1E4652	BHFPMF02	Conocimiento 2		un	el				Obtiene mas información sobre las fuentes buscadas.	
_1098E3B6EC1E4652	BHFPMF03	Conocimiento 3		un	el				Obtiene mas información sobre las fuentes buscadas.	
_798193983FCD30A5	BHFPMG01	Prospección Acelerada 1		una	la				Reduce el tiempo de prospección a $fg_time segundos.	Prospección Acelerada 1 - Tiempo de prospección: $fg_time
_798193997FDD30A5	BHFPMG02	Prospección Acelerada 2		una	la				Reduce el tiempo de prospección a $fg_time segundos.	Prospección Acelerada 2 - Tiempo de prospección: $fg_time
_7981939ABFED30A5	BHFPMG03	Prospección Acelerada 3		una	la				Reduce el tiempo de prospección a $fg_time segundos.	Prospección Acelerada 3 - Tiempo de prospección: $fg_time
_7981939B00FD30A5	BHFPMG04	Prospección Acelerada 4		una	la				Reduce el tiempo de prospección a $fg_time segundos.	Prospección Acelerada 4 - Tiempo de prospección: $fg_time
_7981939C400D30A5	BHFPMG05	Prospección Acelerada 5		una	la				Reduce el tiempo de prospección a $fg_time segundos.	Prospección Acelerada 5 - Tiempo de prospección: $fg_time
_D27EE267355BFFB4	BHFPMH01	Bono de Tiempo de Extracción 1		un	el				Añade 5 segundos al tiempo de extracción de una fuente de materias primas.	Tiempo de Extracción del Bono 1 - Duración: $fg_src_time
_8AF07C3582A2C293	BHFPMH02	Bono de Tiempo de Extracción 2		un	el				Añade 7.5 segundos al tiempo de extracción de una fuente de materias primas.	Tiempo de Extracción del Bono 2 - Duración: $fg_src_time
_D72903855E53977F	BHFPMH03	Bono de Tiempo de Extracción 3		un	el				Añade 10 segundos al tiempo de extracción de una fuente de materias primas.	Tiempo de Extracción del Bono 3 - Duración: $fg_src_time
_D7291B859F63977F	BHFPMH04	Bono de Tiempo de Extracción 4		un	el				Añade 15 segundos al tiempo de extracción de una fuente de materias primas.	Tiempo de Extracción del Bono 4 - Duración: $fg_src_time
_D7290B86DF73977F	BHFPMH05	Bono de Tiempo de Extracción 5		un	el				Añade 20 segundos al tiempo de extracción de una fuente de materias primas.	Tiempo de Extracción del Bono 5 - Duración: $fg_src_time
_D72923861F83977F	BHFPMH06	Bono de Tiempo de Extracción 6		un	el				Añade 25 segundos al tiempo de extracción de una fuente de materias primas.	Tiempo de Extracción del Bono 6 - Duración: $fg_src_time
_D72913875F93977F	BHFPMH07	Bono de Tiempo de Extracción 7		un	el				Añade 30 segundos al tiempo de extracción de una fuente de materias primas.	Tiempo de Extracción del Bono 7 - Duración: $fg_src_time
_2A5142CC638040CB	BHFPMK01	Hasta Materiales Fino		unos	los				Permite encontrar hasta materias primas principales & finas.	
_6D673FB8ED7C70B7	BHFPMK02	Hasta Materiales de Selección 		unos	los				Permite encontrar hasta materias primas selectas & de selección.	
_A21167828B2735EF	BHFPMK03	Hasta Materiales Excelentes		unos	los				Permite encontrar hasta materias primas superiores & excelentes.	
_A9122592730B09C9	BHFPMK04	Hasta Materiales Superiores		unos	los				Permite encontrar hasta materias primas magnificas & supremas.	
_F259E45971466FDE	BHFPMK05	Solo Materiales Finos		unos	los				Permite encontrar solo materias primas principales  & finas.	
_E9C62B1554FD79F0	BHFPMK06	Solo Materiales de Selección 		unos	los				Permite encontrar solo materias primas selectas & de selección.	
_51C04649443A620B	BHFPMK07	Solo Materiales Excelentes 		unos	los				Permite encontrar solo materias primas superiores & excelentes.	
_914EC0E2CBBE8997	BHFPMK08	Solo Materiales Supremos		unos	los				Te permite encontrar solo materias primas magnificas & supremas.	
_3F695B30D9C25797	BHFPMM01	Fuente Privada		una	la				Estancia de forraje de fuente Privada.	
_065252FB70B1DEC7	BHFPMM02	Fuente del Equipo		una	la				Estancia de forraje del fuente de Equipo.	
_04A29F8C928B4864	BHFPMM03	Fuente del Gremio		una	la				Estancia de forraje de fuente del Gremio.	
_5F3614C52079EE33	BHFEPA01	Plan de Extracción 		un	el				Extrae las materias primas de la fuente de búsqueda seleccionada como objetivo.	
_11B41BF58DE73047	BHFEPA02	Plan de Cuidado		un	el				Cuido de una fuente para reducir el riesgo de la extracción.	
_F1254E8FC97F6413	BHFECA01	Contrapartida de Extracción $BHFECA_TAG		una	la				"La contrapartida para extracción, consume $FOCUS puntos de enfoque."	
_F1254E8F097F6413	BHFECA02	Contrapartida de Extracción $BHFECA_TAG		una	la				"La contrapartida para extracción, consume $FOCUS puntos de enfoque."	
_F1254E8F497F6413	BHFECA03	Contrapartida de Extracción $BHFECA_TAG		una	la				"La contrapartida para extracción, consume $FOCUS puntos de enfoque."	
_F1254E8F8A7F6413	BHFECA04	Contrapartida de Extracción $BHFECA_TAG		una	la				"La contrapartida para extracción, consume $FOCUS puntos de enfoque."	
_F1254E8FCA7F6413	BHFECA05	Contrapartida de Extracción $BHFECA_TAG		una	la				"La contrapartida para extracción, consume $FOCUS puntos de enfoque."	
_F1254E8F0A7F6413	BHFECA06	Contrapartida de Extracción $BHFECA_TAG		una	la				"La contrapartida para extracción, consume $FOCUS puntos de enfoque."	
_F1254E8F4A7F6413	BHFECA07	Contrapartida de Extracción $BHFECA_TAG		una	la				"La contrapartida para extracción, consume $FOCUS puntos de enfoque."	
_F1254E8F8B7F6413	BHFECA08	Contrapartida de Extracción $BHFECA_TAG		una	la				"La contrapartida para extracción, consume $FOCUS puntos de enfoque."	
_F1254E8FCB7F6413	BHFECA09	Contrapartida de Extracción $BHFECA_TAG		una	la				"La contrapartida para extracción, consume $FOCUS puntos de enfoque."	
_F1254E8F898F6413	BHFECA10	Contrapartida de Extracción $BHFECA_TAG		una	la				"La contrapartida para extracción, consume $FOCUS puntos de enfoque."	
_F1254E8FC98F6413	BHFECA11	Contrapartida de Extracción $BHFECA_TAG		una	la				"La contrapartida para extracción, consume $FOCUS puntos de enfoque."	
_F1254E8F098F6413	BHFECA12	Contrapartida de Extracción $BHFECA_TAG		una	la				"La contrapartida para extracción, consume $FOCUS puntos de enfoque."	
_F1254E8F498F6413	BHFECA13	Contrapartida de Extracción $BHFECA_TAG		una	la				"La contrapartida para extracción, consume $FOCUS puntos de enfoque."	
_F1254E8F8A8F6413	BHFECA14	Contrapartida de Extracción $BHFECA_TAG		una	la				"La contrapartida para extracción, consume $FOCUS puntos de enfoque."	
_C49FA96A6F5A2A33	BHFEOA01	Especializado en Terreno		una	la				Estancia de forraje especializada en el Terreno.	
_9B481D31591A6032	BHFEOB01	Especializado en Materiales		una	la				Estancia de forraje especializada en Materiales.	
_D832AF9C8C3E316A	BHFEOC01	Preservación		una	la				Estancia de forraje especializada en Preservación.	
_3D209A4F732D51F7	BHFEOD01	Estabilidad 		una	la				Estancia de forraje especializada en Estabilidad.	
_B1BD608AB52CA102	BHFEOE01	Cautela		una	la				Estancia de forraje especializada en Cautela.	
_FC8B64A57BA5B1C2	BHFEOF01	Absorber el Daño de la Fuente		una	la	Absorber el Daño de la Fuente		la	Convierte parte del impacto en la vida de la fuente en daño a tu personaje.	
_D03258D3751E70F6	BHFEOG01	Ofrenda Kami		una	la				Realiza una donación a los Kamis para reducir su ira.	
_684067CBCA792355	BHFEOH01	Reduce el Daño de Explosión 		una	la				Reduce el daño cuando una fuente explotada esta a punto de explotar. 	
_280285959E6579CC	BHFEEA01	Velocidad 1 - Versión Dañina		una	la				Velocidad de extracción 1.	
_28028995DE7579CC	BHFEEA02	Velocidad 2 - Versión Dañina		una	la				Velocidad de extracción 2.	
_28028D951E8579CC	BHFEEA03	Velocidad 3 - Versión Dañina		una	la				Velocidad de extracción 3.	
_280291955F9579CC	BHFEEA04	Velocidad 4 - Versión Dañina		una	la				Velocidad de extracción 4.	
_280295959FA579CC	BHFEEA05	Velocidad 5 - Versión Dañina		una	la				Velocidad de extracción 5.	
_28029995DFB579CC	BHFEEA06	Velocidad 6 - Versión Dañina		una	la				Velocidad de extracción 6.	
_E6BAA2AF69A26C34	BHFEEA07	Velocidad 1 - Versión Suave		una	la				Velocidad de extracción 1 (riesgo reducido).	
_E6BAA2B0AAB26C34	BHFEEA08	Velocidad 2 - Versión Suave		una	la				Velocidad de extracción 2 (riesgo reducido).	
_E6BAA2B1EAC26C34	BHFEEA09	Velocidad 3 - Versión Suave		una	la				Velocidad de extracción 3 (riesgo reducido).	
_E6BAA2B2A8E26C34	BHFEEA10	Velocidad 4 - Versión Suave		una	la				Velocidad de extracción 4 (riesgo reducido).	
_E6BAA2B3E8F26C34	BHFEEA11	Velocidad 5 - Versión Suave		una	la				Velocidad de extracción 5 (riesgo reducido).	
_E6BAA2B428026C34	BHFEEA12	Velocidad 6 - Versión Suave		una	la				Velocidad de extracción 6 (riesgo reducido).	
_A14A53C941AF2928	BHFEEB01	Tasa 1 - Versión Dañina		una	la				Cantidad nivel 1	
_A14A53C981AF3128	BHFEEB02	Tasa 2 - Versión Dañina		una	la				Cantidad nivel 2	
_A14A53C9C1AF3928	BHFEEB03	Tasa 3 - Versión Dañina		una	la				Cantidad nivel 3	
_A14A53C902AF4128	BHFEEB04	Tasa 4 - Versión Dañina		una	la				Cantidad nivel 4	
_A14A53C942AF4928	BHFEEB05	Tasa 5 - Versión Dañina		una	la				Cantidad nivel 5	
_A14A53C982AF5128	BHFEEB06	Tasa 6 - Versión Dañina		una	la				Cantidad nivel 6	
_3B24C124D501A2AE	BHFEEB07	Tasa 1 - Versión Suave		una	la				Cantidad nivel 1 (riesgo reducido).	
_3B24C1241601A6AF	BHFEEB08	Tasa 2 - Versión Suave		una	la				Cantidad nivel 2 (riesgo reducido).	
_3B24C1245601AAB0	BHFEEB09	Tasa 3 - Versión Suave		una	la				Cantidad nivel 3 (riesgo reducido).	
_3B24C1241411AEB1	BHFEEB10	Tasa 4 - Versión Suave		una	la				Cantidad nivel 4 (riesgo reducido).	
_3B24C1245411B2B2	BHFEEB11	Tasa 5 - Versión Suave		una	la				Cantidad nivel 5 (riesgo reducido).	
_3B24C1249411B6B3	BHFEEB12	Tasa 6 - Versión Suave		una	la				Cantidad nivel 6 (riesgo reducido).	
_D1F51F751CE58A30	BHFEEC01	Calidad 10 - Versión Dañina		una	la				Extrae materiales con una calidad hasta 10.	
_11F51F765CE58A30	BHFEEC02	Calidad 20 - Versión Dañina		una	la				Extrae materiales con una calidad hasta 20.	
_51F51F779CE58A30	BHFEEC03	Calidad 30 - Versión Dañina		una	la				Extrae materiales con una calidad hasta 30.	
_92F51F78DDE58A30	BHFEEC04	Calidad 40 - Versión Dañina		una	la				Extrae materiales con una calidad hasta 40.	
_D2F51F791DE58A30	BHFEEC05	Calidad 50 - Versión Dañina		una	la				Extrae materiales con una calidad hasta 50.	
_12F51F7A5DE58A30	BHFEEC06	Calidad 60 - Versión Dañina		una	la				Extrae materiales con una calidad hasta 60.	
_52F51F7B9DE58A30	BHFEEC07	Calidad 70 - Versión Dañina		una	la				Extrae materiales con una calidad hasta 70.	
_93F51F7CDEE58A30	BHFEEC08	Calidad 80 - Versión Dañina		una	la				Extrae materiales con una calidad hasta 80.	
_D3F51F7D1EE58A30	BHFEEC09	Calidad 90 - Versión Dañina		una	la				Extrae materiales con una calidad hasta 90.	
_603683EC4671EA4C	BHFEEC10	Calidad 100 - Versión Dañina		una	la				Extrae materiales con una calidad hasta 100.	
_603687EC8671EE4C	BHFEEC11	Calidad 110 - Versión Dañina		una	la				Extrae materiales con una calidad hasta 110.	
_60368BECC671F24C	BHFEEC12	Calidad 120 - Versión Dañina		una	la				Extrae materiales con una calidad hasta 120.	
_60368FEC0671F64C	BHFEEC13	Calidad 130 - Versión Dañina		una	la				Extrae materiales con una calidad hasta 130.	
_603693EC4771FA4C	BHFEEC14	Calidad 140 - Versión Dañina		una	la				Extrae materiales con una calidad hasta 140.	
_603697EC8771FE4C	BHFEEC15	Calidad 150 - Versión Dañina		una	la				Extrae materiales con una calidad hasta 150.	
_60369BECC771024C	BHFEEC16	Calidad 160 - Versión Dañina		una	la				Extrae materiales con una calidad hasta 160.	
_60369FEC0771064C	BHFEEC17	Calidad 170 - Versión Dañina		una	la				Extrae materiales con una calidad hasta 170.	
_6036A3EC48710A4C	BHFEEC18	Calidad 180 - Versión Dañina		una	la				Extrae materiales con una calidad hasta 180.	
_6036A7EC88710E4C	BHFEEC19	Calidad 190 - Versión Dañina		una	la				Extrae materiales con una calidad hasta 190.	
_603683ED4681EA4D	BHFEEC20	Calidad 200 - Versión Dañina		una	la				Extrae materiales con una calidad hasta 200.	
_603687ED8681EE4D	BHFEEC21	Calidad 210 - Versión Dañina		una	la				Extrae materiales con una calidad hasta 210.	
_60368BEDC681F24D	BHFEEC22	Calidad 220 - Versión Dañina		una	la				Extrae materiales con una calidad hasta 220.	
_60368FED0681F64D	BHFEEC23	Calidad 230 - Versión Dañina		una	la				Extrae materiales con una calidad hasta 230.	
_603693ED4781FA4D	BHFEEC24	Calidad 240 - Versión Dañina		una	la				Extrae materiales con una calidad hasta 240.	
_603697ED8781FE4D	BHFEEC25	Calidad 250 - Versión Dañina		una	la				Extrae materiales con una calidad hasta 250.	
_05A92D359A1517A7	BHFEEC26	Calidad 10 - Versión Suave		una	la				Suavemente extrae materiales con una calidad hasta 10.	
_05A93136DA1517A7	BHFEEC27	Calidad 20 - Versión Suave		una	la				Suavemente extrae materiales con una calidad hasta 20.	
_05A935371B1517A7	BHFEEC28	Calidad 30 - Versión Suave		una	la				Suavemente extrae materiales con una calidad hasta 30.	
_05A939385B1517A7	BHFEEC29	Calidad 40 - Versión Suave		una	la				Suavemente extrae materiales con una calidad hasta 40.	
_05A93D39192517A7	BHFEEC30	Calidad 50 - Versión Suave		una	la				Suavemente extrae materiales con una calidad hasta 50.	
_05A9413A592517A7	BHFEEC31	Calidad 60 - Versión Suave		una	la				Suavemente extrae materiales con una calidad hasta 60.	
_05A9453B992517A7	BHFEEC32	Calidad 70 - Versión Suave		una	la				Suavemente extrae materiales con una calidad hasta 70.	
_05A9493CD92517A7	BHFEEC33	Calidad 80 - Versión Suave		una	la				Suavemente extrae materiales con una calidad hasta 80.	
_05A94D3D1A2517A7	BHFEEC34	Calidad 90 - Versión Suave		una	la				Suavemente extrae materiales con una calidad hasta 90.	
_327081E8CCC4CB49	BHFEEC35	Calidad 100 - Versión Suave		una	la				Suavemente extrae materiales con una calidad hasta 100.	
_727085E80CC4CB49	BHFEEC36	Calidad 110 - Versión Suave		una	la				Suavemente extrae materiales con una calidad hasta 110.	
_B27089E84CC4CB49	BHFEEC37	Calidad 120 - Versión Suave		una	la				Suavemente extrae materiales con una calidad hasta 120.	
_F2708DE88DC4CB49	BHFEEC38	Calidad 130 - Versión Suave		una	la				Suavemente extrae materiales con una calidad hasta 130.	
_337091E8CDC4CB49	BHFEEC39	Calidad 140 - Versión Suave		una	la				Suavemente extrae materiales con una calidad hasta 140.	
_737095E88BD4CB49	BHFEEC40	Calidad 150 - Versión Suave		una	la				Suavemente extrae materiales con una calidad hasta 150.	
_B37099E8CBD4CB49	BHFEEC41	Calidad 160 - Versión Suave		una	la				Suavemente extrae materiales con una calidad hasta 160.	
_F3709DE80BD4CB49	BHFEEC42	Calidad 170 - Versión Suave		una	la				Suavemente extrae materiales con una calidad hasta 170.	
_3470A1E84BD4CB49	BHFEEC43	Calidad 180 - Versión Suave		una	la				Suavemente extrae materiales con una calidad hasta 180.	
_7470A5E88CD4CB49	BHFEEC44	Calidad 190 - Versión Suave		una	la				Suavemente extrae materiales con una calidad hasta 190.	
_328081E9CCD4CB49	BHFEEC45	Calidad 200 - Versión Suave		una	la				Suavemente extrae materiales con una calidad hasta 200.	
_728085E90CD4CB49	BHFEEC46	Calidad 210 - Versión Suave		una	la				Suavemente extrae materiales con una calidad hasta 210.	
_B28089E94CD4CB49	BHFEEC47	Calidad 220 - Versión Suave		una	la				Suavemente extrae materiales con una calidad hasta 220.	
_F2808DE98DD4CB49	BHFEEC48	Calidad 230 - Versión Suave		una	la				Suavemente extrae materiales con una calidad hasta 230.	
_338091E9CDD4CB49	BHFEEC49	Calidad 240 - Versión Suave		una	la				Suavemente extrae materiales con una calidad hasta 240.	
_738095E98BE4CB49	BHFEEC50	Calidad 250 - Versión Suave		una	la				Suavemente extrae materiales con una calidad hasta 250.	
_E59EC94AD5635061	BHFEMA01	Especializado en Bosques		un	el				Reduce la agresividad del ritmo y las estancias de velocidad.	
_E5AEA14815635060	BHFEMA02	Especializado en el Desierto		un	el				Reduce la agresividad del ritmo y las estancias de velocidad.	
_655DE14E5563145A	BHFEMA03	Especializado en la Selva		un	el				Reduce la agresividad del ritmo y las estancias de velocidad.	
_905285EC094DD970	BHFEMA04	Especializado en Lagos		un	el				Reduce la agresividad del ritmo y las estancias de velocidad.	
_31E81D027CE6B0F2	BHFEMA05	Especializado en Suelo Subterráneo		un	el				Reduce la agresividad del ritmo y las estancias de velocidad.	
_30194D8197ED7A5A	BHFEMB01	Especializado en Grupo de Savia		un	el				Aumenta la calidad y reduce la agresividad de las estancias de velocidad.	
_7286C45EFF0F31C7	BHFEMB02	Especializado en Grupo de Ámbar		un	el				Aumenta la calidad y reduce la agresividad de las estancias de velocidad.	
_695997C980DF47D5	BHFEMB03	Especializado en Grupo de Nodo		un	el				Aumenta la calidad y reduce la agresividad de las estancias de velocidad.	
_7286B463800F31C7	BHFEMB04	Especializado en Grupo de Fibra		un	el				Aumenta la calidad y reduce la agresividad de las estancias de velocidad.	
_EA3A5FBD01DF47D5	BHFEMB05	Especializado en Grupo de Corteza		un	el				Aumenta la calidad y reduce la agresividad de las estancias de velocidad.	
_29696FCE41DF47D5	BHFEMB06	Especializado en Grupo de la Semilla		un	el				Aumenta la calidad y reduce la agresividad de las estancias de velocidad.	
_34B6B070400F31C1	BHFEMB07	Especializado en Grupo de la Concha		un	el				Aumenta la calidad y reduce la agresividad de las estancias de velocidad.	
