*HASH_VALUE	creature ID	name	ia	da	p	pia	pda
_886331757FAB2CFE	ccgga4	Infected Vorax	an	the	Infected Voraxes	\d	the
_4A2F961D3FFA00FE	ccggb1	Nauseous Vorax	a	the	Nauseous Voraxes	\d	the
_88CECE1601DABCFD	ccggb2	Stinking Vorax	a	the	Stinking Voraxes	\d	the
_45EF6109EE94A872	ccggb3	Morbid Vorax	a	the	Morbid Voraxes	\d	the
_0A0ECE13FF1ACCF8	ccggb4	Poisoned Vorax	a	the	Poisoned Voraxes	\d	the
_05E0FD11F8484713	ccggc1	Plagued Vorax	a	the	Plagued Voraxes	\d	the
_C88F1510F7783AE3	ccggc2	Sickly Vorax	a	the	Sickly Voraxes	\d	the
_E8E4BA230F4DF923	ccggc3	Putrescent Vorax	a	the	Putrescent Voraxes	\d	the
_496FBE22820AE8FF	ccggc4	Virulent Vorax	a	the	Virulent Voraxes	\d	the
_819F391BB5684714	ccggd1	Ravaged Vorax	a	the	Ravaged Voraxes	\d	the
_97D1A272F35E6428	ccggd2	Festering Vorax	a	the	Festering Voraxes	\d	the
_5A04DD9256518588	ccggd3	Pestiferous Vorax	a	the	Pestiferous Voraxes	\d	the
_C58F9911E836AC74	ccggd4	Raving Vorax	a	the	Raving Voraxes	\d	the
_16D3FA79785FBC2F	ccgge1	Pustulous Vorax	a	the	Pustulous Voraxes	\d	the
_44B0310EF6785721	ccgge2	Seeping Vorax	a	the	Seeping Voraxes	\d	the
_447F151435A75B21	ccgge3	Foaming Vorax	a	the	Foaming Voraxes	\d	the
_D941BE75F33F8824	ccgge4	Revolting Vorax	a	the	Revolting Voraxes	\d	the
_093E6E0B7D59D8FB	ccggf1	Demented Vorax	a	the	Demented Voraxes	\d	the
_887FC605C079B007	ccggf2	Frenzied Vorax	a	the	Frenzied Voraxes	\d	the
_881EA2057F5AC4FF	ccggf3	Fiendish Vorax	a	the	Fiendish Voraxes	\d	the
_AADC81212808A78B	ccgja1	Weeny Vorax	a	the	Weeny Voraxes	\d	the
_24F431BAF6384781	ccgja2	Puny Vorax	a	the	Puny Voraxes	\d	the
_AABB3931AEC8B78B	ccgja3	Young Vorax	a	the	Young Voraxes	\d	the
_24F4DDB8AEE71F7E	ccgja4	Mild Vorax	a	the	Mild Voraxes	\d	the
_0A1FA617417B000B	ccgjb1	Vigorous Vorax	a	the	Vigorous Voraxes	\d	the
_8B3EEA108019BCFE	ccgjb2	Growling Vorax	a	the	Growling Voraxes	\d	the
_8B3EAE1CBCDAC0FE	ccgjb3	Scowling Vorax	a	the	Scowling Voraxes	\d	the
_868F9917E834AC72	ccgjb4	Baying Vorax	a	the	Baying Voraxes	\d	the
_AADC9121A6A8978D	ccgjc1	Scary Vorax	a	the	Scary Voraxes	\d	the
_5571C27273FE7822	ccgjc2	Malicious Vorax	a	the	Malicious Voraxes	\d	the
_1791967473FF8420	ccgjc3	Dangerous Vorax	a	the	Dangerous Voraxes	\d	the
_069E5E153D79C4F6	ccgjc4	Menacing Vorax	a	the	Menacing Voraxes	\d	the
_05D0291438685320	ccgjd1	Roaring Vorax	a	the	Roaring Voraxes	\d	the
_95927271F2EDA415	ccgjd2	Marauding Vorax	a	the	Marauding Voraxes	\d	the
_05F0652738C75B20	ccgjd3	Hunting Vorax	a	the	Hunting Voraxes	\d	the
_8B3EEA1980AAC400	ccgjd4	Prowling Vorax	a	the	Prowling Voraxes	\d	the
_0540551B79485321	ccgje1	Preying Vorax	a	the	Preying Voraxes	\d	the
_868F99F3E836A475	ccgje2	Raging Vorax	a	the	Raging Voraxes	\d	the
_CBCFA201BDF9D007	ccgje3	Fearsome Vorax	a	the	Fearsome Voraxes	\d	the
_24F4E1B3F1474F7D	ccgje4	Huge Vorax	a	the	Huge Voraxes	\d	the
_2BDC81212808A78B	ccgla1	Weeny Vorax	a	the	Weeny Voraxes	\d	the
_A5F431BAF6384781	ccgla2	Puny Vorax	a	the	Puny Voraxes	\d	the
_2BBB3931AEC8B78B	ccgla3	Young Vorax	a	the	Young Voraxes	\d	the
_A5F4DDB8AEE71F7E	ccgla4	Mild Vorax	a	the	Mild Voraxes	\d	the
_8B1FA617417B000B	ccglb1	Vigorous Vorax	a	the	Vigorous Voraxes	\d	the
_0C3EEA108019BCFE	ccglb2	Growling Vorax	a	the	Growling Voraxes	\d	the
_0C3EAE1CBCDAC0FE	ccglb3	Scowling Vorax	a	the	Scowling Voraxes	\d	the
_078F9917E834AC72	ccglb4	Baying Vorax	a	the	Baying Voraxes	\d	the
_2BDC9121A6A8978D	ccglc1	Scary Vorax	a	the	Scary Voraxes	\d	the
_D671C27273FE7822	ccglc2	Malicious Vorax	a	the	Malicious Voraxes	\d	the
_9891967473FF8420	ccglc3	Dangerous Vorax	a	the	Dangerous Voraxes	\d	the
_879E5E153D79C4F6	ccglc4	Menacing Vorax	a	the	Menacing Voraxes	\d	the
_86D0291438685320	ccgld1	Roaring Vorax	a	the	Roaring Voraxes	\d	the
_16927271F2EDA415	ccgld2	Marauding Vorax	a	the	Marauding Voraxes	\d	the
_86F0652738C75B20	ccgld3	Hunting Vorax	a	the	Hunting Voraxes	\d	the
_0C3EEA1980AAC400	ccgld4	Prowling Vorax	a	the	Prowling Voraxes	\d	the
_8640551B79485321	ccgle1	Preying Vorax	a	the	Preying Voraxes	\d	the
_078F99F3E836A475	ccgle2	Raging Vorax	a	the	Raging Voraxes	\d	the
_4CCFA201BDF9D007	ccgle3	Fearsome Vorax	a	the	Fearsome Voraxes	\d	the
_A5F4E1B3F1474F7D	ccgle4	Huge Vorax	a	the	Huge Voraxes	\d	the
_DD74D98894116584	ccglf1	Terrifying Vorax	a	the	Terrifying Voraxes	\d	the
_02707936339C9B20	ccglf2	Awesome Vorax	an	the	Awesome Voraxes	\d	the
_0A3FCA14BED9A4FA	ccglf3	Horrific Vorax	a	the	Horrific Voraxes	\d	the
_0F55F17102EF9062	ccgpf1	Terrifying Vorax	a	the	Terrifying Voraxes	\d	the
_45007D0EADE63BC1	ccgpf2	Awesome Vorax	an	the	Awesome Voraxes	\d	the
_090F4928E7379B07	ccgpf3	Horrific Vorax	a	the	Horrific Voraxes	\d	the
_185854FB1629DF99	ccgpf4	Great Vorax	a	the	Great Voraxes	\d	the
_6301C1096638F8DD	cchda1	Weeny Varinx	a	the	Weeny Varinxes	\d	the
_79BA4835B1D87799	cchda2	Puny Varinx	a	the	Puny Varinxes	\d	the
_63BFC1296A7800DD	cchda3	Young Varinx	a	the	Young Varinxes	\d	the
_79BAF41E2EE67399	cchda4	Mild Varinx	a	the	Mild Varinxes	\d	the
_19C4BD76848A8430	cchdb1	Vigorous Varinx	a	the	Vigorous Varinxes	\d	the
_9AF4A17204394031	cchdb2	Growling Varinx	a	the	Growling Varinxes	\d	the
_9A03D17240FA4431	cchdb3	Scowling Varinx	a	the	Scowling Varinxes	\d	the
_036F7518357B1BD0	cchdb4	Baying Varinx	a	the	Baying Varinxes	\d	the
_6301E10164B8F8DF	cchdc1	Scary Varinx	a	the	Scary Varinxes	\d	the
_4A25026A317E3D6A	cchdc2	Malicious Varinx	a	the	Malicious Varinxes	\d	the
_8CB5FA6C730E396C	cchdc3	Dangerous Varinx	a	the	Dangerous Varinxes	\d	the
_5A936171C199241C	cchdc4	Menacing Varinx	a	the	Menacing Varinxes	\d	the
_C83FD246B1BDAF03	cchdd1	Roaring Varinx	a	the	Roaring Varinxes	\d	the
_0985C66AF0DE016B	cchdd2	Marauding Varinx	a	the	Marauding Varinxes	\d	the
_490FF249331CB703	cchdd3	Hunting Varinx	a	the	Hunting Varinxes	\d	the
_9AF4C57204CA4833	cchdd4	Prowling Varinx	a	the	Prowling Varinxes	\d	the
_2DD77C95EC66C396	cchdd5	Blacosis	\d	\d			
_8A7FFA48729DAF04	cchde1	Preying Varinx	a	the	Preying Varinxes	\d	the
_036F2D06397C13D3	cchde2	Raging Varinx	a	the	Raging Varinxes	\d	the
_989489628189582E	cchde3	Fearsome Varinx	a	the	Fearsome Varinxes	\d	the
_79BAF81AEF575F9D	cchde4	Huge Varinx	a	the	Huge Varinxes	\d	the
_82D1994BFF7950D9	cchga1	Impure Varinx	an	the	Impure Varinxes	\d	the
_9C534D69419A2417	cchga2	Blighted Varinx	a	the	Blighted Varinxes	\d	the
_EEA64AF9A5038570	cchga3	Contaminated Varinx	a	the	Contaminated Varinxes	\d	the
_DB2FDE6F0548446A	cchga4	Infected Varinx	an	the	Infected Varinxes	\d	the
_5D73AD8482095034	cchgb1	Nauseous Varinx	a	the	Nauseous Varinxes	\d	the
_D904AD6C85FA3C28	cchgb2	Stinking Varinx	a	the	Stinking Varinxes	\d	the
_C2AF3D1F7B2B17CD	cchgb3	Morbid Varinx	a	the	Morbid Varinxes	\d	the
_1AF3B569011A4824	cchgb4	Poisoned Varinx	a	the	Poisoned Varinxes	\d	the
_83009A44F16D8B0B	cchgc1	Plagued Varinx	a	the	Plagued Varinxes	\d	the
_898F9E493059DFBE	cchgc2	Sickly Varinx	a	the	Sickly Varinxes	\d	the
_1E848250DC843C8B	cchgc3	Putrescent Varinx	a	the	Putrescent Varinxes	\d	the
_1A63D582C2EA7C30	cchgc4	Virulent Varinx	a	the	Virulent Varinxes	\d	the
_0270565B2E8D8BFE	cchgd1	Ravaged Varinx	a	the	Ravaged Varinxes	\d	the
_4D14126B746D4D6C	cchgd2	Festering Varinx	a	the	Festering Varinxes	\d	the
_198462D116868568	cchgd3	Pestiferous Varinx	a	the	Pestiferous Varinxes	\d	the
_C36F6915397C1BD2	cchgd4	Raving Varinx	a	the	Raving Varinxes	\d	the
_D0772E71F7D06573	cchge1	Pustulous Varinx	a	the	Pustulous Varinxes	\d	the
_087FA24B2FCDB304	cchge2	Seeping Varinx	a	the	Seeping Varinxes	\d	the
_473FBE3AB1FCB704	cchge3	Foaming Varinx	a	the	Foaming Varinxes	\d	the
_CE45FE6EF59E4170	cchge4	Revolting Varinx	a	the	Revolting Varinxes	\d	the
_9D434D6D7FBA381A	cchgf1	Demented Varinx	a	the	Demented Varinxes	\d	the
_D8D57965C2296C23	cchgf2	Frenzied Varinx	a	the	Frenzied Varinxes	\d	the
_D8E3796903292831	cchgf3	Fiendish Varinx	a	the	Fiendish Varinxes	\d	the
_FB6C6519AAB78798	cchgf4	Lethal Varinx	a	the	Lethal Varinxes	\d	the
_6601C1096638F8DD	cchpa1	Weeny Varinx	a	the	Weeny Varinxes	\d	the
_7CBA4835B1D87799	cchpa2	Puny Varinx	a	the	Puny Varinxes	\d	the
_66BFC1296A7800DD	cchpa3	Young Varinx	a	the	Young Varinxes	\d	the
_7CBAF41E2EE67399	cchpa4	Mild Varinx	a	the	Mild Varinxes	\d	the
_1CC4BD76848A8430	cchpb1	Vigorous Varinx	a	the	Vigorous Varinxes	\d	the
_9DF4A17204394031	cchpb2	Growling Varinx	a	the	Growling Varinxes	\d	the
_9D03D17240FA4431	cchpb3	Scowling Varinx	a	the	Scowling Varinxes	\d	the
_066F7518357B1BD0	cchpb4	Baying Varinx	a	the	Baying Varinxes	\d	the
_6601E10164B8F8DF	cchpc1	Scary Varinx	a	the	Scary Varinxes	\d	the
_4D25026A317E3D6A	cchpc2	Malicious Varinx	a	the	Malicious Varinxes	\d	the
_8FB5FA6C730E396C	cchpc3	Dangerous Varinx	a	the	Dangerous Varinxes	\d	the
_5D936171C199241C	cchpc4	Menacing Varinx	a	the	Menacing Varinxes	\d	the
_CB3FD246B1BDAF04	cchpe1	Roaring Varinx	a	the	Roaring Varinxes	\d	the
_0C85C66AF0DE016C	cchpe2	Marauding Varinx	a	the	Marauding Varinxes	\d	the
_4C0FF249331CB704	cchpe3	Hunting Varinx	a	the	Hunting Varinxes	\d	the
_9DF4C57204CA4834	cchpe4	Prowling Varinx	a	the	Prowling Varinxes	\d	the
_D3582C0A2F29CF84	ccida1	Weeny Zerx	a	the	Weeny Zerxes	\d	the
_E115A89F16A91BAE	ccida2	Puny Zerx	a	the	Puny Zerxes	\d	the
_D3372C08B14AFF86	ccida3	Young Zerx	a	the	Young Zerxes	\d	the
_2015549D13271BA2	ccida4	Mild Zerx	a	the	Mild Zerxes	\d	the
_066145F2E67AD82D	ccidb1	Vigorous Zerx	a	the	Vigorous Zerxes	\d	the
_0481850364C89020	ccidb2	Growling Zerx	a	the	Growling Zerxes	\d	the
_048185F4A3899420	ccidb3	Scowling Zerx	a	the	Scowling Zerxes	\d	the
_6DBF413070B7D741	ccidb4	Baying Zerx	a	the	Baying Zerxes	\d	the
_D3583C06AFA9C782	ccidc1	Scary Zerx	a	the	Scary Zerxes	\d	the
_445E615133BEF408	ccidc2	Malicious Zerx	a	the	Malicious Zerxes	\d	the
_059E594A332E1C0A	ccidc3	Dangerous Zerx	a	the	Dangerous Zerxes	\d	the
_C19029F5A3289821	ccidc4	Menacing Zerx	a	the	Menacing Zerxes	\d	the
_890FE1096894EE02	ccidd1	Roaring Zerx	a	the	Roaring Zerxes	\d	the
_01E0414B719DC415	ccidd2	Marauding Zerx	a	the	Marauding Zerxes	\d	the
_890FF1236C52F602	ccidd3	Hunting Zerx	a	the	Hunting Zerxes	\d	the
_04818503A7599822	ccidd4	Prowling Zerx	a	the	Prowling Zerxes	\d	the
_DDE3317CC42C687F	ccidf1	Terrifying Zerx	a	the	Terrifying Zerxes	\d	the
_09CFE9116C72F200	ccidf2	Awesome Zerx	an	the	Awesome Zerxes	\d	the
_82017D03E498701C	ccidf3	Horrific Zerx	a	the	Horrific Zerxes	\d	the
_54582C0A2F29CF84	ccija1	Weeny Zerx	a	the	Weeny Zerxes	\d	the
_6215A89F16A91BAE	ccija2	Puny Zerx	a	the	Puny Zerxes	\d	the
_54372C08B14AFF86	ccija3	Young Zerx	a	the	Young Zerxes	\d	the
_A115549D13271BA2	ccija4	Mild Zerx	a	the	Mild Zerxes	\d	the
_876145F2E67AD82D	ccijb1	Vigorous Zerx	a	the	Vigorous Zerxes	\d	the
_8581850364C89020	ccijb2	Growling Zerx	a	the	Growling Zerxes	\d	the
_858185F4A3899420	ccijb3	Scowling Zerx	a	the	Scowling Zerxes	\d	the
_EEBF413070B7D741	ccijb4	Baying Zerx	a	the	Baying Zerxes	\d	the
_54583C06AFA9C782	ccijc1	Scary Zerx	a	the	Scary Zerxes	\d	the
_C55E615133BEF408	ccijc2	Malicious Zerx	a	the	Malicious Zerxes	\d	the
_869E594A332E1C0A	ccijc3	Dangerous Zerx	a	the	Dangerous Zerxes	\d	the
_429029F5A3289821	ccijc4	Menacing Zerx	a	the	Menacing Zerxes	\d	the
_0A0FE1096894EE02	ccijd1	Roaring Zerx	a	the	Roaring Zerxes	\d	the
_82E0414B719DC415	ccijd2	Marauding Zerx	a	the	Marauding Zerxes	\d	the
_0A0FF1236C52F602	ccijd3	Hunting Zerx	a	the	Hunting Zerxes	\d	the
_85818503A7599822	ccijd4	Prowling Zerx	a	the	Prowling Zerxes	\d	the
_98B75B841B770B7A	ccijd5	Gar-Lo	\d	\d			
_0A0F1911EA54EE03	ccije1	Preying Zerx	a	the	Preying Zerxes	\d	the
_EEBF411EEBB80F44	ccije2	Raging Zerx	a	the	Raging Zerxes	\d	the
_C7A239E8E1988828	ccije3	Fearsome Zerx	a	the	Fearsome Zerxes	\d	the
_6015589816E707B2	ccije4	Huge Zerx	a	the	Huge Zerxes	\d	the
_5EE3317CC42C687F	ccijf1	Terrifying Zerx	a	the	Terrifying Zerxes	\d	the
_476099161C671F20	ccijf2	Awesome Zerx	an	the	Awesome Zerxes	\d	the
_03017D03E498701C	ccijf3	Horrific Zerx	a	the	Horrific Zerxes	\d	the
_D5582C0A2F29CF84	ccila1	Weeny Zerx	a	the	Weeny Zerxes	\d	the
_E315A89F16A91BAE	ccila2	Puny Zerx	a	the	Puny Zerxes	\d	the
_D5372C08B14AFF86	ccila3	Young Zerx	a	the	Young Zerxes	\d	the
_2215549D13271BA2	ccila4	Mild Zerx	a	the	Mild Zerxes	\d	the
_086145F2E67AD82D	ccilb1	Vigorous Zerx	a	the	Vigorous Zerxes	\d	the
_0681850364C89020	ccilb2	Growling Zerx	a	the	Growling Zerxes	\d	the
_068185F4A3899420	ccilb3	Scowling Zerx	a	the	Scowling Zerxes	\d	the
_6FBF413070B7D741	ccilb4	Baying Zerx	a	the	Baying Zerxes	\d	the
_D5583C06AFA9C782	ccilc1	Scary Zerx	a	the	Scary Zerxes	\d	the
_465E615133BEF408	ccilc2	Malicious Zerx	a	the	Malicious Zerxes	\d	the
_079E594A332E1C0A	ccilc3	Dangerous Zerx	a	the	Dangerous Zerxes	\d	the
_C39029F5A3289821	ccilc4	Menacing Zerx	a	the	Menacing Zerxes	\d	the
_8B0FE1096894EE02	ccild1	Roaring Zerx	a	the	Roaring Zerxes	\d	the
_03E0414B719DC415	ccild2	Marauding Zerx	a	the	Marauding Zerxes	\d	the
_8B0FF1236C52F602	ccild3	Hunting Zerx	a	the	Hunting Zerxes	\d	the
_06818503A7599822	ccild4	Prowling Zerx	a	the	Prowling Zerxes	\d	the
_8B0F1911EA54EE03	ccile1	Preying Zerx	a	the	Preying Zerxes	\d	the
_6FBF411EEBB80F44	ccile2	Raging Zerx	a	the	Raging Zerxes	\d	the
_48A239E8E1988828	ccile3	Fearsome Zerx	a	the	Fearsome Zerxes	\d	the
_E115589816E707B2	ccile4	Huge Zerx	a	the	Huge Zerxes	\d	the
_D6582C0A2F29CF84	ccipa1	Weeny Zerx	a	the	Weeny Zerxes	\d	the
_E415A89F16A91BAE	ccipa2	Puny Zerx	a	the	Puny Zerxes	\d	the
_D6372C08B14AFF86	ccipa3	Young Zerx	a	the	Young Zerxes	\d	the
_2315549D13271BA2	ccipa4	Mild Zerx	a	the	Mild Zerxes	\d	the
_096145F2E67AD82D	ccipb1	Vigorous Zerx	a	the	Vigorous Zerxes	\d	the
_0781850364C89020	ccipb2	Growling Zerx	a	the	Growling Zerxes	\d	the
_078185F4A3899420	ccipb3	Scowling Zerx	a	the	Scowling Zerxes	\d	the
_70BF413070B7D741	ccipb4	Baying Zerx	a	the	Baying Zerxes	\d	the
_D6583C06AFA9C782	ccipc1	Scary Zerx	a	the	Scary Zerxes	\d	the
_475E615133BEF408	ccipc2	Malicious Zerx	a	the	Malicious Zerxes	\d	the
_089E594A332E1C0A	ccipc3	Dangerous Zerx	a	the	Dangerous Zerxes	\d	the
_C49029F5A3289821	ccipc4	Menacing Zerx	a	the	Menacing Zerxes	\d	the
_8C0FE1096894EE02	ccipd1	Roaring Zerx	a	the	Roaring Zerxes	\d	the
_04E0414B719DC415	ccipd2	Marauding Zerx	a	the	Marauding Zerxes	\d	the
_8C0FF1236C52F602	ccipd3	Hunting Zerx	a	the	Hunting Zerxes	\d	the
_07818503A7599822	ccipd4	Prowling Zerx	a	the	Prowling Zerxes	\d	the
_12BFBDC66C398779	ccjfc1	Scary Javing	a	the	Scary Javings	\d	the
_C245320E6BEEB012	ccjfc2	Malicious Javing	a	the	Malicious Javings	\d	the
_85453210295EB41B	ccjfc3	Dangerous Javing	a	the	Dangerous Javings	\d	the
_833E4966F0F35C0D	ccjfc4	Menacing Javing	a	the	Menacing Javings	\d	the
_874F4D0E270B67CC	ccjfd1	Vicious Javing	a	the	Vicious Javings	\d	the
_0485320EAC8D5C0A	ccjfd2	Malignant Javing	a	the	Malignant Javings	\d	the
_C27E6124EDEB37C0	ccjfd3	Hunting Javing	a	the	Hunting Javings	\d	the
_835EF96876555C0E	ccjfd4	Prowling Javing	a	the	Prowling Javings	\d	the
_85350212694C780D	ccjja1	Fledgling Javing	a	the	Fledgling Javings	\d	the
_3ABBA90B6DA75F93	ccjja2	Lesser Javing	a	the	Lesser Javings	\d	the
_8620B958F215B01A	ccjjb1	Vigorous Javing	a	the	Vigorous Javings	\d	the
_3A7B79006ED79F9E	ccjjb2	Vulgar Javing	a	the	Vulgar Javings	\d	the
_C19F4112EBFA1FBB	ccjjb3	Bloated Javing	a	the	Bloated Javings	\d	the
_537EA9CE2BB8B387	ccjjb4	Prime Javing	a	the	Prime Javings	\d	the
_1D2111ED1EB2908B	cckdf1	Terrifying Cuttler	a	the	Terrifying Cuttlers	\d	the
_C3F0269077672B0F	cckdf2	Awesome Cuttler	an	the	Awesome Cuttlers	\d	the
_44576670A1F95C06	cckdf3	Horrific Cuttler	a	the	Horrific Cuttlers	\d	the
_F09FF41A6AD73FC9	cckdf4	Great Cuttler	a	the	Great Cuttlers	\d	the
_816EF97A0CB91617	cckfe1	Preying Cuttler	a	the	Preying Cuttlers	\d	the
_F28F31136B2F949D	cckfe2	Raging Cuttler	a	the	Raging Cuttlers	\d	the
_88F822559EF97412	cckfe3	Fearsome Cuttler	a	the	Fearsome Cuttlers	\d	the
_986B61E65C48D3BB	cckfe4	Huge Cuttler	a	the	Huge Cuttlers	\d	the
_9D2111ED1EB2908B	cckff1	Terrifying Cuttler	a	the	Terrifying Cuttlers	\d	the
_43F0269077672B0F	cckff2	Awesome Cuttler	an	the	Awesome Cuttlers	\d	the
_C4576670A1F95C06	cckff3	Horrific Cuttler	a	the	Horrific Cuttlers	\d	the
_709FF41A6AD73FC9	cckff4	Great Cuttler	a	the	Great Cuttlers	\d	the
_9BCA9123AA17BEA1	cclde1	Preying Ocyx	a	the	Preying Ocyxes	\d	the
_A807F4C7A9887764	cclde2	Raging Ocyx	a	the	Raging Ocyxes	\d	the
_BFA1C51226B2339D	cclde3	Fearsome Ocyx	a	the	Fearsome Ocyxes	\d	the
_5F85C48A2E777F4D	cclde4	Huge Ocyx	a	the	Huge Ocyxes	\d	the
_F8CFDD833F0F0811	cclff1	Terrifying Ocyx	a	the	Terrifying Ocyxes	\d	the
_F0AEC123AFF5B25B	cclff2	Awesome Ocyx	an	the	Awesome Ocyxes	\d	the
_7CC0A119A8E3539C	cclff3	Horrific Ocyx	a	the	Horrific Ocyxes	\d	the
_D6BB148C6563CF8A	cclff4	Great Ocyx	a	the	Great Ocyxes	\d	the
_A1627D8BBEE4ED39	ccmff1	Terrifying Jugula	a	the	Terrifying Jugulas	\d	the
_FF4ED1FBCDF65204	ccmff2	Awesome Jugula	an	the	Awesome Jugulas	\d	the
_01B05996F45338FA	ccmff3	Horrific Jugula	a	the	Horrific Jugulas	\d	the
_4BE061C8F216EB97	ccmff4	Great Jugula	a	the	Great Jugulas	\d	the
_C530619CEE13B00E	ccmgb1	Nauseous Jugula	a	the	Nauseous Jugulas	\d	the
_C3F0398478B55400	ccmgb2	Stinking Jugula	a	the	Stinking Jugulas	\d	the
_F6CB251467A94FA9	ccmgb3	Morbid Jugula	a	the	Morbid Jugulas	\d	the
_45706184F45544EE	ccmgb4	Poisoned Jugula	a	the	Poisoned Jugulas	\d	the
_7F5F8507A91C4FBC	ccmgc1	Plagued Jugula	a	the	Plagued Jugulas	\d	the
_730F710D681C5F78	ccmgc2	Sickly Jugula	a	the	Sickly Jugulas	\d	the
_D613F216468E7C7A	ccmgc3	Putrescent Jugula	a	the	Putrescent Jugulas	\d	the
_C1107196F215C401	ccmgc4	Virulent Jugula	a	the	Virulent Jugulas	\d	the
_7F7E35162B8C57BD	ccmgd1	Ravaged Jugula	a	the	Ravaged Jugulas	\d	the
_0496CA19A7EC5C20	ccmgd2	Festering Jugula	a	the	Festering Jugulas	\d	the
_63D38D9140D4D938	ccmgd3	Pestiferous Jugula	a	the	Pestiferous Jugulas	\d	the
_B61B4D1DA63A1BB0	ccmgd4	Raving Jugula	a	the	Raving Jugulas	\d	the
_8797CA2931BF8C21	ccmge1	Pustulous Jugula	a	the	Pustulous Jugulas	\d	the
_812E7914E8DC5FC1	ccmge2	Seeping Jugula	a	the	Seeping Jugulas	\d	the
_812E6D0D69AB2FC1	ccmge3	Foaming Jugula	a	the	Foaming Jugulas	\d	the
_47B5C21CAAAD6423	ccmge4	Revolting Jugula	a	the	Revolting Jugulas	\d	the
_4950F18CF0D338F2	ccmgf1	Demented Jugula	a	the	Demented Jugulas	\d	the
_C3D2397C76133CF2	ccmgf2	Frenzied Jugula	a	the	Frenzied Jugulas	\d	the
_C310397CF213600E	ccmgf3	Fiendish Jugula	a	the	Fiendish Jugulas	\d	the
_F84B5D0E67B92BAC	ccmgf4	Lethal Jugula	a	the	Lethal Jugulas	\d	the
_24627D8BBEE4ED39	ccmpf1	Terrifying Jugula	a	the	Terrifying Jugulas	\d	the
_824ED1FBCDF65204	ccmpf2	Awesome Jugula	an	the	Awesome Jugulas	\d	the
_84B05996F45338FA	ccmpf3	Horrific Jugula	a	the	Horrific Jugulas	\d	the
_CEE061C8F216EB97	ccmpf4	Great Jugula	a	the	Great Jugulas	\d	the
_97E9A2ED56615D79	ccnlf1	Terrifying Horncher	a	the	Terrifying Hornchers	\d	the
_60157E36F75A6702	ccnlf2	Awesome Horncher	an	the	Awesome Hornchers	\d	the
_DEC6CA1E76C91473	ccnlf3	Horrific Horncher	a	the	Horrific Hornchers	\d	the
_ADAC19F468FE14F2	ccnlf4	Great Horncher	a	the	Great Hornchers	\d	the
_0315FE8838E83F06	ccnpd1	Roaring Horncher	a	the	Roaring Hornchers	\d	the
_5AA336542E226174	ccnpd2	Marauding Horncher	a	the	Marauding Hornchers	\d	the
_03353A9B38474706	ccnpd3	Hunting Horncher	a	the	Hunting Hornchers	\d	the
_E1C5EA23389A3479	ccnpd4	Prowling Horncher	a	the	Prowling Hornchers	\d	the
_DBEA5EFA17003574	ccodf1	Terrifying Tyrancha	a	the	Terrifying Tyranchas	\d	the
_D9D57242364B0F10	ccodf2	Awesome Tyrancha	an	the	Awesome Tyranchas	\d	the
_9FA7FA173A684C61	ccodf3	Horrific Tyrancha	a	the	Horrific Tyranchas	\d	the
_6ADB11FAE82E3C08	ccodf4	Great Tyrancha	a	the	Great Tyranchas	\d	the
_8475F699FF780705	ccope1	Preying Tyrancha	a	the	Preying Tyranchas	\d	the
_022E495802BFBC67	ccope2	Raging Tyrancha	a	the	Raging Tyranchas	\d	the
_E437D2043988786E	ccope3	Fearsome Tyrancha	a	the	Fearsome Tyranchas	\d	the
_3FECE1AE6B4627EC	ccope4	Huge Tyrancha	a	the	Huge Tyranchas	\d	the
_DEEA5EFA17003574	ccopf1	Terrifying Tyrancha	a	the	Terrifying Tyranchas	\d	the
_DCD57242364B0F10	ccopf2	Awesome Tyrancha	an	the	Awesome Tyranchas	\d	the
_A2A7FA173A684C61	ccopf3	Horrific Tyrancha	a	the	Horrific Tyranchas	\d	the
_6DDB11FAE82E3C08	ccopf4	Great Tyrancha	a	the	Great Tyranchas	\d	the
_0B16F167046E8867	ccpjf1	Terrifying Yetin	a	the	Terrifying Yetins	\d	the
_C3F07518AC7647C1	ccpjf2	Awesome Yetin	an	the	Awesome Yetins	\d	the
_047F712026679B07	ccpjf3	Horrific Yetin	a	the	Horrific Yetins	\d	the
_98092CF41849B792	ccpjf4	Great Yetin	a	the	Great Yetins	\d	the
_BE4FB5FCDD89D020	cdafa1	Gormless Cute	a	the	Gormless Cutes	\d	the
_D3B5C08716061FBE	cdafa2	Dumn Cute	a	the	Dumn Cutes	\d	the
_57170C092C290B69	cdafa3	Quiet Cute	a	the	Quiet Cutes	\d	the
_04CD913A713EB804	cdafa4	Wandering Cute	a	the	Wandering Cutes	\d	the
_87CF05276A72EE24	cdafb1	Panicky Cute	a	the	Panicky Cutes	\d	the
_4D751A313F2E84E8	cdafb2	Lampooning Cute	a	the	Lampooning Cutes	\d	the
_575614092A1AF36D	cdafb3	Tough Cute	a	the	Tough Cutes	\d	the
_C1F045DE1939E42D	cdafb4	Babarous Cute	a	the	Babarous Cutes	\d	the
_7D3F85FC9DB88C21	cdafc1	Foraging Cute	a	the	Foraging Cutes	\d	the
_080ED92D722DB806	cdafc2	Ferreting Cute	a	the	Ferreting Cutes	\d	the
