*HASH_VALUE	creature ID	name	ia	da	p	pia	pda
_481EE12E722DB007	cdagd2	Cute Enconado	un	el	Cutes Enconados		los
_A212D58AC9DB108B	cdagd3	Cute Pestífero	un	el	Cutes Pestíferos		los
_2D3F451A6BD9FB2C	cdagd4	Cute Delirante	un	el	Cutes Delirantes		los
_C71F214438EFB01E	cdage1	Cute Pustuloso	un	el	cutes Pustulosos		los
_498F3D156CD2F203	cdage2	Cute Filtrante	un	el	Cutes Filtrantes		los
_498F250D7030F603	cdage3	Cute Espumoso	un	el 	Cutes Espumosos		los
_87BECD3D72EEC00F	cdage4	Cute Asqueroso	un	el	Cutes Asquerosos		los
_42EF81ED9B685C26	cdagf1	Cute Demente	un	el	Cutes Dementes		los
_824085F25E88601B	cdagf2	Cute Frenético	un	el	Cutes Frenéticos		los
_FDDF85E91CC8AC29	cdagf3	Cute Diabólico	un	el	Cutes Diabólicos		los
_BF4FB5FCDD89D020	cdaja1	Cute Estúpido	un	el	Cutes Estúpidos		los
_D4B5C08716061FBE	cdaja2	Dumn Cute	a	the	Dumn Cutes		the
_58170C092C290B69	cdaja3	Cute Tranquilo	un	el	Cutes Tranquilos		los
_05CD913A713EB804	cdaja4	Cute Errante	un	el	Cutes Errantes		los
_88CF05276A72EE24	cdajb1	Cute lleno de Pánico	un	el	Cutes llenos de Pánico		los
_4E751A313F2E84E8	cdajb2	Cute Satirizando	un	el	Cutes Satirizando		los
_585614092A1AF36D	cdajb3	Cute Duro	un	el	Cutes Duros		los
_C2F045DE1939E42D	cdajb4	Cute Bárbaro	un	el	Cutes Barbaros		los
_7E3F85FC9DB88C21	cdajc1	Cute Buscador	a	the	Cutes Buscadores		los
_090ED92D722DB806	cdajc2	Cute Hurgando	un	el	Cutes Hurgando		los
_C9AE192D762DC810	cdajc3	Cute Surcando	un	el	Cutes Surcando		los
_C270A5F421596823	cdajc4	Cute Animoso	un	el	Cutes Animosos		los
_404FB5FCDD89D020	cdala1	Cute Estúpido	un	el	Cutes Estúpidos		los
_55B5C08716061FBE	cdala2	Dumn Cute	a	the	Dumn Cutes		the
_D9170C092C290B69	cdala3	Cute Tranquilo	un	el	Cutes Tranquilos		los
_86CD913A713EB804	cdala4	Cute Errante	un	el	Cutes Errantes		los
_296880A720641AAD	cdalc5	Doren	a	the	Dorens		the
_EFAF09126BE9F32C	cdald1	Cute Salvaje	un	el	Cutes Salvajes		los
_42E089E15E59601E	cdald2	Cute Sazonado	un	el	Cutes Sazonados		los
_05B1E5336C32F610	cdald3	Cute Veterano	un	el	Cutes Veteranos		los
_8B8F152F74F0FA02	cdald4	Cute al Acecho	un	el	Cutes al Acecho		los
_84EED9D6F3D96C18	cdale1	Cute Rastrero	un	el	Cutes Rastreros		los
_F4A0F9FE6AF9B72D	cdale2	Cute Osco	un	el	Cutes Oscos		los
_6291B584475AF086	cdale3	Cute Beligerante	un	el	Cutes Beligerantes		los
_4C21B95E0A4E6D92	cdale4	Cute Aterrador	un	el	Cutes Aterradores		los
_EA18A8C3E849235F	cdapd1	Cute Salvaje	un	el	Cutes Salvajes		los
_42FFB50D22A4FBA1	cdapd2	Cute Sazonado	un	el	Cutes Sazonados		los
_D9AB15202E45EEAC	cdapd3	Cute Veterano	un	el	Cutes Veteranos		los
_9A1A112BF004EAB5	cdapd4	Cute al Acecho	un	el	Cutes al Acecho		los
_46508DE5CDB58F0F	cdape1	Cute Rastrero	un	el	Cutes Rastreros		los
_33C7ACAE31F82B4B	cdape2	Cute Osco	un	el	Cutes Oscos		los
_7CFEE58AB90D901A	cdape3	Cute Beligerante	un	el 	Cutes Beligerantes		los
_809E9187FE4C8427	cdape4	Cute Aterrador	un	el	Cutes Aterradores		los
_19023D899D295092	cdbda1	Gibbai Estúpido	un	el	Gibbais Estúpidos		los
_B76920A00BD7EB91	cdbda2	Dumn Gibbaï	a	the	Dumn Gibbaïs		the
_630139F7EA7640BF	cdbda3	Gibbai Tranquilo	un	el	Gibbais Tranquilos		los
_CAC4D44AB17D1348	cdbda4	Gibbai Errante	un	el	Gibbais Errantes		los
_E07E7E3230CD8100	cdbdb1	Gibbai Lleno de Panico	un	el	Gibbais Llenos de Panico		los
_35B4523517A9F86D	cdbdb2	Gibbai Satirizando	un	el	Gibbais Satirizando		los
_637F490FE6D640C0	cdbdb3	Gibbai Duro	un	el	Gibbais Duros		los
_9783F9799B797489	cdbdb4	Gibbai Barbaro	un	el	Gibbais Barbaros		los
_1AB2097D5C590C83	cdbdc1	Gibbai Buscador	un	el	Gibbais Buscadores		los
_4CB30C4E336C434E	cdbdc2	Gibbai Hurgando	un	el	Gibbais Hurgando		los
_10530C4EF70C474E	cdbdc3	Gibbai Surcando	un	el	Gibbais Surcando		los
_9BE381715BDB148B	cdbdc4	Gibbai Animoso	un	el	Gibbais Animosos		los
_9EC6FDFE771BD3D0	cdbdd1	Gibbai Salvaje	un	el	Gibbais Salvajes		los
_17928569987A248D	cdbdd2	Gibbai Sazonado	un	el	Gibbais Sazonados		los
_5DD07E3E317C6106	cdbdd3	Gibbai Veterano	un	el	Gibbais Veteranos		los
_211FD632356B99F6	cdbdd4	Gibbai al Acecho	un	el	Gibbais al Acecho		los
_CCC0BC46B379EF48	cdbde1	Gibbai Rastrero	un	el	Gibbais Rastreros		los
_6286ADFAB71AD7E5	cdbde2	Gibbai Osco	un	el	Gibbais Oscos		los
_D9326ABC2FD42B34	cdbde3	Gibbais Beligerantes	un	el	Gibbais Beligerantes		los
_1C228AAB3053533C	cdbde4	Gibbai Aterrador	un	el	Gibbais Aterradores		los
_1CB282AD2EC51F4B	cdbdf1	Gibbai Amenazante	un	el	Gibbais Amenazantes		los
_B9741E2CDC6AF084	cdbdf2	Gibbai Tremendo	un	el	Gibbais Tremendos		los
_F92D2BE99EC082AC	cdbdf3	Gibbai Sediento de Sangre	un	el	Gibbais Sedientos de Sangre		los
_35E3FD91A058EFA5	cdbfd1	Gibbai Salvaje	un	el	Gibbais Salvajes		los
_7F5E3D5C6EB53C0C	cdbfd2	Gibbai Sazonado	un	el	Gibbais Sazonados		los
_6377FD00681B63C7	cdbfd3	Gibbai Veterano	un	el	Gibbain Veteranos		los
_E4B6F104EB7B3FC0	cdbfd4	Gibbai al Acecho	un	el	Gibbais al Acecho		los
_3F951E1558C05EFF	cdbfe1	Gibbai Rastrero	un	e	Gibbais Rastreros		los
_3A93517724063796	cdbfe2	Gibbai Osco	un	el	Gibbais Oscos		los
_E06AE578E0F2812C	cdbfe3	Gibbai Beligerante	un	el	Gibbais Beligerantes		los
_1F2BF16423437127	cdbfe4	Gibbai Aterrador	un	el	Gibbais Aterradores		los
_DEA80C74E5A48393	cdbfe5	Mahi					
_3F78294C37F91450	cdbga1	Gibbai Impuro	un	el	Gibbais Impuros		los
_5B9211715ACA087E	cdbga2	Gibbai Hinchado	un	el	Gibbais Hinchados		los
_2C554E703FC32968	cdbga3	Gibbais Contaminados	un	el	Gibbais Contaminados		los
_D45FA2EEFED804E9	cdbga4	Gibbai Infectado	un	el	Gibbais Infectados		los
_1CB2718C9B39349B	cdbgb1	Gibbai Nauseabundo	un	el	Gibbais Nauseabundos		los
_984371749E2A208F	cdbgb2	Gibbai Maloliente	un	el	Gibbais Malolientes		los
_9FF6F10879BADBCD	cdbgb3	Gibbai Mórbido	un	el	Gibbais Mórbidos		los
_D93279711A4A2C8B	cdbgb4	Gibbai Envenenado	un	el	Gibbais Envenenados		los
_9ECFA225F37C69FE	cdbgc1	Gibbai Plagado	un	el	Gibbais Plagados		los
_A45EA62A3268BDB1	cdbgc2	Gibbai Enfermizo	un	el	Gibbais Enfermizos		los
_F7D42E40DE0A0884	cdbgc3	Gibbai Prutrefacto	un	el	Gibbais Putrefactos		los
_D9A2998ADB1A6097	cdbgc4	Gibbai Virulento	un	el	Gibbais Virulentos		los
_1D3F5E3C309C69F1	cdbgd1	Gibbai Arruinado	un	el	Gibbais Arruinados		los
_8BB3144FB26C4B50	cdbgd2	Gibbai Enconado	un	el	Gibbais Enconados		los
_593286C2F3B6474B	cdbgd3	Gibbai Pestifero	un	el	Gibbais Pestiferos		los
_A0B61DFE370BDFD2	cdbgd4	Gibbai Delirante	un	el	Gibbais Delirantes		los
_0E16305535CF6357	cdbge1	Gibbai Pustuloso	un	el	Gibbais Pustulosos		los
_234EAA2C31DC91F7	cdbge2	Gibbai Filtrante	un	el	Gibbais Filtrantes		los
_620EC61BB30B95F7	cdbge3	Gibbai Espumoso	un	el	Gibbais Espumosos		los
_0CE40052339D3F54	cdbge4	Gibbai Asqueroso	un	el	Gibbais Asquerosos		los
_5C82117598EA1C81	cdbgf1	Gibbai Demente	un	el	Gibbais Dementes		los
_97143D6DDB59508A	cdbgf2	Gibbai Delirante	un	el	Gibbais Delirantes		los
_97223D711C590C98	cdbgf3	Gibbai Diabólico	un	el	Gibbais Diabólicos		los
_9A023D899D295092	cdbja1	Gibbai Estúpido	un	el	Gibbais Estúpidos		los
_386920A00BD7EB91	cdbja2	Dumn Gibbaï	a	the	Dumn Gibbaïs		the
_E40139F7EA7640BF	cdbja3	Gibbai Tranquilo	un	el	Gibbais Tranquilos		los
_4BC4D44AB17D1348	cdbja4	Gibbai Errante	un	el	Gibbais Errantes		los
_1FC6FDFE771BD3D0	cdbjd1	Gibbai Salvaje	un	el	Gibbais Salvajes		los
_98928569987A248D	cdbjd2	Gibbai Sazonado	un	el	Gibbais Sazonados		los
_DED07E3E317C6106	cdbjd3	Gibbai Veterano	un	el	Gibbais Veteranos		los
_A21FD632356B99F6	cdbjd4	Gibbai al Acecho	un	el	Gibbais al Acecho		los
_4DC0BC46B379EF48	cdbje1	Gibbai Rastrero	un	el	Gibbais Rastreros		los
_E386ADFAB71AD7E5	cdbje2	Gibbai Osco	un	el	Gibbais Oscos		los
_5A326ABC2FD42B34	cdbje3	Gibbai Beligerante	un	el	Gibbais Beligerantes		los
_9D228AAB3053533C	cdbje4	Gibbai Aterrador	un	el	Gibbais Aterradores		los
_2408809920661AB3	cdbjf5	Tenib					
_5B623992FE296814	cdcda1	Frahar Estúpido	un	el	Frahars Estúpidos		los
_B9692023AC37FF99	cdcda2	Dumn Frahar	a	el	Dumn Frahars		the
_63114DF7EE5688BD	cdcda3	Frahar Tranquilo	un	el	Frahars Tranquilos		los
_4CC40249336D4147	cdcda4	Frahar Errante	un	el	Frahars Errantes		los
_3FFF1503799CCFD0	cdcdd1	Frahar Salvaje	un	el	Frahars Salvajes		los
_59F28172F97A3C0F	cdcdd2	Frahar Sazonado	un	el	Frahars Sazonados		los
_80D0BA3C736C6B06	cdcdd3	Frahar Veterano	un	el	Frahars Veteranos		los
_441F1230775BA3F6	cdcdd4	Frahar al Acecho	un	el	Frahars al Acecho		los
_A88984979B38CB90	cdcdd5	Guadana					
_4EC0EA4535691D47	cdcde1	Frahar Rastrero	un	el	Frahars Rastreros		los
_03BFC5FFB99BD3E5	cdcde2	Frahar Osco	un	el	Frahars Oscos		los
_9D228EBBD0D44D33	cdcde3	Fraher Beligerante	un	el	Frahars Beligerantes		los
_3F11255BB78A10D3	cdcga1	Frahar Impuro	un	el	Frahars Impuros		los
_9DF20D7ABBCA2000	cdcga2	Frahar Hinchado	un	el	Frahars Hinchados		los
_2E554EF3E0233D70	cdcga3	Frahar Contaminado	un	el	Frahars Contaminados		los
_94CF9E7ABE380075	cdcga4	Frahar Infectado	un	el	Frahars Infectados		los
_5E126D95FC394C1D	cdcgb1	Frahar Nauseabundo	un	el	Frahars Nauseabundos		los
_DAA36D7DFF2A3811	cdcgb2	Frahar Maloliente	un	el	Frahars Malolientes		los
_402F090D7B3BD7CD	cdcgb3	Frahar Mórbido	un	el	Frahars Mórbidos		los
_1B92757A7B4A440D	cdcgb4	Fradar Envenenado	un	el	Frahars Envenenados		los
_C1CFDE23356C73FE	cdcgc1	Frahar Plagado	un	el	Frahars Plagados		los
_C75EE2287458C7B1	cdcgc2	Frahar Enfermizo	un	el	Frahars Enfermizos		los
_5875423F2023088A	cdcgc3	Frahar Putrefacto	un	el	Frahars Putrefactos		los
_1B0295933C1A7819	cdcgc4	Frahar Virulento	un	el	Frahars Virulentos		los
_403F9A3A728C73F1	cdcgd1	Frahar Arruinado	un	el	Frahars Arruinados		los
_0DB3424E345C794F	cdcgd2	Frahar Enconado	un	el	Frahars Enconados		los
_1D22AAC194B6694A	cdcgd3	Frahar Pestífero	un	el	Frahars Pestíferos		los
_41EF3503398CDBD2	cdcgd4	Frahar Delirante	un	el	Frahars Delirantes		los
_90165E54B7BF9156	cdcge1	Frahar Pustuloso	un	el	Frahars Pustulosos		los
_464EE62A73CC9BF7	cdcge2	Frahar Filtrante	un	el	Frahars Filtrantes		los
_850E0219F5FB9FF7	cdcge3	Frahar Espumoso	un	el	Frahars Espumosos		los
_8EE42E51B58D6D53	cdcge4	Frahar Asqueroso	un	el	Frahars Asquerosos		los
_9EE20D7EF9EA3403	cdcgf1	Frahar Dementes	un	el	Frahars Dementes		los
_D97439763C59680C	cdcgf2	Frahar Frenético	un	el	Frahars Frenéticos		los
_D982397A7D59241A	cdcgf3	Frahar Diabólico	un	el	Frahars Diabólicos		los
_5E623992FE296814	cdcpa1	Frahar Estúpido	un	el	Frahars Estúpidos		los
_BC692023AC37FF99	cdcpa2	Dumn Frahar	un	el	Dumn Frahars		los
_66114DF7EE5688BD	cdcpa3	Frahar Tranquilo	un	el	Frahars Tranquilos		los
_4FC40249336D4147	cdcpa4	Frahar Errante	un	el	Frahars Errantes		los
_067EBA3072BD8B00	cdcpb1	Frahar Lleno de Pánico	un	el	Frahars Llenos de Pánico		los
_9955663459C2F873	cdcpb2	Frahar Satirizando	un	el	Frahars Satirizando		los
_668F5D0FEAB688BE	cdcpb3	Frahar Duro	un	el	Frahars Duros		los
_DCE3F582FC798C0B	cdcpb4	Frahar Bárbaro	un	el	Frahars Barbaros		los
_5F120586BD592405	cdcpc1	Frahar Buscador	un	el	Frahars Buscadores		los
_D1B33A4DB55C714D	cdcpc2	Frahar Hurgando	un	el	Frahars Hurgando		los
_95533A4D79FC754D	cdcpc3	Frahar Surcando	un	el	Frahars Surcando		los
_E0437D7ABCDB2C0D	cdcpc4	Frahar Animoso	un	el	Frahars Animosos		los
_42FF1503799CCFD0	cdcpd1	Frahar Salvaje	un	el	Frahars Salvajes		los
_5CF28172F97A3C0F	cdcpd2	Frahar Sazonado	un	el	Frahars Sazonados		los
_83D0BA3C736C6B06	cdcpd3	Frahar Veterano	un	el	Frahars Veteranos		los
_471F1230775BA3F6	cdcpd4	Frahar al Acecho	un	el	Frahars al Acecho		los
_51C0EA4535691D47	cdcpe1	Frahar Rastrero	un	el	Frahars Rastreros		los
_06BFC5FFB99BD3E5	cdcpe2	Frahar Osco	un	el	Frahars Oscos		los
_A0228EBBD0D44D33	cdcpe3	Frahars Beligerante	un	el	Frahars Beligerantes		los
_E312AEAAD153753B	cdcpe4	Frahar Asustadizo	un	el	Frahars Asustadizos		los
_E3A2A6ACCFC5414A	cdcpf1	Frahar Amenazante	un	el	Frahars Amenazantes		los
_1D15322B1E83F08A	cdcpf2	Frahar Tremendo	un	el	Frahars Tremendos		los
_FC3D3FE9A2A0CAAA	cdcpf3	Frahar Sediento de Sangre	un	el	Frahars Sedientos de Sangre		los
_3E7E59EEE2898C1F	chada1	Arma Lactante	un	el	Armas Lactantes		las
_3EAE5DDCDFC9901F	chada2	Arma Destetada	un	el	Armas Destetadas		las
_EDFF4D036637AB27	chada3	Arma Dócil	un	el	Armas Dóciles		las
_1444B87D1226EBAB	chada4	Arma Sumisa	un	el	Armas Sumisas		las
_401F91EC205AD82D	chadb1	Arma Timorata	un	el	Armas Timoratas		las
_898F15FFEE72F200	chadb2	Arma Vagando	un	el	Armas Vagando		las
_86763225BF8E80E3	chadb3	Arma Correteando	un	el	Armas Correteando		las
_819DE54AB5D0780B	chadb4	Arma Enérgica	un	el	Armas Enérgicas		las
_B161990E2618DB29	chadc1	Arma Robusta	un	el	Armas Robustas		las
_9644F08A11A817A9	chadc2	Arma Cautelosa	un	el	Armas Cautelosas		las
_0D073A3F04DEA8E7	chadc3	Arma Glotona	un	el	Armas Glotonas		las
_402FADFD1EC89821	chadc4	Armas Gruñendo	un	el	Armas Gruñendo		las
_0D4FF521F2F0EE1C	chadf1	Arma Furiosa	un	el	Armas Furiosas		las
_ED6F4D0E66F7AF2C	chadf2	Arma Violenta	un	el	Armas Violentas		las
_425DD137344E9C06	chadf3	Arma Feroz	un	el	Armas Feroces		las
_BE7E59EEE2898C1F	chafa1	Arma Lactante	un	el	Armas Lactantes		las
_BEAE5DDCDFC9901F	chafa2	Arma Destetada	un	el	Armas Destetadas		las
_6DFF4D036637AB27	chafa3	Arma Dócil	un	el	Armas Dóciles		las
_9444B87D1226EBAB	chafa4	Arma Sumisa	un	el	Armas Sumisas		las
_C01F91EC205AD82D	chafb1	Arma Timorata	un	el	Armas Timoratas		las
_098F15FFEE72F200	chafb2	Arma Vagando	un	el	Armas Vagando		las
_06763225BF8E80E3	chafb3	Arma Correteando	un	el	Armas Correteando		las
_019DE54AB5D0780B	chafb4	Arma Enérgica	un	el	Armas Enérgicas		las
_AC27C0B22D26F3B2	chafc5	Brusco					
_96162007AAD8DB59	chafd1	Arma Brusca	un	el	Armas Bruscas		las
_B800AE64EE8DAC0C	chafd2	Arma Obstinada	un	el	Armas Obstinadas		las
_098F4D1BEE72F602	chafd3	Arma Enraizada	un	el	Armas Enraizadas		las
_8CC63A36FC1E98DC	chafd4	Arma Robando	un	el	Armas Robando		las
_85EF4D25EAF0EEFD	chafe1	Arma Irritada	un	el	Armas Irritadas		las
_8D4FF503ECF2F21B	chafe2	Arma Viciosa	un	el	Armas Viciosas		las
_96760C0A2698AF59	chafe3	Arma Salvaje	un	el	Armas Salvajes		las
_090F0D1BECF2FA1D	chafe4	Arma Violenta	un	el	Armas Violentas		las
_BF7E59EEE2898C1F	chaja1	Arma Lactante	un	el	Armas Lactantes		las
_BFAE5DDCDFC9901F	chaja2	Arma Destetada	un	el	Armas Destetadas		las
_6EFF4D036637AB27	chaja3	Arma Dócil	un	el	Armas Dóciles		las
_9544B87D1226EBAB	chaja4	Arma Sumisa	un	el	Armas Sumisas		las
_C11F91EC205AD82D	chajb1	Arma Timorata	un	el	Armas Timoratas		las
_0A8F15FFEE72F200	chajb2	Arma Vagando	un	el	Armas Vagando		las
_07763225BF8E80E3	chajb3	Arma Correteando	un	el	Armas Correteando		las
_029DE54AB5D0780B	chajb4	Arma Enérgica	un	el	Armas Enérgicas		las
_8E4FF521F2F0EE1C	chajf1	Arma Furiosa	un	el	Armas Furiosas		las
_6E6F4D0E66F7AF2C	chajf2	Arma Violenta	un	the	Armas Violentas		las
_C35DD137344E9C06	chajf3	Arma Feroz	un	el	Armas Feroces		las
_03CE31E9CFEA6C1F	chajf4	Arma Voraz	un	el	Armas Voraces		las
_407E59EEE2898C1F	chala1	Arma Lactante	un	el	Armas Lactantes		las
_40AE5DDCDFC9901F	chala2	Arma Destetada	un	el	Armas Destetadas		las
_EFFF4D036637AB27	chala3	Arma Dócil	un	el	Armas Dóciles		las
_1644B87D1226EBAB	chala4	Arma Sumisa	un	el	Armas Sumisas		las
_421F91EC205AD82D	chalb1	Arma Timorata	un	el	Armas Timoratas		las
_8B8F15FFEE72F200	chalb2	Arma Vagando	un	el	Armas Vagando		las
_88763225BF8E80E3	chalb3	Arma Correteando	un	el	Armas Correteando		las
_839DE54AB5D0780B	chalb4	Arma Enérgica	un	el	Armas Enérgicas		las
_07EF4D25EAF0EEFD	chale1	Arma Irritada	un	el	Armas Irritadas		las
_0F4FF503ECF2F21B	chale2	Arma Viciosa	un	el	Armas Viciosas		las
_18760C0A2698AF59	chale3	Arma Salvaje	un	el	Armas Salvajes		las
_8B0F0D1BECF2FA1D	chale4	Arma Violenta	un	el	Armas Violentas		las
_0F4FF521F2F0EE1C	chalf1	Arma Furiosa	un	el	Armas Furiosas		las
_EF6F4D0E66F7AF2C	chalf2	Arma Violenta	un	el	Armas Furiosas		las
_445DD137344E9C06	chalf3	Arma Feroz	un	el	Armas Feroces		las
_84CE31E9CFEA6C1F	chalf4	Arma Voraz	un	el	Armas Voraces		las
_417E59EEE2898C1F	chapa1	Arma Lactante	un	el	Armas Lactantes		las
_41AE5DDCDFC9901F	chapa2	Arma Destetada	un	el	Armas Destetadas		las
_F0FF4D036637AB27	chapa3	Arma Dócil	un	el	Armas Dóciles		las
_1744B87D1226EBAB	chapa4	Arma Sumisa	un	el	Armas Sumisas		las
_431F91EC205AD82D	chapb1	Arma Timorata	un	el	Armas Timoratas		las
_8C8F15FFEE72F200	chapb2	Arma Vagando	un	el	Armas Vagando		las
_89763225BF8E80E3	chapb3	Arma Correteando	a	the	Armas Correteando		las
_849DE54AB5D0780B	chapb4	Arma Enérgica	un	el	Armas Enérgicas		las
_B461990E2618DB29	chapc1	Arma Robusta	un	el	Armas Robustas		las
_9944F08A11A817A9	chapc2	Arma Cautelosa	un	el	Armas Cautelosas		las
_10073A3F04DEA8E7	chapc3	Arma Glotona	un	el	Armas Glotonas		las
_432FADFD1EC89821	chapc4	Arma Gruñendo	un	el	Armas Gruñendo		las
_19162007AAD8DB59	chapd1	Arma Brusca	un	el	Armas Bruscas		las
_3B00AE64EE8DAC0C	chapd2	Armas Obstinadas	un	el	Armas Obstinadas		las
_8C8F4D1BEE72F602	chapd3	Arma Enraizada	un	el	Armas Enraizadas		las
_0FC63A36FC1E98DC	chapd4	Arma Robando	un	el	Armas Robando		las
_08EF4D25EAF0EEFD	chape1	Arma Irritada	un	el	Armas Irritadas		las
_104FF503ECF2F21B	chape2	Arma Viciosa	un	el	Armas Viciosas		las
_19760C0A2698AF59	chape3	Arma Salvaje	un	el	Arma Salvaje		las
_8C0F0D1BECF2FA1D	chape4	Arma Violenta	un	el	Armas Violentas		las
_104FF521F2F0EE1C	chapf1	Arma Furiosa	un	el	Armas Furiosas		las
_F06F4D0E66F7AF2C	chapf2	Arma Violenta	un	el	Armas Violentas		las
_455DD137344E9C06	chapf3	Arma Feroz	un	el	Armas Feroces		las
_8DE16505E8360073	chbdc1	Bodoc Robusto	un	el	Bodocs Robustos		los
_1BA4F5BEABC96B98	chbdc2	Bodoc Cauteloso	un	el	Bodocs Cautelosos		los
_21655A3D081E853D	chbdc3	Bodoc Glotón	un	el	Bodocs Glotones		los
_FFB052167B197015	chbdc4	Bodoc Gruñendo	un	el	Bodocs Gruñendo		los
_BE0E52103CDA640B	chbfa1	Bodoc Lactante	un	el	Bodocs Lactantes		los
_7FEE1E12381A680B	chbfa2	Bodoc Destetado	un	el	Bodocs Destetados		los
_85FF0507E8740871	chbfa3	Bodoc Dócil	un	el	Bodocs Dóciles		los
_9BA4BDB12857838C	chbfa4	Bodoc Sumiso	un	el	Bodocs Sumisos		los
_627890999F241AA9	chbfa5	Bodoc	un	el	Bodocs		los
_400F321B3C5BAC19	chbfb1	Bodoc Timorato	un	el	Bodocs Timoratos		los
_BEBE29063327571E	chbfb2	Bodoc Vagando	un	el	Bodocs Vagando		los
_D975262D402E512C	chbfb3	Bodoc Correteando	un	el	Bodocs Correteando		los
_1371065B338F3411	chbfb4	Bodoc Enérgico	un	el	Bodocs Enérgicos		los
_BEF35547C0CD8405	chbfb6	Bodoc Contagioso	un	el	Bodocs Contagiosos		los
_0DE16505E8360073	chbfc1	Bodoc Robusto	un	el	Bodocs Robustos		los
_9BA4F5BEABC96B98	chbfc2	Bodoc Cauteloso	un	el	Bodocs Cautelosos		los
_A1655A3D081E853D	chbfc3	Bodoc Glotón	un	el	Bodocs Glotones		los
_7FB052167B197015	chbfc4	Bodoc Gruñendo	un	el	Bodocs Gruñendo		los
_3E5F910FB0E64715	chbje1	Bodoc Irritado	un	el	Bodocs Irritados		los
_02DE2102B3678734	chbje2	Bodoc Vicioso	un	el	Bodocs Viciosos		los
_A5BB2D0CA8F6337B	chbje3	Bodoc Salvaje	un	el	Bodocs Salvajes		los
_BE6E5D0EB367932E	chbje4	Bodoc Violento	un	el	Bodocs Violentos		los
_265B2914ACD72F7A	chbld1	Bodoc Brusco	un	el	Bodocs Bruscos		los
_4B936244330CAC42	chbld2	Bodoc Obstinado	un	el	Bodocs Obstinados		los
_402F7D1433275B20	chbld3	Bodoc Enraizado	un	el	Bodocs Enraizados		los
_9DC52E33827E5D34	chbld4	Bodoc Robando	un	el	Bodocs Robando		los
_410E52103CDA640B	chbpa1	Bodoc Lactante	un	el	Bodocs Lactantes		los
_02EE1E12381A680B	chbpa2	Bodoc Destetado	un	el	Bodocs Destetados		los
_08FF0507E8740871	chbpa3	Bodoc Docil	un	el	Bodocs Dociles		los
_1EA4BDB12857838C	chbpa4	Bodoc Sumiso	un	el	Bodocs Sumisos		los
_C30F321B3C5BAC19	chbpb1	Bodoc Timorato	un	el	Bodocs Timoratos		los
_41BE29063327571E	chbpb2	Bodoc Vagando	un	el	Bodocs Vagando		los
_5C75262D402E512C	chbpb3	Bodoc Correteando	un	el	Bodocs Correteando		los
_9671065B338F3411	chbpb4	Bodoc Energico	un	el	Bodocs Energicos		los
_90E16505E8360073	chbpc1	Bodoc Robusto	un	el	Bodocs Robustos		los
_1EA4F5BEABC96B98	chbpc2	Bodoc Cauteloso	un	el	Bodocs Cautelosos		los
_24655A3D081E853D	chbpc3	Bodoc Glotón	un	el	Bodocs Glotones		los
_02B052167B197015	chbpc4	Bodoc Grunendo	un	el	Bodocs Grunendo		los
_275B2914ACD72F7A	chbpd1	Bodoc Brusco	un	el	Bodocs Bruscos		los
_4C936244330CAC42	chbpd2	Bodoc Obstinado	un	el	Bodocs Obstinados		los
_412F7D1433275B20	chbpd3	Bodoc Enraizado	un	el	Bodocs Enraizados		los
_9EC52E33827E5D34	chbpd4	Bodoc Robando	un	el	Bodocs Robando		los
_C05F910FB0E64715	chbpe1	Bodoc Irritado	un	el	Bodocs Irritados		los
_84DE2102B3678734	chbpe2	Bodoc Vicioso	un	el	Bodocs Viciosos		los
_27BB2D0CA8F6337B	chbpe3	Bodoc Salvaje	un	el	Bodocs Salvajes		los
_406E5D0EB367932E	chbpe4	Bodoc Violento	un	el	Bodocs Violentos		los
_84DE5D1DB2668335	chbpf1	Bodoc Furioso	un	el	Bodocs Furiosos		los
_08DF4D0BE6B40476	chbpf2	Bodoc Violento	un	el	Bodocs Violentos		los
_D680D2642E6E4416	chbpf3	Bodoc Feroz	un	el	Bodocs Feroces		los
_1B91E66B023A0969	chcda1	Capryni Lactante	un	el	Caprynis Lactantes		los
_17D1F269FE7A1967	chcda2	Capryni Destetado	un	el	Caprynis Destetados		los
_843F3E453D19E4BC	chcda3	Capryni Dócil	un	el	Caprynis Dóciles		los
_F38745096EF67CF3	chcda4	Capryni Sumiso	un	el	Caprynis Sumisos		los
_9902267C80AB497B	chcdb1	Capryni Timorato	un	el	Caprynis Timoratos		los
_1CF5462C806C5711	chcdb2	Capryni Vagando	un	el	Caprynis Vagando		los
_9F271F7E53502575	chcdb3	Capryni Correteando 	un	el	Caprynis Correteando		los
_5BB52266CA94E152	chcdb4	Capryni Energico	un	el	Caprynis Energico		los
_1902267C80AB497B	chcfb1	Capryni Timorato	un	el	Caprynis Timoratos		los
_9CF5462C806C5711	chcfb2	Capryni Vagabundo	un	el	Caprynis Vagabundos		los
_1F271F7E53502575	chcfb3	Capryni Correteando 	un	el	Caprynis Correteando		los
_DBB52266CA94E152	chcfb4	Capryni Enérgico	un	el	Caprynis Enérgicos		los
_ED7EAD357E6DC8AE	chcjd1	Capryni Brusco	un	el	Caprynis Bruscos		los
_E2064AC58792285B	chcjd2	Capryni Obstinado	un	el	Caprynis Obstinados		los
_20F5623A806C5B1A	chcjd3	Capryni Enraizado	un	el	Caprynis Enraizados		los
