*HASH_VALUE	creature ID	name	ia	da	cc	pr	p	pia	pda
_C2918D0DF0D6736E	cdaga1	Cute impur	un	le	du	au	Cutes impurs	des	les
_C1AF79F0DC486021	cdaga2	Cute tuméfié	un	le	du	au	Cutes tuméfiés	des	les
_85B10E5A09B37595	cdaga3	Cute contaminé	un	le	du	au	Cutes contaminés	des	les
_C45FBD0CF7B9D0FC	cdaga4	Cute infecté	un	le	du	au	Cutes infectés	des	les
_BE40D9F11CF9D82D	cdagb1	Cute écœurant	un	le	du	au	Cutes écœurants	des	les
_BE4F95F822899020	cdagb2	Cute puant	un	le	du	au	Cutes puants	des	les
_6DBF150FED68E32A	cdagb3	Cute morbide	un	le	du	au	Cutes morbides	des	les
_00E0A9F32029681C	cdagb4	Cute empoisonné	un	le	du	au	Cutes empoisonnés	des	les
_C511F50DF072EEFB	cdagc1	Cute souffrant	un	le	du	au	Cutes souffrants	des	les
_CFEF15116ED2F273	cdagc2	Cute fiévreux	un	le	du	au	Cutes fiévreux	des	les
_50E73234C5B050E0	cdagc3	Cute putréfié	un	le	du	au	Cutes putréfiés	des	les
_FED0D5F6208ACC1D	cdagc4	Cute venimeux	un	le	du	au	Cutes venimeux	des	les
_C54FC5376AB2EEFC	cdagd1	Cute ravagé	un	le	du	au	Cutes ravagés	des	les
_481EE12E722DB007	cdagd2	Cute poisseux	un	le	du	au	Cutes poisseux	des	les
_A212D58AC9DB108B	cdagd3	Cute pestilentiel	un	le	du	au	Cutes pestilentiels	des	les
_2D3F451A6BD9FB2C	cdagd4	Cute délirant	un	le	du	au	Cutes délirants	des	les
_C71F214438EFB01E	cdage1	Cute pustuleux	un	le	du	au	Cutes pustuleux	des	les
_498F3D156CD2F203	cdage2	Cute suintant	un	le	du	au	Cutes suintants	des	les
_498F250D7030F603	cdage3	Cute écumant	un	le	du	au	Cutes écumants	des	les
_87BECD3D72EEC00F	cdage4	Cute répugnant	un	le	du	au	Cutes répugnants	des	les
_42EF81ED9B685C26	cdagf1	Cute dément	un	le	du	au	Cutes déments	des	les
_824085F25E88601B	cdagf2	Cute frénétique	un	le	du	au	Cutes frénétiques	des	les
_FDDF85E91CC8AC29	cdagf3	Cute démoniaque	un	le	du	au	Cutes démoniaques	des	les
_BF4FB5FCDD89D020	cdaja1	Cute lourdaud	un	le	du	au	Cutes lourdauds		les
_D4B5C08716061FBE	cdaja2	Cute stupide	un	le	du	au	Cutes stupides		les
_58170C092C290B69	cdaja3	Cute paisible	un	le	du	au	Cutes paisibles		les
_05CD913A713EB804	cdaja4	Cute errant	un	le	du	au	Cutes errants	des	les
_88CF05276A72EE24	cdajb1	Cute paniqué	un	le	du	au	Cutes paniqués	des	les
_4E751A313F2E84E8	cdajb2	Cute virulent	un	le	du	au	Cutes virulents	des	les
_585614092A1AF36D	cdajb3	Cute coriace	un	le	du	au	Cutes coriaces	des	les
_C2F045DE1939E42D	cdajb4	Cute barbare	un	le	du	au	Cutes barbares	des	les
_7E3F85FC9DB88C21	cdajc1	Cute foreur	un	le	du	au	Cutes foreurs	des	les
_090ED92D722DB806	cdajc2	Cute fureteur	un	le	du	au	Cutes fureteurs	des	les
_C9AE192D762DC810	cdajc3	Cute scrutateur	un	le	du	au	Cutes scrutateurs	des	les
_C270A5F421596823	cdajc4	Cute fougueux	un	le	du	au	Cutes fougueux	des	les
_404FB5FCDD89D020	cdala1	Cute lourdaud	un	le	du	au	Cutes lourdauds	des	les
_55B5C08716061FBE	cdala2	Cute stupide	un	le	du	au	Cutes stupides	des	les
_D9170C092C290B69	cdala3	Cute paisible	un	le	du	au	Cutes paisibles	des	les
_86CD913A713EB804	cdala4	Cute errant	un	le	du	au	Cutes errants	des	les
_296880A720641AAD	cdalc5	Doren	un	le	du	au	Dorens	des	les
_EFAF09126BE9F32C	cdald1	Cute sauvage	un	le	du	au	Cutes sauvages	des	les
_42E089E15E59601E	cdald2	Cute habile	un	le	du	au	Cutes habiles	des	les
_05B1E5336C32F610	cdald3	Cute chevronné	un	le	du	au	Cutes chevronnés	des	les
_8B8F152F74F0FA02	cdald4	Cute embusqué	un	le	du	au	Cutes embusqués	des	les
_84EED9D6F3D96C18	cdale1	Cute rampant	un	le	du	au	Cutes rampants	des	les
_F4A0F9FE6AF9B72D	cdale2	Cute grincheux	un	le	du	au	Cutes grincheux	des	les
_6291B584475AF086	cdale3	Cute belligérant	un	le	du	au	Cutes belligérants	des	les
_4C21B95E0A4E6D92	cdale4	Cute terrorisant	un	le	du	au	Cutes terrorisants	des	les
_EA18A8C3E849235F	cdapd1	Cute sauvage	un	le	du	au	Cutes sauvages	des	les
_42FFB50D22A4FBA1	cdapd2	Cute habile	un	le	du	au	Cutes habiles	des	les
_D9AB15202E45EEAC	cdapd3	Cute chevronné	un	le	du	au	Cutes chevronnés	des	les
_9A1A112BF004EAB5	cdapd4	Cute embusqué	un	le	du	au	Cutes embusqués	des	les
_46508DE5CDB58F0F	cdape1	Cute rampant	un	le	du	au	Cutes rampants	des	les
_33C7ACAE31F82B4B	cdape2	Cute grincheux	un	le	du	au	Cutes grincheux	des	les
_7CFEE58AB90D901A	cdape3	Cute belligérant	un	le	du	au	Cutes belligérants	des	les
_809E9187FE4C8427	cdape4	Cute terrorisant	un	le	du	au	Cutes terrorisants	des	les
_19023D899D295092	cdbda1	Gibbaï lourdaud	un	le	du	au	Gibbaïs lourdauds	des	les
_B76920A00BD7EB91	cdbda2	Gibbaï stupide	un	le	du	au	Gibbaïs stupides	des	les
_630139F7EA7640BF	cdbda3	Gibbaï paisible	un	le	du	au	Gibbaïs paisibles	des	les
_CAC4D44AB17D1348	cdbda4	Gibbaï errant	un	le	du	au	Gibbaïs errants	des	les
_E07E7E3230CD8100	cdbdb1	Gibbaï paniqué	un	le	du	au	Gibbaïs paniqués	des	les
_35B4523517A9F86D	cdbdb2	Gibbaï virulent	un	le	du	au	Gibbaïs virulents	des	les
_637F490FE6D640C0	cdbdb3	Gibbaï coriace	un	le	du	au	Gibbaïs coriaces	des	les
_9783F9799B797489	cdbdb4	Gibbaï barbare	un	le	du	au	Gibbaïs barbares	des	les
_1AB2097D5C590C83	cdbdc1	Gibbaï foreur	un	le	du	au	Gibbaïs foreurs	des	les
_4CB30C4E336C434E	cdbdc2	Gibbaï fureteur	un	le	du	au	Gibbaïs fureteurs	des	les
_10530C4EF70C474E	cdbdc3	Gibbaï scrutateur	un	le	du	au	Gibbaïs scrutateurs	des	les
_9BE381715BDB148B	cdbdc4	Gibbaï fougueux	un	le	du	au	Gibbaïs fougueux	des	les
_9EC6FDFE771BD3D0	cdbdd1	Gibbaï sauvage	un	le	du	au	Gibbaïs sauvages	des	les
_17928569987A248D	cdbdd2	Gibbaï habile	un	le	du	au	Gibbaïs habiles	des	les
_5DD07E3E317C6106	cdbdd3	Gibbaï chevronné	un	le	du	au	Gibbaïs chevronnés	des	les
_211FD632356B99F6	cdbdd4	Gibbaï embusqué	un	le	du	au	Gibbaïs embusqués	des	les
_CCC0BC46B379EF48	cdbde1	Gibbaï rampant	un	le	du	au	Gibbaïs rampants	des	les
_6286ADFAB71AD7E5	cdbde2	Gibbaï grincheux	un	le	du	au	Gibbaïs grincheux	des	les
_D9326ABC2FD42B34	cdbde3	Gibbaï belligérant	un	le	du	au	Gibbaïs belligérants	des	les
_1C228AAB3053533C	cdbde4	Gibbaï terrorisant	un	le	du	au	Gibbaïs terrorisants	des	les
_1CB282AD2EC51F4B	cdbdf1	Gibbaï agressif	un	le	du	au	Gibbaïs agressifs	des	les
_B9741E2CDC6AF084	cdbdf2	Gibbaï colossal	un	le	du	au	Gibbaïs colossaux	des	les
_F92D2BE99EC082AC	cdbdf3	Gibbaï sanguinaire	un	le	du	au	Gibbaïs sanguinaires	des	les
_35E3FD91A058EFA5	cdbfd1	Gibbaï sauvage	un	le	du	au	Gibbaïs sauvages	des	les
_7F5E3D5C6EB53C0C	cdbfd2	Gibbaï habile	un	le	du	au	Gibbaïs habiles	des	les
_6377FD00681B63C7	cdbfd3	Gibbaï chevronné	un	le	du	au	Gibbaïs chevronnés	des	les
_E4B6F104EB7B3FC0	cdbfd4	Gibbaï embusqué	un	le	du	au	Gibbaïs embusqués	des	les
_3F951E1558C05EFF	cdbfe1	Gibbaï rampant	un	le	du	au	Gibbaïs rampants	des	les
_3A93517724063796	cdbfe2	Gibbaï grincheux	un	le	du	au	Gibbaïs grincheux	des	les
_E06AE578E0F2812C	cdbfe3	Gibbaï belligérant	un	le	du	au	Gibbaïs belligérants	des	les
_1F2BF16423437127	cdbfe4	Gibbaï terrorisant	un	le	du	au	Gibbaïs terrorisants	des	les
_DEA80C74E5A48393	cdbfe5	Mahi	un	le	du	au	Mahis	des	les
_3F78294C37F91450	cdbga1	Gibbaï impur	un	le	du	au	Gibbaïs impurs	des	les
_5B9211715ACA087E	cdbga2	Gibbaï tuméfié	un	le	du	au	Gibbaïs tuméfiés	des	les
_2C554E703FC32968	cdbga3	Gibbaï contaminé	un	le	du	au	Gibbaïs contaminés	des	les
_D45FA2EEFED804E9	cdbga4	Gibbaï infecté	un	le	du	au	Gibbaïs infectés	des	les
_1CB2718C9B39349B	cdbgb1	Gibbaï écœurant	un	le	du	au	Gibbaïs écœurants	des	les
_984371749E2A208F	cdbgb2	Gibbaï puant	un	le	du	au	Gibbaïs puants	des	les
_9FF6F10879BADBCD	cdbgb3	Gibbaï morbide	un	le	du	au	Gibbaïs morbides	des	les
_D93279711A4A2C8B	cdbgb4	Gibbaï empoisonné	un	le	du	au	Gibbaïs empoisonnés	des	les
_9ECFA225F37C69FE	cdbgc1	Gibbaï souffrant	un	le	du	au	Gibbaïs souffrants	des	les
_A45EA62A3268BDB1	cdbgc2	Gibbaï fiévreux	un	le	du	au	Gibbaïs fiévreux	des	les
_F7D42E40DE0A0884	cdbgc3	Gibbaï putréfié	un	le	du	au	Gibbaïs putréfiés	des	les
_D9A2998ADB1A6097	cdbgc4	Gibbaï venimeux	un	le	du	au	Gibbaïs venimeux	des	les
_1D3F5E3C309C69F1	cdbgd1	Gibbaï ravagé	un	le	du	au	Gibbaïs ravagés	des	les
_8BB3144FB26C4B50	cdbgd2	Gibbaï poisseux	un	le	du	au	Gibbaïs poisseux	des	les
_593286C2F3B6474B	cdbgd3	Gibbaï pestilentiel	un	le	du	au	Gibbaïs pestilentiels	des	les
_A0B61DFE370BDFD2	cdbgd4	Gibbaï délirant	un	le	du	au	Gibbaïs délirants	des	les
_0E16305535CF6357	cdbge1	Gibbaï pustuleux	un	le	du	au	Gibbaïs pustuleux	des	les
_234EAA2C31DC91F7	cdbge2	Gibbaï suintant	un	le	du	au	Gibbaïs suintants	des	les
_620EC61BB30B95F7	cdbge3	Gibbaï écumant	un	le	du	au	Gibbaïs écumants	des	les
_0CE40052339D3F54	cdbge4	Gibbaï répugnant	un	le	du	au	Gibbaïs répugnants	des	les
_5C82117598EA1C81	cdbgf1	Gibbaï dément	un	le	du	au	Gibbaïs déments	des	les
_97143D6DDB59508A	cdbgf2	Gibbaï frénétique	un	le	du	au	Gibbaïs frénétiques	des	les
_97223D711C590C98	cdbgf3	Gibbaï démoniaque	un	le	du	au	Gibbaïs démoniaques	des	les
_9A023D899D295092	cdbja1	Gibbaï lourdaud	un	le	du	au	Gibbaïs lourdauds	des	les
_386920A00BD7EB91	cdbja2	Gibbaï stupide	un	le	du	au	Gibbaïs stupides	des	les
_E40139F7EA7640BF	cdbja3	Gibbaï paisible	un	le	du	au	Gibbaïs paisibles	des	les
_4BC4D44AB17D1348	cdbja4	Gibbaï errant	un	le	du	au	Gibbaïs errants	des	les
_1FC6FDFE771BD3D0	cdbjd1	Gibbaï sauvage	un	le	du	au	Gibbaïs sauvages	des	les
_98928569987A248D	cdbjd2	Gibbaï habile	un	le	du	au	Gibbaïs habiles	des	les
_DED07E3E317C6106	cdbjd3	Gibbaï chevronné	un	le	du	au	Gibbaïs chevronnés	des	les
_A21FD632356B99F6	cdbjd4	Gibbaï embusqué	un	le	du	au	Gibbaïs embusqués	des	les
_4DC0BC46B379EF48	cdbje1	Gibbaï rampant	un	le	du	au	Gibbaïs rampants	des	les
_E386ADFAB71AD7E5	cdbje2	Gibbaï grincheux	un	le	du	au	Gibbaïs grincheux	des	les
_5A326ABC2FD42B34	cdbje3	Gibbaï belligérant	un	le	du	au	Gibbaïs belligérants	des	les
_9D228AAB3053533C	cdbje4	Gibbaï terrorisant	un	le	du	au	Gibbaïs terrorisants	des	les
_2408809920661AB3	cdbjf5	Tenib	un	le	du	au	Tenibs	des	les
_5B623992FE296814	cdcda1	Frahar lourdaud	un	le	du	au	Frahars lourdauds	des	les
_B9692023AC37FF99	cdcda2	Frahar stupide	un	le	du	au	Frahars stupides	des	les
_63114DF7EE5688BD	cdcda3	Frahar paisible	un	le	du	au	Frahars paisibles	des	les
_4CC40249336D4147	cdcda4	Frahar errant	un	le	du	au	Frahars errants	des	les
_3FFF1503799CCFD0	cdcdd1	Frahar sauvage	un	le	du	au	Frahars sauvages	des	les
_59F28172F97A3C0F	cdcdd2	Frahar habile	un	le	du	au	Frahars habiles	des	les
_80D0BA3C736C6B06	cdcdd3	Frahar chevronné	un	le	du	au	Frahars chevronnés	des	les
_441F1230775BA3F6	cdcdd4	Frahar embusqué	un	le	du	au	Frahars embusqués	des	les
_A88984979B38CB90	cdcdd5	Scythe	un	le	du	au	Scythes	des	les
_4EC0EA4535691D47	cdcde1	Frahar rampant	un	le	du	au	Frahars rampants	des	les
_03BFC5FFB99BD3E5	cdcde2	Frahar grincheux	un	le	du	au	Frahars grincheux	des	les
_9D228EBBD0D44D33	cdcde3	Frahar belligérant	un	le	du	au	Frahars belligérants	des	les
_3F11255BB78A10D3	cdcga1	Frahar impur	un	le	du	au	Frahars impurs	des	les
_9DF20D7ABBCA2000	cdcga2	Frahar tuméfié	un	le	du	au	Frahars tuméfiés	des	les
_2E554EF3E0233D70	cdcga3	Frahar contaminé	un	le	du	au	Frahars contaminés	des	les
_94CF9E7ABE380075	cdcga4	Frahar infecté	un	le	du	au	Frahars infectés	des	les
_5E126D95FC394C1D	cdcgb1	Frahar écœurant	un	le	du	au	Frahars écœurants	des	les
_DAA36D7DFF2A3811	cdcgb2	Frahar puant	un	le	du	au	Frahars puants	des	les
_402F090D7B3BD7CD	cdcgb3	Frahar morbide	un	le	du	au	Frahars morbides	des	les
_1B92757A7B4A440D	cdcgb4	Frahar empoisonné	un	le	du	au	Frahars empoisonnés	des	les
_C1CFDE23356C73FE	cdcgc1	Frahar souffrant	un	le	du	au	Frahars souffrants	des	les
_C75EE2287458C7B1	cdcgc2	Frahar fiévreux	un	le	du	au	Frahars fiévreux	des	les
_5875423F2023088A	cdcgc3	Frahar putréfié	un	le	du	au	Frahars putréfiés	des	les
_1B0295933C1A7819	cdcgc4	Frahar venimeux	un	le	du	au	Frahars venimeux	des	les
_403F9A3A728C73F1	cdcgd1	Frahar ravagé	un	le	du	au	Frahars ravagés	des	les
_0DB3424E345C794F	cdcgd2	Frahar poisseux	un	le	du	au	Frahars poisseux	des	les
_1D22AAC194B6694A	cdcgd3	Frahar pestilentiel	un	le	du	au	Frahars pestilentiels	des	les
_41EF3503398CDBD2	cdcgd4	Frahar délirant	un	le	du	au	Frahars délirants	des	les
_90165E54B7BF9156	cdcge1	Frahar pustuleux	un	le	du	au	Frahars pustuleux	des	les
_464EE62A73CC9BF7	cdcge2	Frahar suintant	un	le	du	au	Frahars suintants	des	les
_850E0219F5FB9FF7	cdcge3	Frahar écumant	un	le	du	au	Frahars écumants	des	les
_8EE42E51B58D6D53	cdcge4	Frahar répugnant	un	le	du	au	Frahars répugnants	des	les
_9EE20D7EF9EA3403	cdcgf1	Frahar dément	un	le	du	au	Frahars déments	des	les
_D97439763C59680C	cdcgf2	Frahar frénétique	un	le	du	au	Frahars frénétiques	des	les
_D982397A7D59241A	cdcgf3	Frahar démoniaque	un	le	du	au	Frahars démoniaques	des	les
_5E623992FE296814	cdcpa1	Frahar lourdaud	un	le	du	au	Frahars lourdauds	des	les
_BC692023AC37FF99	cdcpa2	Frahar stupide	un	le	du	au	Frahars stupides	des	les
_66114DF7EE5688BD	cdcpa3	Frahar paisible	un	le	du	au	Frahars paisibles	des	les
_4FC40249336D4147	cdcpa4	Frahar errant	un	le	du	au	Frahars errants	des	les
_067EBA3072BD8B00	cdcpb1	Frahar paniqué	un	le	du	au	Frahars paniqués	des	les
_9955663459C2F873	cdcpb2	Frahar virulent	un	le	du	au	Frahars virulents	des	les
_668F5D0FEAB688BE	cdcpb3	Frahar coriace	un	le	du	au	Frahars coriaces	des	les
_DCE3F582FC798C0B	cdcpb4	Frahar barbare	un	le	du	au	Frahars barbares	des	les
_5F120586BD592405	cdcpc1	Frahar foreur	un	le	du	au	Frahars foreurs	des	les
_D1B33A4DB55C714D	cdcpc2	Frahar fureteur	un	le	du	au	Frahars fureteurs	des	les
_95533A4D79FC754D	cdcpc3	Frahar scrutateur	un	le	du	au	Frahars scrutateurs	des	les
_E0437D7ABCDB2C0D	cdcpc4	Frahar fougueux	un	le	du	au	Frahars fougueux	des	les
_42FF1503799CCFD0	cdcpd1	Frahar sauvage	un	le	du	au	Frahars sauvages	des	les
_5CF28172F97A3C0F	cdcpd2	Frahar habile	un	le	du	au	Frahars habiles	des	les
_83D0BA3C736C6B06	cdcpd3	Frahar chevronné	un	le	du	au	Frahars chevronnés	des	les
_471F1230775BA3F6	cdcpd4	Frahar embusqué	un	le	du	au	Frahars embusqués	des	les
_51C0EA4535691D47	cdcpe1	Frahar rampant	un	le	du	au	Frahars rampants	des	les
_06BFC5FFB99BD3E5	cdcpe2	Frahar grincheux	un	le	du	au	Frahars grincheux	des	les
_A0228EBBD0D44D33	cdcpe3	Frahar belligérant	un	le	du	au	Frahars belligérants	des	les
_E312AEAAD153753B	cdcpe4	Frahar terrorisant	un	le	du	au	Frahars terrorisants	des	les
_E3A2A6ACCFC5414A	cdcpf1	Frahar agressif	un	le	du	au	Frahars agressifs	des	les
_1D15322B1E83F08A	cdcpf2	Frahar colossal	un	le	du	au	Frahars colossaux	des	les
_FC3D3FE9A2A0CAAA	cdcpf3	Frahar sanguinaire	un	le	du	au	Frahars sanguinaires	des	les
_3E7E59EEE2898C1F	chada1	Arma allaitant	un	l'\d	de l'	à l'	Armas allaitants	des	les
_3EAE5DDCDFC9901F	chada2	Arma sevré	un	l'\d	de l'	à l'	Armas sevrés	des	les
_EDFF4D036637AB27	chada3	Arma docile	un	l'\d	de l'	à l'	Armas dociles	des	les
_1444B87D1226EBAB	chada4	Arma doux	un	l'\d	de l'	à l'	Armas doux	des	les
_401F91EC205AD82D	chadb1	Arma craintif	un	l'\d	de l'	à l'	Armas craintifs	des	les
_898F15FFEE72F200	chadb2	Arma vagabondant	un	l'\d	de l'	à l'	Armas vagabondants	des	les
_86763225BF8E80E3	chadb3	Arma détalant	un	l'\d	de l'	à l'	Armas détalants	des	les
_819DE54AB5D0780B	chadb4	Arma endiablé	un	l'\d	de l'	à l'	Armas endiablés	des	les
_B161990E2618DB29	chadc1	Arma robuste	un	l'\d	de l'	à l'	Armas robustes	des	les
_9644F08A11A817A9	chadc2	Arma prudent	un	l'\d	de l'	à l'	Armas prudents	des	les
_0D073A3F04DEA8E7	chadc3	Arma glouton	un	l'\d	de l'	à l'	Armas gloutons	des	les
_402FADFD1EC89821	chadc4	Arma grogneur	un	l'\d	de l'	à l'	Armas grogneurs	des	les
_0D4FF521F2F0EE1C	chadf1	Arma furieux	un	l'\d	de l'	à l'	Armas furieux	des	les
_ED6F4D0E66F7AF2C	chadf2	Arma fier	un	l'\d	de l'	à l'	Armas fiers	des	les
_425DD137344E9C06	chadf3	Arma féroce	un	l'\d	de l'	à l'	Armas féroces	des	les
_BE7E59EEE2898C1F	chafa1	Arma allaitant	un	l'\d	de l'	à l'	Armas allaitants	des	les
_BEAE5DDCDFC9901F	chafa2	Arma sevré	un	l'\d	de l'	à l'	Armas sevrés	des	les
_6DFF4D036637AB27	chafa3	Arma docile	un	l'\d	de l'	à l'	Armas dociles	des	les
_9444B87D1226EBAB	chafa4	Arma doux	un	l'\d	de l'	à l'	Armas doux	des	les
_C01F91EC205AD82D	chafb1	Arma craintif	un	l'\d	de l'	à l'	Armas craintifs	des	les
_098F15FFEE72F200	chafb2	Arma vagabondant	un	l'\d	de l'	à l'	Armas vagabondants	des	les
_06763225BF8E80E3	chafb3	Arma détalant	un	l'\d	de l'	à l'	Armas détalants	des	les
_019DE54AB5D0780B	chafb4	Arma endiablé	un	l'\d	de l'	à l'	Armas endiablés	des	les
_AC27C0B22D26F3B2	chafc5	Hisserto	un	l'\d	du	au	Hissertos	des	les
_96162007AAD8DB59	chafd1	Arma bourru	un	l'\d	de l'	à l'	Armas bourrus	des	les
_B800AE64EE8DAC0C	chafd2	Arma obstiné	un	l'\d	de l'	à l'	Armas obstinés	des	les
_098F4D1BEE72F602	chafd3	Arma radical	un	l'\d	de l'	à l'	Armas radicaux	des	les
_8CC63A36FC1E98DC	chafd4	Arma parasitaire	un	l'\d	de l'	à l'	Armas parasitaires	des	les
_85EF4D25EAF0EEFD	chafe1	Arma irrité	un	l'\d	de l'	à l'	Armas irrités	des	les
_8D4FF503ECF2F21B	chafe2	Arma brutal	un	l'\d	de l'	à l'	Armas brutaux	des	les
_96760C0A2698AF59	chafe3	Arma farouche	un	l'\d	de l'	à l'	Armas farouches	des	les
_090F0D1BECF2FA1D	chafe4	Arma violent	un	l'\d	de l'	à l'	Armas violents	des	les
_BF7E59EEE2898C1F	chaja1	Arma allaitant	un	l'\d	de l'	à l'	Armas allaitants	des	les
_BFAE5DDCDFC9901F	chaja2	Arma sevré	un	l'\d	de l'	à l'	Armas sevrés	des	les
_6EFF4D036637AB27	chaja3	Arma docile	un	l'\d	de l'	à l'	Armas dociles	des	les
_9544B87D1226EBAB	chaja4	Arma doux	un	l'\d	de l'	à l'	Armas doux	des	les
_C11F91EC205AD82D	chajb1	Arma craintif	un	l'\d	de l'	à l'	Armas craintifs	des	les
_0A8F15FFEE72F200	chajb2	Arma vagabondant	un	l'\d	de l'	à l'	Armas vagabondants	des	les
_07763225BF8E80E3	chajb3	Arma détalant	un	l'\d	de l'	à l'	Armas détalants	des	les
_029DE54AB5D0780B	chajb4	Arma endiablé	un	l'\d	de l'	à l'	Armas endiablés	des	les
_8E4FF521F2F0EE1C	chajf1	Arma furieux	un	l'\d	de l'	à l'	Armas furieux	des	les
_6E6F4D0E66F7AF2C	chajf2	Arma fier	un	l'\d	de l'	à l'	Armas fiers	des	les
_C35DD137344E9C06	chajf3	Arma féroce	un	l'\d	de l'	à l'	Armas féroces	des	les
_03CE31E9CFEA6C1F	chajf4	Arma inapaisé	un	l'\d	de l'	à l'	Armas inapaisés	des	les
_407E59EEE2898C1F	chala1	Arma allaitant	un	l'\d	de l'	à l'	Armas allaitants	des	les
_40AE5DDCDFC9901F	chala2	Arma sevré	un	l'\d	de l'	à l'	Armas sevrés	des	les
_EFFF4D036637AB27	chala3	Arma docile	un	l'\d	de l'	à l'	Armas dociles	des	les
_1644B87D1226EBAB	chala4	Arma doux	un	l'\d	de l'	à l'	Armas doux	des	les
_421F91EC205AD82D	chalb1	Arma craintif	un	l'\d	de l'	à l'	Armas craintifs	des	les
_8B8F15FFEE72F200	chalb2	Arma vagabondant	un	l'\d	de l'	à l'	Armas vagabondants	des	les
_88763225BF8E80E3	chalb3	Arma détalant	un	l'\d	de l'	à l'	Armas détalants	des	les
_839DE54AB5D0780B	chalb4	Arma endiablé	un	l'\d	de l'	à l'	Armas endiablés	des	les
_07EF4D25EAF0EEFD	chale1	Arma irrité	un	l'\d	de l'	à l'	Armas irrités	des	les
_0F4FF503ECF2F21B	chale2	Arma brutal	un	l'\d	de l'	à l'	Armas brutaux	des	les
_18760C0A2698AF59	chale3	Arma farouche	un	l'\d	de l'	à l'	Armas farouches	des	les
_8B0F0D1BECF2FA1D	chale4	Arma violent	un	l'\d	de l'	à l'	Armas violents	des	les
_0F4FF521F2F0EE1C	chalf1	Arma furieux	un	l'\d	de l'	à l'	Armas furieux	des	les
_EF6F4D0E66F7AF2C	chalf2	Arma fier	un	l'\d	de l'	à l'	Armas fiers	des	les
_445DD137344E9C06	chalf3	Arma féroce	un	l'\d	de l'	à l'	Armas féroces	des	les
_84CE31E9CFEA6C1F	chalf4	Arma inapaisé	un	l'\d	de l'	à l'	Armas inapaisés	des	les
_417E59EEE2898C1F	chapa1	Arma allaitant	un	l'\d	de l'	à l'	Armas allaitants	des	les
_41AE5DDCDFC9901F	chapa2	Arma sevré	un	l'\d	de l'	à l'	Armas sevrés	des	les
_F0FF4D036637AB27	chapa3	Arma docile	un	l'\d	de l'	à l'	Armas dociles	des	les
_1744B87D1226EBAB	chapa4	Arma doux	un	l'\d	de l'	à l'	Armas doux	des	les
_431F91EC205AD82D	chapb1	Arma craintif	un	l'\d	de l'	à l'	Armas craintifs	des	les
_8C8F15FFEE72F200	chapb2	Arma vagabondant	un	l'\d	de l'	à l'	Armas vagabondants	des	les
_89763225BF8E80E3	chapb3	Arma détalant	un	l'\d	de l'	à l'	Armas détalants	des	les
_849DE54AB5D0780B	chapb4	Arma endiablé	un	l'\d	de l'	à l'	Armas endiablés	des	les
_B461990E2618DB29	chapc1	Arma robuste	un	l'\d	de l'	à l'	Armas robustes	des	les
_9944F08A11A817A9	chapc2	Arma prudent	un	l'\d	de l'	à l'	Armas prudents	des	les
_10073A3F04DEA8E7	chapc3	Arma glouton	un	l'\d	de l'	à l'	Armas gloutons	des	les
_432FADFD1EC89821	chapc4	Arma grogneur	un	l'\d	de l'	à l'	Armas grogneurs	des	les
_19162007AAD8DB59	chapd1	Arma bourru	un	l'\d	de l'	à l'	Armas bourrus	des	les
_3B00AE64EE8DAC0C	chapd2	Arma obstiné	un	l'\d	de l'	à l'	Armas obstinés	des	les
_8C8F4D1BEE72F602	chapd3	Arma radical	un	l'\d	de l'	à l'	Armas radicaux	des	les
_0FC63A36FC1E98DC	chapd4	Arma parasitaire	un	l'\d	de l'	à l'	Armas parasitaires	des	les
_08EF4D25EAF0EEFD	chape1	Arma irrité	un	l'\d	de l'	à l'	Armas irrités	des	les
_104FF503ECF2F21B	chape2	Arma brutal	un	l'\d	de l'	à l'	Armas brutaux	des	les
_19760C0A2698AF59	chape3	Arma farouche	un	l'\d	de l'	à l'	Armas farouches	des	les
_8C0F0D1BECF2FA1D	chape4	Arma violent	un	l'\d	de l'	à l'	Armas violents	des	les
_104FF521F2F0EE1C	chapf1	Arma furieux	un	l'\d	de l'	à l'	Armas furieux	des	les
_F06F4D0E66F7AF2C	chapf2	Arma fier	un	l'\d	de l'	à l'	Armas fiers	des	les
_455DD137344E9C06	chapf3	Arma féroce	un	l'\d	de l'	à l'	Armas féroces	des	les
_8DE16505E8360073	chbdc1	Bodoc robuste	un	le	du	au	Bodocs robustes	des	les
_1BA4F5BEABC96B98	chbdc2	Bodoc prudent	un	le	du	au	Bodocs prudents	des	les
_21655A3D081E853D	chbdc3	Bodoc glouton	un	le	du	au	Bodocs gloutons	des	les
_FFB052167B197015	chbdc4	Bodoc grogneur	un	le	du	au	Bodocs grogneurs	des	les
_BE0E52103CDA640B	chbfa1	Bodoc allaitant	un	le	du	au	Bodocs allaitants	des	les
_7FEE1E12381A680B	chbfa2	Bodoc sevré	un	le	du	au	Bodocs sevrés	des	les
_85FF0507E8740871	chbfa3	Bodoc docile	un	le	du	au	Bodocs dociles	des	les
_9BA4BDB12857838C	chbfa4	Bodoc doux	un	le	du	au	Bodocs doux	des	les
_627890999F241AA9	chbfa5	Bodoc	un	le	du	au	Bodocs	des	les
_400F321B3C5BAC19	chbfb1	Bodoc craintif	un	le	du	au	Bodocs craintifs	des	les
