*HASH_VALUE	placeId	name	da
_F73E357102FAD81E	place_outpost_pr_06	The Fallen Tree Workshop	\d
_CF9EF5874F0F7D3D	place_outpost_pr_10	Alleyways Bluff Stronghold	\d
_946219632AAAB87C	place_outpost_pr_11	High Henge Research Center	\d
_AAEC841D2EAA3907	place_outpost_pr_12	Lowhills Stronghold	\d
_E9D34584471079BA	place_outpost_pr_13	Lowhills Research Center	\d
_58F7A636B023ED3F	place_outpost_nexus_01	Ichorgate Research Center	\d
_18910A55823C680F	place_outpost_nexus_02	Hammer Hills Trade Post	\d
_BF8095041987976A	place_outpost_nexus_03	Umbragate Farm	\d
_263C57F8056069A2	place_outpost_nexus_04	Destiny's End Diplomatic Outpost	\d
_3DF09127326D24EB	place_outpost_nexus_05	Watchcomb Workshop	\d
_3EE16D0918E65F7D	place_outpost_nexus_06	Highwatch Farm	\d
_7D07A2802AA970CF	place_outpost_nexus_07	Wastegate Border Post	\d
_9A62193E9DCCD68A	place_outpost_pr_01	West Saprun Research Center	\d
_7DEC8005D64D3D17	place_outpost_pr_02	East Saprun Workshop	\d
_BAFC701971E1D9CD	place_outpost_pr_03	Nexusgate Stronghold	\d
_7ADBA91C352FD80D	place_outpost_pr_14	Eerie Valley Magic Pole	\d
_382C88153049E8CE	place_outpost_pr_15	Aedengate Workshop	\d
_6BFD88198BE071AE	place_outpost_pr_16	Yelkgrove Border Post	\d
_04A8EC001386967E	place_outpost_pr_07	Land of Plenty Research Center	\d
_BE12ED4908BFA1D6	place_outpost_pr_08	Underwood Woe Stronghold	\d
_9D52D51EF680D536	place_outpost_pr_09	Three Totems Pass Workshop	\d
_A85B6823F16AE1FD	place_outpost_pr_17	Deadtree Stronghold	\d
_B6C89408A46DD9C9	place_outpost_pr_18	Sap Marsh Trade Post	\d
_FB1C4C8D884FE670	place_outpost_pr_19	Shooting Meadow Border Post	\d
_52C01C5AB2CCBA8E	place_outpost_pr_20	Grotto Walk Research Center	\d
_78E0B83607D11133	place_outpost_pr_21	Cursed Cavern Stronghold	\d
_18B1B83FC612A68A	place_outpost_pr_22	Great Mushroom Wood Workshop	\d
_E90977C8F2092907	place_outpost_pr_23	Wings of Spite Farm	\d
_B1585ADE528BB6C4	place_outpost_pr_24	Continuity Corner Diplomatic Outpost	\d
_77EECD3D072F1D0A	place_outpost_pr_25	Saplake Major Stronghold	\d
_BD6C7C19AEA8F8DC	place_outpost_pr_26	Stockdell Workshop	\d
_3397E4C86F599816	place_outpost_pr_27	Haunted Gorge Farm	\d
_7A3A7708F8A0D930	place_outpost_pr_28	Dragon Horns Workshop	\d
_E107B0D2F25031F2	place_outpost_pr_29	Ruins of Cryton Farm	\d
_7353EAD2F838E392	place_outpost_pr_30	Hall of the Mountain Bane Stronghold	\d
_FEFDADE4AD50EF34	indoors_rolemaster_craft	Craft Trainer	\d
_405D89E7AD70072B	indoors_rolemaster_fight	Fight Trainer	\d
_425D69EE68800712	indoors_rolemaster_magic	Magic Trainer	\d
_42012C9982119510	indoors_rolemaster_harvest	Harvest Trainer	\d
_690960B32C28148A	tryker_nland_terrace	Terrace	\d
_673DA0205C66A7AE	tryker_terrace_1st	Terrace 1st Floor	\d
_264D601B9C66A79E	tryker_terrace_2nd	Terrace 2nd Floor	\d
_31FE7929E858237A	place_pyr_p_market_1	Cheapside Market	\d
_856FEDC62F1A4414	place_pyr_p_west_entrance	Cerakos Gate	\d
_153984B46DAB787F	place_pyr_p_market_2	Highmarket	\d
_6B5C4D2302CF0516	place_pyr_p_place_warschool	Academy Place	\d
_B7690C84C9814D00	place_pyr_p_fontaine	Oasis Fountain Square	\d
_5C3011142E8923B2	place_pyr_p_sheriff	Guardhouse Place	\d
_CCE0E55AF1A0D281	place_pyr_p_place_mairie_1	Imperial Hall Square	\d
_BBDCF30742410125	place_pyr_p_place_mairie_2	Karavia Square	\d
_E05A68AE5E49A8B4	place_pyr_p_place_agora	Agora	the
_0E14D0ACADAB8C86	place_pyr_p_street_1	Market Lane	\d
_54A8CC3067F96F80	place_pyr_p_street_2	Cheapside Way	\d
_5784C8AC2E5A744C	place_pyr_p_street_3	Trader's Way	\d
_D6CF39F45B9C8048	place_pyr_p_street_4	Pyr High Street	\d
_19282D10AF7A8B8B	place_pyr_p_street_5	Northgate Road	\d
_44495127AAABBC5C	place_pyr_p_street_6	Cerakos Avenue	\d
_F0B0751C30D8977E	place_pyr_p_street_7	Arispotle Avenue	\d
_99DF8519ADEB183B	place_pyr_p_street_8	Coriolis Circus	\d
_05499BB56C3AB881	place_pyr_p_street_9	Rydon's Walk	\d
_1628C820ED9A8C28	place_pyr_p_street_10	Central Lane	\d
_03F88D1A68AB505C	place_pyr_p_street_11	Leanon Street	\d
_03F88D202EAB305D	place_pyr_p_street_12	Dexton Street	\d
_D62F151017DB3880	place_pyr_p_street_13	Guardhouse Way	\d
_AB5B15CCAF7201DA	place_pyr_p_street_14	Upper Piros Street	\d
_53A8D80CAB3AC42D	place_pyr_p_street_15	Karavia Road	\d
_ACEA4988BD9B78EE	place_pyr_p_street_16	Forge and Hammer Way	\d
_AB5B15CC7061DDDD	place_pyr_p_street_17	Lower Piros Street	\d
_53CE252AA8263084	place_pyr_p_street_18	Southgate Road	\d
_53D67FAFEF4BEC7F	place_pyr_p_street_19	Bath Lane	\d
_4349A128ED7BF84B	place_pyr_p_street_20	Abylus Circus	\d
_95286116EF49E777	place_pyr_p_street_21	Fountain Road	\d
_0449C8AC2FBACC2A	place_pyr_p_street_22	Miners' Row	\d
_B0EE25015BBB1F7F	place_pyr_p_street_23	Merchant's Walk	\d
_2FB105272227C0F4	continent_matis_newbie	Matis Island	\d
_B249E525A557A0F2	continent_zorai_newbie	Zoraï Island	\d
_57AB20D9AC098C9C	place_aegus_indoors	Aegus trainers	\d
_6C6CA51867882C81	place_kaemon_indoors	Kaemon trainers	\d
_885FBD17264A18E3	place_sekovix_indoors	Sekovix trainers	\d
_6C6CD12CEC1A4886	place_phyxon_indoors	Phyxon trainers	\d
_498F710E6649E8DE	place_galemus_indoors	Galemus trainers	\d
_2B3C8D11ECC97889	place_stalli_indoors	Stalli trainers	\d
_978AE0E4AA18B8A6	place_borea_indoors	Borea trainers	\d
_290C8D202B994C84	place_nistia_indoors	Nistia trainers	\d
_45BE7D19AADA14DA	place_rosilio_indoors	Rosilio trainers	\d
_5A0A04D32B5874A0	place_miani_indoors	Miani trainers	\d
_AC3C71F957912C87	place_qai_lo_indoors	Qaï-Lo trainers	\d
_708E391AAB9A8D0A	place_sheng_wo_indoors	Sheng-Wo trainers	\d
_02AEF82C29E84D18	place_men_xing_indoors	Nen-Xing trainers	\d
_08600DD3C969F8D9	place_koi_zun_indoors	Koï-Zun trainers	\d
_795C7143FC803D07	place_yin_piang_indoors	Yin-Piang trainers	\d
_C2822A4B4B104927	place_aubermouth_indoors	Aubermouth trainers	\d
_002E213427787514	place_barkdell_indoors	Barkdell trainers	\d
_844E81142D38DD14	place_hobwelly_indoors	Hobwelly trainers	\d
_88F0F13C271A851A	place_waverton_indoors	Waverton trainers	\d
_7FBF914379AF8D16	place_dingleton_indoors	Dingleton trainers	\d
_422F691DA0BA1111	place_zora_p_cimetiere	Cemetery District	\d
_362EEE95C6B05DF7	place_zora_p_marche_commun	Highmart District	\d
_A715481EA9293757	place_zora_p_2	Temple Hall District	\d
_6051582F6909CBA6	place_zora_p_3	West Hollow District	\d
_68E7D432A958E750	place_zora_p_4	Daïsha Estate	\d
_67866FC4E98682A3	place_zora_p_5	Win-Cho Estate	\d
_28F478B3AA59D4B1	continent_indoors	a building	\d
_A645B49270E8B0A0	faihaven_stable	Fairhaven Stables	the
_61C994A76EB8D819	place_yrk_p_1	Zachini Ward	\d
_8F199CBE2D6BE453	place_yrk_p_2	Yasson Ward	\d
_DD5570B9ECEA3058	place_yrk_p_3	Aniro Ward	\d
_8FC998B46CECD055	place_yrk_p_4	Tylini Ward	\d
_DD5538B02A9A5C5A	place_yrk_p_5	Libia Ward	\d
_A378A8B8E9878BC0	yrkanis_stable	Yrkanis Stables	the
_2B765B95DBA7B397	place_zora_p_1	Goo Chase District	\d
_613AD4975989B0AC	zora_stable	Zora Stables	the
_2D6F0161343115EF	place_yrkanis_bar_indoor	Yrkanis Bar Entry	\d
_CB7D74EB5E299B6B	place_yrkanis_greenhouse_indoor	Yrkanis Intendant's Room Entry	\d
_C1BF2DE9E86D431A	ma_natae_captain_quarter	Natae Captain's Quarters	\d
_40C031DE09E8A002	ma_natae_foreman_quarter	Natae Overseer's Quarters	\d
_0792FD55B0EF2922	ma_natae_messenger_quarter	Natae Messenger's Quarters	\d
_A154B0019C992499	ma_natae_sage_quarter	Natae Sage's Quarters	\d
_DE02B94EE9261147	ma_natae_guard_chief_quarter	Natae Guard Chief's Quarters	\d
_C532195C71EF251D	ma_natae_intendant_quarter	Natae Intendant's Quarters	\d
_005F39E16BBE5B13	ma_davae_sergent_quarter	Davae Sergeant's Quarters	\d
_BEE031D409E8A802	ma_davae_foreman_quarter	Davae Overseer's Quarters	\d
_85F2FD55B0EF3124	ma_davae_messenger_quarter	Davae Messenger's Quarters	\d
_1F54B0011C990499	ma_davae_sage_quarter	Davae Sage's Quarters	\d
_5C02B94EE946193D	ma_davae_guard_chief_quarter	Davae Guard Chief's Quarters	\d
_4392195C71EF2D1F	ma_davae_intendant_quarter	Davae Intendant's Quarters	\d
_82B00968DC5F4914	ma_avalae_captain_quarter	Avalae Captain's Quarters	\d
_842F2A28AD8FFD28	ma_avalae_foreman_quarter	Avalae Overseer's Quarters	\d
_FA144179824E79B6	ma_avalae_messenger_quarter	Avalae Messenger's Quarters	\d
_26A0D40D2AE53062	ma_avalae_sage_quarter	Avalae Sage's Quarters	\d
_89D271D949063A5F	ma_avalae_guard_chief_quarter	Avalae Guard Chief's Quarters	\d
_7ED4896D7E6E09B8	ma_avalae_intendant_quarter	Avalae Intendant's Quarters	\d
_06AEBA0AA1CF09CA	zo_jenlai_captain_quarter	Jen-Laï Captain's Quarters	\d
_C666B9555D4F15CA	zo_jenlai_foreman_quarter	Jen-Laï Overseer's Quarters	\d
_4B71C08DFB6BAE3A	zo_jenlai_messenger_quarter	Jen-Laï Messenger's Quarters	\d
_4389082D65949720	zo_jenlai_sage_quarter	Jen-Laï Sage's Quarters	\d
_0DE1CC7DBBEA7A44	zo_jenlai_intendant_quarter	Jen-Laï Intendant's Quarters	\d
_7460336D1826EA26	zo_jenlai_guard_chief_quarter	Jen-Laï Guard Chief's Quarters	\d
_C7EEC61043AFE5CE	zo_mincho_captain_quarter	Min-Cho Captain's Quarters	\d
_87A6C55BFF2FF1CE	zo_mincho_foreman_quarter	Min-Cho Overseer's Quarters	\d
_CD71BE9A7ADBAE42	zo_mincho_messenger_quarter	Min-Cho Messenger's Quarters	\d
_C6F90833283497A4	zo_mincho_sage_quarter	Min-Cho Sage's Quarters	\d
_8FE1CA8A3A5A7A4C	zo_mincho_intendant_quarter	Min-Cho Intendant's Quarters	\d
_15D00F73DAD6F62A	zo_mincho_guard_chief_quarter	Min-Cho Guard Chief's Quarters	\d
_E64EB21043AFD1D4	zo_hoicho_captain_quarter	Hoï-Cho Captain's Quarters	\d
_A606B15BFF2FDDD4	zo_hoicho_foreman_quarter	Hoï-Cho Overseer's Quarters	\d
_4B71BE9A7ADBA04E	zo_hoicho_messenger_quarter	Hoï-Cho Messenger's Quarters	\d
_85F908B4A9E483AA	zo_hoicho_sage_quarter	Hoï-Cho Sage's Quarters	\d
_0DE1CA8A3A5A6C58	zo_hoicho_intendant_quarter	Hoï-Cho Intendant's Quarters	\d
_D4D00F733A36CE30	zo_hoicho_guard_chief_quarter	Hoï-Cho Guard Chief's Quarters	\d
_1A656D1C65D737B0	place_fairhaven_p_1	Fairmarket Fork	\d
_DE1377BC50588CA0	place_fairhaven_p_2	Land's End	\d
_5D251869E5588CA8	place_fairhaven_p_3	Windy Head	\d
_56E1DCAE677980AB	place_fairhaven_p_4	Hartley Point	\d
_A4F3717C3B1E4123	place_fairhaven_p_5	Council Chamber Square	\d
_DAB5C0AAE259A0B0	place_fairhaven_p_6	Eastmarket	\d
_C965C01D62D8809D	place_fairhaven_p_7	Frogmore Place	\d
_D721C470A338A8B3	place_fairhaven_p_8	Loria's Rise	\d
_1CA5406C222870A8	place_fairhaven_s_1	Rigan Road	\d
_19A57C980F2874B0	place_fairhaven_s_2	Bell Lane	\d
_36BC098C674E3126	place_fairhaven_s_3	Upper Chamber Avenue	\d
_F4CC098C674E4D25	place_fairhaven_s_4	Lower Chamber Avenue	\d
_1E61DCB1A8A9385C	place_fairhaven_s_5	Hartley's Way	\d
_DAB56D19E2085FB0	place_fairhaven_s_6	Eastmarket Walk	\d
_1711B0B166584CAB	place_fairhaven_s_7	Hobelen Walk	\d
_C975C0BBE3A85499	place_fairhaven_s_8	Frogmore Lane	\d
_61D632D17A364A81	tr_windermeer_captain_quarter	Windermeer Captain's Quarters	\d
_DF83BAF54EB76E85	tr_windermeer_foreman_quarter	Windermeer Overseer's Quarters	\d
_E8F8EE0C5216E20E	tr_windermeer_messenger_quarter	Windermeer Messenger's Quarters	\d
_88420D84431099DE	tr_windermeer_sage_quarter	Windermeer Sage's Quarters	\d
_2799365B283C9FB3	tr_windermeer_guard_chief_quarter	Windermeer Guard Chief's Quarters	\d
_A868DA071286CE09	tr_windermeer_intendant_quarter	Windermeer Intendant's Quarters	\d
_27940A6C08F00976	tr_avendale_captain_quarter	Avendale Captain's Quarters	\d
_78E50E7CC4FD059B	tr_avendale_foreman_quarter	Avendale Overseer's Quarters	\d
_97745AEFCD96C193	tr_avendale_messenger_quarter	Avendale Messenger's Quarters	\d
_FB0E659567AF0C24	tr_avendale_sage_quarter	Avendale Sage's Quarters	\d
_63F9CBD0FE13C5F2	tr_avendale_guard_chief_quarter	Avendale Guard Chief's Quarters	\d
_57A4FAF98C86098B	tr_avendale_intendant_quarter	Avendale Intendant's Quarters	\d
_58251EE102B9568E	tr_crystabell_sergent_quarter	Crystabell Sergeant's Quarters	\d
_D972CAF3D5D86688	tr_crystabell_foreman_quarter	Crystabell Overseer's Quarters	\d
_69E9EEFED307E200	tr_crystabell_messenger_quarter	Crystabell Messenger's Quarters	\d
_0671E168C3F201EC	tr_crystabell_sage_quarter	Crystabell Sage's Quarters	\d
_A7C9D64A291C07C5	tr_crystabell_guard_chief_quarter	Crystabell Guard Chief's Quarters	\d
_2959DAF99377CEFB	tr_crystabell_intendant_quarter	Crystabell Intendant's Quarters	\d
_ED2748C72CF6E4C0	zo_zora_mairie_ss	Mainroom	the
_72572111A2B7D8B6	zo_zora_mairie_mainroom	Mainroom	the
_84BF1DE6480C5928	fy_fortress_rdc	Fortress Ground Level	the
_6D4019DD10BB144B	fy_fortress_1st	Fortress 1st Floor	the
_E2A697A5283587B1	hoi_cho_stable	Hoï-Cho Stables	the
_20866FACA6F56BB4	jen_lai_stable	Jen-Laï Stables	the
_E2F67FAFA78587B1	min_cho_stable	Min-Cho Stables	the
_E1D7F4AD9FB58880	pyr_stable1	North Pyr Stables	the
_E1E700ADE0B58880	pyr_stable2	South Pyr Stables	the
_10D8DCAD633500A7	pyr_stable3	East Pyr Stables	the
_27C85FA7268B1082	natae_stable	Natae Stables	the
_27E85F9D26CB106E	davae_stable	Davae Stables	the
_5BC978AD69880081	avalae_stable	Avalae Stables	the
_1CEA78C7E7D8848F	thesos_stable	Thesos Stables	the
_AAA8BFA62C4BD077	dyron_stable	Dyron Stables	the
_CB1ED8FB645A1C92	fairhaven_stable	Fairhaven Stables	the
_B5CFF512673949F8	windermeer_stable	Windermeer Stables	the
_A499A1F1CEA97C93	avendale_stable	Avendale Stables	the
_3BB0CD05A4784116	crystabell_stable	Crystabell Stables	the
_A3D908AC6D6A6495	place_pyr_p_forge	Forge	the
_AF2D0919C1576A05	r_01_06_forage_place_1	Special Deposit	the
_AAA9B7061540F1D4	r_05_36_mission_place_hunting_1	Ragus Hunting Spot	the
_8EB43958F24FD851	place_r_08_03_espionnage	observation point	the
_C78F426D3D0F1C2A	continent_fyros_islands	Old Lands	the
_C343A9685F37CC90	region_fyros_island1pvp 3	<fyros islets 1 (pvp)>	\d
_20188FF2F929407C	region_fyros_island2	<fyros islets 2>	\d
_24BE643467D8C8C6	region_fyros_island3	Aelius Dunes	the
_8FDA400352CEC92B	r_11_10_kitin_hunting_1	The First Hunting Ground	\d
_3ED36A63D73EA16C	r_11_10_kitin_hunting_2	The Second Hunting Ground	\d
_50D58839A2EE9278	r_08_04_kitin_boss_1	The Challenge	\d
_65CACC23504263D7	r_05_34_place_lake_1	Lakeside	\d
_16B10294F1118B4F	place_arrival_from_sources	If you see this text, it's a bug: place_arrival_from_sources.	\d
_E6013EFFB4FEB861	place_arrival_from_zorai	If you see this text, it's a bug: place_arrival_from_zoraï.	\d
_20303EFF361FE055	place_arrival_from_matis	If you see this text, it's a bug: place_arrival_from_matis.	\d
_DACE98C5E36C7230	place_arrival_from_route_gouffre	If you see this text, it's a bug: place_arrival_from_route_gouffre.	\d
_68FB04BEDC8A4CC3	oasis_rdc	Dyron	\d
_DADA0C766985AFA5	oasis_1st	The Oasis Tavern	\d
_DBA1B2879853B535	war_school_rdc	Ground Floor of the Military School	\d
_235BE50B449EE81E	war_school_ss	Basement of the Military School	\d
_94352638B17CB560	sherif_armory_rdc	Ground floor of the armory	\d
_85303230FE1225CE	sherif_armory_1st	First floor of the armory	\d
_97B394C0997974A0	sherif_rdc	Guardroom Square	\d
_9902D8CF497984A0	sherif_1st	Guardroom Floor	\d
_C68FF216063FADD6	zo_hoicho_sergent_quarter	Hoï-Cho Sergeant's Quarters	\d
_2A289CA228F9A0A7	region_matis_island		\d
_64C03EFF367FF06B	place_arrival_from_fyros	If you see this text, it's a bug: place_arrival_from_fyros.	\d
_0F4F819946B886B3	place_arrival_from_tryker	If you see this text, it's a bug: place_arrival_from_tryker.	\d
_5D803EFFB38EC048	place_arrival_from_bagne	If you see this text, it's a bug: place_arrival_from_bagne.	\d
_F598ACE61E4941CB	place_r_07_13_boss_kill	Mercenaries	\d
_7735415374A70966	place_r_01_10_escort	Meeting Point	\d
_59D5046521FB70DA	place_arena_warning	If you see this text, it's a bug: place_arena_warning	\d
_CC714C9FEBEF2433	r_01_06_hill_light	If you see this text, it's a bug: r_01_06_hill_light.	\d
_AC2EEFFFCD1C6926	r_05_36_mission_place_hunting_2	If you see this text, it's a bug: r_05_36_mission_place_hunting_2.	\d
_AC2EEFFFCD2C6927	r_05_36_mission_place_hunting_3	If you see this text, it's a bug: r_05_36_mission_place_hunting_3.	\d
_0144BC1A72366C6C	r_09_10_mission_forage_1	Gather Sawdust	\d
_6543E020AE366C07	r_09_10_mission_forage_2	Gather Wax	\d
_65EE17B7F2CAA4FD	r_09_10_mission_forage_3	Gather Wood	\d
_794C1D8BEBD85488	r_08_16_mission_place_2	First Ambush 	\d
_399DE9213CD418F4	r_08_16_mission_place_4	Second Ambush	\d
_FEF3F18880D42C69	r_08_16_mission_place_5	The leader is looking for you	\d
_DEC9CC99E7779F78	ava_bar_ext1	Avalae	\d
_D787078F0F8B4067	ava_bar_int2	Avalae Bar	the
_5636A84F67199C69	ava_bar_int_2	Avalae Bar	the
_1D4B8C8D68BAA437	dav_bar_ext2	Davae	\d
_4B1758950F8B6867	dav_bar_int2	Davae Bar	the
_9D2BB497E89ACC41	nat_bar_ext2	Natae	\d
_D3FA885C679A9C41	nat_bar_int_2	Natae Bar	the
_CDD758A90F8B6067	nat_bar_int2	Natae Bar	the
_A5677CB95F570BBC	serre2	Yrkanis	\d
_A5577CB91F5707BC	serre1	Yrkanis	\d
_11D894BB6B18DEBA	yrk_serre_ncp2	Yrkanis Greenhouse	the
_55D894BB6B18DAAD	yrk_serre_npc1	Yrkanis Greenhouse	the
_E7EAF4B9A48A14B3	yrk_bar_ext	Yrkanis	\d
_99B903B9D54A188E	yrk_bar_int1	Yrkanis Bar	the
_A759546346C8BBCA	mairie_rdc	Ground floor	\d
_C45A9DE5178C1321	yrkanis mairie ss	Basement of the town hall	\d
_61403EFF36E0205D	place_arrival_from_nexus	If you see this text, it's a bug: place_arrival_from_nexus.	\d
_E3A13EFFB3CFFC57	place_arrival_from_terre	If you see this text, it's a bug: place_arrival_from_terre.	\d
_C8E11A63023D3424	continent_tryker_island	Old Lands	the
_782750B66DD50B84	region_tryker_island1	<tryker islet 1>	\d
_783750B66DD50B85	region_tryker_island2	<tryker islet 2>	\d
_784750B66DD50B86	region_tryker_island3	<tryker islet 3>	\d
_9FDAC1DE6DF71481	region_tryker_island4	Olkern Lake	\d
_786750B66DD50B88	region_tryker_island5	<tryker islet 5>	\d
_06C2A8376442D645	r_01_28_mission_tp_1a	Vortex Cave near Dew Drops	the
_5D3124100950F084	r_01_28_mission_tp_2a	Passage near Dew Drops	the
_1EA438315D638A9E	r_05_33_creek_1	Clopper Creek	\d
_F27CBD6F00A82016	r_01_27_place_libertylake	Dangerous beach	\d
_0F1086393F8B083C	r_01_27_place_libertylake_2	Clopper beach	\d
_53F9A97830AA1FE7	r_12_04	If you see this text, it's a bug: r_12_04	\d
_D8EE237CA3C73181	r_01_28_mission_tp_1	Vortex Cave near the Winds of Muse	the
_321059AE9A1F0970	r_01_28_mission_tp_2	Passage near the Winds of Muse	the
_2C7D7F0D60A5B869	continent_zorai_island	<zoraï islets>	\d
_DB798FE7FE88087C	region_zorai_island1	<zoraï islet 1>	\d
_1B798FE8FE88087C	region_zorai_island2	<zoraï islet 2>	\d
_5B798FE9FE88087C	region_zorai_island3	<zoraï islet 3>	\d
_9C798FEAFE88087C	region_zorai_island4	<zoraï islet 4>	\d
_FBA877B09500939C	r_06_12_forage_1	Resin Source	\d
_772E4C85FE065074	r_06_12_forage_2	Rotten Fiber Source	\d
_8926187ED6A4F65B	r_06_12_hunting_1	The Hunt	\d
_DAE5ACAB55DD2399	r_10_10_goo_hunting	Infected Area	\d
_7FE78D2E9558B3A2	zora_mairie_ss	Basement of the Town Hall	\d
_651AB4C7EC37448B	zora_mairie_mainroom	Town Hall	the
_F28C868C7F5ABFC0	r_07_04_place_adept_spawn	Kami Ritual Place	\d
_CFE5AAFE0E263A60	place_zora_puits_aux_offrandes	Well of Offerings	the
_6CE9E88E6105DCA9	gmisland	Atrium Island	\d
_EA39D49BE04753AE	gmisland_stable	Atrium Stables	the
_69670C5ADDE9CCB8	gmcampfire	Atrium Camp	the
_EFD6BCAEA0A863B1	gmarena	Atrium Arena	the
_CDA66BB129164B9B	r_06_13_kitin	exploration area	the
_E589639EDA4288B3	debug_place_visit	place de test 1	the
_6C857FCF85DB7CA3	debug_place_visit2	place de test 2	the
_46DF20FF673994DF	debug_place_teleport	place de teleport	the
_F48DF7D5800A5CC9	r_05_15_repere_bandits	Bandits' hideout	the
_F50B113966162410	r_03_38_village_shadowrunners	Camp	the
_33DA74E9E7B74760	place_r_05_41_foreuses	Raw material deposit	the
_CC24A4B02636DE04	place_r_09_09_arrivee_bagne	Abyss of Ichor Arrival Point	the
_C8E5A6975D642900	welcomer_natae_guardchief	Natae Guard Chief	the
_42BFED62CB5D99C2	welcomer_natae_intendant	Natae Intendant	the
_5C34809BD9B7B892	welcomer_natae_sage	Natae Sage	the
_C2BFC5624B5D71C2	welcomer_davae_intendant	Davae Intendant	the
_5A34589BD9B7C092	welcomer_davae_sage	Davae Sage	the
_48E57E97DD640100	welcomer_davae_guardchief	Davae Guard Chief	the
_579522D7DAB182EB	welcomer_avalae_guardchief	Avalae Guard Chief	the
_D91530CE24E844A4	welcomer_avalae_sage	Avalae Sage	the
_BFB24E8DBE6F89D5	welcomer_avalae_intendant	Avalae Intendant	the
_FEABB5156969D8D2	welcomer_avendale	Avendale Official	the
_3B2F0A60303F3DBE	welcomer_windermeer	Windermeer Official	the
_C110E2536D7E35DC	welcomer_crystabell	Crystabell Official	the
_F2F241D9DB2EFD92	welcomer_jenlai_guardchief	Jen-Laï Guard Chief	the
_5A0F6D8FBFEC047C	welcomer_jenlai_intendant	Jen-Laï Intendant	the
_D47ED9B5D4485478	welcomer_jenlai_sage	Jen-Laï Sage	the
_1CBF798FC07C2079	welcomer_mincho_intendant	Min-Cho Intendant	the
_B4A24DD9DCBE198F	welcomer_mincho_guardchief	Min-Cho Guard Chief	the
_D41E01ACD4A88072	welcomer_mincho_sage	Min-Cho Sage	the
_DB1F658A412C2079	welcomer_hoicho_intendant	Hoï-Cho Intendant	the
_937EEDACD458986D	welcomer_hoicho_sage	Hoï-Cho Sage	the
_730239D45D6E198F	welcomer_hoicho_guardchief	Hoï-Cho Guard Chief	the
_BC5EF96FBE283C5E	episode2_camp_karavan_fyros_island	Karavan Camp of Aelius Dunes	the
_036E80DFA0CB2BB0	episode2_camp_kami_fyros_island	Kami Camp of Aelius Dunes	the
_0DFE209AE36A8F9A	episode2_camp_kami_matis_island	Kami Camp of Almati Wood	the
_917E577AB344704E	episode2_camp_karavan_matis_island	Karavan Camp of Almati Wood	the
_409ED04BDF5FC049	episode2_camp_karavan_tryker_island	Karavan Camp of Olkern Lake	the
_FB7BA7032F267DF7	episode_2_camp_kami_tryker_island	Kami Camp of Olkern Lake	the
_D88CD76935E9BC0D	region_newbieland_hunting_grounds	Hunting Grounds	the
_FF7B805391F2CE15	region_newbieland_the_shattered_ruins	Shattered Ruins	the
_6BAB95F65A4612C5	place_shattered_ruins_silan	Ruins of Silan	the
_C1B6D7A38910C280	place_shattered_ruins_trone	Throne Room	the
_F7ED900FB606BF52	region_newbieland_starting_zone	Rangers' Land	the
_F207FC792E5B7FD7	place_starting_zone_starting_city	Ranger Camp	the
_1FC0BD051FBA29C2	place_starting_zone_arena	Arena	the
_1AD4EDDE25EF9A7C	region_newbieland_blight_zone	Blight Zone	the
_7B1F3EDFDAE106E2	region_newbieland_shining_lake	Shining Lake	\d
_76195654F845B2F6	region_newbieland_kitins_jungle	Kitins Jungle	the
_80BF8CB067DB7D2B	Karavan Embassy	Karavan Embassy	the
_13D97FAB68F4205D	Kami_Enclave	Kami Enclave	the
_710627533E632FDF	place_hunting_grounds_gingo_lair	Ragus Lair	the
_CC0CE3C65B7FA15A	mission_place_tryker_02	Prospection Zone	the
_CC0CE3C65B8FA15A	mission_place_tryker_03	Prospection Zone	the
_AADAC0B4A615B39C	mission_place_ranger_01		
_AADAC0B4A625B39C	mission_place_ranger_02		
_A35A89087EC54678	mission_place_ilot	experimentation terrain	the
_C2EB1553A7B1C119	newbieland	Controlled Lands	the
_FB2D817EC31E3E85	region_newbieland	Lands to Explore	the
_CC0CE3C6639FA15A	mission_place_tryker_04	Prospection Zone	the
_7B1B7F9960E2527E	continent_corrupted_moor	Corrupted Moors	the
_3874F76125ABDBD0	region_karavanexclusionzone	Lacerated Plains	the
_F72E18E86DBAD71D	place_tcm_karavan_camp	Karavan Experimentation Camp	the
_84DA729970FAC598	region_hopeforest	Forest of Dreams	the
_3EF4CE5601CB0411	place_tcm_company_camp	Kami Mission	the
_F626D6DF156DE713	place_tcm_company_eternal_tree	Camp of the Company of the Eternal Tree	the
_A742D3D0E55D59D7	place_tcm_keepers	Keepers Archeological Base	the
_3B9B8E81B2B19923	place_tcm_tutors	Tutors' Sanctuary	the
_454F7CA10219582C	region_northspire	Northern Peaks	the
_AC63A7DA9FD6BECE	place_tcm_chlorogoo_camp	Chlorogoo Fort	the
_5195E131C73B2859	region_fyreruins	Fyros Old City	the
_8925B345F92FFD83	place_tcm_arena	Arena of Sacrifice	the
_5C614563DCCA42D2	place_tcm_kitin_nest	Former Karavan Depot	the
_72E6CE3DF34E5F02	region_mistvalley	Valley of Mists	the
_7D2B4C1CAFA6BFFC	fyre_village	Ruins of Fyre Village	the
_270C2BB5543D5BA2	place_tcm_karavan_south_west	Patrol Zone	the
