*HASH_VALUE	placeId	name	placegen	placeaccus	placedat
_BD1E8D36495C0BEA	place_outpost_zorai_25	Форт Одинокого Наблюдателя	Форта Одинокого Наблюдателя		
_C1AFFE76387F2CE8	place_outpost_zorai_26	Форт Стэйнмура	Форта Стэйнмура		
_FFF6266871FB5CDF	place_outpost_zorai_27	Пограничная застава Стэйнмура	Пограничной заставы Стэйнмура		
_002D0C3469D760F0	place_outpost_zorai_28	Ферма Пустынный Кладезь	Фермы Пустынного Кладезь		
_B795AA8F467F70B1	place_outpost_zorai_29	Мастерская Великая Целина 	Мастерской Великой Целина 		
_2638D5F5EAE53A73	place_outpost_zorai_30	Ферма Ни-Джинг	Фермы Ни-Джинг		
_07657E5F4A8E0BCF	place_outpost_zorai_15	Мастерская Руины Зо-Киан	Мастерской Руины Зо-Киан		
_569F05AA450D40DD	place_outpost_zorai_16	Форт Затерянной Долины	Форта Затерянной Долины		
_58A5FA8D735ED059	place_outpost_zorai_17	Мастерская Верховный Кладезь	Мастерской Верховного Кладезь		
_FF1E7D298BCD17D9	place_outpost_zorai_18	Форт Бдительность	Форта Бдительность		
_7F5C18356A0864EF	place_outpost_zorai_19	Ферма у Заброшенного Кладезя	Фермы у Заброшенного Кладезя		
_3C0F567EB96B13E4	place_outpost_fyros_14	Торговая застава Кострище	Торговой заставы Кострище		
_01F0850E9E96676B	place_outpost_fyros_10	Ферма у Северного Озера	Фермы у Северного Озера		
_BFDF9A8F799BEBD0	place_outpost_fyros_11	Торговая застава у Севеерного Озера	Торговой заставы у Севеерного Озера		
_C2E0991F370D14E9	place_outpost_fyros_12	Мастерская Корковражье	Мастерской Корковражье		
_BE936A8FA73411E6	place_outpost_fyros_13	Пограничная застава Западное Кострище	Пограничной заставы Западное Кострище		
_0A0536AF89BD45E9	place_outpost_fyros_17	Форт Каньона Искусников 	Форта Каньона Короедов 		
_2F7F994109BD6C70	place_outpost_fyros_18	Ферма Каньона Искусников	Фермы Каньона Короедов		
_097D53C065530D29	place_outpost_fyros_19	Дипломатическая миссия Вышние Хребты	Дипломатической миссии Вышних Хребты		
_C7172DA1C948FBDF	place_outpost_fyros_20	Мастерская Пустоши	Мастерской Пустоши		
_DBB6528E0A2B8793	place_outpost_fyros_21	Исследовательский центр Фессоса	Исследовательского центра Фессоса		
_383B5D59892C68ED	place_outpost_fyros_06	Мастерская Восточный Дайрон	Мастерской Восточного Дайрона		
_439262814D24B1DA	place_outpost_fyros_07	Пограничная застава Башни Фрахаров	Пограничной заставы Башни Фрахаров		
_0217CE4C0B7D28EF	place_outpost_fyros_08	Форт Высоких Башен	Форта Высоких Башен		
_02A0E9DDF10773ED	place_outpost_fyros_09	Ферма Высоких Башен	Фермы Высоких Башен		
_5D256E930D350DBA	place_outpost_fyros_22	Форт Родники Фессоса	Форта Родники Фессоса		
_4A25269B4CCD03C9	place_outpost_fyros_23	Мастерская Бегущей Гряды	Мастерской Бегущей Гряды		
_E2DA0E01E7C43DED	place_outpost_fyros_24	Дипломатическая миссия южного Предела	Дипломатической миссии южного Предела		
_EC1FB94002BAE4BF	place_outpost_fyros_25	Ферма Южные дюны	Фермы Южных дюн		
_8161728C4983DC1D	place_outpost_fyros_26	Пограничная Застава Равнин Кипакка	Пограничной Заставы Равнин Кипакка		
_4C56B2383C8DF8B5	place_outpost_fyros_01	Пограничная Застава Холм Дайрона	Пограничной Заставы Холм Дайрона		
_C9C43D9E4A4D64BF	place_outpost_fyros_02	Форт Северный Дайрон	Форта Северного Дайрон		
_4AF5128B46C95087	place_outpost_fyros_03	Мастерская Хвост Дракона	Мастерской Хвост Дракона		
_263999346B944A7D	place_outpost_fyros_04	Ферма Мальмонт	Фермы Мальмонт		
_01AE559785BDC49B	place_outpost_fyros_05	Мастерская дороги Каньонов	Мастерской дороги Каньонов		
_99952A96C72F99C0	place_outpost_fyros_15	Форт Драконий Хребет	Форта Драконий Хребта		
_5AA53E92C798FCC1	place_outpost_fyros_16	Мастерская Драконий Хребет	Мастерской Драконий Хребта		
_C0FF5D8B04C9D09D	place_outpost_fyros_27	Очаг магии Пылающее Древо	Очаг магии Пылающее древо		
_835F899D85C934E4	place_outpost_fyros_28	Форт Пылающее Древо	Форта Пылающее Древо		
_C486726F2689400C	place_outpost_tryker_02	Пограничная застава Даркмур	Пограничной заставы Даркмур		
_42511692C2BA0320	place_outpost_tryker_03	Мастерская Острова Дайнти	Мастерской Острова Дайнти		
_892EA529697617C8	place_outpost_tryker_04	Песчаная Мастерская	Песчаной Мастерской		
_6BB89D30E2F43AB1	place_outpost_tryker_05	Ферма Фэрли	Фермы Фэрли		
_4326D25E3768D412	place_outpost_tryker_06	Торговая застава Зеленая Долина	Торговой заставы Зеленой Долины		
_010C58382706241C	place_outpost_tryker_07	Ферма Виндермеера	Фермы Виндермеера		
_6125AE3C6DDEDC03	place_outpost_tryker_23	Пограничная застава Врата Лории	Пограничной заставы Врата Лории		
_88CF951DF20DE822	place_outpost_tryker_24	Мастерская Дороги Ветров	Мастерской Дороги Ветров		
_0B54F17D2E2CD4F8	place_outpost_tryker_25	Ферма Стражи Озера Муз	Фермы Стражи Озера Муз		
_B1EFB126848DECEE	place_outpost_tryker_26	Ферма Три Опоры	Фермы Три Опоры		
_85DFA92970FC2C10	place_outpost_tryker_27	Мастерская Озера Муз	Мастерской Озера Муз		
_48BD35A07E0D98CA	place_outpost_tryker_08	Мастерская Озера Родника	Мастерской Озера Родника		
_2462B551423CE897	place_outpost_tryker_09	Пограничная застава Врата Изобилия	Пограничной заставы Врат Изобилия		
_5E40D64F7F7C843E	place_outpost_tryker_10	Торговая застава Террасы Родника	Торговой заставы Террасы Родника		
_08DF99A7BFCA57BD	place_outpost_tryker_11	Ферма Корри Финли	Фермы Корри Финли		
_7EB126A23A185419	place_outpost_tryker_12	Мастерская Предел Раздумий	Мастерской Предел Раздумий		
_7A4CEB15177421FD	place_outpost_tryker_18	Исследовательский центр Ключи Кьют	Исследовательского центра Ключи Кьют		
_2254130948D9087F	place_outpost_tryker_19	Пограничная застава Врата Свободы	Пограничной заставы Врат Свободы		
_43EBE3179924C29E	place_outpost_tryker_20	Форт Плетения Кьют	Форта Плетения Кьют		
_734E7133C7CCFFED	place_outpost_tryker_21	Торговая застава Тьюпайл	Торговой заставы Тьюпайл		
_476F812B328D241A	place_outpost_tryker_22	Мастерская Пики Близнецы	Мастерской Пики Близнецы		
_F5A8F3129E804098	place_outpost_tryker_13	Дипломатическая миссия Острые Пики	Дипломатической миссии Острые Пики		
_61E45E923D78B836	place_outpost_tryker_14	Мастерская Зыбучие пески	Мастерской Зыбучие пески		
_0515D24DB7B90809	place_outpost_tryker_15	Очаг Магии Истхорн	Очаг Магии Истхорн		
_BB3C0FC70CEE64EB	place_outpost_tryker_16	Исследовательский центр Кладбищенские Врата	Исследовательского центра Кладбищенские Врата		
_44E1DFED4C8EBD7E	place_outpost_tryker_17	Форт Зловещей Трясины	Форта Зловещей Трясины		
_A5E5B62E2F2EDC03	place_outpost_tryker_28	Пограничная застава Врата Вод	Пограничной заставы Врата Вод		
_C26EA13BA85DC0C7	place_outpost_tryker_29	Форт Лории	Форта Лории		
_44800B071C726900	place_outpost_tryker_30	Исследовательский центр Пруды Лории 	Исследовательского центра Пруды Лории 		
_46B02684B14C1C0F	place_outpost_tryker_31	Форт Ветряки	Форта Ветряки		
_83B23EA1420CACC7	place_outpost_tryker_32	Мастерская Теснины Ветров	Мастерской Теснины Ветров		
_2B2A3040CA41E10C	place_outpost_pr_04	Мастерская Руин Лернона	Мастерской Руин Лернона		
_1B28EAA8E474F906	place_outpost_pr_05	Исследовательский центр Залы темного кольца 	Исследовательского центра Залы темного кольца 		
_F73E357102FAD81E	place_outpost_pr_06	Мастерская Падшего Древа	Мастерской Падшего Древа		
_CF9EF5874F0F7D3D	place_outpost_pr_10	Форт Утеса Проулков	Форта Утеса Проулков		
_946219632AAAB87C	place_outpost_pr_11	Исследовательский центр Высокие Мезолиты 	Исследовательского центра Высокие Мезолиты 		
_AAEC841D2EAA3907	place_outpost_pr_12	Форт Малохолмья	Форта Малохолмья		
_E9D34584471079BA	place_outpost_pr_13	Исследовательский центр Малохолмья	Исследовательского центра Малохолмья		
_58F7A636B023ED3F	place_outpost_nexus_01	Исследовательский центр Врата Ихора	Исследовательского центра Врат Ихора		
_18910A55823C680F	place_outpost_nexus_02	Торговая застава Холмов Молота	Торговой заставы Холмов Молота		
_BF8095041987976A	place_outpost_nexus_03	Ферма Врата Тени	Фермы Врат Тени		
_263C57F8056069A2	place_outpost_nexus_04	Дипломатическая миссия Роковой Предел	Дипломатической миссии Роковой Предел		
_3DF09127326D24EB	place_outpost_nexus_05	Мастерская Гребень Наблюдателей	Мастерской Гребень Наблюдателей		
_3EE16D0918E65F7D	place_outpost_nexus_06	Ферма Верхогляд	Фермы Верхогляд		
_7D07A2802AA970CF	place_outpost_nexus_07	Пограничная застава Врата Пустоши	Пограничной заставы Врата Пустоши		
_9A62193E9DCCD68A	place_outpost_pr_01	Исследовательский центр западного Сэпотока	Исследовательского центра западного Сэпотока		
_7DEC8005D64D3D17	place_outpost_pr_02	Мастерская восточного Сэпотока	Мастерской восточного Сэпотока		
_BAFC701971E1D9CD	place_outpost_pr_03	Форт Врата Нексуса	Форта Врата Нексуса		
_7ADBA91C352FD80D	place_outpost_pr_14	Очаг Магии Долина Ужаса	Очага Магии Долины Ужаса		
_382C88153049E8CE	place_outpost_pr_15	Мастерская Врата Аэдан	Мастерской Врат Аэдан		
_6BFD88198BE071AE	place_outpost_pr_16	Пограничная застава Роща Йелков	Пограничной заставы Рощи Йелков		
_04A8EC001386967E	place_outpost_pr_07	Исследовательский центр Земли изобилия	Исследовательского центра Земель изобилия		
_BE12ED4908BFA1D6	place_outpost_pr_08	Форт Горе Подлесное	Форта Горе Подлесное		
_9D52D51EF680D536	place_outpost_pr_09	Мастерская Проход трех Тотемов	Мастерской Прохода трех Тотемов		
_A85B6823F16AE1FD	place_outpost_pr_17	Форт Мертводрева	Форта Мертводрева		
_B6C89408A46DD9C9	place_outpost_pr_18	Торговая застава Болота Сэпа	Торговой заставы Болота Сэпа		
_FB1C4C8D884FE670	place_outpost_pr_19	Пограничная застава Луг Стрелков	Пограничной заставы Луг Стрелков		
_52C01C5AB2CCBA8E	place_outpost_pr_20	Исследовательский центр Тропа Грота	Исследовательского центра Тропа Грота		
_78E0B83607D11133	place_outpost_pr_21	Форт Проклятой Пещеры	Форта Проклятой Пещеры		
_18B1B83FC612A68A	place_outpost_pr_22	Мастерская Великого Грибного Леса	Мастерской Великого Грибного Леса		
_E90977C8F2092907	place_outpost_pr_23	Ферма Крылья Досады	Фермы Крылья Досады		
_B1585ADE528BB6C4	place_outpost_pr_24	Дипломатическая миссия Точка Непрерывности	Дипломатической миссии Точка Непрерывности		
_77EECD3D072F1D0A	place_outpost_pr_25	Форт Большое Сэпозеро	Форта Большое Сэпозеро		
_BD6C7C19AEA8F8DC	place_outpost_pr_26	Мастерская Стокделл	Мастерской Стокделл		
_3397E4C86F599816	place_outpost_pr_27	Мастерская ущелья Призраков	Мастерской ущелья Призраков		
_7A3A7708F8A0D930	place_outpost_pr_28	Мастерская Драконова Рога	Мастерской Драконова Рога		
_E107B0D2F25031F2	place_outpost_pr_29	Ферма Руины Крайтона	Фермы Руины Крайтона		
_7353EAD2F838E392	place_outpost_pr_30	Форт залов горного Бедствия	Форта залов горного Бедствия		
_FEFDADE4AD50EF34	indoors_rolemaster_craft	Инструктор по ремеслам	Инструктора по ремеслам		
_405D89E7AD70072B	indoors_rolemaster_fight	Инструктор ведения боя	Инструктора ведения боя		
_425D69EE68800712	indoors_rolemaster_magic	Инструктор по Магии	Инструктора по Магии		
_42012C9982119510	indoors_rolemaster_harvest	Инструктор по добыче ресурсов	Инструктора по добыче ресурсов		
_690960B32C28148A	tryker_nland_terrace	Терраса	Террасы		
_673DA0205C66A7AE	tryker_terrace_1st	Терраса, 1й этаж	Террасы, 1й этаж		
_264D601B9C66A79E	tryker_terrace_2nd	Терраса, 2й этаж	Террасы, 2й этаж		
_31FE7929E858237A	place_pyr_p_market_1	Рынок Чипсайд 	Рынка Чипсайд 		
_856FEDC62F1A4414	place_pyr_p_west_entrance	Врата Церакос	Врат Церакос		
_153984B46DAB787F	place_pyr_p_market_2	Большой Базар	Большого Базара		
_6B5C4D2302CF0516	place_pyr_p_place_warschool	Военная Академия	Военной Академии		
_B7690C84C9814D00	place_pyr_p_fontaine	Площадь Фонтана Оазиса	Площади Фонтана Оазиса		
_5C3011142E8923B2	place_pyr_p_sheriff	Городские Казармы	Городских Казармы		
_CCE0E55AF1A0D281	place_pyr_p_place_mairie_1	Площадь Имперских Залов	Площади Имперских Залов		
_BBDCF30742410125	place_pyr_p_place_mairie_2	Площадь Каравии	Площади Каравии		
_E05A68AE5E49A8B4	place_pyr_p_place_agora	Агора	Агоры		
_0E14D0ACADAB8C86	place_pyr_p_street_1	Рыночный пееулок	Рыночного переулка		
_54A8CC3067F96F80	place_pyr_p_street_2	Улица Чипсайд 	Улицы Чипсайд 		
_5784C8AC2E5A744C	place_pyr_p_street_3	Улица Торговцев	Улицы Торговцев		
_D6CF39F45B9C8048	place_pyr_p_street_4	Улица Высоты Пира	Улицы Высоты Пира		
_19282D10AF7A8B8B	place_pyr_p_street_5	Путь Северных Врат	Пути Северных Врат		
_44495127AAABBC5C	place_pyr_p_street_6	Церакос авеню	Церакос авеню		
_F0B0751C30D8977E	place_pyr_p_street_7	Ариспотл авеню	Ариспотл авеню		
_99DF8519ADEB183B	place_pyr_p_street_8	Круг Кориолиса	Круга Кориолиса		
_05499BB56C3AB881	place_pyr_p_street_9	Переулок Райдона	Переулка Райдона		
_1628C820ED9A8C28	place_pyr_p_street_10	Улица Центральная	Улицы Центральная		
_03F88D1A68AB505C	place_pyr_p_street_11	Улица Леанон	Улицы Леанон		
_03F88D202EAB305D	place_pyr_p_street_12	Улица Декстона	Улицы Декстона		
_D62F151017DB3880	place_pyr_p_street_13	Казарменный переулок	Казарменного переулка		
_AB5B15CCAF7201DA	place_pyr_p_street_14	Улица Верхний Пайрос	Улицы Верхний Пайрос		
_53A8D80CAB3AC42D	place_pyr_p_street_15	Каравия авеню	Каравия авеню		
_ACEA4988BD9B78EE	place_pyr_p_street_16	Переулок Молота и Наковальни	Переулка Молота и Наковальни		
_AB5B15CC7061DDDD	place_pyr_p_street_17	Улица Нижний Пайрос	Улицы Нижний Пайрос		
_53CE252AA8263084	place_pyr_p_street_18	Путь Южных врат	Пути Южных врат		
_53D67FAFEF4BEC7F	place_pyr_p_street_19	Улица Терм	Улицы Терм		
_4349A128ED7BF84B	place_pyr_p_street_20	Круг Абилуса	Круга Абилуса		
_95286116EF49E777	place_pyr_p_street_21	Улица Фонтанов	Улицы Фонтанов		
_0449C8AC2FBACC2A	place_pyr_p_street_22	Шахтерские ряды	Шахтерских рядов		
_B0EE25015BBB1F7F	place_pyr_p_street_23	Купеческий переулок	Купеческого переулка		
_2FB105272227C0F4	continent_matis_newbie	Земли Матисов	Земель Матисов		
_B249E525A557A0F2	continent_zorai_newbie	Земли Зораи	Земель Зораи		
_57AB20D9AC098C9C	place_aegus_indoors	Инструкторы Аэгуса	Инструкторов Аэгуса		
_6C6CA51867882C81	place_kaemon_indoors	Инструкторы Каэмона	Инструкторов Каэмона		
_885FBD17264A18E3	place_sekovix_indoors	Инструкторы Сековикса	Инструкторов Сековикса		
_6C6CD12CEC1A4886	place_phyxon_indoors	Инструкторы Пхиксона	Инструкторов Пхиксона		
_498F710E6649E8DE	place_galemus_indoors	Инструкторы Галемуса	Инструкторов Галемуса		
_2B3C8D11ECC97889	place_stalli_indoors	Инструкторы Сталли	Инструкторов Сталли		
_978AE0E4AA18B8A6	place_borea_indoors	Инструкторы Бореи	Инструкторов Бореи		
_290C8D202B994C84	place_nistia_indoors	Инструкторы Нистии	Инструкторов Нистии		
_45BE7D19AADA14DA	place_rosilio_indoors	Инструкторы Росилио	Инструкторов Росилио		
_5A0A04D32B5874A0	place_miani_indoors	Инструкторы Миани	Инструкторов Миани		
_AC3C71F957912C87	place_qai_lo_indoors	Инструкторы Куай-Ло	Инструкторов Куай-Ло		
_708E391AAB9A8D0A	place_sheng_wo_indoors	Инструкторы Шенг-Уо	Инструкторов Шенг-Уо		
_02AEF82C29E84D18	place_men_xing_indoors	Инструкторы Нен-Ксинг	Инструкторов Нен-Ксинг		
_08600DD3C969F8D9	place_koi_zun_indoors	Инструкторы Кои-Зан	Инструкторов Кои-Зан		
_795C7143FC803D07	place_yin_piang_indoors	Инструкторы Йин-Пианг	Инструкторов Йин-Пианг		
_C2822A4B4B104927	place_aubermouth_indoors	Инструкторы Аубермоф	Инструкторов Аубермоф		
_002E213427787514	place_barkdell_indoors	Инструкторы Баркделла	Инструкторов Баркделла		
_844E81142D38DD14	place_hobwelly_indoors	Инструкторы Хаубелли	Инструкторов Хаубелли		
_88F0F13C271A851A	place_waverton_indoors	Инструкторы Уэйвертона	Инструкторов Уэйвертона		
_7FBF914379AF8D16	place_dingleton_indoors	Инструкторы Динглтона	Инструкторов Динглтона		
_422F691DA0BA1111	place_zora_p_cimetiere	Кладбище	Кладбища		
_362EEE95C6B05DF7	place_zora_p_marche_commun	Квартал Большого Базара	Большого Базара		
_A715481EA9293757	place_zora_p_2	Квартал Храмовых залов	Храмовых залов		
_6051582F6909CBA6	place_zora_p_3	Квартал Чистого колодца	Чистого колодца		
_68E7D432A958E750	place_zora_p_4	Имение Даиши	Имений Даиши		
_67866FC4E98682A3	place_zora_p_5	Имение Вин-Чо	Имений Вин-Чо		
_28F478B3AA59D4B1	continent_indoors	здание	здание		
_A645B49270E8B0A0	faihaven_stable	Стойла Мектубов Фэрхевена	Стойл Мектубов Фэрхевена		
_61C994A76EB8D819	place_yrk_p_1	Округ Зачини	Округа Зачини		
_8F199CBE2D6BE453	place_yrk_p_2	Округ Яссон	Округа Яссон		
_DD5570B9ECEA3058	place_yrk_p_3	Округ Аниро	Округа Аниро		
_8FC998B46CECD055	place_yrk_p_4	Округ Тайлини	Округа Тайлини		
_DD5538B02A9A5C5A	place_yrk_p_5	Округ Либия	Округа Либия		
_A378A8B8E9878BC0	yrkanis_stable	Стойла Мектубов Ирканиса	Стойл Мектубов Ирканиса		
_2B765B95DBA7B397	place_zora_p_1	Квартал Изгнания Гуу	Квартала Изгнания Гуу		
_613AD4975989B0AC	zora_stable	Стойла Мектубов Зоры	Стойл Мектубов Зоры		
_2D6F0161343115EF	place_yrkanis_bar_indoor	Вход в Таверну Ирканиса	Входа в Таверну Ирканиса		
_CB7D74EB5E299B6B	place_yrkanis_greenhouse_indoor	Вход в кабинеты Интенданта Ирканиса	Входа в кабинеты Интенданта Ирканиса		
_C1BF2DE9E86D431A	ma_natae_captain_quarter	Комнаты Военачальника Нэтея	Покоев Военачальника Нэтея		
_40C031DE09E8A002	ma_natae_foreman_quarter	Комнаты Надзирателя Нэтея	Покоев Надзирателя Нэтея		
_0792FD55B0EF2922	ma_natae_messenger_quarter	Комнаты Посланника Нэтея	Покоев Посланника Нэтея		
_A154B0019C992499	ma_natae_sage_quarter	Комнаты Мудреца Нэтея	Покоев Мудреца Нэтея		
_DE02B94EE9261147	ma_natae_guard_chief_quarter	Комнаты Начальника стражи Нэтея	Покоев Начальника стражи Нэтея		
_C532195C71EF251D	ma_natae_intendant_quarter	Комнаты Интенданта Нэтея	Покоев Интенданта Нэтея		
_005F39E16BBE5B13	ma_davae_sergent_quarter	Комнаты Сержанта Дэвея	Покоев Сержанта Дэвея		
_BEE031D409E8A802	ma_davae_foreman_quarter	Комнаты Надзирателя Дэвея	Покоев Надзирателя Дэвея		
_85F2FD55B0EF3124	ma_davae_messenger_quarter	Комнаты Курьера Дэвея	Покоев Курьера Дэвея		
_1F54B0011C990499	ma_davae_sage_quarter	Комнаты Мудреца Дэвея	Покоев Мудреца Дэвея		
_5C02B94EE946193D	ma_davae_guard_chief_quarter	Комнаты Начальника Стражи Дэвея	Покоев Начальника Стражи Дэвея		
_4392195C71EF2D1F	ma_davae_intendant_quarter	Комнаты Интенданта Дэвея	Покоев Интенданта Дэвея		
_82B00968DC5F4914	ma_avalae_captain_quarter	Комнаты Военначальника Эвелея	Покоев Военначальника Эвелея		
_842F2A28AD8FFD28	ma_avalae_foreman_quarter	Комнаты Надзирателя Эвелея	Покоев Надзирателя Эвелея		
_FA144179824E79B6	ma_avalae_messenger_quarter	Комнаты Курьера Эвелея	Покоев Курьера Эвелея		
_26A0D40D2AE53062	ma_avalae_sage_quarter	Комнаты Мудреца Эвелея	Покоев Мудреца Эвелея		
_89D271D949063A5F	ma_avalae_guard_chief_quarter	Комнаты Начальника Стражи Эвелея	Покоев Начальника Стражи Эвелея		
_7ED4896D7E6E09B8	ma_avalae_intendant_quarter	Комнаты Интенданта Эвелея	Покоев Интенданта Эвелея		
_06AEBA0AA1CF09CA	zo_jenlai_captain_quarter	Комнаты Военачальника Джен-Лай	Покоев Военачальника Джен-Лай		
_C666B9555D4F15CA	zo_jenlai_foreman_quarter	Комнаты Надзирателя Джен-Лай	Покоев Надзирателя Джен-Лай		
_4B71C08DFB6BAE3A	zo_jenlai_messenger_quarter	Комнаты Посланника Джен-Лай	Покоев Посланника Джен-Лай		
_4389082D65949720	zo_jenlai_sage_quarter	Комнаты Мудреца Джен-Лай	Покоев Мудреца Джен-Лай		
_0DE1CC7DBBEA7A44	zo_jenlai_intendant_quarter	Комнаты Интенданта Джен-Лай	Покоев Интенданта Джен-Лай		
_7460336D1826EA26	zo_jenlai_guard_chief_quarter	Комнаты Начальника стражи Джен-Лай	Покоев Начальника стражи Джен-Лай		
_C7EEC61043AFE5CE	zo_mincho_captain_quarter	Комнаты Военачальника Мин Хо	Покоев Военачальника Мин Хо		
_87A6C55BFF2FF1CE	zo_mincho_foreman_quarter	Комнаты Надзирателя Мин Хо	Покоев Надзирателя Мин Хо		
_CD71BE9A7ADBAE42	zo_mincho_messenger_quarter	Комнаты Посланника Мин Хо	Покоев Посланника Мин Хо		
_C6F90833283497A4	zo_mincho_sage_quarter	Комнаты Мудреца Мин Хо	Покоев Мудреца Мин Хо		
_8FE1CA8A3A5A7A4C	zo_mincho_intendant_quarter	Комнаты Интенданта Мин Хо	Покоев Интенданта Мин Хо		
_15D00F73DAD6F62A	zo_mincho_guard_chief_quarter	Комнаты Начальника стражи Мин Хо	Покоев Начальника стражи Мин Хо		
_E64EB21043AFD1D4	zo_hoicho_captain_quarter	Комнаты Военачальника Хоа Шо	Покоев Военачальника Хоа Шо		
_A606B15BFF2FDDD4	zo_hoicho_foreman_quarter	Комнаты Надзирателя Хоа Шо	Покоев Надзирателя Хоа Шо		
_4B71BE9A7ADBA04E	zo_hoicho_messenger_quarter	Комнаты Посланника Хоа Шо	Покоев Посланника Хоа Шо		
_85F908B4A9E483AA	zo_hoicho_sage_quarter	Комнаты Мудреца Хоа Шо	Покоев Мудреца Хоа Шо		
_0DE1CA8A3A5A6C58	zo_hoicho_intendant_quarter	Комнаты Интенданта Хоа Шо	Покоев Интенданта Хоа Шо		
_D4D00F733A36CE30	zo_hoicho_guard_chief_quarter	Комнаты Начальника стражи Хоа Шо	Покоев Начальника стражи Хоа Шо		
_1A656D1C65D737B0	place_fairhaven_p_1	Развилка Фэйрмаркет	Развилки Фэйрмаркет		
_DE1377BC50588CA0	place_fairhaven_p_2	Край Света	Края Света		
_5D251869E5588CA8	place_fairhaven_p_3	Ветреные головы	Ветреных голов		
_56E1DCAE677980AB	place_fairhaven_p_4	Хартли Поинт	Хартли Поинт		
_A4F3717C3B1E4123	place_fairhaven_p_5	Площадь Палат Совета	Площади Палат Совета		
_DAB5C0AAE259A0B0	place_fairhaven_p_6	Восточный Рынок	Восточного Рынка		
_C965C01D62D8809D	place_fairhaven_p_7	Площадь Лягушек	Площади Лягушек		
_D721C470A338A8B3	place_fairhaven_p_8	Возвышение Лории	Возвышения Лории		
_1CA5406C222870A8	place_fairhaven_s_1	Риган Роуд	Риган Роуд		
_19A57C980F2874B0	place_fairhaven_s_2	Колокольная Улица	Колокольной Улицы		
_36BC098C674E3126	place_fairhaven_s_3	Авеню Верхних палат	Авеню Верхних палат		
_F4CC098C674E4D25	place_fairhaven_s_4	Авеню Нижних палат	Авеню Нижних палат		
_1E61DCB1A8A9385C	place_fairhaven_s_5	Проулок Хартли 	Проулка Хартли 		
_DAB56D19E2085FB0	place_fairhaven_s_6	Переулок Восточного Рынка	Переулка Восточного Рынка		
_1711B0B166584CAB	place_fairhaven_s_7	Переулок Гобеленов	Переулка Гобеленов		
_C975C0BBE3A85499	place_fairhaven_s_8	Лягушачья улица	Лягушачья улица		
_61D632D17A364A81	tr_windermeer_captain_quarter	Комнаты Военачальника Эвелея	Покоев Военачальника Эвелея		
_DF83BAF54EB76E85	tr_windermeer_foreman_quarter	Комнаты Надзирателя Эвелея	Покоев Надзирателя Эвелея		
_E8F8EE0C5216E20E	tr_windermeer_messenger_quarter	Комнаты Посланника Эвелея	Покоев Посланника Эвелея		
_88420D84431099DE	tr_windermeer_sage_quarter	Комнаты Мудреца Эвелея	Покоев Мудреца Эвелея		
_2799365B283C9FB3	tr_windermeer_guard_chief_quarter	Комнаты Начальника стражи Эвелея	Покоев Начальника стражи Эвелея		
_A868DA071286CE09	tr_windermeer_intendant_quarter	Комнаты Интенданта Эвелея	Покоев Интенданта Эвелея		
_27940A6C08F00976	tr_avendale_captain_quarter	Комнаты Военачальника Эвендейла	Покоев Военачальника Эвендейла		
_78E50E7CC4FD059B	tr_avendale_foreman_quarter	Комнаты Надзирателя Эвендейла	Покоев Надзирателя Эвендейла		
_97745AEFCD96C193	tr_avendale_messenger_quarter	Комнаты Посланника Эвендейла	Покоев Посланника Эвендейла		
_FB0E659567AF0C24	tr_avendale_sage_quarter	Комнаты Мудреца Эвендейла	Покоев Мудреца Эвендейла		
_63F9CBD0FE13C5F2	tr_avendale_guard_chief_quarter	Комнаты Начальника стражи Эвендейла	Покоев Начальника стражи Эвендейла		
_57A4FAF98C86098B	tr_avendale_intendant_quarter	Комнаты Интенданта Эвендейла	Покоев Интенданта Эвендейла		
_58251EE102B9568E	tr_crystabell_sergent_quarter	Комнаты Военачальника Кристабелла	Покоев Военачальника Кристабелла		
_D972CAF3D5D86688	tr_crystabell_foreman_quarter	Комнаты Надзирателя Кристабелла	Покоев Надзирателя Кристабелла		
_69E9EEFED307E200	tr_crystabell_messenger_quarter	Комнаты Посланника Кристабелла	Покоев Посланника Кристабелла		
_0671E168C3F201EC	tr_crystabell_sage_quarter	Комнаты Мудреца Кристабелла	Покоев Мудреца Кристабелла		
_A7C9D64A291C07C5	tr_crystabell_guard_chief_quarter	Комнаты Начальника стражи Кристабелла	Покоев Начальника стражи Кристабелла		
_2959DAF99377CEFB	tr_crystabell_intendant_quarter	Комнаты Интенданта Кристабелла	Покоев Интенданта Кристабелла		
_ED2748C72CF6E4C0	zo_zora_mairie_ss	Помещения зала совета	Помещения зала совета		
_72572111A2B7D8B6	zo_zora_mairie_mainroom	Канцелярии зала совета	Канцелярии зала совета		
_84BF1DE6480C5928	fy_fortress_rdc	Нижний уровень Бастиона	Нижнего уровня Бастиона		
_6D4019DD10BB144B	fy_fortress_1st	Первый уровень Бастиона	Первого уровня Бастиона		
_E2A697A5283587B1	hoi_cho_stable	Стойла Хоа Шо	Стойл Хоа Шо		
_20866FACA6F56BB4	jen_lai_stable	Стойла Джен Лай	Стойл Джен Лай		
_E2F67FAFA78587B1	min_cho_stable	Стойла Мин Хо	Стойл Мин Хо		
_E1D7F4AD9FB58880	pyr_stable1	Стойла Северного Пайра	Стойл Северного Пайра		
