*HASH_VALUE	placeId	name	da
_C26EA13BA85DC0C7	place_outpost_tryker_29	Fortaleza de Loria	
_44800B071C726900	place_outpost_tryker_30	Centro de Investigación Estanques de Loria	
_46B02684B14C1C0F	place_outpost_tryker_31	Fortaleza de Whirling	
_83B23EA1420CACC7	place_outpost_tryker_32	Taller del Barranco Borrascoso	
_2B2A3040CA41E10C	place_outpost_pr_04	Taller de las Ruinas de Lerong	
_1B28EAA8E474F906	place_outpost_pr_05	Centro de Investigación del Pasillo del Anillo Oscuro	
_F73E357102FAD81E	place_outpost_pr_06	Taller del Árbol Caído	
_CF9EF5874F0F7D3D	place_outpost_pr_10	Fortaleza de los Callejones del Acantilado	
_946219632AAAB87C	place_outpost_pr_11	Centro de Investigación de Henge Alto	
_AAEC841D2EAA3907	place_outpost_pr_12	Fortaleza de las Colinas Bajas	
_E9D34584471079BA	place_outpost_pr_13	Centro de Investigación de las Colinas Altas	
_58F7A636B023ED3F	place_outpost_nexus_01	Centro de Investigación de la Puerta de Ichor	
_18910A55823C680F	place_outpost_nexus_02	Puesto de Comercio de las Colinas del Martillo	
_BF8095041987976A	place_outpost_nexus_03	Granja de la Puerta de la Sombra	
_263C57F8056069A2	place_outpost_nexus_04	Puesto Diplomático Final del Destino	
_3DF09127326D24EB	place_outpost_nexus_05	Taller Watchcomb	
_3EE16D0918E65F7D	place_outpost_nexus_06	Granja de la Alta Vigilancia	
_7D07A2802AA970CF	place_outpost_nexus_07	Puesto Fronterizo de la Puerta de los Residuos	
_9A62193E9DCCD68A	place_outpost_pr_01	Centro de Investigación de la Saprun del Oeste	
_7DEC8005D64D3D17	place_outpost_pr_02	Taller de Saprun del Este	
_BAFC701971E1D9CD	place_outpost_pr_03	Fortaleza de Nexusgate	
_7ADBA91C352FD80D	place_outpost_pr_14	Polo Mágico del Valle de Eerie	
_382C88153049E8CE	place_outpost_pr_15	Taller de la Puerta de Aeden	
_6BFD88198BE071AE	place_outpost_pr_16	Puesto Fronterizo de Yelkgrove	
_04A8EC001386967E	place_outpost_pr_07	Centro de Investigación de la Tierra de la Abundancia	
_BE12ED4908BFA1D6	place_outpost_pr_08	Fortaleza de Underwood	
_9D52D51EF680D536	place_outpost_pr_09	Taller del Pase de los Tres Tótems	
_A85B6823F16AE1FD	place_outpost_pr_17	Fortaleza del Árbol Muerto	
_B6C89408A46DD9C9	place_outpost_pr_18	Puesto de Comercio de la Savia de los Pantanos	
_FB1C4C8D884FE670	place_outpost_pr_19	Puesto Fronterizo de la Pradera de Tiro	
_52C01C5AB2CCBA8E	place_outpost_pr_20	Centro de Investigación Caminata de la Gruta	
_78E0B83607D11133	place_outpost_pr_21	Fortaleza de la Caverna Maldita	
_18B1B83FC612A68A	place_outpost_pr_22	Taller Bosque del Hongo Gigante	
_E90977C8F2092907	place_outpost_pr_23	Granja de las Alas de la Malevolencia	
_B1585ADE528BB6C4	place_outpost_pr_24	Puesto Diplomático de la Esquina de la Continuidad	
_77EECD3D072F1D0A	place_outpost_pr_25	Fortaleza del Lago de la Savia Mayor	
_BD6C7C19AEA8F8DC	place_outpost_pr_26	Taller de Stockdell	
_3397E4C86F599816	place_outpost_pr_27	Granja de la Quebrada Encantada	
_7A3A7708F8A0D930	place_outpost_pr_28	Taller Cuernos del Dragón	
_E107B0D2F25031F2	place_outpost_pr_29	Granja de las Ruinas de Cryton	
_7353EAD2F838E392	place_outpost_pr_30	Fortaleza de la Sala de la Montana de la Perdición	
_FEFDADE4AD50EF34	indoors_rolemaster_craft	Entrenador de Artesanos	
_405D89E7AD70072B	indoors_rolemaster_fight	Entrenador de Combate 	
_425D69EE68800712	indoors_rolemaster_magic	Entrenador de Magia	
_42012C9982119510	indoors_rolemaster_harvest	Entrenador de Recolección 	
_690960B32C28148A	tryker_nland_terrace	Terraza	
_673DA0205C66A7AE	tryker_terrace_1st	Terraza 1er Piso	
_264D601B9C66A79E	tryker_terrace_2nd	Terraza 2do Piso	
_31FE7929E858237A	place_pyr_p_market_1	Mercado de Cheapside	
_856FEDC62F1A4414	place_pyr_p_west_entrance	Puerta de Cerakos	
_153984B46DAB787F	place_pyr_p_market_2	Mercado Alto	
_6B5C4D2302CF0516	place_pyr_p_place_warschool	Lugar de la Academia	
_B7690C84C9814D00	place_pyr_p_fontaine	Plaza de la Fuente del Oasis	
_5C3011142E8923B2	place_pyr_p_sheriff	Lugar de la Cárcel Militar	
_CCE0E55AF1A0D281	place_pyr_p_place_mairie_1	Plaza del Salón Imperial	
_BBDCF30742410125	place_pyr_p_place_mairie_2	Plaza de Karavia	
_E05A68AE5E49A8B4	place_pyr_p_place_agora	Agora	
_0E14D0ACADAB8C86	place_pyr_p_street_1	Camino del Mercado	
_54A8CC3067F96F80	place_pyr_p_street_2	Camino de Cheapside	
_5784C8AC2E5A744C	place_pyr_p_street_3	La Manera del Comerciante	
_D6CF39F45B9C8048	place_pyr_p_street_4	Calle Principal de Pyr	
_19282D10AF7A8B8B	place_pyr_p_street_5	Carretera de la Puerta del Norte	
_44495127AAABBC5C	place_pyr_p_street_6	Avenida Cerakos	
_F0B0751C30D8977E	place_pyr_p_street_7	Avenida Arispotle	
_99DF8519ADEB183B	place_pyr_p_street_8	Circo Coriolis	
_05499BB56C3AB881	place_pyr_p_street_9	Camino de Rydon	
_1628C820ED9A8C28	place_pyr_p_street_10	Carril Central	
_03F88D1A68AB505C	place_pyr_p_street_11	Calle Leanon 	
_03F88D202EAB305D	place_pyr_p_street_12	Calle Dexton 	
_D62F151017DB3880	place_pyr_p_street_13	Camino de la Cárcel Militar	
_AB5B15CCAF7201DA	place_pyr_p_street_14	Calle de Piros de Arriba	
_53A8D80CAB3AC42D	place_pyr_p_street_15	Calla Karavia	
_ACEA4988BD9B78EE	place_pyr_p_street_16	Forma de la Fragua y del Martillo	
_AB5B15CC7061DDDD	place_pyr_p_street_17	Calle de Piros de Abajo	
_53CE252AA8263084	place_pyr_p_street_18	Carretera de la Puerta del Sur	
_53D67FAFEF4BEC7F	place_pyr_p_street_19	Carril de Baño	
_4349A128ED7BF84B	place_pyr_p_street_20	Circo Abylus	
_95286116EF49E777	place_pyr_p_street_21	Carretera de la Fuente	
_0449C8AC2FBACC2A	place_pyr_p_street_22	Fila del Minero	
_B0EE25015BBB1F7F	place_pyr_p_street_23	Caminata del Comerciante	
_2FB105272227C0F4	continent_matis_newbie	Isla Matis	la
_B249E525A557A0F2	continent_zorai_newbie	fIsla Zoraï	la
_57AB20D9AC098C9C	place_aegus_indoors	Entrenadores de Aegus	
_6C6CA51867882C81	place_kaemon_indoors	Entrenadores de Kaemon	
_885FBD17264A18E3	place_sekovix_indoors	Entrenadores de Sekovix	
_6C6CD12CEC1A4886	place_phyxon_indoors	Entrenadores de Phyxon 	
_498F710E6649E8DE	place_galemus_indoors	Entrenadores de Galemus	
_2B3C8D11ECC97889	place_stalli_indoors	Entrenadores de Stalli	
_978AE0E4AA18B8A6	place_borea_indoors	Entrenadores de Borea	
_290C8D202B994C84	place_nistia_indoors	Entrenadores de Nistia	
_45BE7D19AADA14DA	place_rosilio_indoors	Entrenadores de Rosilio	
_5A0A04D32B5874A0	place_miani_indoors	Entrenadores de Miani	
_AC3C71F957912C87	place_qai_lo_indoors	Entrenadores de Qaï-Lo 	
_708E391AAB9A8D0A	place_sheng_wo_indoors	Entrenadores de Sheng-Wo 	
_02AEF82C29E84D18	place_men_xing_indoors	Entrenadores de Nen-Xing 	
_08600DD3C969F8D9	place_koi_zun_indoors	Entrenadores de Koï-Zun 	
_795C7143FC803D07	place_yin_piang_indoors	Entrenadores de Yin-Piang 	
_C2822A4B4B104927	place_aubermouth_indoors	Entrenadores de Aubermouth 	
_002E213427787514	place_barkdell_indoors	Entrenadores de Barkdell 	
_844E81142D38DD14	place_hobwelly_indoors	Entrenadores de Hobwelly 	
_88F0F13C271A851A	place_waverton_indoors	Entrenadores de Waverton 	
_7FBF914379AF8D16	place_dingleton_indoors	Entrenadores de Dingleton 	
_422F691DA0BA1111	place_zora_p_cimetiere	Distrito del Cementerio	
_362EEE95C6B05DF7	place_zora_p_marche_commun	Distrito de Highmart	
_A715481EA9293757	place_zora_p_2	Distrito del Salón del Templo	
_6051582F6909CBA6	place_zora_p_3	Distrito de la Hondonada del Oeste	
_68E7D432A958E750	place_zora_p_4	Hacienda de Daïsha 	
_67866FC4E98682A3	place_zora_p_5	Hacienda de Win-Cho 	
_28F478B3AA59D4B1	continent_indoors	un edificio 	
_A645B49270E8B0A0	faihaven_stable	establos	los
_61C994A76EB8D819	place_yrk_p_1	Barrio Zachini	
_8F199CBE2D6BE453	place_yrk_p_2	Barrio Yasson	
_DD5570B9ECEA3058	place_yrk_p_3	Barrio Aniro	
_8FC998B46CECD055	place_yrk_p_4	Barrio Tylini	
_DD5538B02A9A5C5A	place_yrk_p_5	Barrio ibia 	
_A378A8B8E9878BC0	yrkanis_stable	Establos Yrkanis 	los
_2B765B95DBA7B397	place_zora_p_1	Distrito Persecución del Goo	
_613AD4975989B0AC	zora_stable	Establos Zora	los
_2D6F0161343115EF	place_yrkanis_bar_indoor	Entrada al Bar Yrkanis	
_CB7D74EB5E299B6B	place_yrkanis_greenhouse_indoor	Entrada a la Oficina del Intendente de Yrkanis 	
_C1BF2DE9E86D431A	ma_natae_captain_quarter	Capitán de Natae	
_40C031DE09E8A002	ma_natae_foreman_quarter	Inspector / Capataz de Natae	
_0792FD55B0EF2922	ma_natae_messenger_quarter	Mensajero de Natae	
_A154B0019C992499	ma_natae_sage_quarter	Sabio de Natae	
_DE02B94EE9261147	ma_natae_guard_chief_quarter	Jefe de la Guardia de Natae	
_C532195C71EF251D	ma_natae_intendant_quarter	Intendente de Natae	
_005F39E16BBE5B13	ma_davae_sergent_quarter	Sargento de Davae	
_BEE031D409E8A802	ma_davae_foreman_quarter	Inspector / Capataz de Davae	
_85F2FD55B0EF3124	ma_davae_messenger_quarter	Mensajero de Davae	
_1F54B0011C990499	ma_davae_sage_quarter	Savio de Davae	
_5C02B94EE946193D	ma_davae_guard_chief_quarter	Jefe de la Guardia de Davae	
_4392195C71EF2D1F	ma_davae_intendant_quarter	Intendente de Davae	
_82B00968DC5F4914	ma_avalae_captain_quarter	Capitán de Avalae	
_842F2A28AD8FFD28	ma_avalae_foreman_quarter	Inspector / Capataz de Avalae	
_FA144179824E79B6	ma_avalae_messenger_quarter	Mensajero de Avalae	
_26A0D40D2AE53062	ma_avalae_sage_quarter	Sabio de Avalae	
_89D271D949063A5F	ma_avalae_guard_chief_quarter	Jefe de la Guardia de Avalae	
_7ED4896D7E6E09B8	ma_avalae_intendant_quarter	Intendente de Avalae	
_06AEBA0AA1CF09CA	zo_jenlai_captain_quarter	Capitán de Jen Laï 	
_C666B9555D4F15CA	zo_jenlai_foreman_quarter	Inspector / Capataz de Jen Laï	
_4B71C08DFB6BAE3A	zo_jenlai_messenger_quarter	Mensajero Jen Laï 	
_4389082D65949720	zo_jenlai_sage_quarter	Sabio de Jen-Laï 	
_0DE1CC7DBBEA7A44	zo_jenlai_intendant_quarter	Intendente de Jen-Laï 	
_7460336D1826EA26	zo_jenlai_guard_chief_quarter	Jefe de la Guardia de Jen-Laï 	
_C7EEC61043AFE5CE	zo_mincho_captain_quarter	Capitán de Min Cho 	
_87A6C55BFF2FF1CE	zo_mincho_foreman_quarter	Inspector / Capataz de Min Cho	
_CD71BE9A7ADBAE42	zo_mincho_messenger_quarter	Mensajero de Min Cho	
_C6F90833283497A4	zo_mincho_sage_quarter	Savio de Min-Cho	
_8FE1CA8A3A5A7A4C	zo_mincho_intendant_quarter	Intendente de Min-Cho	
_15D00F73DAD6F62A	zo_mincho_guard_chief_quarter	Jefe de laGuardia de Min-Cho	
_E64EB21043AFD1D4	zo_hoicho_captain_quarter	Capitán de Hoï Cho 	
_A606B15BFF2FDDD4	zo_hoicho_foreman_quarter	Inspector / Capataz Hoï Cho 	
_4B71BE9A7ADBA04E	zo_hoicho_messenger_quarter	Mensajero de Hoï Cho	
_85F908B4A9E483AA	zo_hoicho_sage_quarter	Sabio de Hoï-Cho	
_0DE1CA8A3A5A6C58	zo_hoicho_intendant_quarter	Intendente de Hoï-Cho 	
_D4D00F733A36CE30	zo_hoicho_guard_chief_quarter	Jefe de la Guardia de Hoï-Cho Guard 	
_1A656D1C65D737B0	place_fairhaven_p_1	Tenedor de Fairmarket	
_DE1377BC50588CA0	place_fairhaven_p_2	Final de la Tierra	
_5D251869E5588CA8	place_fairhaven_p_3	Cabeza del Viento	
_56E1DCAE677980AB	place_fairhaven_p_4	Punto de Hartley	
_A4F3717C3B1E4123	place_fairhaven_p_5	Plaza de la Cámara del Consejo	
_DAB5C0AAE259A0B0	place_fairhaven_p_6	Mercado del Este	
_C965C01D62D8809D	place_fairhaven_p_7	Lugar de Frogrmore	
_D721C470A338A8B3	place_fairhaven_p_8	Subida de Loria	
_1CA5406C222870A8	place_fairhaven_s_1	Carretera Rigan	
_19A57C980F2874B0	place_fairhaven_s_2	Carril Campana	
_36BC098C674E3126	place_fairhaven_s_3	Avenida de la Cámara Superior	
_F4CC098C674E4D25	place_fairhaven_s_4	Avenida de la Cámara Inferior	
_1E61DCB1A8A9385C	place_fairhaven_s_5	En Camino de Hartley	
_DAB56D19E2085FB0	place_fairhaven_s_6	El Camino del Mercado del Este	
_1711B0B166584CAB	place_fairhaven_s_7	Camino de Hobelen	
_C975C0BBE3A85499	place_fairhaven_s_8	Carril de Frogmore	
_61D632D17A364A81	tr_windermeer_captain_quarter	Capitán de Windermeer 	
_DF83BAF54EB76E85	tr_windermeer_foreman_quarter	Inspector / Capataz de Windermeer 	
_E8F8EE0C5216E20E	tr_windermeer_messenger_quarter	Mensajero de Windermeer 	
_88420D84431099DE	tr_windermeer_sage_quarter	Sabio de Windermeer	
_2799365B283C9FB3	tr_windermeer_guard_chief_quarter	Jefe de la Guardia de Windermeer	
_A868DA071286CE09	tr_windermeer_intendant_quarter	Intendente de Windermeer 	
_27940A6C08F00976	tr_avendale_captain_quarter	Capitán de Avendale 	
_78E50E7CC4FD059B	tr_avendale_foreman_quarter	Inspector / Capataz de Avendale 	
_97745AEFCD96C193	tr_avendale_messenger_quarter	Mensajero de Avendale	
_FB0E659567AF0C24	tr_avendale_sage_quarter	Sabio de Avendale	
_63F9CBD0FE13C5F2	tr_avendale_guard_chief_quarter	Jefe de la Guardia de Avendale	
_57A4FAF98C86098B	tr_avendale_intendant_quarter	Intendente de Avendale	
_58251EE102B9568E	tr_crystabell_sergent_quarter	Sargento de Avendale	
_D972CAF3D5D86688	tr_crystabell_foreman_quarter	Inspector / Capataz de Crystabell	
_69E9EEFED307E200	tr_crystabell_messenger_quarter	Mensajero de Crystabell	
_0671E168C3F201EC	tr_crystabell_sage_quarter	Sabio de Crystabell	
_A7C9D64A291C07C5	tr_crystabell_guard_chief_quarter	Jefe de la Guardia de Crystabell	
_2959DAF99377CEFB	tr_crystabell_intendant_quarter	Intendente de Crystabell	
_ED2748C72CF6E4C0	zo_zora_mairie_ss	Salón Principal	el
_72572111A2B7D8B6	zo_zora_mairie_mainroom	Salón Principal	el
_84BF1DE6480C5928	fy_fortress_rdc	Fortaleza a nivel del Suelo	el
_6D4019DD10BB144B	fy_fortress_1st	1er piso de la Fortaleza	el
_E2A697A5283587B1	hoi_cho_stable	Establo de Hoi Cho 	el
_20866FACA6F56BB4	jen_lai_stable	Establos de Jen Lai 	los
_E2F67FAFA78587B1	min_cho_stable	Establos de Min Cho 	los
_E1D7F4AD9FB58880	pyr_stable1	Establos al Norte de Pyr	los
_E1E700ADE0B58880	pyr_stable2	Establos al Sur de Pyr	los
_10D8DCAD633500A7	pyr_stable3	Establos al Este de Pyr	los
_27C85FA7268B1082	natae_stable	Establos de Natae	los
_27E85F9D26CB106E	davae_stable	Establos de Davae	los
_5BC978AD69880081	avalae_stable	Establos de Avalae	los
_1CEA78C7E7D8848F	thesos_stable	Establos de Thesos	los
_AAA8BFA62C4BD077	dyron_stable	Establos de Dyron	los
_CB1ED8FB645A1C92	fairhaven_stable	Establos de Fairhaven	los
_B5CFF512673949F8	windermeer_stable	Establos de Windermeer	los
_A499A1F1CEA97C93	avendale_stable	Establos de Avendale	los
_3BB0CD05A4784116	crystabell_stable	Establos de Crystabell	los
_A3D908AC6D6A6495	place_pyr_p_forge	Fundición / Herrería	la
_AF2D0919C1576A05	r_01_06_forage_place_1	Deposito Especial	el
_AAA9B7061540F1D4	r_05_36_mission_place_hunting_1	Terreno de Caza de Ragus	el
_8EB43958F24FD851	place_r_08_03_espionnage	punto de observación 	el
_C78F426D3D0F1C2A	continent_fyros_islands	Tierras Antiguas	las
_C343A9685F37CC90	region_fyros_island1pvp 3	<isletas fyros 1 (pvp)>	
_20188FF2F929407C	region_fyros_island2	<isletas fyros 2>	
_24BE643467D8C8C6	region_fyros_island3	Dunas Aelius	las
_8FDA400352CEC92B	r_11_10_kitin_hunting_1	El primer terreno de caza	
_3ED36A63D73EA16C	r_11_10_kitin_hunting_2	El segundo terrero de caza	
_50D58839A2EE9278	r_08_04_kitin_boss_1	El Reto	
_65CACC23504263D7	r_05_34_place_lake_1	Junto al lago	
_16B10294F1118B4F	place_arrival_from_sources	"Si ves este texto, es un error: lugar_llegada_d_fuentes."	
_E6013EFFB4FEB861	place_arrival_from_zorai	"Si ves este texto, es un error: lugar_llegada_de_zoraï."	
_20303EFF361FE055	place_arrival_from_matis	"Si ves este texto, es un error: lugar_llegada_de_matis."	
_DACE98C5E36C7230	place_arrival_from_route_gouffre	"Si ves este texto, es un error: lugar_llegada_de_ruta_gouffre."	
_68FB04BEDC8A4CC3	oasis_rdc	Dyron	
_DADA0C766985AFA5	oasis_1st	La Taberna del Oasis 	
_DBA1B2879853B535	war_school_rdc	Planta baja de la escuela militar	
_235BE50B449EE81E	war_school_ss	Sótano de la escuela militar	
_94352638B17CB560	sherif_armory_rdc	Planta baja del arsenal	
_85303230FE1225CE	sherif_armory_1st	suelo del arsenal	
_97B394C0997974A0	sherif_rdc	Plaza del Cuerpo de la Guardia	
_9902D8CF497984A0	sherif_1st	Piso del Cuerpo de la Guardia	
_C68FF216063FADD6	zo_hoicho_sergent_quarter	Sargento de Hoi-Cho 	
_2A289CA228F9A0A7	region_matis_island		
_64C03EFF367FF06B	place_arrival_from_fyros	"Si ves este texto, es un error: lugar_llegada_de_fyros."	
_0F4F819946B886B3	place_arrival_from_tryker	"Si ves este texto, es un error: lugar_llegada_de_tryker."	
_5D803EFFB38EC048	place_arrival_from_bagne	"Si ves este texto, es un error: lugar_llegada_de_bagne."	
_F598ACE61E4941CB	place_r_07_13_boss_kill	Mercenarios	
_7735415374A70966	place_r_01_10_escort	Punto de Encuentro	
_59D5046521FB70DA	place_arena_warning	"Si ves este texto, es un error: lugar_arena_advertencia"	
_CC714C9FEBEF2433	r_01_06_hill_light	"Si ves este texto, es un error: r_01_06_colina_luz."	
_AC2EEFFFCD1C6926	r_05_36_mission_place_hunting_2	"Si ves este texto, es un error: r_05_36_mision_lugar_caceria_2."	
_AC2EEFFFCD2C6927	r_05_36_mission_place_hunting_3	"Si ves este texto, es un error: r_05_36_mision_lugar_caceria_3."	
_0144BC1A72366C6C	r_09_10_mission_forage_1	Reunir aserrín	
_6543E020AE366C07	r_09_10_mission_forage_2	Reunir cera	
_65EE17B7F2CAA4FD	r_09_10_mission_forage_3	Reunir madera	
_794C1D8BEBD85488	r_08_16_mission_place_2	primer emboscada	
_399DE9213CD418F4	r_08_16_mission_place_4	segunda emboscada	
_FEF3F18880D42C69	r_08_16_mission_place_5	el líder te esta buscando	
_DEC9CC99E7779F78	ava_bar_ext1	Avalae	
_D787078F0F8B4067	ava_bar_int2	Barra de Avalae	
_5636A84F67199C69	ava_bar_int_2	Barra de Avalae	
_1D4B8C8D68BAA437	dav_bar_ext2	Davae	
_4B1758950F8B6867	dav_bar_int2	Barra de Davae	
_9D2BB497E89ACC41	nat_bar_ext2	Natae	
_D3FA885C679A9C41	nat_bar_int_2	Barra de Natae	
_CDD758A90F8B6067	nat_bar_int2	Barra de Natae	
_A5677CB95F570BBC	serre2	Yrkanis	
_A5577CB91F5707BC	serre1	Yrkanis	
_11D894BB6B18DEBA	yrk_serre_ncp2	Invernadero de Yrkanis	
_55D894BB6B18DAAD	yrk_serre_npc1	Invernadero de Yrkanis	
_E7EAF4B9A48A14B3	yrk_bar_ext	Yrkanis	
_99B903B9D54A188E	yrk_bar_int1	Barra de Yrkanis	
_A759546346C8BBCA	mairie_rdc	planta baja	
_C45A9DE5178C1321	yrkanis mairie ss	sótano del ayuntamiento	
_61403EFF36E0205D	place_arrival_from_nexus	"Si ves este texto, es un error: lugar_llegada_desde_nexus."	
_E3A13EFFB3CFFC57	place_arrival_from_terre	"si ves este texto, es un error: place_arrival_from_terre."	
_C8E11A63023D3424	continent_tryker_island	Tierras Antiguas	las
_782750B66DD50B84	region_tryker_island1	<islote tryker1>	
_783750B66DD50B85	region_tryker_island2	<islote tryker 2>	
_784750B66DD50B86	region_tryker_island3	<islote tryker3>	
_9FDAC1DE6DF71481	region_tryker_island4	Lago de Olkern	las
_786750B66DD50B88	region_tryker_island5	<islote tryker5>	
_06C2A8376442D645	r_01_28_mission_tp_1a	Cueva del Torbellino o Vórtice cerca de las Gotas de Rocío	la
_5D3124100950F084	r_01_28_mission_tp_2a	Pasaje cerca de las Gotas de Rocío	el
_1EA438315D638A9E	r_05_33_creek_1	Arroyo de Clopper	
_F27CBD6F00A82016	r_01_27_place_libertylake	Playa Peligrosa	
_0F1086393F8B083C	r_01_27_place_libertylake_2	Playa de Clopper	
_53F9A97830AA1FE7	r_12_04	"Si ves este texto, es un error: r_12_04"	
_D8EE237CA3C73181	r_01_28_mission_tp_1	Cueva del Torbellino o Vórtice cerca de los Vientos de la Musa	la
_321059AE9A1F0970	r_01_28_mission_tp_2	Pasaje cerca de los Vientos de la Musa	el
_2C7D7F0D60A5B869	continent_zorai_island	<isletas zoraï>	
_DB798FE7FE88087C	region_zorai_island1	<isleta zoraï 1>	
_1B798FE8FE88087C	region_zorai_island2	<isleta zoraï 2>	
_5B798FE9FE88087C	region_zorai_island3	<isleta zoraï 3>	
_9C798FEAFE88087C	region_zorai_island4	<isleta zoraï 4>	
_FBA877B09500939C	r_06_12_forage_1	fuente de resina	
_772E4C85FE065074	r_06_12_forage_2	fuente de fibra podrida	
_8926187ED6A4F65B	r_06_12_hunting_1	La caza	
_DAE5ACAB55DD2399	r_10_10_goo_hunting	área infectada	
_7FE78D2E9558B3A2	zora_mairie_ss	sótano del ayuntamiento	
_651AB4C7EC37448B	zora_mairie_mainroom	Ayuntamiento	
_F28C868C7F5ABFC0	r_07_04_place_adept_spawn	Lugar de Ritual Kami	
_CFE5AAFE0E263A60	place_zora_puits_aux_offrandes	Pozo de las Ofrendas	el
_6CE9E88E6105DCA9	gmisland	Isla del Atrium	la
_EA39D49BE04753AE	gmisland_stable	Establos del Atrium	los
_69670C5ADDE9CCB8	gmcampfire	Campamento del Atrium	el
_EFD6BCAEA0A863B1	gmarena	Arena del Atrium	la
_CDA66BB129164B9B	r_06_13_kitin	área de exploración 	el
_E589639EDA4288B3	debug_place_visit	lugar de prueba 1	el
_6C857FCF85DB7CA3	debug_place_visit2	lugar de prueba 2	el
_46DF20FF673994DF	debug_place_teleport	lugar de tele transportación 	el
_F48DF7D5800A5CC9	r_05_15_repere_bandits	Escondite de los bandidos	el
_F50B113966162410	r_03_38_village_shadowrunners	Campamento	el
_33DA74E9E7B74760	place_r_05_41_foreuses	Deposito de Materia Prima	el
_CC24A4B02636DE04	place_r_09_09_arrivee_bagne	Punto de Llegada del Abismo de Ichor	el
_C8E5A6975D642900	welcomer_natae_guardchief	Jefe de la Guardia Natae	el
_42BFED62CB5D99C2	welcomer_natae_intendant	Intendente de Natae	el
_5C34809BD9B7B892	welcomer_natae_sage	Sabio de Natae	el
_C2BFC5624B5D71C2	welcomer_davae_intendant	Intendente de Davae	el
_5A34589BD9B7C092	welcomer_davae_sage	Sabio de Davae	el
_48E57E97DD640100	welcomer_davae_guardchief	Jefe de la Guardia de Davae	el
_579522D7DAB182EB	welcomer_avalae_guardchief	Jefe de la Guardia de Avalae	el
_D91530CE24E844A4	welcomer_avalae_sage	Sabio de Avalae	el
_BFB24E8DBE6F89D5	welcomer_avalae_intendant	Intendente de Avalae	el
_FEABB5156969D8D2	welcomer_avendale	Oficial de Avendale	el
_3B2F0A60303F3DBE	welcomer_windermeer	Oficial de Windermeer	el
_C110E2536D7E35DC	welcomer_crystabell	Oficial de Crystabell	el
_F2F241D9DB2EFD92	welcomer_jenlai_guardchief	Jefe de la Guardia de Jen-Laï 	el
_5A0F6D8FBFEC047C	welcomer_jenlai_intendant	Intendente de Jen-Laï 	el
_D47ED9B5D4485478	welcomer_jenlai_sage	Sabio Jen Lai	el
_1CBF798FC07C2079	welcomer_mincho_intendant	Intendente de Jen-Laï 	el
_B4A24DD9DCBE198F	welcomer_mincho_guardchief	Jefe de la Guardia Min Cho	el
_D41E01ACD4A88072	welcomer_mincho_sage	Sabio Min Cho	el
_DB1F658A412C2079	welcomer_hoicho_intendant	Intendente de Hoï-Cho 	el
_937EEDACD458986D	welcomer_hoicho_sage	Sabio Hoi Cho	el
_730239D45D6E198F	welcomer_hoicho_guardchief	Jefe de la Guardia Hoi Cho	el
_BC5EF96FBE283C5E	episode2_camp_karavan_fyros_island	Campamento Karavan de las Dunas Aelius	el
_036E80DFA0CB2BB0	episode2_camp_kami_fyros_island	Campamento Kami de las Dunas Aelius	el
_0DFE209AE36A8F9A	episode2_camp_kami_matis_island	Campamento Kami del Bosque Almati	el
_917E577AB344704E	episode2_camp_karavan_matis_island	Campamento Karavan del Bosque Almati	el
_409ED04BDF5FC049	episode2_camp_karavan_tryker_island	Campamento Karavan del Lago Olken	el
_FB7BA7032F267DF7	episode_2_camp_kami_tryker_island	Campamento Kami del Lago Olken	el
_D88CD76935E9BC0D	region_newbieland_hunting_grounds	Tierras de Cacería	las
_FF7B805391F2CE15	region_newbieland_the_shattered_ruins	Ruinas Destrozadas	las
_6BAB95F65A4612C5	place_shattered_ruins_silan	Ruinas de Silan	las
_C1B6D7A38910C280	place_shattered_ruins_trone	Salón del Trono	el
_F7ED900FB606BF52	region_newbieland_starting_zone	Tierras de Guardabosques	las
_F207FC792E5B7FD7	place_starting_zone_starting_city	Campo del Guardabosques	el
_1FC0BD051FBA29C2	place_starting_zone_arena	Arena	la
_1AD4EDDE25EF9A7C	region_newbieland_blight_zone	Zona de Plaga	la
_7B1F3EDFDAE106E2	region_newbieland_shining_lake	El Lago Brillante	el
_76195654F845B2F6	region_newbieland_kitins_jungle	Jungla Kitin	la
_80BF8CB067DB7D2B	Karavan Embassy	Embajada Karavan	la
_13D97FAB68F4205D	Kami_Enclave	Enclave Kami	el
_710627533E632FDF	place_hunting_grounds_gingo_lair	Guarida Ragus	la
_CC0CE3C65B7FA15A	mission_place_tryker_02	Zona de Prospección 	la
_CC0CE3C65B8FA15A	mission_place_tryker_03	Zona de Prospección 	la
_AADAC0B4A615B39C	mission_place_ranger_01		
_AADAC0B4A625B39C	mission_place_ranger_02		
_A35A89087EC54678	mission_place_ilot	terreno de experimentación 	el
_C2EB1553A7B1C119	newbieland	Tierras Controladas	las
_FB2D817EC31E3E85	region_newbieland	Tierras para Explorar	las
_CC0CE3C6639FA15A	mission_place_tryker_04	Zona de Prospección 	la
_7B1B7F9960E2527E	continent_corrupted_moor	Paramos Corruptos	los
_3874F76125ABDBD0	region_karavanexclusionzone	Llanuras Laceradas	las
_F72E18E86DBAD71D	place_tcm_karavan_camp	Campo de Experimentación Karavan	el
_84DA729970FAC598	region_hopeforest	Bosque de Sueños	el
