*HASH_VALUE	creature ID	name	ia	da	cc	pr	p	pia	pda
_1A6EE26F05483C06	cchgb2	Stinking Varinx	a	the			Stinking Varinxs		the
_4570F54D2BBD9309	cchgb3	Morbid Varinx	a	the			Morbid Varinxs		the
_E08AE430F1D6579A	cchgb4	Poisoned Varinx	a	the			Poisoned Varinxs		the
_E08AE430F1D64B9B	cchgc1	Plagued Varinx	a	the			Plagued Varinxs		the
_C5EF3D4F30AD8FFF	cchgc2	Sickly  Varinx	a	the			Sickly  Varinxs		the
_43231D6A419A2819	cchgc3	Putrescent Varinx	a	the			Putrescent Varinxs		the
_C1C3856A011A4825	cchgc4	Virulent Varinx	a	the			Virulent Varinxs		the
_C1C3856A011A3C26	cchgd1	Ravaged Varinx	a	the			Ravaged Varinxs		the
_C86F250A225CE3E5	cchgd2	Festering Varinx	a	the			Festering Varinxs		the
_2011F1256E166BDD	cchgd3	Pestiferous Varinx	a	the			Pestiferous Varinxs		the
_1984CDCE13968968	cchgd4	Raving Varinx	a	the			Raving Varinxs		the
_1984CDCE13967D69	cchge1	Pustulous Varinx	a	the			Pustulous Varinxs		the
_0270C1582B9D8FFF	cchge2	Seeping Varinx	a	the			Seeping Varinxs		the
_8A353668B47EE067	cchge3	Foaming Varinx	a	the			Foaming Varinxs		the
_86C0E9592DCED716	cchge4	Revolting Varinx	a	the			Revolting Varinxs		the
_86C0E9592DCECB17	cchgf1	Demented Varinx	a	the			Demented Varinxs		the
_44131D6E7FBA3C1A	cchgf2	Frenzied Varinx	a	the			Frenzied Varinxs		the
_7FB3496A03292831	cchgf3	Fiendish Varinx	a	the			Fiendish Varinxs		the
_28578F9EA736D2A1	cchgf4	Lethal Varinx	a				Lethal Varinxs		the
_6311A9236EF663DA	cchpa1	Weeny Varinx	a	the			Weeny Varinxs		the
_0FF5DE60F63E845B	cchpa2	Puny Varinx	a	the			Puny Varinxs		the
_860F4D1F255CE7D7	cchpa3	Young Varinx	a	the			Young Varinxs		the
_E2F4A64281B4048F	cchpa4	Mild Varinx	a	the			Mild Varinxs		the
_E2F4A64281B4F890	cchpb1	Vigorous Varinx	a	the			Vigorous Varinxs		the
_01440D6EC6D93422	cchpb2	Growling Varinx	a	the			Growling Varinxs		the
_4ABF0940AE3CD303	cchpb3	Scowling Varinx	a	the			Scowling Varinxs		the
_05AF3D1F22FBEBCE	cchpb4	Baying Varinx	a	the			Baying Varinxs		the
_05AF3D1F22FBDFCF	cchpc1	Scary Varinx	a	the			Scary Varinxs		the
_CB7F15412C6CB302	cchpc2	Malicious Varinx	a	the			Malicious Varinxs		the
_CD242AF2C2130878	cchpc3	Dangerous Varinx	a	the			Dangerous Varinxs		the
_C6454D7904396829	cchpc4	Menacing Varinx	a	the			Menacing Varinxs		the
_4B9F250BDF5BDFE6	cchpe1	Roaring Varinx	a	the			Roaring Varinxs		the
_04FF250A239CE3D1	cchpe2	Marauding Varinx	a	the			Marauding Varinxs		the
_4950CA7A30997479	cchpe3	Hunting Varinx	a	the			Hunting Varinxs		the
_5A17661AA8C4B56E	cchpe4	Prowling Varinx	a	the			Prowling Varinxs		the
_04F061F7CA292C22	ccida1	Weeny Zerx	a	the			Weeny Zerxs		the
_C3C095155FF10F06	ccida2	Puny Zerx	a	the			Puny Zerxs		the
_029FB909EAB261F6	ccida3	Young Zerx	a	the			Young Zerxs		the
_944F091B6DB7DF40	ccida4	Mild Zerx	a	the			Mild Zerxs		the
_944F091B6DB7D341	ccidb1	Vigorous Zerx	a	the			Vigorous Zerxs		the
_02815925E8925DF7	ccidb2	Growling Zerx	a	the			Growling Zerxs		the
_8A9FB127649461F9	ccidb3	Scowling Zerx	a	the			Scowling Zerxs		the
_A115549F9058F39C	ccidb4	Baying Zerx	a	the			Baying Zerxs		the
_A115549F9058E79D	ccidc1	Scary Zerx	a	the			Scary Zerxs		the
_D7B01535EF97F742	ccidc2	Malicious Zerx	a	the			Malicious Zerxs		the
_58A11127EF17DB42	ccidc3	Dangerous Zerx	a	the			Dangerous Zerxs		the
_816039FC4F093818	ccidc4	Menacing Zerx	a	the			Menacing Zerxs		the
_816039FC4F092C19	ccidd1	Roaring Zerx	a	the			Roaring Zerxs		the
_D60F2529F0A7D343	ccidd2	Marauding Zerx	a	the			Marauding Zerxs		the
_73242238022F4810	ccidd3	Hunting Zerx	a	the			Hunting Zerxs		the
_851145F087583819	ccidd4	Prowling Zerx	a	the			Prowling Zerxs		the
_F4455A37C26F580E	ccidf1	Terriifying Zerx	a	the			Terriifying Zerxs		the
_06A121FD0E695023	ccidf2	Awesome Zerx	a	the			Awesome Zerxs		the
_86D239F78F596425	ccidf3	Horrific Zerx	a	the			Horrific Zerxs		the
_D4828E7734D30586	ccija1	Weeny Zerx	a	the			Weeny Zerxs		the
_B2857227CA412C13	ccija2	Puny Zerx	a	the			Puny Zerxs		the
_A11570969167CB9F	ccija3	Young Zerx	a	the			Young Zerxs		the
_154F091B6DB7DF40	ccija4	Mild Zerx	a	the			Mild Zerxs		the
_154F091B6DB7D341	ccijb1	Vigorous Zerx	a	the			Vigorous Zerxs		the
_1E15789D90E7E39C	ccijb2	Growling Zerx	a	the			Growling Zerxs		the
_43305D038D697C26	ccijb3	Scowling Zerx	a	the			Scowling Zerxs		the
_87615DF80D2AB42E	ccijb4	Baying Zerx	a	the			Baying Zerxs		the
_87615DF80D2AA82F	ccijc1	Scary Zerx	a	the			Scary Zerxs		the
_54C893FA70B91B82	ccijc2	Malicious Zerx	a	the			Malicious Zerxs		the
_154F0124B278F342	ccijc3	Dangerous Zerx	a	the			Dangerous Zerxs		the
_84A02DF28D5A9C1E	ccijc4	Menacing Zerx	a	the			Menacing Zerxs		the
_84A02DF28D5A901F	ccijd1	Roaring Zerx	a	the			Roaring Zerxs		the
_74C44232040E4414	ccijd2	Marauding Zerx	a	the			Marauding Zerxs		the
_E315589D9298E7A6	ccijd3	Hunting Zerx	a	the			Hunting Zerxs		the
_1AA01D1D2D77DB43	ccijd4	Prowling Zerx	a	the			Prowling Zerxs		the
_A6F550B0D477F38E	ccijd5	Gar-Lo	a	the			Gar-Los		the
_1AA01D1D2D77CF44	ccije1	Preying Zerx	a	the			Preying Zerxs		the
_837FF12F62945DFA	ccije2	Raging Zerx	a	the			Raging Zerxs		the
_15FFD526AFC81744	ccije3	Fearsome Zerx	a	the			Fearsome Zerxs		the
_958F111FEBB81744	ccije4	Huge Zerx	a	the			Huge Zerxs		the
_958F111FEBB80B45	ccijf1	Terriifying Zerx	a	the			Terriifying Zerxs		the
_46BFF44D315EF40B	ccijf2	Awesome Zerx	an	the			Awesome Zerxs		the
_837039F089987C2A	ccijf3	Horrific Zerx	a	the			Horrific Zerxs		the
_E0157C9E9507E3AF	ccila1	Weeny Zerx	a	the			Weeny Zerxs		the
_4A4129F54FB96027	ccila2	Puny Zerx	a	the			Puny Zerxs		the
_9F15789D90E7E79B	ccila3	Young Zerx	a	the			Young Zerxs		the
_964F091B6DB7DF40	ccila4	Mild Zerx	a	the			Mild Zerxs		the
_964F091B6DB7D341	ccilb1	Vigorous Zerx	a	the			Vigorous Zerxs		the
_479EB84E6E4EFC03	ccilb2	Growling Zerx	a	the			Growling Zerxs		the
_452EB03D6E4DE80D	ccilb3	Scowling Zerx	a	the			Scowling Zerxs		the
_631554969148CFA0	ccilb4	Baying Zerx	a	the			Baying Zerxs		the
_631554969148C3A1	ccilc1	Scary Zerx	a	the			Scary Zerxs		the
_D5E89B096D28E37C	ccilc2	Malicious Zerx	a	the			Malicious Zerxs		the
_D5E8730FE92AC786	ccilc3	Dangerous Zerx	a	the			Dangerous Zerxs		the
_4BDF00416F3D0C04	ccilc4	Menacing Zerx	a	the			Menacing Zerxs		the
_4BDF00416F3D0005	ccild1	Roaring Zerx	a	the			Roaring Zerxs		the
_0B7F4041733D100F	ccild2	Marauding Zerx	a	the			Marauding Zerxs		the
_87C27DF44A596423	ccild3	Hunting Zerx	a	the			Hunting Zerxs		the
_C5C021F78F596823	ccild4	Prowling Zerx	a	the			Prowling Zerxs		the
_C5C021F78F595C24	ccile1	Preying Zerx	a	the			Preying Zerxs		the
_881F1911EA545D00	ccile2	Raging Zerx	a	the			Raging Zerxs		the
_881FE10968946100	ccile3	Fearsome Zerx	a	the			Fearsome Zerxs		the
_E115589895B7D7B3	ccile4	Huge Zerx	a	the			Huge Zerxs		the
_D6588B146F690F7A	ccipa1	Weeny Zerx	a	the			Weeny Zerxs		the
_4CEF303FAE5DC817	ccipa2	Puny Zerx	a	the			Puny Zerxs		the
_D96FF92732091740	ccipa3	Young Zerx	a	the			Young Zerxs		the
_35F67232CBB03011	ccipa4	Mild Zerx	a	the			Mild Zerxs		the
_35F67232CBB02412	ccipb1	Vigorous Zerx	a	the			Vigorous Zerxs		the
_44A005F94BB89025	ccipb2	Growling Zerx	a	the			Growling Zerxs		the
_0DBF791F68D26107	ccipb3	Scowling Zerx	a	the			Scowling Zerxs		the
_570FE12331470341	ccipb4	Baying Zerx	a	the			Baying Zerxs		the
_570FE1233147F742	ccipc1	Scary Zerx	a	the			Scary Zerxs		the
_891FE11164D25DFE	ccipc2	Malicious Zerx	a	the			Malicious Zerxs		the
_22064A34856B38F4	ccipc3	Dangerous Zerx	a	the			Dangerous Zerxs		the
_097179090B986822	ccipc4	Menacing Zerx	a	the			Menacing Zerxs		the
_097179090B985C23	ccipd1	Roaring Zerx	a	the			Roaring Zerxs		the
_891FB13568525DFF	ccipd2	Marauding Zerx	a	the			Marauding Zerxs		the
_889ECC4F6EFEF0FF	ccipd3	Hunting Zerx	a	the			Hunting Zerxs		the
_9CA01D1D2D77DB43	ccipd4	Prowling Zerx	a	the			Prowling Zerxs		the
_5B77A895E3D64F6F	ccjfc1	Scary Javing	a				Scary Javings		the
_5B77A895E3D65370	ccjfc2	Malicious Javing	a				Malicious Javings		the
_5B77A895E3D65771	ccjfc3	Dangerous Javing	a				Dangerous Javings		the
_5B77A895E3D65B72	ccjfc4	Menacing Javing	a				Menacing Javings		the
_9C77A895E3D64F70	ccjfd1	Vicious Javing	a				Vicious Javings		the
_9C77A895E3D65371	ccjfd2	Malignant Javing	a				Malignant Javings		the
_9C77A895E3D65772	ccjfd3	Hunting Javing	a				Hunting Javings		the
_9C77A895E3D65B73	ccjfd4	Prowling Javing	a				Prowling Javings		the
_DCB7A895E3D64F6D	ccjja1	Fledgling Javing	a				Fledgling Javings		the
_DCB7A895E3D6536E	ccjja2	Lesser Javing	a				Lesser Javings		the
_1CB7A895E3D64F6E	ccjjb1	Vigorous Javing	a				Vigorous Javings		the
_1CB7A895E3D6536F	ccjjb2	Vulgar Javing	a				Vulgar Javings		the
_1CB7A895E3D65770	ccjjb3	Bloated Javing	a				Bloated Javings		the
_1CB7A895E3D65B71	ccjjb4	Prime Javing	a				Prime Javings		the
_A8B7C39EE766FAA1	cckdf1	Terriifying Cuttler	a				Terriifying Cuttlers		the
_A8B7C79EE76602A1	cckdf2	Awesome Cuttler	an				Awesome Cuttlers		the
_A8B7CB9EE7660AA1	cckdf3	Horrific Cuttler	a				Horrific Cuttlers		the
_A8B7CF9EE76612A1	cckdf4	Great Cuttler	a				Great Cuttlers		the
_A8B7C39D6766FA9F	cckfe1	Preying Cuttler	a				Preying Cuttlers		the
_A8B7C79D6766029F	cckfe2	Raging Cuttler	a				Raging Cuttlers		the
_A8B7CB9D67660A9F	cckfe3	Fearsome Cuttler	a				Fearsome Cuttlers		the
_A8B7CF9D6766129F	cckfe4	Huge Cuttler	a				Huge Cuttlers		the
_A8B7C39E6766FAA1	cckff1	Terriifying Cuttler	a				Terriifying Cuttlers		the
_A8B7C79E676602A1	cckff2	Awesome Cuttler	an				Awesome Cuttlers		the
_A8B7CB9E67660AA1	cckff3	Horrific Cuttler	a				Horrific Cuttlers		the
_A8B7CF9E676612A1	cckff4	Great Cuttler	a				Great Cuttlers		the
_2C18A4A35432F19B	cclde1	Preying Ocyx	a				Preying Ocyxs		the
_2C18A4A35432F99B	cclde2	Raging Ocyx	a				Raging Ocyxs		the
_2C18A4A35432019B	cclde3	Fearsome Ocyx	a				Fearsome Ocyxs		the
_2C18A4A35432099B	cclde4	Huge Ocyx	a				Huge Ocyxs		the
_2C18A4A35432F19D	cclff1	Terriifying Ocyx	a				Terriifying Ocyxs		the
_2C18A4A35432F99D	cclff2	Awesome Ocyx	an				Awesome Ocyxs		the
_2C18A4A35432019D	cclff3	Horrific Ocyx	a				Horrific Ocyxs		the
_2C18A4A35432099D	cclff4	Great Ocyx	a				Great Ocyxs		the
_97E9246CE606E388	ccmff1	Terriifying Jugula	a				Terriifying Jugulas		the
_D7E9246DE606E788	ccmff2	Awesome Jugula	an				Awesome Jugulas		the
_17E9246EE606EB88	ccmff3	Horrific Jugula	a				Horrific Jugulas		the
_58E9246FE606EF88	ccmff4	Great Jugula	a				Great Jugulas		the
_D7A9286CE516E384	ccmgb1	Nauseous Jugula	a				Nauseous Jugulas		the
_17A9286DE516E784	ccmgb2	Stinking Jugula	a				Stinking Jugulas		the
_57A9286EE516EB84	ccmgb3	Morbid Jugula	a				Morbid Jugulas		the
_98A9286FE516EF84	ccmgb4	Poisoned Jugula	a				Poisoned Jugulas		the
_D7B9286C2516E385	ccmgc1	Plagued Jugula	a				Plagued Jugulas		the
_17B9286D2516E785	ccmgc2	Sickly  Jugula	a				Sickly  Jugulas		the
_57B9286E2516EB85	ccmgc3	Putrescent Jugula	a				Putrescent Jugulas		the
_98B9286F2516EF85	ccmgc4	Virulent Jugula	a				Virulent Jugulas		the
_D7C9286C6616E386	ccmgd1	Ravaged Jugula	a				Ravaged Jugulas		the
_17C9286D6616E786	ccmgd2	Festering Jugula	a				Festering Jugulas		the
_57C9286E6616EB86	ccmgd3	Pestiferous Jugula	a				Pestiferous Jugulas		the
_98C9286F6616EF86	ccmgd4	Raving Jugula	a				Raving Jugulas		the
_D7D9286CA616E387	ccmge1	Pustulous Jugula	a				Pustulous Jugulas		the
_17D9286DA616E787	ccmge2	Seeping Jugula	a				Seeping Jugulas		the
_57D9286EA616EB87	ccmge3	Foaming Jugula	a				Foaming Jugulas		the
_98D9286FA616EF87	ccmge4	Revolting Jugula	a				Revolting Jugulas		the
_D7E9286CE616E388	ccmgf1	Demented Jugula	a				Demented Jugulas		the
_17E9286DE616E788	ccmgf2	Frenzied Jugula	a				Frenzied Jugulas		the
_57E9286EE616EB88	ccmgf3	Fiendish Jugula	a				Fiendish Jugulas		the
_98E9286FE616EF88	ccmgf4	Lethal Jugula	a				Lethal Jugulas		the
_1AE94C6CE6A7E388	ccmpf1	Terriifying Jugula	a				Terriifying Jugulas		the
_5AE94C6DE6A7E788	ccmpf2	Awesome Jugula	an				Awesome Jugulas		the
_9AE94C6EE6A7EB88	ccmpf3	Horrific Jugula	a				Horrific Jugulas		the
_DBE94C6FE6A7EF88	ccmpf4	Great Jugula	a				Great Jugulas		the
_5F96AC77A986EB6D	ccnlf1	Terriifying Horncher	a				Terriifying Hornchers		the
_9F96AC77A986EF6D	ccnlf2	Awesome Horncher	an				Awesome Hornchers		the
_DF96AC77A986F36D	ccnlf3	Horrific Horncher	a				Horrific Hornchers		the
_2096AC77A986F76D	ccnlf4	Great Horncher	a				Great Hornchers		the
_6076BC77AA86EB6B	ccnpd1	Roaring Horncher	a				Roaring Hornchers		the
_A076BC77AA86EF6B	ccnpd2	Marauding Horncher	a				Marauding Hornchers		the
_E076BC77AA86F36B	ccnpd3	Hunting Horncher	a				Hunting Hornchers		the
_2176BC77AA86F76B	ccnpd4	Prowling Horncher	a				Prowling Hornchers		the
_283873A66D67AAA9	ccodf1	Terriifying Tyrancha	a				Terriifying Tyranchas		the
_283877A66D67B2A9	ccodf2	Awesome Tyrancha	an				Awesome Tyranchas		the
_28387BA66D67BAA9	ccodf3	Horrific Tyrancha	a				Horrific Tyranchas		the
_28387FA66D67C2A9	ccodf4	Great Tyrancha	a				Great Tyranchas		the
_2E3873A57067AAA7	ccope1	Preying Tyrancha	a				Preying Tyranchas		the
_2E3877A57067B2A7	ccope2	Raging Tyrancha	a				Raging Tyranchas		the
_2E387BA57067BAA7	ccope3	Fearsome Tyrancha	a				Fearsome Tyranchas		the
_2E387FA57067C2A7	ccope4	Huge Tyrancha	a				Huge Tyranchas		the
_2E3873A67067AAA9	ccopf1	Terriifying Tyrancha	a				Terriifying Tyranchas		the
_2E3877A67067B2A9	ccopf2	Awesome Tyrancha	an				Awesome Tyranchas		the
_2E387BA67067BAA9	ccopf3	Horrific Tyrancha	a				Horrific Tyranchas		the
_2E387FA67067C2A9	ccopf4	Great Tyrancha	a				Great Tyranchas		the
_AA59C39E68B7FAA1	ccpjf1	Terriifying Yetin	a				Terriifying Yetins		the
_AA59C79E68B702A1	ccpjf2	Awesome Yetin	an				Awesome Yetins		the
_AA59CB9E68B70AA1	ccpjf3	Horrific Yetin	a				Horrific Yetins		the
_AA59CF9E68B712A1	ccpjf4	Great Yetin	a				Great Yetins		the
_835DBD20342D9406	cdafa1	Gormless Cute	a	the			Gormless Cutes		the
_5767300A6A49C76F	cdafa2	Dumn Cute	a	the			Dumn Cutes		the
_6DFF6923EDF8DF29	cdafa3	Quiet Cute	a	the			Quiet Cutes		the
_D6B5EC8816782BBE	cdafa4	Wandering Cute	a	the			Wandering Cutes		the
_D6B5EC8816781FBF	cdafb1	Panicky Cute	a	the			Panicky Cutes		the
_15B5988613F61BB3	cdafb2	Lampooning Cute	a	the			Lampooning Cutes		the
_57262CFA6D19FF69	cdafb3	Tough Cute	a	the			Tough Cutes		the
_15B5D08994D72FB9	cdafb4	Babarous Cute	a	the			Babarous Cutes		the
_15B5D08994D723BA	cdafc1	Foraging Cute	a	the			Foraging Cutes		the
_B0604921ABB8DB2B	cdafc2	Ferreting Cute	a	the			Ferreting Cutes		the
_97B5988994972BBA	cdafc3	Furrowing Cute	a	the			Furrowing Cutes		the
_40DF91F6E1A97821	cdafc4	Spirited Cute	a	the			Spirited Cutes		the
_40DF91F6E1A96C22	cdafd1	Savage Cute	a	the			Savage Cutes		the
_96B5EC8CD5A833BC	cdafd2	Seasoned Cute	a	the			Seasoned Cutes		the
_098FDD1374B0F602	cdafd3	Veteran Cute	a	the			Veteran Cutes		the
_C1D091EB207AE42F	cdafd4	Lurking Cute	a	the			Lurking Cutes		the
_C1D091EB207AD830	cdafe1	Creeping  Cute	a	the			Creeping  Cutes		the
_57B65409EFE8FB63	cdafe2	Crabby Cute	a	the			Crabby Cutes		the
_31618912E9B9F72D	cdafe3	Belligerent Cute	a	the			Belligerent Cutes		the
_6D608524EB88E72D	cdafe4	Frightening Cute	a	the			Frightening Cutes		the
_6D608524EB88DB2E	cdaff1	Threatening Cute	a	the			Threatening Cutes		the
_C53D5A5207F33894	cdaff2	Tremendous Cute	a	the			Tremendous Cutes		the
_5717FC056A48FF64	cdaff3	Blood-thirsty Cute	a	the			Blood-thirsty Cutes		the
_16B59C8C16372FBE	cdaga1	Impure Cute	an	the			Impure Cutes		the
_DF258E3509AEE830	cdaga2	Blighted Cute	a	the			Blighted Cutes		the
_4B114D2F70D0F619	cdaga3	Contaminated Cute	a	the			Contaminated Cutes		the
_85B10E5A09B37995	cdaga4	Infected Cute	an	the			Infected Cutes		the
_85B10E5A09B36D96	cdagb1	Nauseous Cute	a	the			Nauseous Cutes		the
_C45FBD0CF7B9C8FD	cdagb2	Stinking Cute	a	the			Stinking Cutes		the
_C5F12D1D6AF2F6FA	cdagb3	Morbid Cute	a	the			Morbid Cutes		the
_93B5B88F940647B9	cdagb4	Poisoned Cute	a	the			Poisoned Cutes		the
_93B5B88F94063BBA	cdagc1	Plagued Cute	a	the			Plagued Cutes		the
_C58F1D2374D2F2FB	cdagc2	Sickly  Cute	a	the			Sickly  Cutes		the
_C1AF79F0DC486423	cdagc3	Putrescent Cute	a	the			Putrescent Cutes		the
_00E0A9F32029681D	cdagc4	Virulent Cute	a	the			Virulent Cutes		the
_00E0A9F320295C1E	cdagd1	Ravaged Cute	a	the			Ravaged Cutes		the
_B2404509A869F72C	cdagd2	Festering Cute	a	the			Festering Cutes		the
_97674818F0190B61	cdagd3	Pestiferous Cute	a	the			Pestiferous Cutes		the
_A212D58AC9DB148B	cdagd4	Raving Cute	a	the			Raving Cutes		the
_A212D58AC9DB088C	cdage1	Pustulous Cute	a	the			Pustulous Cutes		the
_C54FC5376AB2F2FD	cdage2	Seeping Cute	a	the			Seeping Cutes		the
_C85EE53574CED80F	cdage3	Foaming Cute	a	the			Foaming Cutes		the
_CD4FD5316E32FA1B	cdage4	Revolting Cute	a	the			Revolting Cutes		the
_CD4FD5316E32EE1C	cdagf1	Demented Cute	a	the			Demented Cutes		the
_42EF81ED9B686026	cdagf2	Frenzied Cute	a	the			Frenzied Cutes		the
_FDDF85E91CC8AC29	cdagf3	Fiendish Cute	a	the			Fiendish Cutes		the
_4922D2608DD23D95	cdaja1	Gormless Cute	a	the			Gormless Cutes		the
_8C364A2605616CE9	cdaja2	Dumn Cute	a	the			Dumn Cutes		the
_16B5B47F126603AE	cdaja3	Quiet Cute	a	the			Quiet Cutes		the
_6EFF3D0729D8C329	cdaja4	Wandering Cute	a	the			Wandering Cutes		the
_6EFF3D0729D8B72A	cdajb1	Panicky Cute	a	the			Panicky Cutes		the
_93B5BC8611E61BAB	cdajb2	Lampooning Cute	a	the			Lampooning Cutes		the
_7E9FA9FC2099AC25	cdajb3	Tough Cute	a	the			Tough Cutes		the
_C2D0A9F1A05AE42D	cdajb4	Babarous Cute	a	the			Babarous Cutes		the
_C2D0A9F1A05AD82E	cdajc1	Foraging Cute	a	the			Foraging Cutes		the
_58D72CFDAEC90F6D	cdajc2	Ferreting Cute	a	the			Ferreting Cutes		the
_6EFF35106E99D72B	cdajc3	Furrowing Cute	a	the			Furrowing Cutes		the
_BF0F79EB208ACC1D	cdajc4	Spirited Cute	a	the			Spirited Cutes		the
_55B5C08716061BBE	cdala1	Gormless Cute	a	the			Gormless Cutes		the
_85B075EEE2E99026	cdala2	Dumn Cute	a	the			Dumn Cutes		the
_14B5BC8611E61FAA	cdala3	Quiet Cute	a	the			Quiet Cutes		the
_EFFF3D0729D8C329	cdala4	Wandering Cute	a	the			Wandering Cutes		the
_ED28CCA25FF8D391	cdalc5	Doren	a	the			Dorens		the
_8A0ED92D722DB407	cdald1	Savage Cute	a	the			Savage Cutes		the
_4AAE192D762DC411	cdald2	Seasoned Cute	a	the			Seasoned Cutes		the
_C231C9EDDD899422	cdald3	Veteran Cute	a	the			Veteran Cutes		the
_002F6DF022899822	cdald4	Lurking Cute	a	the			Lurking Cutes		the
_002F6DF022898C23	cdale1	Creeping  Cute	a	the			Creeping  Cutes		the
_8B8F8515F272F203	cdale2	Crabby Cute	a	the			Crabby Cutes		the
_8B8F4D0D70B2F603	cdale3	Belligerent Cute	a	the			Belligerent Cutes		the
_56B59C8116B60FC2	cdale4	Frightening  Cute	a	the			Frightening  Cutes		the
_EBC7BF7EDEC6AB9C	cdapd1	Savage Cute	a				Savage Cutes		the
_EBC7C37E1EC6AF9C	cdapd2	Seasoned Cute	a				Seasoned Cutes		the
_EBC7C77E5EC6B39C	cdapd3	Veteran Cute	a				Veteran Cutes		the
_EBC7CB7E9FC6B79C	cdapd4	Lurking Cute	a				Lurking Cutes		the
_EBC7BF7FDED6AB9D	cdape1	Creeping  Cute	a				Creeping  Cutes		the
_EBC7C37F1ED6AF9D	cdape2	Crabby Cute	a				Crabby Cutes		the
_EBC7C77F5ED6B39D	cdape3	Belligerent Cute	a				Belligerent Cutes		the
_EBC7CB7F9FD6B79D	cdape4	Frightening Cute	a				Frightening Cutes		the
_5E725D7C97DBE880	cdbda1	Gormless Gibbaï	a	the			Gormless Gibbaïs		the
_5EF5DE2306031FFA	cdbda2	Dumn Gibbaï	a	the			Dumn Gibbaïs		the
_604ED21874AB71F4	cdbda3	Quiet Gibbaï	a	the			Quiet Gibbaïs		the
_E096D1F9372ADFCD	cdbda4	Wandering Gibbaï	a	the			Wandering Gibbaïs		the
_E096D1F9372AD3CE	cdbdb1	Panicky Gibbaï	a	the			Panicky Gibbaïs		the
_5D9F8A25F39B6DFC	cdbdb2	Lampooning Gibbaï	a	the			Lampooning Gibbaïs		the
_E4BF9A3631ACADEE	cdbdb3	Tough Gibbaï	a	the			Tough Gibbaïs		the
_B769F89746872F92	cdbdb4	Babarous Gibbaï	a	the			Babarous Gibbaïs		the
_B769F89746872393	cdbdc1	Foraging Gibbaï	a	the			Foraging Gibbaïs		the
_61C739FFB7AAD7DC	cdbdc2	Ferreting Gibbaï	a	the			Ferreting Gibbaïs		the
_25B701FFB52ADBDE	cdbdc3	Furrowing Gibbaï	a	the			Furrowing Gibbaïs		the
_97D3696D9CFAFC87	cdbdc4	Spirited Gibbaï	a	the			Spirited Gibbaïs		the
_97D3696D9CFAF088	cdbdd1	Savage Gibbaï	a	the			Savage Gibbaïs		the
_E2060903F61AD7D9	cdbdd2	Seasoned Gibbaï	a	the			Seasoned Gibbaïs		the
_B2B5423396291463	cdbdd3	Veteran Gibbaï	a	the			Veteran Gibbaïs		the
_9993297597493C83	cdbdd4	Lurking Gibbaï	a	the			Lurking Gibbaïs		the
_9993297597493084	cdbde1	Creeping  Gibbaï	a	the			Creeping  Gibbaïs		the
_59A38D7A592A3C99	cdbde2	Crabby Gibbaï	a	the			Crabby Gibbaïs		the
_64DEAA3230AC95F7	cdbde3	Belligerent Gibbaï	a	the			Belligerent Gibbaïs		the
_B61532391909146B	cdbde4	Frightening Gibbaï	a	the			Frightening Gibbaïs		the
_B61532391909086C	cdbdf1	Threatening Gibbaï	a	the			Threatening Gibbaïs		the
_99834975DC5A3C84	cdbdf2	Tremendous Gibbaï	a	the			Tremendous Gibbaïs		the
_D6F4816C9E2A5097	cdbdf3	Blood-thirsty Gibbaï	a	the			Blood-thirsty Gibbaïs		the
_E6D66F8CA724A28D	cdbfd1	Savage Gibbaï	a				Savage Gibbaïs		the
_E6D6738CA724AA8D	cdbfd2	Seasoned Gibbaï	a				Seasoned Gibbaïs		the
_E6D6778CA724B28D	cdbfd3	Veteran Gibbaï	a				Veteran Gibbaïs		the
_E6D67B8CA724BA8D	cdbfd4	Lurking Gibbaï	a				Lurking Gibbaïs		the
_E6D66F8DA724A28F	cdbfe1	Creeping  Gibbaï	a				Creeping  Gibbaïs		the
_E6D6738DA724AA8F	cdbfe2	Crabby Gibbaï	a				Crabby Gibbaïs		the
_E6D6778DA724B28F	cdbfe3	Belligerent Gibbaï	a				Belligerent Gibbaïs		the
_E6D67B8DA724BA8F	cdbfe4	Frightening Gibbaï	a				Frightening Gibbaïs		the
_E6D67F8DA724C28F	cdbfe5	Mahi	a				Mahis		the
_7769FC9C4C981791	cdbga1	Impure Gibbaï	an	the			Impure Gibbaïs		the
_5A85769BD2F935E1	cdbga2	Blighted Gibbaï	a	the			Blighted Gibbaïs		the
_24E0DA29B3AC9D0C	cdbga3	Contaminated Gibbaï	a	the			Contaminated Gibbaïs		the
_2C554E703FC32D68	cdbga4	Infected Gibbaï	an	the			Infected Gibbaïs		the
_2C554E703FC32169	cdbgb1	Nauseous Gibbaï	a	the			Nauseous Gibbaïs		the
_D45FA2EEFED8FCEA	cdbgb2	Stinking Gibbaï	a	the			Stinking Gibbaïs		the
_603F923130BC71FC	cdbgb3	Morbid Gibbaï	a	the			Morbid Gibbaïs		the
_776918A68B96FB92	cdbgb4	Poisoned Gibbaï	a	the			Poisoned Gibbaïs		the
_776918A68B96EF93	cdbgc1	Plagued Gibbaï	a	the			Plagued Gibbaïs		the
_E0BEDA3335AC6DF2	cdbgc2	Sickly  Gibbaï	a	the			Sickly  Gibbaïs		the
_5B9211715ACA0C80	cdbgc3	Putrescent Gibbaï	a	the			Putrescent Gibbaïs		the
