*HASH_VALUE	sphrase ID	name	* noms français	ia	da	p	pia	pda	description
_402937943A7E5437	abcmjca19	Matis Jewel Crafting 19		a	the				Lets you make Matis jewels of quality 190
_FE39378B388E5437	abcmjca20	Matis Jewel Crafting 20		a	the				Lets you make Matis jewels of quality 200
_3E39378C788E5437	abcmjca21	Matis Jewel Crafting 21		a	the				Lets you make Matis jewels of quality 210
_7E39378DB88E5437	abcmjca22	Matis Jewel Crafting 22		a	the				Lets you make Matis jewels of quality 220
_BE39378EF88E5437	abcmjca23	Matis Jewel Crafting 23		a	the				Lets you make Matis jewels of quality 230
_FF39378F398E5437	abcmjca24	Matis Jewel Crafting 24		a	the				Lets you make Matis jewels of quality 240
_3F393790798E5437	abcmjca25	Matis Jewel Crafting 25		a	the				Lets you make Matis jewels of quality 250
_C193C0A91C847C08	abctaca01	Tryker Armour Crafting 1		a	the				Lets you make Tryker armor of quality 10
_0193C0AB1C847C08	abctaca02	Tryker Armour Crafting 2		a	the				Lets you make Tryker armor of quality 20
_4193C0AD1C847C08	abctaca03	Tryker Armour Crafting 3		a	the				Lets you make Tryker armor of quality 30
_8293C0AF1C847C08	abctaca04	Tryker Armour Crafting 4		a	the				Lets you make Tryker armor of quality 40
_C293C0B11C847C08	abctaca05	Tryker Armour Crafting 5		a	the				Lets you make Tryker armor of quality 50
_0293C0B31C847C08	abctaca06	Tryker Armour Crafting 6		a	the				Lets you make Tryker armor of quality 60
_4293C0B51C847C08	abctaca07	Tryker Armour Crafting 7		a	the				Lets you make Tryker armor of quality 70
_8393C0B71C847C08	abctaca08	Tryker Armour Crafting 8		a	the				Lets you make Tryker armor of quality 80
_C393C0B91C847C08	abctaca09	Tryker Armour Crafting 9		a	the				Lets you make Tryker armor of quality 90
_5E06B938712121E9	abctaca10	Tryker Armour Crafting 10		a	the				Lets you make Tryker armor of quality 100
_5E06BD39712125E9	abctaca11	Tryker Armour Crafting 11		a	the				Lets you make Tryker armor of quality 110
_5E06C13A712129E9	abctaca12	Tryker Armour Crafting 12		a	the				Lets you make Tryker armor of quality 120
_5E06C53B71212DE9	abctaca13	Tryker Armour Crafting 13		a	the				Lets you make Tryker armor of quality 130
_5E06C93C712131E9	abctaca14	Tryker Armour Crafting 14		a	the				Lets you make Tryker armor of quality 140
_5E06CD3D712135E9	abctaca15	Tryker Armour Crafting 15		a	the				Lets you make Tryker armor of quality 150
_5E06D13E712139E9	abctaca16	Tryker Armour Crafting 16		a	the				Lets you make Tryker armor of quality 160
_5E06D53F71213DE9	abctaca17	Tryker Armour Crafting 17		a	the				Lets you make Tryker armor of quality 170
_5E06D940712141E9	abctaca18	Tryker Armour Crafting 18		a	the				Lets you make Tryker armor of quality 180
_5E06DD41712145E9	abctaca19	Tryker Armour Crafting 19		a	the				Lets you make Tryker armor of quality 190
_5E06B939B12121EA	abctaca20	Tryker Armour Crafting 20		a	the				Lets you make Tryker armor of quality 200
_5E06BD3AB12125EA	abctaca21	Tryker Armour Crafting 21		a	the				Lets you make Tryker armor of quality 210
_5E06C13BB12129EA	abctaca22	Tryker Armour Crafting 22		a	the				Lets you make Tryker armor of quality 220
_5E06C53CB1212DEA	abctaca23	Tryker Armour Crafting 23		a	the				Lets you make Tryker armor of quality 230
_5E06C93DB12131EA	abctaca24	Tryker Armour Crafting 24		a	the				Lets you make Tryker armor of quality 240
_5E06CD3EB12135EA	abctaca25	Tryker Armour Crafting 25		a	the				Lets you make Tryker armor of quality 250
_CF998FC1D6B4BF45	abctmca01	Tryker Melee Weapon Crafting 1		a	the				Lets you make Tryker melee weapons of quality 10
_CF9993C2D6C4BF45	abctmca02	Tryker Melee Weapon Crafting 2		a	the				Lets you make Tryker melee weapons of quality 20
_CF9997C3D6D4BF45	abctmca03	Tryker Melee Weapon Crafting 3		a	the				Lets you make Tryker melee weapons of quality 30
_CF999BC4D6E4BF45	abctmca04	Tryker Melee Weapon Crafting 4		a	the				Lets you make Tryker melee weapons of quality 40
_CF999FC5D6F4BF45	abctmca05	Tryker Melee Weapon Crafting 5		a	the				Lets you make Tryker melee weapons of quality 50
_CF99A3C6D604BF45	abctmca06	Tryker Melee Weapon Crafting 6		a	the				Lets you make Tryker melee weapons of quality 60
_CF99A7C7D614BF45	abctmca07	Tryker Melee Weapon Crafting 7		a	the				Lets you make Tryker melee weapons of quality 70
_CF99ABC8D624BF45	abctmca08	Tryker Melee Weapon Crafting 8		a	the				Lets you make Tryker melee weapons of quality 80
_CF99AFC9D634BF45	abctmca09	Tryker Melee Weapon Crafting 9		a	the				Lets you make Tryker melee weapons of quality 90
_BBF771EF3839390D	abctmca10	Tryker Melee Weapon Crafting 10		a	the				Lets you make Tryker melee weapons of quality 100
_FBF771F07839390D	abctmca11	Tryker Melee Weapon Crafting 11		a	the				Lets you make Tryker melee weapons of quality 110
_3BF771F1B839390D	abctmca12	Tryker Melee Weapon Crafting 12		a	the				Lets you make Tryker melee weapons of quality 120
_7BF771F2F839390D	abctmca13	Tryker Melee Weapon Crafting 13		a	the				Lets you make Tryker melee weapons of quality 130
_BCF771F33939390D	abctmca14	Tryker Melee Weapon Crafting 14		a	the				Lets you make Tryker melee weapons of quality 140
_FCF771F47939390D	abctmca15	Tryker Melee Weapon Crafting 15		a	the				Lets you make Tryker melee weapons of quality 150
_3CF771F5B939390D	abctmca16	Tryker Melee Weapon Crafting 16		a	the				Lets you make Tryker melee weapons of quality 160
_7CF771F6F939390D	abctmca17	Tryker Melee Weapon Crafting 17		a	the				Lets you make Tryker melee weapons of quality 170
_BDF771F73A39390D	abctmca18	Tryker Melee Weapon Crafting 18		a	the				Lets you make Tryker melee weapons of quality 180
_FDF771F87A39390D	abctmca19	Tryker Melee Weapon Crafting 19		a	the				Lets you make Tryker melee weapons of quality 190
_BB0771EF7849390D	abctmca20	Tryker Melee Weapon Crafting 20		a	the				Lets you make Tryker melee weapons of quality 200
_FB0771F0B849390D	abctmca21	Tryker Melee Weapon Crafting 21		a	the				Lets you make Tryker melee weapons of quality 210
_3B0771F1F849390D	abctmca22	Tryker Melee Weapon Crafting 22		a	the				Lets you make Tryker melee weapons of quality 220
_7B0771F23849390D	abctmca23	Tryker Melee Weapon Crafting 23		a	the				Lets you make Tryker melee weapons of quality 230
_BC0771F37949390D	abctmca24	Tryker Melee Weapon Crafting 24		a	the				Lets you make Tryker melee weapons of quality 240
_FC0771F4B949390D	abctmca25	Tryker Melee Weapon Crafting 25		a	the				Lets you make Tryker melee weapons of quality 250
_CFD96FCBD6B4BF4A	abctrca01	Tryker Range Weapon Crafting 1		a	the				Lets you make Tryker range weapons of quality 10
_CFD973CCD6C4BF4A	abctrca02	Tryker Range Weapon Crafting 2		a	the				Lets you make Tryker range weapons of quality 20
_CFD977CDD6D4BF4A	abctrca03	Tryker Range Weapon Crafting 3		a	the				Lets you make Tryker range weapons of quality 30
_CFD97BCED6E4BF4A	abctrca04	Tryker Range Weapon Crafting 4		a	the				Lets you make Tryker range weapons of quality 40
_CFD97FCFD6F4BF4A	abctrca05	Tryker Range Weapon Crafting 5		a	the				Lets you make Tryker range weapons of quality 50
_CFD983D0D604BF4A	abctrca06	Tryker Range Weapon Crafting 6		a	the				Lets you make Tryker range weapons of quality 60
_CFD987D1D614BF4A	abctrca07	Tryker Range Weapon Crafting 7		a	the				Lets you make Tryker range weapons of quality 70
_CFD98BD2D624BF4A	abctrca08	Tryker Range Weapon Crafting 8		a	the				Lets you make Tryker range weapons of quality 80
_CFD98FD3D634BF4A	abctrca09	Tryker Range Weapon Crafting 9		a	the				Lets you make Tryker range weapons of quality 90
_BBD775F438393914	abctrca10	Tryker Range Weapon Crafting 10		a	the				Lets you make Tryker range weapons of quality 100
_FBD775F578393914	abctrca11	Tryker Range Weapon Crafting 11		a	the				Lets you make Tryker range weapons of quality 110
_3BD775F6B8393914	abctrca12	Tryker Range Weapon Crafting 12		a	the				Lets you make Tryker range weapons of quality 120
_7BD775F7F8393914	abctrca13	Tryker Range Weapon Crafting 13		a	the				Lets you make Tryker range weapons of quality 130
_BCD775F839393914	abctrca14	Tryker Range Weapon Crafting 14		a	the				Lets you make Tryker range weapons of quality 140
_FCD775F979393914	abctrca15	Tryker Range Weapon Crafting 15		a	the				Lets you make Tryker range weapons of quality 150
_3CD775FAB9393914	abctrca16	Tryker Range Weapon Crafting 16		a	the				Lets you make Tryker range weapons of quality 160
_7CD775FBF9393914	abctrca17	Tryker Range Weapon Crafting 17		a	the				Lets you make Tryker range weapons of quality 170
_BDD775FC3A393914	abctrca18	Tryker Range Weapon Crafting 18		a	the				Lets you make Tryker range weapons of quality 180
_FDD775FD7A393914	abctrca19	Tryker Range Weapon Crafting 19		a	the				Lets you make Tryker range weapons of quality 190
_BBE775F478493914	abctrca20	Tryker Range Weapon Crafting 20		a	the				Lets you make Tryker range weapons of quality 200
_FBE775F5B8493914	abctrca21	Tryker Range Weapon Crafting 21		a	the				Lets you make Tryker range weapons of quality 210
_3BE775F6F8493914	abctrca22	Tryker Range Weapon Crafting 22		a	the				Lets you make Tryker range weapons of quality 220
_7BE775F738493914	abctrca23	Tryker Range Weapon Crafting 23		a	the				Lets you make Tryker range weapons of quality 230
_BCE775F879493914	abctrca24	Tryker Range Weapon Crafting 24		a	the				Lets you make Tryker range weapons of quality 240
_FCE775F9B9493914	abctrca25	Tryker Range Weapon Crafting 25		a	the				Lets you make Tryker range weapons of quality 250
_608959493D882828	abctpca01	Tryker Ammo Crafting 1		a	the				Lets you make Tryker ammo of quality 10
_6089594B3D982828	abctpca02	Tryker Ammo Crafting 2		a	the				Lets you make Tryker ammo of quality 20
_6089594D3DA82828	abctpca03	Tryker Ammo Crafting 3		a	the				Lets you make Tryker ammo of quality 30
_6089594F3DB82828	abctpca04	Tryker Ammo Crafting 4		a	the				Lets you make Tryker ammo of quality 40
_608959513DC82828	abctpca05	Tryker Ammo Crafting 5		a	the				Lets you make Tryker ammo of quality 50
_608959533DD82828	abctpca06	Tryker Ammo Crafting 6		a	the				Lets you make Tryker ammo of quality 60
_608959553DE82828	abctpca07	Tryker Ammo Crafting 7		a	the				Lets you make Tryker ammo of quality 70
_608959573DF82828	abctpca08	Tryker Ammo Crafting 8		a	the				Lets you make Tryker ammo of quality 80
_608959593D082828	abctpca09	Tryker Ammo Crafting 9		a	the				Lets you make Tryker ammo of quality 90
_02BAA47E0167CB22	abctpca10	Tryker Ammo Crafting 10		a	the				Lets you make Tryker ammo of quality 100
_02CAA47F4167CB22	abctpca11	Tryker Ammo Crafting 11		a	the				Lets you make Tryker ammo of quality 110
_02DAA4808167CB22	abctpca12	Tryker Ammo Crafting 12		a	the				Lets you make Tryker ammo of quality 120
_02EAA481C167CB22	abctpca13	Tryker Ammo Crafting 13		a	the				Lets you make Tryker ammo of quality 130
_02FAA4820267CB22	abctpca14	Tryker Ammo Crafting 14		a	the				Lets you make Tryker ammo of quality 140
_020AA4834267CB22	abctpca15	Tryker Ammo Crafting 15		a	the				Lets you make Tryker ammo of quality 150
_021AA4848267CB22	abctpca16	Tryker Ammo Crafting 16		a	the				Lets you make Tryker ammo of quality 160
_022AA485C267CB22	abctpca17	Tryker Ammo Crafting 17		a	the				Lets you make Tryker ammo of quality 170
_023AA4860367CB22	abctpca18	Tryker Ammo Crafting 18		a	the				Lets you make Tryker ammo of quality 180
_024AA4874367CB22	abctpca19	Tryker Ammo Crafting 19		a	the				Lets you make Tryker ammo of quality 190
_02BAA87E4177CB22	abctpca20	Tryker Ammo Crafting 20		a	the				Lets you make Tryker ammo of quality 200
_02CAA87F8177CB22	abctpca21	Tryker Ammo Crafting 21		a	the				Lets you make Tryker ammo of quality 210
_02DAA880C177CB22	abctpca22	Tryker Ammo Crafting 22		a	the				Lets you make Tryker ammo of quality 220
_02EAA8810177CB22	abctpca23	Tryker Ammo Crafting 23		a	the				Lets you make Tryker ammo of quality 230
_02FAA8824277CB22	abctpca24	Tryker Ammo Crafting 24		a	the				Lets you make Tryker ammo of quality 240
_020AA8838277CB22	abctpca25	Tryker Ammo Crafting 25		a	the				Lets you make Tryker ammo of quality 250
_0CAD3FB72BB720A8	abctsca01	Tryker Shield Crafting 1		a	the				Lets you make Tryker shields of quality 10
_0CAD3FB92BB724A8	abctsca02	Tryker Shield Crafting 2		a	the				Lets you make Tryker shields of quality 20
_0CAD3FBB2BB728A8	abctsca03	Tryker Shield Crafting 3		a	the				Lets you make Tryker shields of quality 30
_0CAD3FBD2BB72CA8	abctsca04	Tryker Shield Crafting 4		a	the				Lets you make Tryker shields of quality 40
_0CAD3FBF2BB730A8	abctsca05	Tryker Shield Crafting 5		a	the				Lets you make Tryker shields of quality 50
_0CAD3FC12BB734A8	abctsca06	Tryker Shield Crafting 6		a	the				Lets you make Tryker shields of quality 60
_0CAD3FC32BB738A8	abctsca07	Tryker Shield Crafting 7		a	the				Lets you make Tryker shields of quality 70
_0CAD3FC52BB73CA8	abctsca08	Tryker Shield Crafting 8		a	the				Lets you make Tryker shields of quality 80
_0CAD3FC72BB740A8	abctsca09	Tryker Shield Crafting 9		a	the				Lets you make Tryker shields of quality 90
_486181B63E924425	abctsca10	Tryker Shield Crafting 10		a	the				Lets you make Tryker shields of quality 100
_486185B77E924425	abctsca11	Tryker Shield Crafting 11		a	the				Lets you make Tryker shields of quality 110
_486189B8BE924425	abctsca12	Tryker Shield Crafting 12		a	the				Lets you make Tryker shields of quality 120
_48618DB9FE924425	abctsca13	Tryker Shield Crafting 13		a	the				Lets you make Tryker shields of quality 130
_486191BA3F924425	abctsca14	Tryker Shield Crafting 14		a	the				Lets you make Tryker shields of quality 140
_486195BB7F924425	abctsca15	Tryker Shield Crafting 15		a	the				Lets you make Tryker shields of quality 150
_486199BCBF924425	abctsca16	Tryker Shield Crafting 16		a	the				Lets you make Tryker shields of quality 160
_48619DBDFF924425	abctsca17	Tryker Shield Crafting 17		a	the				Lets you make Tryker shields of quality 170
_4861A1BE40924425	abctsca18	Tryker Shield Crafting 18		a	the				Lets you make Tryker shields of quality 180
_4861A5BF80924425	abctsca19	Tryker Shield Crafting 19		a	the				Lets you make Tryker shields of quality 190
_486181B77EA24425	abctsca20	Tryker Shield Crafting 20		a	the				Lets you make Tryker shields of quality 200
_486185B8BEA24425	abctsca21	Tryker Shield Crafting 21		a	the				Lets you make Tryker shields of quality 210
_486189B9FEA24425	abctsca22	Tryker Shield Crafting 22		a	the				Lets you make Tryker shields of quality 220
_48618DBA3EA24425	abctsca23	Tryker Shield Crafting 23		a	the				Lets you make Tryker shields of quality 230
_486191BB7FA24425	abctsca24	Tryker Shield Crafting 24		a	the				Lets you make Tryker shields of quality 240
_486195BCBFA24425	abctsca25	Tryker Shield Crafting 25		a	the				Lets you make Tryker shields of quality 250
_05366526B0236C9E	abctjca01	Tryker Jewel Crafting 1		a	the				Lets you make Tryker jewels of quality 10
_45366527F0236C9E	abctjca02	Tryker Jewel Crafting 2		a	the				Lets you make Tryker jewels of quality 20
_8536652830236C9E	abctjca03	Tryker Jewel Crafting 3		a	the				Lets you make Tryker jewels of quality 30
_C636652971236C9E	abctjca04	Tryker Jewel Crafting 4		a	the				Lets you make Tryker jewels of quality 40
_0636652AB1236C9E	abctjca05	Tryker Jewel Crafting 5		a	the				Lets you make Tryker jewels of quality 50
_4636652BF1236C9E	abctjca06	Tryker Jewel Crafting 6		a	the				Lets you make Tryker jewels of quality 60
_8636652C31236C9E	abctjca07	Tryker Jewel Crafting 7		a	the				Lets you make Tryker jewels of quality 70
_C736652D72236C9E	abctjca08	Tryker Jewel Crafting 8		a	the				Lets you make Tryker jewels of quality 80
_0736652EB2236C9E	abctjca09	Tryker Jewel Crafting 9		a	the				Lets you make Tryker jewels of quality 90
_A19EB0450134FF14	abctjca10	Tryker Jewel Crafting 10		a	the				Lets you make Tryker jewels of quality 100
_A19EB04701340314	abctjca11	Tryker Jewel Crafting 11		a	the				Lets you make Tryker jewels of quality 110
_A19EB04901340714	abctjca12	Tryker Jewel Crafting 12		a	the				Lets you make Tryker jewels of quality 120
_A19EB04B01340B14	abctjca13	Tryker Jewel Crafting 13		a	the				Lets you make Tryker jewels of quality 130
_A19EB04D01340F14	abctjca14	Tryker Jewel Crafting 14		a	the				Lets you make Tryker jewels of quality 140
_A19EB04F01341314	abctjca15	Tryker Jewel Crafting 15		a	the				Lets you make Tryker jewels of quality 150
_A19EB05101341714	abctjca16	Tryker Jewel Crafting 16		a	the				Lets you make Tryker jewels of quality 160
_A19EB05301341B14	abctjca17	Tryker Jewel Crafting 17		a	the				Lets you make Tryker jewels of quality 170
_A19EB05501341F14	abctjca18	Tryker Jewel Crafting 18		a	the				Lets you make Tryker jewels of quality 180
_A19EB05701342314	abctjca19	Tryker Jewel Crafting 19		a	the				Lets you make Tryker jewels of quality 190
_A19EB0458134FF15	abctjca20	Tryker Jewel Crafting 20		a	the				Lets you make Tryker jewels of quality 200
_A19EB04781340315	abctjca21	Tryker Jewel Crafting 21		a	the				Lets you make Tryker jewels of quality 210
_A19EB04981340715	abctjca22	Tryker Jewel Crafting 22		a	the				Lets you make Tryker jewels of quality 220
_A19EB04B81340B15	abctjca23	Tryker Jewel Crafting 23		a	the				Lets you make Tryker jewels of quality 230
_A19EB04D81340F15	abctjca24	Tryker Jewel Crafting 24		a	the				Lets you make Tryker jewels of quality 240
_A19EB04F81341315	abctjca25	Tryker Jewel Crafting 25		a	the				Lets you make Tryker jewels of quality 250
_B5BAC8ECF9E65D5E	abczaca01	Zoraï Armour Crafting 1		a	the				Lets you make Zoraï armor of quality 10
_B5BACCED39E65D5E	abczaca02	Zoraï Armour Crafting 2		a	the				Lets you make Zoraï armor of quality 20
_B5BAD0EE79E65D5E	abczaca03	Zoraï Armour Crafting 3		a	the				Lets you make Zoraï armor of quality 30
_B5BAD4EFBAE65D5E	abczaca04	Zoraï Armour Crafting 4		a	the				Lets you make Zoraï armor of quality 40
_B5BAD8F0FAE65D5E	abczaca05	Zoraï Armour Crafting 5		a	the				Lets you make Zoraï armor of quality 50
_B5BADCF13AE65D5E	abczaca06	Zoraï Armour Crafting 6		a	the				Lets you make Zoraï armor of quality 60
_B5BAE0F27AE65D5E	abczaca07	Zoraï Armour Crafting 7		a	the				Lets you make Zoraï armor of quality 70
_B5BAE4F3BBE65D5E	abczaca08	Zoraï Armour Crafting 8		a	the				Lets you make Zoraï armor of quality 80
_B5BAE8F4FBE65D5E	abczaca09	Zoraï Armour Crafting 9		a	the				Lets you make Zoraï armor of quality 90
_409A5F71EC285DEB	abczaca10	Zoraï Armour Crafting 10		a	the				Lets you make Zoraï armor of quality 100
_809A5F73EC285DEB	abczaca11	Zoraï Armour Crafting 11		a	the				Lets you make Zoraï armor of quality 110
_C09A5F75EC285DEB	abczaca12	Zoraï Armour Crafting 12		a	the				Lets you make Zoraï armor of quality 120
_009A5F77EC285DEB	abczaca13	Zoraï Armour Crafting 13		a	the				Lets you make Zoraï armor of quality 130
_419A5F79EC285DEB	abczaca14	Zoraï Armour Crafting 14		a	the				Lets you make Zoraï armor of quality 140
_819A5F7BEC285DEB	abczaca15	Zoraï Armour Crafting 15		a	the				Lets you make Zoraï armor of quality 150
_C19A5F7DEC285DEB	abczaca16	Zoraï Armour Crafting 16		a	the				Lets you make Zoraï armor of quality 160
_019A5F7FEC285DEB	abczaca17	Zoraï Armour Crafting 17		a	the				Lets you make Zoraï armor of quality 170
_429A5F81EC285DEB	abczaca18	Zoraï Armour Crafting 18		a	the				Lets you make Zoraï armor of quality 180
_829A5F83EC285DEB	abczaca19	Zoraï Armour Crafting 19		a	the				Lets you make Zoraï armor of quality 190
_40AA5F716C285DEB	abczaca20	Zoraï Armour Crafting 20		a	the				Lets you make Zoraï armor of quality 200
_80AA5F736C285DEB	abczaca21	Zoraï Armour Crafting 21		a	the				Lets you make Zoraï armor of quality 210
_C0AA5F756C285DEB	abczaca22	Zoraï Armour Crafting 22		a	the				Lets you make Zoraï armor of quality 220
_00AA5F776C285DEB	abczaca23	Zoraï Armour Crafting 23		a	the				Lets you make Zoraï armor of quality 230
_41AA5F796C285DEB	abczaca24	Zoraï Armour Crafting 24		a	the				Lets you make Zoraï armor of quality 240
_81AA5F7B6C285DEB	abczaca25	Zoraï Armour Crafting 25		a	the				Lets you make Zoraï armor of quality 250
_EA8EFF8CF0E2436F	abczmca01	Zoraï Melee Weapon Crafting 1		a	the				Lets you make Zoraï melee weapons of quality 10
_EA8EFF8D30E2476F	abczmca02	Zoraï Melee Weapon Crafting 2		a	the				Lets you make Zoraï melee weapons of quality 20
_EA8EFF8E70E24B6F	abczmca03	Zoraï Melee Weapon Crafting 3		a	the				Lets you make Zoraï melee weapons of quality 30
_EA8EFF8FB1E24F6F	abczmca04	Zoraï Melee Weapon Crafting 4		a	the				Lets you make Zoraï melee weapons of quality 40
_EA8EFF90F1E2536F	abczmca05	Zoraï Melee Weapon Crafting 5		a	the				Lets you make Zoraï melee weapons of quality 50
_EA8EFF9131E2576F	abczmca06	Zoraï Melee Weapon Crafting 6		a	the				Lets you make Zoraï melee weapons of quality 60
_EA8EFF9271E25B6F	abczmca07	Zoraï Melee Weapon Crafting 7		a	the				Lets you make Zoraï melee weapons of quality 70
_EA8EFF93B2E25F6F	abczmca08	Zoraï Melee Weapon Crafting 8		a	the				Lets you make Zoraï melee weapons of quality 80
_EA8EFF94F2E2636F	abczmca09	Zoraï Melee Weapon Crafting 9		a	the				Lets you make Zoraï melee weapons of quality 90
_7B46CF5E0CC9B62D	abczmca10	Zoraï Melee Weapon Crafting 10		a	the				Lets you make Zoraï melee weapons of quality 100
_7B46D35F0CD9B62D	abczmca11	Zoraï Melee Weapon Crafting 11		a	the				Lets you make Zoraï melee weapons of quality 110
_7B46D7600CE9B62D	abczmca12	Zoraï Melee Weapon Crafting 12		a	the				Lets you make Zoraï melee weapons of quality 120
_7B46DB610CF9B62D	abczmca13	Zoraï Melee Weapon Crafting 13		a	the				Lets you make Zoraï melee weapons of quality 130
_7B46DF620C09B62D	abczmca14	Zoraï Melee Weapon Crafting 14		a	the				Lets you make Zoraï melee weapons of quality 140
_7B46E3630C19B62D	abczmca15	Zoraï Melee Weapon Crafting 15		a	the				Lets you make Zoraï melee weapons of quality 150
_7B46E7640C29B62D	abczmca16	Zoraï Melee Weapon Crafting 16		a	the				Lets you make Zoraï melee weapons of quality 160
_7B46EB650C39B62D	abczmca17	Zoraï Melee Weapon Crafting 17		a	the				Lets you make Zoraï melee weapons of quality 170
_7B46EF660C49B62D	abczmca18	Zoraï Melee Weapon Crafting 18		a	the				Lets you make Zoraï melee weapons of quality 180
_7B46F3670C59B62D	abczmca19	Zoraï Melee Weapon Crafting 19		a	the				Lets you make Zoraï melee weapons of quality 190
_7B46CF5F4CC9BA2D	abczmca20	Zoraï Melee Weapon Crafting 20		a	the				Lets you make Zoraï melee weapons of quality 200
_7B46D3604CD9BA2D	abczmca21	Zoraï Melee Weapon Crafting 21		a	the				Lets you make Zoraï melee weapons of quality 210
_7B46D7614CE9BA2D	abczmca22	Zoraï Melee Weapon Crafting 22		a	the				Lets you make Zoraï melee weapons of quality 220
_7B46DB624CF9BA2D	abczmca23	Zoraï Melee Weapon Crafting 23		a	the				Lets you make Zoraï melee weapons of quality 230
_7B46DF634C09BA2D	abczmca24	Zoraï Melee Weapon Crafting 24		a	the				Lets you make Zoraï melee weapons of quality 240
_7B46E3644C19BA2D	abczmca25	Zoraï Melee Weapon Crafting 25		a	the				Lets you make Zoraï melee weapons of quality 250
_EAAE0F8A30334374	abczrca01	Zoraï Range Weapon Crafting 1		a	the				Lets you make Zoraï range weapons of quality 10
_EAAE0F8B70334774	abczrca02	Zoraï Range Weapon Crafting 2		a	the				Lets you make Zoraï range weapons of quality 20
_EAAE0F8CB0334B74	abczrca03	Zoraï Range Weapon Crafting 3		a	the				Lets you make Zoraï range weapons of quality 30
_EAAE0F8DF1334F74	abczrca04	Zoraï Range Weapon Crafting 4		a	the				Lets you make Zoraï range weapons of quality 40
_EAAE0F8E31335374	abczrca05	Zoraï Range Weapon Crafting 5		a	the				Lets you make Zoraï range weapons of quality 50
_EAAE0F8F71335774	abczrca06	Zoraï Range Weapon Crafting 6		a	the				Lets you make Zoraï range weapons of quality 60
_EAAE0F90B1335B74	abczrca07	Zoraï Range Weapon Crafting 7		a	the				Lets you make Zoraï range weapons of quality 70
_EAAE0F91F2335F74	abczrca08	Zoraï Range Weapon Crafting 8		a	the				Lets you make Zoraï range weapons of quality 80
_EAAE0F9232336374	abczrca09	Zoraï Range Weapon Crafting 9		a	the				Lets you make Zoraï range weapons of quality 90
_7B86DF568EC9B632	abczrca10	Zoraï Range Weapon Crafting 10		a	the				Lets you make Zoraï range weapons of quality 100
_7B86E3578ED9B632	abczrca11	Zoraï Range Weapon Crafting 11		a	the				Lets you make Zoraï range weapons of quality 110
_7B86E7588EE9B632	abczrca12	Zoraï Range Weapon Crafting 12		a	the				Lets you make Zoraï range weapons of quality 120
_7B86EB598EF9B632	abczrca13	Zoraï Range Weapon Crafting 13		a	the				Lets you make Zoraï range weapons of quality 130
_7B86EF5A8E09B632	abczrca14	Zoraï Range Weapon Crafting 14		a	the				Lets you make Zoraï range weapons of quality 140
_7B86F35B8E19B632	abczrca15	Zoraï Range Weapon Crafting 15		a	the				Lets you make Zoraï range weapons of quality 150
_7B86F75C8E29B632	abczrca16	Zoraï Range Weapon Crafting 16		a	the				Lets you make Zoraï range weapons of quality 160
_7B86FB5D8E39B632	abczrca17	Zoraï Range Weapon Crafting 17		a	the				Lets you make Zoraï range weapons of quality 170
_7B86FF5E8E49B632	abczrca18	Zoraï Range Weapon Crafting 18		a	the				Lets you make Zoraï range weapons of quality 180
_7B86035F8E59B632	abczrca19	Zoraï Range Weapon Crafting 19		a	the				Lets you make Zoraï range weapons of quality 190
_7B86DF57CEC9BA32	abczrca20	Zoraï Range Weapon Crafting 20		a	the				Lets you make Zoraï range weapons of quality 200
_7B86E358CED9BA32	abczrca21	Zoraï Range Weapon Crafting 21		a	the				Lets you make Zoraï range weapons of quality 210
_7B86E759CEE9BA32	abczrca22	Zoraï Range Weapon Crafting 22		a	the				Lets you make Zoraï range weapons of quality 220
_7B86EB5ACEF9BA32	abczrca23	Zoraï Range Weapon Crafting 23		a	the				Lets you make Zoraï range weapons of quality 230
_7B86EF5BCE09BA32	abczrca24	Zoraï Range Weapon Crafting 24		a	the				Lets you make Zoraï range weapons of quality 240
_7B86F35CCE19BA32	abczrca25	Zoraï Range Weapon Crafting 25		a	the				Lets you make Zoraï range weapons of quality 250
_1F8DE1723CDCD3D7	abczpca01	Zoraï Ammo Crafting 1		a	the				Lets you make Zoraï ammo of quality 10
_1F8DE1733CECD7D7	abczpca02	Zoraï Ammo Crafting 2		a	the				Lets you make Zoraï ammo of quality 20
_1F8DE1743CFCDBD7	abczpca03	Zoraï Ammo Crafting 3		a	the				Lets you make Zoraï ammo of quality 30
_1F8DE1753C0CDFD7	abczpca04	Zoraï Ammo Crafting 4		a	the				Lets you make Zoraï ammo of quality 40
_1F8DE1763C1CE3D7	abczpca05	Zoraï Ammo Crafting 5		a	the				Lets you make Zoraï ammo of quality 50
_1F8DE1773C2CE7D7	abczpca06	Zoraï Ammo Crafting 6		a	the				Lets you make Zoraï ammo of quality 60
_1F8DE1783C3CEBD7	abczpca07	Zoraï Ammo Crafting 7		a	the				Lets you make Zoraï ammo of quality 70
_1F8DE1793C4CEFD7	abczpca08	Zoraï Ammo Crafting 8		a	the				Lets you make Zoraï ammo of quality 80
_1F8DE17A3C5CF3D7	abczpca09	Zoraï Ammo Crafting 9		a	the				Lets you make Zoraï ammo of quality 90
_34670D91EE246C4A	abczpca10	Zoraï Ammo Crafting 10		a	the				Lets you make Zoraï ammo of quality 100
