*HASH_VALUE	placeId	name	da	pr	p	pda	ppr
_26AB4F40D6DADF32	place_lieudit_forbidden_depths_2	Caverne de la Montagne Empoisonnée	la	dans la	Cavernes de la Montagne Empoisonnée	les	dans les
_43D6BE3BE03EF813	place_lieudit_forbidden_depths_3	Giron du Démon	le	dans le	Girons du Démon	les	dans les
_9BE5261797F0E5B6	place_outpost_matis_15	Poste d'Echange du Monticule des Psykoplas	le	dans le	Postes d'Echange du Monticule des Psykoplas	les	dans les
_9E955D2DB01E08E0	place_outpost_matis_05	Poste Frontière de la Poussée	le	dans le	Postes Frontières de la Poussée	les	dans les
_FDDF8294734D1FCF	place_outpost_matis_06	Poste d'Echange du Sud-Est	le	dans le	Postes d'Echange du Sud-Est	les	dans les
_276F7127A032A330	place_outpost_matis_07	Ferme de l'Inventeur	la	dans la	Fermes de l'Inventeur	les	dans les
_AF8F913A2B389760	place_outpost_matis_08	Atelier du Trésor	l'\d	dans l'	Ateliers du Trésor	les	dans les
_0CDFF97A30EC4CD9	place_outpost_matis_09	Pôle Magique du Cercle Kamic	le	au	Pôles Magiques du Cercle Kamic	les	aux
_DDF39152C9DD0457	place_outpost_matis_16	Poste Frontière du Col Vallonné	le	dans le	Postes Frontières du Col Vallonné	les	dans les
_AFD0653A6A689361	place_outpost_matis_17	Atelier du Réveil	l'\d	dans l'	Ateliers du Réveil	les	dans les
_1551FEAC447A2346	place_outpost_matis_18	Forteresse de la Porte des Terres Arides	la	dans la	Forteresses de la Porte des Terres Arides	les	dans les
_4F00F10722E4CD49	place_outpost_matis_19	Centre de Recherche du Col Vallonné	le	dans le	Centres de Recherche du Col Vallonné	les	dans les
_80FF6D9502E9F4D8	place_outpost_matis_20	Forteresse de la Falaise de Rye	la	dans la	Forteresses de la Falaise de Rye	les	dans les
_BDBD2036ABA7949D	place_outpost_matis_21	Ferme de la Colline des Torbaks	la	dans la	Fermes de la Colline des Torbaks	les	dans les
_08C716A9C5FCFFD0	place_outpost_matis_22	Atelier de la Montagne du Tourment	l'\d	dans l'	Ateliers de la Montagne du Tourment	les	dans les
_ECD1753646FCCBBF	place_outpost_matis_23	Ferme de la Montagne du Tourment	la	dans la	Fermes de la Montagne du Tourment	les	dans les
_C2610B10DA12A018	place_outpost_matis_01	Centre de Recherche du Col des Palpitations	le	dans le	Centres de Recherche du Col des Palpitations	les	dans les
_FD4F81286E8EC098	place_outpost_matis_02	Forteresse de Stalia	la	dans la	Forteresses de Stalia	les	dans les
_B7DB991E9F080FD1	place_outpost_matis_03	Ferme du Marécage de l'Angoisse	la	dans la	Fermes du Marécage de l'Angoisse	les	dans les
_42EF6D35E33910DE	place_outpost_matis_04	Atelier de Fencoomb	l'\d	dans la	Ateliers de Fencoomb	les	dans les
_585666AC47FB5008	place_outpost_matis_28	Atelier de la Petite Montagne	l'\d	dans l'	Ateliers de la Petite Montagne	les	dans les
_170576ACA2815001	place_outpost_matis_29	Forteresse de la Petite Montagne	la	dans la	Forteresses de la Petite Montagne	les	dans les
_C26112A102D2C42C	place_outpost_matis_30	Poste Frontière de la Gorge de Berello	le	dans le	Postes Frontières de la Gorge de Berello	les	dans les
_76BCF7E6C446C678	place_outpost_matis_31	Avant-Poste Diplomatique des Chutes de Virginia	l'\d	dans l'	Avant-Postes Diplomatiques des Chutes de Virginia	les	dans les
_16A1F294799F2D04	place_outpost_matis_32	Pôle Magique des Chutes de Virginia	le	au	Pôles Magiques des Chutes de Virginia	les	aux
_E27BBA05A2D565E2	place_outpost_matis_10	Avant-Poste Diplomatique de la Masure Supérieure	l'\d	dans l'	Avant-Postes Diplomatiques de la Masure Supérieure	les	dans les
_93DAC8C4EB574350	place_outpost_matis_11	Ferme de la Folie	la	dans la	Fermes de la Folie	les	dans les
_8150691475FC20EC	place_outpost_matis_12	Atelier de la Mare Verte	l'\d	dans l'	Ateliers de la Mare Verte	les	dans les
_755CA30BD88C2C00	place_outpost_matis_13	Centre de Recherche du Marais Pétrifiant	le	dans le	Centres de Recherche du Marais Pétrifiant	les	dans les
_C7B3E6A8E20210E0	place_outpost_matis_14	Poste Frontière du Labyrinthe des Lutins	le	dans le	Postes Frontières du Labyrinthe des Lutins	les	dans les
_02E04A8AF11D40E8	place_outpost_matis_24	Forteresse du Bosquet Ouest	la	dans la	Forteresses du Bosquet Ouest	les	dans les
_01E0A522316C48ED	place_outpost_matis_25	Atelier du Bosquet Est	l'\d	dans l'	Ateliers du Bosquet Est	les	dans les
_1B465A313103094F	place_outpost_matis_26	Centre de Recherche du Bosquet Supérieur	le	dans le	Centres de Recherche du Bosquet Supérieur	les	dans les
_AFCF8939E9679362	place_outpost_matis_27	Atelier de Ginti	l'\d	dans l'	Ateliers de Ginti	les	dans les
_C36C782A2CA83799	place_outpost_zorai_08	Atelier de Qai-Du	l'\d	dans l'	Ateliers de Qai-Du	les	dans les
_032AA1E4A947F396	place_outpost_zorai_09	Ferme du Bout des Terres	la	dans la	Fermes du Bout des Terres	les	dans les
_40CD74977FCA14E6	place_outpost_zorai_10	Forteresse de Sai-Shun	la	dans la	Forteresses de Sai-Shun	les	dans les
_016DC992459EAC9C	place_outpost_zorai_11	Atelier de l'Etang Vierge	l'\d	dans l'	Ateliers de l'Etang Vierge	les	dans les
_C20E29A349DB838E	place_outpost_zorai_12	Poste Frontière de la Main Géante	le	dans le	Postes Frontières de la Main Géante	les	dans les
_B706B292C98F40A3	place_outpost_zorai_13	Atelier du Grand Tunnel Rocailleux	l'\d	dans l'	Ateliers du Grand Tunnel Rocailleux	les	dans les
_76159184087E2113	place_outpost_zorai_14	Poste d'Echange du Grand Tunnel Rocailleux	le	dans le	Postes d'Echange du Grand Tunnel Rocailleux	les	dans les
_4F2FA59987ABD45F	place_outpost_zorai_20	Poste Frontière de l'Arc des Kinchers	le	dans le	Postes Frontières de l'Arc des Kinchers	les	dans les
_80608520B94D0CDF	place_outpost_zorai_21	Atelier du Lac Poussiéreux	l'\d	dans l'	Ateliers du Lac Poussiéreux	les	dans les
_14D204357D7859A8	place_outpost_zorai_22	Avant-Poste Diplomatique du Croisement du Démon	l'\d	dans l'	Avant-Postes Diplomatiques du Croisement du Démon	les	dans les
_7FB51A93FE97FFE2	place_outpost_zorai_23	Ferme de la Montagne aux Cornes	la	dans la	Fermes de la Montagne aux Cornes	les	dans les
_1530E2A73F8035FD	place_outpost_zorai_01	Pôle Magique de la Souche Flétrie	le	au	Pôles Magiques de la Souche Flétrie	les	aux
_01BE09EE31071F99	place_outpost_zorai_02	Atelier de Gu-Qin	l'\d	dans l'	Ateliers de Gu-Qin	les	dans les
_FC5C2C2AB1F7B09B	place_outpost_zorai_03	Ferme du Labyrinthe Condamné	la	dans la	Fermes du Labyrinthe Condamné	les	dans les
_4BD5B69AFE1B1129	place_outpost_zorai_04	Forteresse de l'Arc Caché	la	dans la	Forteresses de l'Arc Caché	les	dans les
_9AB59256CA9B9791	place_outpost_zorai_05	Centre de Recherche de Gu-Qin	le	dans le	Centres de Recherche de Gu-Qin	les	dans les
_8725F28C88DDB8E0	place_outpost_zorai_06	Atelier du Dôme des Ombres	l'\d	dans l'	Ateliers du Dôme des Ombres	les	dans les
_76B7F5D4D840B9CC	place_outpost_zorai_07	Poste Frontière du Lac Dissimulé	le	dans le	Postes Frontières du Lac Dissimulé	les	dans les
_D8C3F99CBA68EBCF	place_outpost_zorai_24	Centre de Recherche de Jen-Laï	le	dans le	Centres de Recherche de Jen-Laï	les	dans les
_BD1E8D36495C0BEA	place_outpost_zorai_25	Forteresse de l'Horizon	la	dans la	Forteresses de l'Horizon	les	dans les
_C1AFFE76387F2CE8	place_outpost_zorai_26	Forteresse de la Lande Tachetée	la	dans la	Forteresses de la Lande Tachetée	les	dans les
_FFF6266871FB5CDF	place_outpost_zorai_27	Poste Frontière de la Lande Tachetée	le	dans le	Postes Frontières de la Lande Tachetée	les	dans les
_002D0C3469D760F0	place_outpost_zorai_28	Ferme de Désertstock	la	dans la	Fermes de Désertstock	les	dans les
_B795AA8F467F70B1	place_outpost_zorai_29	Atelier de l'Arrière-Pays	l'\d	dans l'	Ateliers de l'Arrière-Pays	les	dans les
_2638D5F5EAE53A73	place_outpost_zorai_30	Ferme de Ni-Jing	la	dans la	Fermes de Ni-Jing	les	dans les
_07657E5F4A8E0BCF	place_outpost_zorai_15	Atelier des Ruines de Zo-Kian	l'\d	dans l'	Ateliers des Ruines de Zo-Kian	les	dans les
_569F05AA450D40DD	place_outpost_zorai_16	Forteresse de la Vallée Perdue	la	dans la	Forteresses de la Vallée Perdue	les	dans les
_58A5FA8D735ED059	place_outpost_zorai_17	Atelier de la Souche Capitale	l'\d	dans l'	Ateliers de la Souche Capitale	les	dans les
_FF1E7D298BCD17D9	place_outpost_zorai_18	Forteresse de la Contemplation	la	dans la	Forteresses de la Contemplation	les	dans les
_7F5C18356A0864EF	place_outpost_zorai_19	Ferme de la Souche Flétrie	la	dans la	Fermes de la Souche Flétrie	les	dans les
_3C0F567EB96B13E4	place_outpost_fyros_14	Poste d'Echange de la Combustion	le	dans le	Postes d'Echange de la Combustion	les	dans les
_01F0850E9E96676B	place_outpost_fyros_10	Ferme du Lac du Nord	la	dans la	Fermes du Lac du Nord	les	dans les
_BFDF9A8F799BEBD0	place_outpost_fyros_11	Poste d'Echange du Lac du Nord	le	dans le	Postes d'Echange du Lac du Nord	les	dans les
_C2E0991F370D14E9	place_outpost_fyros_12	Atelier du Couloir aux Ecorces	l'\d	dans l'	Ateliers du Couloir aux Ecorces	les	dans les
_BE936A8FA73411E6	place_outpost_fyros_13	Poste Frontière Ouest de la Combustion	le	dans le	Postes Frontières Ouest de la Combustion	les	dans les
_0A0536AF89BD45E9	place_outpost_fyros_17	Forteresse du Canyon de Barker	la	dans la	Forteresses du Canyon de Barker	les	dans les
_2F7F994109BD6C70	place_outpost_fyros_18	Ferme du Canyon de Barker	la	dans la	Fermes du Canyon de Barker	les	dans les
_097D53C065530D29	place_outpost_fyros_19	Avant-Poste Diplomatique des Hauts Récifs	l'\d	dans l'	Avant-Postes Diplomatiques des Hauts Récifs	les	dans les
_C7172DA1C948FBDF	place_outpost_fyros_20	Atelier des Terres Désolées	l'\d	dans l'	Ateliers des Terres Désolées	les	dans les
_DBB6528E0A2B8793	place_outpost_fyros_21	Centre de Recherche de Thesos	le	dans le	Centres de Recherche de Thesos	les	dans les
_383B5D59892C68ED	place_outpost_fyros_06	Atelier de Dyron Est	l'\d	dans l'	Ateliers de Dyron Est	les	dans les
_439262814D24B1DA	place_outpost_fyros_07	Poste Frontière des Tours de Frahar	le	dans le	Postes Frontières des Tours de Frahar	les	dans les
_0217CE4C0B7D28EF	place_outpost_fyros_08	Forteresse des Hautes Tours	la	dans la	Forteresses des Hautes Tours	les	dans les
_02A0E9DDF10773ED	place_outpost_fyros_09	Ferme des Hautes Tours	la	dans la	Fermes des Hautes Tours	les	dans les
_5D256E930D350DBA	place_outpost_fyros_22	Forteresse des Sources de Thesos	la	dans la	Forteresses des Sources de Thesos	les	dans les
_4A25269B4CCD03C9	place_outpost_fyros_23	Atelier de la Crête Eternelle	la	dans l'	Ateliers de la Crête Eternelle	les	dans les
_E2DA0E01E7C43DED	place_outpost_fyros_24	Avant-Poste Diplomatique de la Chaîne Sud	l'\d	dans l'	Avant-Postes Diplomatiques de la Chaîne Sud	les	dans les
_EC1FB94002BAE4BF	place_outpost_fyros_25	Ferme des Dunes du Bas	la	dans la	Fermes des Dunes du Bas	les	dans les
_8161728C4983DC1D	place_outpost_fyros_26	Poste Frontière de la Plaine des Kipuckas	le	dans le	Postes Frontières de la Plaine des Kipuckas	les	dans les
_4C56B2383C8DF8B5	place_outpost_fyros_01	Poste Frontière de la Colline de Dyron	le	dans le	Postes Frontières de la Colline de Dyron	les	dans les
_C9C43D9E4A4D64BF	place_outpost_fyros_02	Forteresse de Dyron Nord	la	dans la	Forteresses de Dyron Nord	les	dans les
_4AF5128B46C95087	place_outpost_fyros_03	Atelier de la Queue du Dragon	l'\d	dans l'	Ateliers de la Queue du Dragon	les	dans les
_263999346B944A7D	place_outpost_fyros_04	Ferme de Malmontagne	la	dans la	Fermes de Malmontagne	les	dans les
_01AE559785BDC49B	place_outpost_fyros_05	Atelier de la Route du Canyon	l'\d	dans l'	Ateliers de la Route du Canyon	les	dans les
_99952A96C72F99C0	place_outpost_fyros_15	Forteresse de la Colonne du Dragon	la	dans la	Forteresses de la Colonne du Dragon	les	dans les
_5AA53E92C798FCC1	place_outpost_fyros_16	Atelier de la Colonne du Dragon	l'\d	dans l'	Ateliers de la Colonne du Dragon	les	dans les
_C0FF5D8B04C9D09D	place_outpost_fyros_27	Pôle Magique des Bois Calcifiés	le	au	Pôles Magiques des Bois Calcifiés	les	aux
_835F899D85C934E4	place_outpost_fyros_28	Forteresse des Bois Calcifiés	la	dans la	Forteresses des Bois Calcifiés	les	dans les
_C486726F2689400C	place_outpost_tryker_02	Poste Frontière des Landes Obscures	le	dans le	Postes Frontières des Landes Obscures	les	dans les
_42511692C2BA0320	place_outpost_tryker_03	Atelier de l'Ile de la Fragilité	l'\d	dans l'	Ateliers de l'Ile de la Fragilité	les	dans les
_892EA529697617C8	place_outpost_tryker_04	Atelier des Sables	l'\d	dans l'	Ateliers des Sables	les	dans les
_6BB89D30E2F43AB1	place_outpost_tryker_05	Ferme de Farely	la	dans la	Fermes de Farely	les	dans les
_4326D25E3768D412	place_outpost_tryker_06	Poste d'Echange de Vertval	le	dans le	Postes d'Echange de Vertval	les	dans les
_010C58382706241C	place_outpost_tryker_07	Ferme de Windermeer	la	dans la	Fermes de Windermeer	les	dans les
_6125AE3C6DDEDC03	place_outpost_tryker_23	Poste d'Echange de Port-Loria	le	dans le	Postes d'Echange de Port-Loria	les	dans les
_88CF951DF20DE822	place_outpost_tryker_24	Atelier de la Route des Vents	l'\d	dans l'	Ateliers de la Route des Vents	les	dans les
_0B54F17D2E2CD4F8	place_outpost_tryker_25	Ferme du Lac des Veilleurs de Songe	la	dans la	Fermes du Lac des Veilleurs de Songe	les	dans les
_B1EFB126848DECEE	place_outpost_tryker_26	Ferme de la Tricolonne	la	dans la	Fermes de la Tricolonne	les	dans les
_85DFA92970FC2C10	place_outpost_tryker_27	Atelier de l'Etang de la Contemplation	l'\d	dans l'	Ateliers de l'Etang de la Contemplation	les	dans les
_48BD35A07E0D98CA	place_outpost_tryker_08	Atelier du Lac des Sources	l'\d	dans l'	Ateliers du Lac des Sources	les	dans les
_2462B551423CE897	place_outpost_tryker_09	Poste Frontière de la Porte de la Générosité	le	dans le	Postes Frontières de la Porte de la Générosité	les	dans les
_5E40D64F7F7C843E	place_outpost_tryker_10	Poste d'Echange du Porche des Sources	le	dans le	Postes d'Echange du Porche des Sources	les	dans les
_08DF99A7BFCA57BD	place_outpost_tryker_11	Ferme de Corrie Finley	la	dans la	Fermes de Corrie Finley	les	dans les
_7EB126A23A185419	place_outpost_tryker_12	Atelier des Colonnes de la Méditation	l'\d	dans l'	Ateliers des Colonnes de la Méditation	les	dans les
_7A4CEB15177421FD	place_outpost_tryker_18	Centre de Recherche des Sources des Cutes	le	dans le	Centres de Recherche des Sources des Cutes	les	dans les
_2254130948D9087F	place_outpost_tryker_19	Poste Frontière de la Porte de la Liberté	le	dans le	Postes Frontières de la Porte de la Liberté	les	dans les
_43EBE3179924C29E	place_outpost_tryker_20	Forteresse des Sources Agitées des Cutes	la	dans la	Forteresses des Sources Agitées des Cutes	les	dans les
_734E7133C7CCFFED	place_outpost_tryker_21	Poste d'Echange de Tupile	le	dans le	Postes d'Echange de Tupile	les	dans les
_476F812B328D241A	place_outpost_tryker_22	Atelier des Cimes Jumelles	l'\d	dans l'	Ateliers des Cimes Jumelles	les	dans les
_F5A8F3129E804098	place_outpost_tryker_13	Avant-Poste Diplomatique des Pics Instables	l'\d	dans l'	Avant-Postes Diplomatiques des Pics Instables	les	dans les
_61E45E923D78B836	place_outpost_tryker_14	Atelier des Sables de la Perdition	l'\d	dans l'	Ateliers des Sables de la Perdition	les	dans les
_0515D24DB7B90809	place_outpost_tryker_15	Pôle Magique de la Rivest	le	au	Pôles Magiques de la Rivest	les	aux
_BB3C0FC70CEE64EB	place_outpost_tryker_16	Centre de Recherche de la Promenade Caverneuse	le	dans le	Centres de Recherche de la Promenade Caverneuse	les	dans les
_44E1DFED4C8EBD7E	place_outpost_tryker_17	Forteresse du Bourbier de la Misère	la	dans la	Forteresses du Bourbier de la Misère	les	dans les
_A5E5B62E2F2EDC03	place_outpost_tryker_28	Poste Frontière de la Porte des Eaux	le	dans le	Postes Frontières de la Porte des Eaux	les	dans les
_C26EA13BA85DC0C7	place_outpost_tryker_29	Forteresse de Loria	la	dans la	Forteresses de Loria	les	dans les
_44800B071C726900	place_outpost_tryker_30	Centre de Recherche des Etangs de Loria	le	dans le	Centres de Recherche des Etangs de Loria	les	dans les
_46B02684B14C1C0F	place_outpost_tryker_31	Forteresse du Tourbillon	la	dans la	Forteresses du Tourbillon	les	dans les
_83B23EA1420CACC7	place_outpost_tryker_32	Atelier de la Gorge des Vents	l'\d	dans l'	Ateliers de la Gorge des Vents	les	dans les
_2B2A3040CA41E10C	place_outpost_pr_04	Atelier des Ruines de Léron	l'\d	dans l'	Ateliers des Ruines de Léron	les	dans les
_1B28EAA8E474F906	place_outpost_pr_05	Centre de Recherche des Salles de la Bague Noire	le	dans le	Centres de Recherche des Salles de la Bague Noire	les	dans les
_F73E357102FAD81E	place_outpost_pr_06	Atelier de l'Arbre Abattu	l'\d	dans l'	Ateliers de l'Arbre Abattu	les	dans les
_CF9EF5874F0F7D3D	place_outpost_pr_10	Forteresse de la Ruelle	la	dans la	Forteresses de la Ruelle	les	dans les
_946219632AAAB87C	place_outpost_pr_11	Centre de Recherche du Cromlech Supérieur	le	dans le	Centres de Recherche du Cromlech Supérieur	les	dans les
_AAEC841D2EAA3907	place_outpost_pr_12	Forteresse des Basses Collines	la	dans la	Forteresses des Basses Collines	les	dans les
_E9D34584471079BA	place_outpost_pr_13	Centre de Recherche des Basses Collines	le	dans le	Centres de Recherche des Basses Collines	les	dans les
_58F7A636B023ED3F	place_outpost_nexus_01	Centre de Recherche de la Porte d'Ichor	le	dans le	Centres de Recherche de la Porte d'Ichor	les	dans les
_18910A55823C680F	place_outpost_nexus_02	Poste d'Echange des Collines Martelées	le	dans le	Postes d'Echange des Collines Martelées	les	dans les
_BF8095041987976A	place_outpost_nexus_03	Ferme de la Porte des Ombres	la	dans la	Fermes de la Porte des Ombres	les	dans les
_263C57F8056069A2	place_outpost_nexus_04	Avant-Poste Diplomatique de la Fin de la Destinée	l'\d	dans l'	Avant-Postes Diplomatiques de la Fin de la Destinée	les	dans les
_3DF09127326D24EB	place_outpost_nexus_05	Atelier de Gardecombe	l'\d	dans l'	Ateliers de Gardecombe	les	dans les
_3EE16D0918E65F7D	place_outpost_nexus_06	Ferme de la Crête Surveillée	la	dans la	Fermes de la Crête Surveillée	les	dans les
_7D07A2802AA970CF	place_outpost_nexus_07	Poste Frontière de la Porte des Terres Désolées	le	dans le	Postes Frontières de la Porte des Terres Désolées	les	dans les
_9A62193E9DCCD68A	place_outpost_pr_01	Centre de Recherche de la Montée de Sève Ouest	le	dans le	Centres de Recherche de la Montée de Sève Ouest	les	dans les
_7DEC8005D64D3D17	place_outpost_pr_02	Atelier de la Montée de Sève Est	l'\d	dans l'	Ateliers de la Montée de Sève Est	les	dans les
_BAFC701971E1D9CD	place_outpost_pr_03	Forteresse de la Porte du Nexus	la	dans la	Forteresses de la Porte du Nexus	les	dans les
_7ADBA91C352FD80D	place_outpost_pr_14	Pôle Magique de la Vallée Sinistre	le	au	Pôles Magiques de la Vallée Sinistre	les	aux
_382C88153049E8CE	place_outpost_pr_15	Atelier de la Porte d'Aeden	l'\d	dans l'	Ateliers de la Porte d'Aeden	les	dans les
_6BFD88198BE071AE	place_outpost_pr_16	Poste Frontière du Bosquet des Yelks	le	dans le	Postes Frontières du Bosquet des Yelks	les	dans les
_04A8EC001386967E	place_outpost_pr_07	Centre de Recherche de la Terre d'Abondance	le	dans le	Centres de Recherche de la Terre d'Abondance	les	dans les
_BE12ED4908BFA1D6	place_outpost_pr_08	Forteresse des Sous-Bois du Malheur	la	dans la	Forteresses des Sous-Bois du Malheur	les	dans les
_9D52D51EF680D536	place_outpost_pr_09	Atelier du Col des Trois Totems	l'\d	dans l'	Ateliers du Col des Trois Totems	les	dans les
_A85B6823F16AE1FD	place_outpost_pr_17	Forteresse de l'Arbre Mort	la	dans la	Forteresses de l'Arbre Mort	les	dans les
_B6C89408A46DD9C9	place_outpost_pr_18	Poste d'Echange du Marécage de la Sève	le	dans le	Postes d'Echange du Marécage de la Sève	les	dans les
_FB1C4C8D884FE670	place_outpost_pr_19	Poste Frontière du Pré Lancinant	le	dans le	Postes Frontières du Pré Lancinant	les	dans les
_52C01C5AB2CCBA8E	place_outpost_pr_20	Centre de Recherche de la Promenade des Grottes	le	dans le	Centres de Recherche de la Promenade des Grottes	les	dans les
_78E0B83607D11133	place_outpost_pr_21	Forteresse de la Caverne Maudite	le	dans la	Forteresses de la Caverne Maudite	les	dans les
_18B1B83FC612A68A	place_outpost_pr_22	Atelier des Bois du Champignon Géant	l'\d	dans l'	Ateliers des Bois du Champignon Géant	les	dans les
_E90977C8F2092907	place_outpost_pr_23	Ferme des Ailes du Dépit	la	dans la	Fermes des Ailes du Dépit	les	dans les
_B1585ADE528BB6C4	place_outpost_pr_24	Avant-Poste Diplomatique du Tournant de la Continuité	l'\d	dans l'	Avant-Postes Diplomatiques du Tournant de la Continuité	les	dans les
_77EECD3D072F1D0A	place_outpost_pr_25	Forteresse du Lac Majeure de Sève	la	dans la	Forteresses du Lac Majeure de Sève	les	dans les
_BD6C7C19AEA8F8DC	place_outpost_pr_26	Atelier du Valon des Souches	l'\d	dans l'	Ateliers du Valon des Souches	les	dans les
_3397E4C86F599816	place_outpost_pr_27	Ferme de la Gorge Hantée	la	dans la	Fermes de la Gorge Hantée	les	dans les
_7A3A7708F8A0D930	place_outpost_pr_28	Atelier des Cornes du Dragon	l'\d	dans l'	Ateliers des Cornes du Dragon	les	dans les
_E107B0D2F25031F2	place_outpost_pr_29	Ferme des Ruines de Cryton	la	dans la	Fermes des Ruines de Cryton	les	dans les
_7353EAD2F838E392	place_outpost_pr_30	Forteresse de la Salle de la Montagne Empoisonnée	la	dans la	Forteresses de la Salle de la Montagne Empoisonnée	les	dans les
_FEFDADE4AD50EF34	indoors_rolemaster_craft	Entraîneur en Artisanat	l'\d	chez l'	Entraîneurs en Artisanat	les	chez les
_405D89E7AD70072B	indoors_rolemaster_fight	Entraîneur en Combats	l'\d	chez l'	Entraîneurs en Combats	les	chez les
_425D69EE68800712	indoors_rolemaster_magic	Entraîneur en Magie	l'\d	chez l'	Entraîneurs en Magie	les	chez les
_42012C9982119510	indoors_rolemaster_harvest	Entraîneur en Récolte	l'\d	chez l'	Entraîneurs en Récolte	les	chez les
_690960B32C28148A	tryker_nland_terrace	Terrasse	la	sur la	Terrasses	les	sur les
_673DA0205C66A7AE	tryker_terrace_1st	Terrasse 1er étage	la	sur la	Terrasses 1er étage	les	sur les
_264D601B9C66A79E	tryker_terrace_2nd	Terrasse 2ème étage	la	sur la	Terrasses 2ème étage	les	sur les
_31FE7929E858237A	place_pyr_p_market_1	Marché des Bonnes Affaires	le	au	Marchés des Bonnes Affaires	les	aux
_856FEDC62F1A4414	place_pyr_p_west_entrance	Porte de Cerakos	la	à la	Portes de Cerakos	les	aux
_153984B46DAB787F	place_pyr_p_market_2	Grand Marché	le	au	Grands Marchés	les	aux
_6B5C4D2302CF0516	place_pyr_p_place_warschool	Place des Académies	la	sur la	Places des Académies	les	sur les
_B7690C84C9814D00	place_pyr_p_fontaine	Carré à la Fontaine	le	au	Carrés à la Fontaine	les	aux
_5C3011142E8923B2	place_pyr_p_sheriff	Place des Corps de Garde	la	sur la	Places des Corps de Garde	les	sur les
_CCE0E55AF1A0D281	place_pyr_p_place_mairie_1	Square Impérial	le	sur le	Squares Impériaux	les	sur les
_BBDCF30742410125	place_pyr_p_place_mairie_2	Square de Karavia	le	sur le	Squares de Karavia	les	sur les
_E05A68AE5E49A8B4	place_pyr_p_place_agora	Agora		à	Agora		à
_0E14D0ACADAB8C86	place_pyr_p_street_1	Ruelle des Marchands	la	dans la	Ruelles des Marchands	les	dans les
_54A8CC3067F96F80	place_pyr_p_street_2	Chemin des Bonnes Affaires	le	sur le	Chemins des Bonnes Affaires	les	sur les
_5784C8AC2E5A744C	place_pyr_p_street_3	Chemin des Négoces	le	sur le	Chemins des Négoces	les	sur les
_D6CF39F45B9C8048	place_pyr_p_street_4	Grande Rue de Pyr	la	dans la	Grandes Rues de Pyr	les	dans les
_19282D10AF7A8B8B	place_pyr_p_street_5	Route du Nord	la	sur la	Routes du Nord	les	sur les
_44495127AAABBC5C	place_pyr_p_street_6	Avenue Cerakos	l'\d	sur l'	Avenues Cerakos	les	sur les
_F0B0751C30D8977E	place_pyr_p_street_7	Avenue Arispotle	l'\d	sur l'	Avenues Arispotle	les	sur les
_99DF8519ADEB183B	place_pyr_p_street_8	Cirque de Coriolis	le	au	Cirques de Coriolis	les	aux
_05499BB56C3AB881	place_pyr_p_street_9	Promenade de Rydon	la	sur la	Promenades de Rydon	les	sur les
_1628C820ED9A8C28	place_pyr_p_street_10	Ruelle du Centre	la	dans la	Ruelles du Centre	les	dans les
_03F88D1A68AB505C	place_pyr_p_street_11	Rue Leanon	la	dans la	Rues Leanon	les	dans les
_03F88D202EAB305D	place_pyr_p_street_12	Rue Dexton	la	dans la	Rues Dexton	les	dans les
_D62F151017DB3880	place_pyr_p_street_13	Chemin des Corps de Garde	le	sur le	Chemins des Corps de Garde	les	sur les
_AB5B15CCAF7201DA	place_pyr_p_street_14	Rue du Haut-Piros	la	dans la	Rues du Haut-Piros	les	dans les
_53A8D80CAB3AC42D	place_pyr_p_street_15	Route de Karavia	la	sur la	Routes de Karavia	les	sur les
_ACEA4988BD9B78EE	place_pyr_p_street_16	Route de la Forge et du Marteau	la	sur la	Routes de la Forge et du Marteau	les	sur les
_AB5B15CC7061DDDD	place_pyr_p_street_17	Rue du Bas-Piros	la	dans la	Rues du Bas-Piros	les	dans les
_53CE252AA8263084	place_pyr_p_street_18	Route du Sud	la	sur la	Routes du Sud	les	sur les
_53D67FAFEF4BEC7F	place_pyr_p_street_19	Chemin de la Cuvette	le	sur le	Chemins de la Cuvette	les	sur les
_4349A128ED7BF84B	place_pyr_p_street_20	Cirque d'Abylus	le	au	Cirques d'Abylus	les	aux
_95286116EF49E777	place_pyr_p_street_21	Route à la Fontaine	la	sur la	Routes à la Fontaine	les	sur les
_0449C8AC2FBACC2A	place_pyr_p_street_22	Venelle des Mineurs	la	dans la	Venelles des Mineurs	les	dans les
_B0EE25015BBB1F7F	place_pyr_p_street_23	Promenade des Marchands	le	sur la	Promenades des Marchands	les	sur les
_2FB105272227C0F4	continent_matis_newbie	Ile Matis	l'\d	sur l'	Iles Matis	les	sur les
_B249E525A557A0F2	continent_zorai_newbie	Ile Zoraï	l'\d	sur l'	Iles Zoraï	les	sur les
_57AB20D9AC098C9C	place_aegus_indoors	Entraîneurs d'Aegus	les	chez les	Entraîneurs d'Aegus	les	chez les
_6C6CA51867882C81	place_kaemon_indoors	Entraîneurs de Kaemon	les	chez les	Entraîneurs de Kaemon	les	chez les
_885FBD17264A18E3	place_sekovix_indoors	Entraîneurs de Sekovix	les	chez les	Entraîneurs de Sekovix	les	chez les
_6C6CD12CEC1A4886	place_phyxon_indoors	Entraîneurs de Phyxon	les	chez les	Entraîneurs de Phyxon	les	chez les
