title_id	name	women_name
Artilleryman	Artilleur	Artilleur
Rifleman	Fusilier	Fusilier
Maceman	Expert en Massues	Experte en Massues
Brute	Brute	Brute
Knifeman	Expert en Couteaux	Experte en Couteaux
Spearman	Hastaire	Hastaire
Axeman	Expert en Hache	Experte en Hache
Swordsman	Epéiste	Epéiste
Heavy_Maceman	Expert en Massues Lourdes	Experte en Massues Lourdes
Pikeman	Piquier	Piquier
Heavy_Axeman	Expert en Haches Lourdes	Experte en Haches Lourdes
Heavy_Swordsman	Expert en Epées Lourdes	Experte en Epées Lourdes
Master_Bowman	Maître Archer	Maître Archer
Master_Heavy_Bowman	Maître Archer Lourd	Maître Archer Lourd
Master_Pistoleer	Maître Tireur	Maître Tireur
Master_Heavy_Artilleryman	Maître Artilleur Lourd	Maître Artilleur Lourd
Master_Crossbowman	Maître Fantassin à Arc	Maître Fantassin à Arc
Master_Artilleryman	Maître Artilleur	Maître Artilleur
Master_Rifleman	Maître Fusilier	Maître Fusilier
Master_Maceman	Maître en Massues	Maître en Massues
Master_Brute	Maître Brute	Maître Brute
Master_Knifeman	Maître en Couteaux	Maître en Couteaux
Master_Spearman	Maître Hastaire	Maître Hastaire
Master_Axeman	Maître en Haches	Maître en Haches
Master_Swordsman	Maître Epéiste	Maître Epéiste
Master_Heavy_Maceman	Maître en Massues Lourdes	Maître en Massues Lourdes
Master_Pikeman	Maître Piquier	Maître Piquier
Master_Heavy_Axeman	Maître en Haches Lourdes	Maître en Haches Lourdes
Master_Heavy_Swordsman	Maître Epéiste Lourd	Maître Epéiste Lourd
Master_Hand_To_Hand_Fighter	Maître Combattant à Mains Nues	Maître Combattant à Mains Nues
Hand_To_Hand_Fighter	Combattant à Mains Nues	Combattante à Mains Nues
Close_Fighter	Combattant de Mêlée	Combattante de Mêlée
Advanced_Close_Fighter	Combattant de Mêlée Initié	Combattante de Mêlée Initiée
Defensive_Magician	Magicien Défensif	Magicienne Défensive
Offensive_Magician	Magicien Offensif	Magicienne Offensive
Elementalist_Apprentice	Apprenti Elémentaliste	Apprentie Elémentaliste
Mentalist	Mentaliste	Mentaliste
Enchanter	Enchanteur	Enchanteresse
Summoner	Invoqueur	Invoqueur
Master_Of_Illusion	Maître de l'Illusion	Maîtresse de l'Illusion
Mind_Lord	Seigneur de l'Esprit	Seigneur de l'Esprit
Healer	Guérisseur	Guérisseuse
Shaman	Chaman	Chaman
Priest	Prêtre	Prêtresse
Master_Of_Life	Maître de la Vie	Maîtresse de la Vie
Celestial_Guardian	Gardien Céleste	Gardienne Céleste
Black_Mage	Mage Noir	Mage Noir
Affliction_Bringer	Porteur d'Affliction	Porteuse d'Affliction
Master_Of_Torment	Maître des Tourments	Maîtresse des Tourments
Avatar_Of_Sorrow	Avatar des Regrets	Avatar des Regrets
Destroyer	Destructeur	Destructrice
Warlock	Sorcier	Sorcière
Archmage	Archimage	Archimage
Master_Of_Pain	Maître de la Souffrance	Maîtresse de la Souffrance
Avatar_Of_Destruction	Avatar de Destruction	Avatar de Destruction
Elementalist	Elémentaliste	Elémentaliste
Alchemist	Alchimiste	Alchimiste
Biomancer	Biomanceur	Biomanceur
Master_Of_Energies	Maître des Energies	Maîtresse des Energies
Chosen_Of_Atys	Elu d'Atys	Elue d'Atys
Title00079	Wayfarer	Wayfarer
FBT	Ancien d'Atys	Ancienne d'Atys
SGM	Maître de Jeu Senior	Maître de Jeu Senior
GM	Maître de Jeu	Maître de Jeu
VG	Guide Vétéran	Guide Vétéran
SG	Guide Senior	Guide Senior
G	Guide	Guide
Armorer_Apprentice	Apprenti Armurier	Apprenti Armurier
Jeweler_Apprentice	Apprenti Bijoutier	Apprentie Bijoutière
Melee_Weapon_Smith_Apprentice	Apprenti Forgeron/Armes de Mêlée	Apprenti Forgeron/Armes de Mêlée
Range_Weapon_Smith_Apprentice	Apprenti Forgeron/Armes de Tir	Apprenti Forgeron/Armes de Tir
Heavy_Armorer	Armurier Lourd	Armurier Lourd
Light_Armorer	Armurier Léger	Armurier Léger
Medium_Armorer	Armurier Moyen	Armurier Moyen
Shield_Smith	Forgeron/Boucliers	Forgeron/Boucliers
Jeweler	Bijoutier	Bijoutière
Melee_Weapon_Smith	Forgeron/Armes de Mêlée	Forgeron/Armes de Mêlée
Melee_Heavy_Weapon_Smith	Forgeron/Armes de Mêlée Lourdes	Forgeron/Armes de Mêlée Lourdes
Melee_Light_Weapon_Smith	Forgeron/Armes de Mêlée Légères	Forgeron/Armes de Mêlée Légères
Range_Weapon_Smith	Forgeron/Armes de Tir	Forgeron/Armes de Tir
Range_Heavy_Weapon_Smith	Forgeron/Armes de Tir Lourdes	Forgeron/Armes de Tir Lourdes
Advanced_Heavy_Armorer	Armurier Lourd Avancé	Armurier Lourd Avancé
Advanced_Light_Armorer	Armurier Léger Avancé	Armurier Léger Avancé
Advanced_Medium_Armorer	Armurier Moyen Avancé	Armurier Moyen Avancé
Advanced_Shield_Smith	Forgeron Avancé/Boucliers	Forgeron Avancé/Boucliers
Advanced_Jeweler	Bijoutier Avancé	Bijoutière Avancée
Advanced_Melee_Weapon_Smith	Forgeron Avancé/Armes de Mêlée	Forgeron Avancé/Armes de Mêlée
Advanced_Melee_Heavy_Weapon_Smith	Forgeron Avancé/Armes de Mêlée Lourdes	Forgeron Avancé/Armes de Mêlée Lourdes
Advanced_Melee_Light_Weapon_Smith	Forgeron Avancé/Armes de Mêlée Légères 	Forgeron Avancé/Armes de Mêlée Légères 
Advanced_Range_Weapon_Smith	Forgeron Avancé/Armes de Tir	Forgeron Avancé/Armes de Tir
Advanced_Range_Heavy_Weapon_Smith	Forgeron Avancé/Armes de Tir Lourdes	Forgeron Avancé/Armes de Tir Lourdes
Expert_Heavy_Armorer	Armurier Lourd Expert	Armurier Lourd Expert
Expert_Light_Armorer	Armurier Léger Expert	Armurier Léger Expert
Expert_Medium_Armorer	Armurier Moyen Expert	Armurier Moyen Expert
Expert_Shield_Smith	Forgeron Expert/Boucliers	Forgeron Expert/Boucliers
Expert_Jeweler	Bijoutier Expert	Bijoutière Experte
Expert_Melee_Weapon_Smith	Forgeron Expert/Armes de Mêlée	Forgeron Expert/Armes de Mêlée
Expert_Melee_Heavy_Weapon_Smith	Forgeron Expert/Armes de Mêlée Lourdes	Forgeron Expert/Armes de Mêlée Lourdes
Expert_Melee_Light_Weapon_Smith	Forgeron Expert/Armes de Mêlée Légères 	Forgeron Expert/Armes de Mêlée Légères 
Expert_Range_Weapon_Smith	Forgeron Expert/Armes de Tir 	Forgeron Expert/Armes de Tir 
Expert_Range_Heavy_Weapon_Smith	Forgeron Expert/Armes de Tir Lourdes	Forgeron Expert/Armes de Tir Lourdes
Heavy_Armorer_Master	Maître Armurier Lourd	Maître Armurier Lourd
Light_Armorer_Master	Maître Armurier Léger	Maître Armurier Léger
Medium_Armorer_Master	Maître Armurier Moyen	Maître Armurier Moyen
Shield_Smith_Master	Maître Forgeron/Boucliers	Maître Forgeron/Boucliers
Jeweler_Master	Maître Bijoutier	Maître Bijoutier
Melee_Weapon_Smith_Master	Maître Forgeron/Armes de Mêlée	Maître Forgeron/Armes de Mêlée
Melee_Heavy_Weapon_Smith_Master	Maître Forgeron/Armes de Mêlée Lourdes	Maître Forgeron/Armes de Mêlée Lourdes
Melee_Light_Weapon_Smith_Master	Maître Forgeron/Armes de Mêlée Légères	Maître Forgeron/Armes de Mêlée Légères
Range_Weapon_Smith_Master	Maître Forgeron/Armes de Tir	Maître Forgeron/Armes de Tir
Range_Heavy_Weapon_Smith_Master	Maître Forgeron/Armes de Tir Lourdes	Maître Forgeron/Armes de Tir Lourdes
Forager_Apprentice	Apprenti Foreur	Apprenti Foreur
Forager	Foreur	Foreur
Desert_Forager	Foreur du Désert	Foreur du Désert
Forest_Forager	Foreur des Forêts	Foreur des Forêts
Jungle_Forager	Foreur de la Jungle	Foreur de la Jungle
Lacustre_Forager	Foreur des Lacs	Foreur des Lacs
Prime_Roots_Forager	Foreur des Primes Racines	Foreur des Primes Racines
Advanced_Desert_Forager	Foreur Avancé du Désert	Foreur Avancé du Désert
Advanced_Forest_Forager	Foreur Avancé des Forêts	Foreur Avancé des Forêts
Advanced_Jungle_Forager	Foreur Avancé de la Jungle	Foreur Avancé de la Jungle
Advanced_Lacustre_Forager	Foreur Avancé des Lacs	Foreur Avancé des Lacs
Advanced_Prime_Roots_Forager	Foreur Avancé des Primes Racines	Foreur Avancé des Primes Racines
Expert_Desert_Forager	Foreur Expert du Désert	Foreur Expert du Désert
Expert_Forest_Forager	Foreur Expert des Forêts	Foreur Expert des Forêts
Expert_Jungle_Forager	Foreur Expert de la Jungle	Foreur Expert de la Jungle
Expert_Lacustre_Forager	Foreur Expert des Lacs	Foreur Expert des Lacs
Expert_Prime_Roots_Forager	Foreur Expert des Primes Racines	Foreur Expert des Primes Racines
Master_Desert_Forager	Maître Foreur du Désert	Maître Foreur du Désert
Master_Forest_Forager	Maître Foreur des Forêts	Maître Foreur des Forêts
Master_Jungle_Forager	Maître Foreur de la Jungle	Maître Foreur de la Jungle
Master_Lacustre_Forager	Maître Foreur des Lacs	Maître Foreur des Lacs
Master_Prime_Roots_Forager	Maître Foreur des Primes Racines	Maître Foreur des Primes Racines
gn_green_seed_comrade	Chef Régulier	
gn_kitin_gatherers-magician_guard	Garde Maître	
gn_kitin_gatheres_wander_guards	Garde Maître	
gn_matis_defender	Défenseur Matis	
gn_recoverers_guard_6	Garde Maître	
gn_zorai_voluteer_m	Défenseur Zoraï	
gn_antikamis_guard	Garde Maître	
gn_arid_matis_guard	Garde Maître	
gn_barkers_guard	Garde Puissant	
gn_beachcombers_guard	Garde Maître	
gn_black_circle_guard	Garde Maître	
gn_cholorogoos_guard	Garde Puissant	
gn_company_eternal_guard_havenofpurity	Garde Puissant	
gn_company_eternal_guard_nexus	Garde Puissant	
gn_corsairs_guard	Garde Régulier	
gn_darkeningsap_guard	Garde Maître	
gn_duneriders_guard	Garde Maître	
gn_ecowarriors_guard	Garde Maître	
gn_first_deserters_guard	Garde Puissant	
gn_fraharhunters_guard	Garde Puissant	
gn_fraharhunters_guards	Garde Puissant	
gn_frahars_guard	Garde d'Elite	
gn_gooheads_guard	Garde Maître	
gn_green_seed_guard	Garde Régulier	
gn_hamazans_guard	Grand Garde	
gn_iconeworshipers_guard	Garde Régulier	
gn_kitin_gatherers_guard	Garde Maître	
gn_lawless_guard	Garde Maître	
gn_leviers_guard	Garde Régulier	
gn_matisian_border_guards_guard	Garde Puissant	
gn_nightturner_guard	Garde Puissant	
gn_oasis_diggers_guard	Garde Maître	
gn_pyromancers_guard	Garde Maître	
gn_recoverers_guard	Garde Maître	
gn_renegades_guard	Garde Maître	
gn_restorers_guard	Garde d'Elite	
gn_sacredsap_guard	Grand Garde	
gn_sap_gleaners_guard	Garde Maître	
gn_sap_slaves_guard	Garde d'Elite	
gn_scorchers_guard	Garde d'Elite	
gn_shadowrunners_guard	Grand Garde	
gn_siblings_guard	Grand Garde	
gn_silt_sculptors_guard	Grand Garde	
gn_slash_and_burn_guard	Garde Maître	
gn_slavers_guard	Garde Maître	
gn_smugglers_guard	Garde Puissant	
gn_tutor_guard	Garde Puissant	
gn_water_breakers_guard	Grand Garde	
gn_woven_bridles_guard	Garde Maître	
gn_zorai_kami_sentinel	Sentinelle Kami	
Fighter	Combattant	
Magician	Magicien	
Craftsman	Artisan	
MeleeFighter	Combattant de Mêlée	
RangeFighter	Combattant à Distance	
AttackCaster	Attaquant	
BufferCaster	Buffer	
HealerCaster	Guérisseur	
Harvester	Récolteur	
Shopkeeper	Marchand	
Faber	Artisan	
IreFighter	Combattant Agressif	
Swashbuckler	Bretteur	
KamicFist	Poing Kamic	
BladeBearer	Porteur de Lames	
WindChild	Enfant des Vents	
Runner	Coureur	
Scout	Eclaireur	
FireLance	Lanceur de Flammes	
ScarletHunter	Chasseur Ecarlate	
GreenHunter	Chasseur Vert	
AtysGuardian	Gardien d'Atys	
ShadowHunter	Chasseur de L'Ombre	
Witherer	Fletrisseur	
Fouler	Contamineur	
Disturber	Troubleur d'Esprits	
KamicFury	Furie Kamique	
SpiritualShield	Bouclier Spirituel	
Faker	Feinteur	
WindGuardian	Gardien des Vents	
KamicGuardian	Gardien Kamic	
Unknown	Inconnu	
SecondBreath	Second Souffle	
LifeStealer	Voleur de Vies	
SecondLife	Seconde Vie	
SapCristal	Cristal de Sève	
SandCaravanner	Caravannier des Sables	
ImperialSupplier	Fournisseur Impérial	
Steward	Régisseur	
Hawker	Colporteur	
range_warrior	Guerrier à Distance	
harvester	Récolteur	
attack_magician	Attaquant	
buffer_magician	Buffer	
healer_magician	Guérisseur	
faber	Artisan	
FireMaster	Maître du Feu	
LakeMaster	Maître des Lacs	
gn_gibbay_guard	Garde d'Elite	
gn_masters_of_the_goo_guard	Garde d'Elite	
gn_tryker_tribe_slave	Esclave Tryker	
CM	Administrateur de la Communauté	Administratrice de la Communauté
EM	Administrateur des Evènements	Administratrice des Evènements
EG	Guide des Evènements	Guide des Evènements
OBSERVER	Observateur	Observatrice
Kami_Ally	Champion Kami	
Karavan_Ally	Champion Karavan	
gn_aegus_kami_priest	Prêcheur Kami d'Aegus	
gn_kaemon_kami_priest	Prêcheur Kami de Kaemon	
gn_sekovix_kami_priest	Prêcheur Kami de Sekovix	
gn_phyxon_kami_priest	Prêcheur Kami de Phyxon	
gn_galemus_kami_priest	Prêcheur Kami de Galemus	
gn_stalli_karavan_teleporter	Téléporteur Karavan de Stalli	
gn_borea_karavan_teleporter	Téléporteur Karavan de Borea	
gn_nistia_karavan_teleporter	Téléporteur Karavan de Nistia	
gn_rosilio_karavan_teleporter	Téléporteur Karavan de Rosilio	
gn_miani_karavan_teleporter	Téléporteur Karavan de Miani	
gn_stalli_karavan_guide	Guide Karavan de Stalli	
gn_borea_karavan_guide	Guide Karavan de Borea	
gn_nistia_karavan_guide	Guide Karavan de Nistia	
gn_rosilio_karavan_guide	Guide Karavan de Rosilio	
gn_miani_karavan_guide	Guide Karavan de Miani	
gn_qai_lo_kami_priest	Prêcheur Kami de Qai Lo	
gn_sheng_wo_kami_priest	Prêcheur Kami de Sheng Wo	
gn_men_xing_kami_priest	Prêcheur Kami de Men Xing	
gn_koi_zun_kami_priest	Prêcheur Kami de Koi Zun	
gn_yin_piang_kami_priest	Prêcheur Kami de Yin Piang	
gn_aubermouth_karavan_teleporter	Téléporteur Karavan d'Aubermouth	
gn_waverton_karavan_teleporter	Téléporteur Karavan de Waverton	
gn_hobwelly_karavan_teleporter	Téléporteur Karavan d'Hobwelly	
gn_dingleton_karavan_teleporter	Téléporteur Karavan de Dingleton	
gn_barkdell_karavan_teleporter	Téléporteur Karavan de Barkdell	
gn_aubermouth_karavan_guide	Guide Karavan d'Aubermouth	
gn_waverton_karavan_guide	Guide Karavan de Waverton	
gn_hobwelly_karavan_guide	Guide Karavan d'Hobwelly	
gn_dingleton_karavan_guide	Guide Karavan de Dingleton	
gn_barkdell_karavan_guide	Guide Karavan de Barkdell	
gn_karavan_agent	Agent Karavan	
gn_ancientdryads_kami_ambassador_m1	Ambassadeur Kami des Dryades	
gn_beachcombers_kami_ambassador_t1	Ambassadeur Kami des Déferlants	
gn_cockroaches_kami_ambassador_p1	Ambassadeur Kami des Cancrelats	
gn_company_kami_ambassador_p1	Ambassadeur Kami de la Compagnie de l'Arbre Eternel	
gn_company_kami_ambassador_z1	Ambassadeur Kami de la Compagnie de l'Arbre Eternel	
gn_corsairs_kami_ambassador_t1	Ambassadeur Kami des Corsaires	
gn_duneriders_kami_ambassador_f1	Ambassadeur Kami des Sauvages	
gn_ecowarriors_kami_ambassador_m1	Ambassadeur Kami des Embourbés	
gn_firstdeserters_kami_ambassador_m1	Ambassadeur Kami des Bagnards	
gn_fraharhunters_kami_ambassador_f1	Ambassadeur Kami des Chasseurs de Frahars	
gn_hamazans_kami_ambassador_z1	Ambassadeur Kami des Amazones Matis	
gn_kami_welcomer_f1	Hôte Kami des Dunes de l'Exil	
gn_kami_welcomer_f2	Hôte Kami des Tours de Frahar	
gn_kami_welcomer_f3	Hôte Kami des Dunes Impériales	
gn_kami_welcomer_f4	Hôte Kami de l'Oasis d'Oflovak	
gn_kami_welcomer_f5	Hôte Kami du Canyon Interdit	
gn_kami_welcomer_f6	Hôte Kami des Mines de Sciure	
gn_kami_welcomer_f7	Hôte Kami des Dunes Sauvages	
gn_kami_welcomer_f8	Hôte Kami du Couloir Brûlé	
gn_kami_welcomer_m1	Hôte Kami du Jardin Fugace	
gn_kami_welcomer_m2	Hôte Kami du Bosquet de la Confusion	
gn_kami_welcomer_m3	Hôte Kami de la Masure de l'Hérétique	
gn_kami_welcomer_m4	Hôte Kami de la Source Cachée	
gn_kami_welcomer_m5	Hôte Kami du Monticule du Dissentiment	
gn_kami_welcomer_m6	Hôte Kami des Jardins Majestueux	
gn_kami_welcomer_m7	Hôte Kami du Marais Supérieur	
gn_kami_welcomer_p1	Hôte Kami des Profondeurs Interdites	
gn_kami_welcomer_p10	Hôte Kami de la Porte des Vents	
gn_kami_welcomer_p2	Hôte Kami de la Porte de l'Obscurité	
gn_kami_welcomer_p3	Hôte Kami du Nexus	
gn_kami_welcomer_p4	Hôte Kami du Gouffre d'Ichor	
gn_kami_welcomer_p5	Hôte Kami de la Forêt Insaisissable	
gn_kami_welcomer_p6	Hôte Kami de la Terre de la Continuité	
gn_kami_welcomer_p7	Hôte Kami de la Cité Engloutie	
gn_kami_welcomer_p8	Hôte Kami de la Fosse aux Epreuves	
gn_kami_welcomer_p9	Hôte Kami des Sources Interdites	
gn_kami_welcomer_t1	Hôte Kami des Plages d'Abondance	
gn_kami_welcomer_t2	Hôte Kami des Chutes de la Rosée	
gn_kami_welcomer_t3	Hôte Kami de l'Ile Enchantée	
gn_kami_welcomer_t4	Hôte Kami des Lagons de Loria	
gn_kami_welcomer_t5	Hôte Kami du Lac de la Liberté	
gn_kami_welcomer_t6	Hôte Kami de l'Eau du Repos	
gn_kami_welcomer_t7	Hôte Kami de la Source	
gn_kami_welcomer_t8	Hôte Kami des Vents du Songe	
gn_kami_welcomer_z1	Hôte Kami des Cités de l'Intuition	
gn_kami_welcomer_z2	Hôte Kami du Bosquet de l'Ombre	
gn_kami_welcomer_z3	Hôte Kami du Havre de Pureté	
gn_kami_welcomer_z4	Hôte Kami du Noeud de la Démence	
gn_kami_welcomer_z5	Hôte Kami du Bosquet Vierge	
gn_kami_welcomer_z6	Hôte Kami du Vide	
gn_keepers_kami_ambassador_p1	Ambassadeur Kami des Mémoires	
gn_lagoonbrothers_kami_ambassador_t1	Ambassadeur Kami des Frères de la Lagune	
gn_leviers_kami_ambassador_f1	Ambassadeur Kami des Taxeurs	
gn_pyromancers_kami_ambassador_p1	Ambassadeur Kami des Pyromanciennes	
gn_recoverers_kami_ambassador_p1	Ambassadeur Kami des Recycleurs	
gn_restorers_kami_ambassador_f1	Ambassadeur Kami des Veilleurs	
gn_sacredsap_kami_ambassador_m1	Ambassadeur Kami de la Sève Sacrée	
gn_sapgleaners_kami_ambassador_p1	Ambassadeur Kami des Sèves Sèches	
gn_shadowrunners_kami_ambassador_z1	Ambassadeur Kami des Trafiquants des Ombres	
gn_siblings_kami_ambassador_m1	Ambassadeur Kami des Frères des Plantes	
gn_tutors_kami_ambassador_z1	Ambassadeur Kami des Tuteurs	
gn_waterbreakers_kami_ambassador_f1	Ambassadeur Kami des Dresseurs d'Eau	
gn_wovenbridles_kami_ambassador_m1	Ambassadeur Kami des Pillards du Désert	
gn_zorai_kami_master	Maître Kami de la Montagne aux Cornes	
gn_antikamis_karavan_ambassador_z1	Ambassadeur Karavan des Antekamis	
gn_aridmatis_karavan_ambassador_m1	Ambassadeur Karavan des Matis Arides	
gn_barkers_karavan_ambassador_f1	Ambassadeur Karavan des Percécorces	
gn_blackcircle_karavan_ambassador_z1	Ambassadeur Karavan du Cercle Noir	
gn_darkeningsap_karavan_ambassador_m1	Ambassadeur Karavan des Matisagoo	
gn_gooheads_karavan_ambassador_z1	Ambassadeur Karavan des Illuminés	
gn_greenseed_karavan_ambassador_m1	Ambassadeur Karavan des Graines Vertes	
gn_karavan_welcomer_f1	Hôte Karavan des Dunes de l'Exil	
gn_karavan_welcomer_f2	Hôte Karavan des Tours de Frahar	
gn_karavan_welcomer_f3	Hôte Karavan des Dunes Impériales	
gn_karavan_welcomer_f4	Hôte Karavan de l'Oasis d'Oflovak	
gn_karavan_welcomer_f5	Hôte Karavan du Canyon Interdit 	
gn_karavan_welcomer_f6	Hôte Karavan des Mines de Sciure 	
gn_karavan_welcomer_f7	Hôte Karavan des Dunes Sauvages 	
gn_karavan_welcomer_f8	Hôte Karavan du Couloir Brûlé 	
gn_karavan_welcomer_m1	Hôte Karavan du Jardin Fugace 	
gn_karavan_welcomer_m2	Hôte Karavan du Bosquet de la Confusion 	
gn_karavan_welcomer_m3	Hôte Karavan de la Masure de l'Hérétique 	
gn_karavan_welcomer_m4	Hôte Karavan de la Source Cachée 	
gn_karavan_welcomer_m5	Hôte Karavan du Monticule du Dissentiment 	
gn_karavan_welcomer_m6	Hôte Karavan des Jardins Majestueux 	
gn_karavan_welcomer_m7	Hôte Karavan du Marais Supérieur 	
gn_karavan_welcomer_p1	Hôte Karavan du Nexus	
gn_karavan_welcomer_t1	Hôte Karavan des Plages d'Abondance 	
gn_karavan_welcomer_t2	Hôte Karavan des Chutes de la Rosée 	
gn_karavan_welcomer_t3	Hôte Karavan de l'Ile Enchantée 	
gn_karavan_welcomer_t4	Hôte Karavan des Lagons de Loria 	
gn_karavan_welcomer_t5	Hôte Karavan du Lac de la Liberté 	
gn_karavan_welcomer_t6	Hôte Karavan de l'Eau du Repos 	
gn_karavan_welcomer_t7	Hôte Karavan de la Source	
gn_karavan_welcomer_t8	Hôte Karavan des Vents du Songe 	
gn_karavan_welcomer_z1	Hôte Karavan des Cités de l'Intuition 	
gn_karavan_welcomer_z2	Hôte Karavan du Bosquet de l'Ombre 	
gn_karavan_welcomer_z3	Hôte Karavan du Havre de Pureté 	
gn_karavan_welcomer_z4	Hôte Karavan du Noeud de la Démence 	
gn_karavan_welcomer_z5	Hôte Karavan du Bosquet Vierge 	
gn_karavan_welcomer_z6	Hôte Karavan du Vide	
gn_kuilde_karavan_ambassador_p1	Ambassadeur Karavan de la Kuilde	
gn_lawless_karavan_ambassador_f1	Amabassadeur Karavan des Sans Loi	
gn_masters_karavan_ambassador_z1	Ambassadeur Karavan des Maîtres de la Goo	
gn_matisianborder_karavan_ambassador_m1	Ambassadeur Karavan des Gardes-Frontières	
gn_oasisdiggers_karavan_ambassador_m1	Ambassadeur Karavan des Puisatiers	
gn_renegades_karavan_ambassador_f1	Ambassadeur Karavan des Renégats	
gn_sapslaves_karavan_ambassador_m1	Ambassadeur Karavan des Esclaves de la Sève	
gn_scorchers_karavan_ambassador_f1	Ambassadeur Karavan des Ecorchés	
gn_siltsculptors_karavan_ambassador_t1	Ambassadeur Karavan des Sculpteurs de Vase	
gn_slashandburn_karavan_ambassador_m1	Ambassadeur Karavan des Mercenaires Ecarlates	
gn_slavers_karavan_ambassador_t1	Ambassadeur Karavan des Esclavagistes	
gn_smugglers_karavan_ambassador_t1	Ambassadeur Karavan des Contrebandiers	
gn_fairhaven_karavan_officer	Officier Karavan de Fairhaven	
gn_iconworshipers_kami_ambassador_z1	Ambassadeur Kami des Inconodoules	
gn_yrkanis_kami_master	Maître Kami d'Yrkanis	
gn_yrkanis_karavan_officer	Officier Karavan d'Yrkanis	
gn_r_10_17_kami_gentil	Gentil Kami	
gn_cowardly_ragus	Ragus Lâche	
gn_pyr_kami_master	Maître Kami de Pyr	
gn_Black_Circle_Magician	Magicien du Cercle Noir	
gn_Kami_Adept	Adepte des Kamis	
gn_Kami_Envoy	Envoi Kami	
gn_Kami_Preacher	Prêcheur Kami	
gn_Kami_Seeker	Chercheur Kami	
gn_Kami_Sentinel	Sentinelle Kami	
gn_Karavan_Guardian	Gardien Karavan	
gn_Karavan_Teleporter	Téléporteur Karavan	
gn_Trophies_Trader	Chasseur de Trophées	
gn_akiolulk	Mecaon Lyseus	
gn_ancient_dryads_guard	Garde	
gn_chichai	chichai	
gn_cockroaches_guards	Garde	
gn_e_01_fy_passeur_1	e_01_fy_passeur_1	
gn_e_01_ma_gatherer_1	e_01_ma_gatherer_1	
gn_e_01_ma_guard_1	Garde	
gn_e_01_ma_guard_2	Garde	
gn_e_01_ma_guard_3	Garde	
gn_e_01_ma_guard_4	Garde	
gn_e_01_ma_passeur_1	e_01_ma_passeur_1	
gn_e_01_nx_passeur_1	e_01_nx_passeur_1	
gn_e_01_tr_gatherer_1	e_01_tr_gatherer_1	
gn_e_01_tr_guard_1	Garde	
gn_e_01_tr_guard_2	Garde	
gn_e_01_tr_guard_3	Garde	
gn_e_01_tr_guard_4	Garde	
gn_e_01_zo_guard_1	Garde	
gn_e_01_zo_guard_2	Garde	
gn_e_01_zo_guard_3	Garde	
gn_e_01_zo_guard_4	Garde	
gn_firebrand_guard	Garde	
gn_keepers_guard	Garde	
gn_lady_1	lady_1	
gn_lagoon_brothers_guard	Garde	
gn_leviers_warrior	leviers_warrior	
gn_outpost_pr_29_fyros_steward_p1	Debus Mekops	
gn_outpost_pr_29_tmg_steward_p1	Kyn Pelorus	
gn_outpost_pr_29_tryker_steward_p1	Mac'Darssey Hathy	
gn_roottappers_guard	Garde	
gn_tribe_lagoon_brothers_guard	Garde	
gn_firebrands_karavan_agent	Agent Karavan des Sanguins	
gn_kitingatherers_karavan_agent	Agent Karavan des Kitiniers	
gn_nightturner_karavan_agent	Agent Karavan des Façonneurs Nocturnes	
gn_chlorogoos_karavan_agent	Agent Karavan des Chlorogoos	
gn_roottappers_karavan_agent	Agent Karavan des Saigneurs de Racines	
gn_forbidden_depths_karavan_agent	Agent Karavan des Profondeurs Interdites	
gn_the_abyss_of_ichor_karavan_agent	Agent Karavan du Gouffre d'Ichor	
gn_the_elusive_forest_karavan_agent	Agent Karavan de la Forêt Insaisissable	
gn_the_land_of_continuty_karavan_agent	Agent Karavan de la Terre de la Continuité	
gn_the_windy_gate_karavan_agent	Agent Karavan de la Porte des Vents	
gn_gate_of_obscurity_karavan_agent	Agent Karavan de la Porte de l'Obscurité	
gn_the_sunken_city_karavan_agent	Agent Karavan de la Cité Engloutie	
gn_the_trench_of_trials_karavan_agent	Agent Karavan de la Fosse aux Epreuves	
gn_the_under_spring_karavan_agent	Agent Karavan des Sources Interdites	
gn_karavan_worshipper	Fidèle de la Karavan	
gn_group_fde_boss_fyros	Aen la Lame du Désert	
gn_group_fde_guardian_fyros_heal	Partisan de la Lame du Désert	Partisane de la Lame du Désert
gn_group_fde_guardian_fyros_melee	Partisan de la Lame du Désert	Partisane de la Lame du Désert
gn_group_fde_guardian_fyros_nuke	Partisan de la Lame du Désert	Partisane de la Lame du Désert
gn_group_fde_guardian_fyros_range	Partisan de la Lame du Désert	Partisane de la Lame du Désert
gn_group_fde_guardian_fyros_root	Partisan de la Lame du Désert	Partisane de la Lame du Désert
gn_mhs_bandit_boss_matis	Sirgio le Scélérat	
gn_mhs_bandit_guards_healer	Sbire du Scélérat	Sbire du Scélérat
gn_mhs_bandit_guards_melee	Sbire du Scélérat	Sbire du Scélérat
gn_mhs_bandit_guards_mezzer	Sbire du Scélérat	Sbire du Scélérat
gn_mhs_bandit_guards_nuker	Sbire du Scélérat	Sbire du Scélérat
gn_mhs_bandit_guards_range	Sbire du Scélérat	Sbire du Scélérat
gn_tei_bandit_boss_tryker	Lixie la Furie	
gn_tei_bandit_guards_healer	Complice de la Furie	Complice de la Furie
gn_tei_bandit_guards_melee	Complice de la Furie	Complice de la Furie
gn_tei_bandit_guards_mezzer	Complice de la Furie	Complice de la Furie
