item ID	name	ia	da	p	pia	pda	description								
icfm2bm_2	Medium Quality Fyros Long Mace	a	the	Medium Quality Fyros Long Maces		the									
icfm2pp_2	Medium Quality Fyros Pike	a	the	Medium Quality Fyros Pikes		the									
icfm2sa_2	Medium Quality Fyros Long Axe	a	the	Medium Quality Fyros Long Axes		the									
icfm2ss_2	Medium Quality Fyros Long Sword	a	the	Medium Quality Fyros Long Swords		the									
icfr1b_2	Medium Quality Fyros Bowpistol	a	the	Medium Quality Fyros Bowpistols		the									
icfr1p_2	Medium Quality Fyros Pistol	a	the	Medium Quality Fyros Pistols		the									
icfr2a_2	Medium Quality Fyros Autolauncher	a	the	Medium Quality Fyros Autolaunchers		the									
icfr2b_2	Medium Quality Fyros Bowrifle	a	the	Medium Quality Fyros Bowrifles		the									
icfr2l_2	Medium Quality Fyros Launcher	a	the	Medium Quality Fyros Launchers		the									
icfr2r_2	Medium Quality Fyros Rifle	a	the	Medium Quality Fyros Rifles		the									
icmacb_2	Medium Quality Matis Caster Boots	a	the	Medium Quality Matis Caster Boots		the									
icmacg_2	Medium Quality Matis Caster Gloves	a	the	Medium Quality Matis Caster Gloves		the									
icmacp_2	Medium Quality Matis Caster Pants	a	the	Medium Quality Matis Caster Pants		the									
icmacs_2	Medium Quality Matis Caster Sleeves	a	the	Medium Quality Matis Caster Sleeves		the									
icmacv_2	Medium Quality Matis Caster Vest	a	the	Medium Quality Matis Caster Vest		the									
icmahb_2	Medium Quality Matis Heavy Boots	a	the	Medium Quality Matis Heavy Boots		the									
icmahg_2	Medium Quality Matis Heavy Gloves	a	the	Medium Quality Matis Heavy Gloves		the									
icmahh_2	Medium Quality Matis Heavy Helmet	a	the	Medium Quality Matis Heavy Helmet		the									
icmahp_2	Medium Quality Matis Heavy Pants	a	the	Medium Quality Matis Heavy Pants		the									
icmahs_2	Medium Quality Matis Heavy Sleeves	a	the	Medium Quality Matis Heavy Sleeves		the									
icmahv_2	Medium Quality Matis Heavy Vest	a	the	Medium Quality Matis Heavy Vests		the									
icmalb_2	Medium Quality Matis Light Boots	a	the	Medium Quality Matis Light Boots		the									
icmalg_2	Medium Quality Matis Light Gloves	a	the	Medium Quality Matis Light Gloves		the									
icmalp_2	Medium Quality Matis Light Pants	a	the	Medium Quality Matis Light Pants		the									
icmals_2	Medium Quality Matis Light Sleeves	a	the	Medium Quality Matis Light Sleeves		the									
icmalv_2	Medium Quality Matis Light Vest	a	the	Medium Quality Matis Light Vests		the									
icmamb_2	Medium Quality Matis Medium Boots	a	the	Medium Quality Matis Medium Boots		the									
icmamg_2	Medium Quality Matis Medium Gloves	a	the	Medium Quality Matis Medium Gloves		the									
icmamp_2	Medium Quality Matis Medium Pants	a	the	Medium Quality Matis Medium Pants		the									
icmams_2	Medium Quality Matis Medium Sleeves	a	the	Medium Quality Matis Medium Sleeves		the									
icmamv_2	Medium Quality Matis Medium Vest	a	the	Medium Quality Matis Medium Vests		the									
icmm1bm_2	Medium Quality Matis Mace	a	the	Medium Quality Matis Maces		the									
icmm1bs_2	Medium Quality Matis Staff	a	the	Medium Quality Matis Staffs		the									
icmm1pd_2	Medium Quality Matis Dagger	a	the	Medium Quality Matis Daggers		the									
icmm1ps_2	Medium Quality Matis Lance	a	the	Medium Quality Matis Lances		the									
icmm1sa_2	Medium Quality Matis Axe	a	the	Medium Quality Matis Axes		the									
icmm1ss_2	Medium Quality Matis Sword	a	the	Medium Quality Matis Swords		the									
icmm2bm_2	Medium Quality Matis Long Mace	a	the	Medium Quality Matis Long Maces		the									
icmm2pp_2	Medium Quality Matis Pike	a	the	Medium Quality Matis Pikes		the									
icmm2sa_2	Medium Quality Matis Long Axe	a	the	Medium Quality Matis Long Axes		the									
icmm2ss_2	Medium Quality Matis Long Sword	a	the	Medium Quality Matis Long Swords		the									
icmr1b_2	Medium Quality Matis Bowpistol	a	the	Medium Quality Matis Bowpistols		the									
icmr1p_2	Medium Quality Matis Pistol	a	the	Medium Quality Matis Pistols		the									
icmr2a_2	Medium Quality Matis Autolauncher	a	the	Medium Quality Matis Autolaunchers		the									
icmr2b_2	Medium Quality Matis Bowrifle	a	the	Medium Quality Matis Bowrifles		the									
icmr2l_2	Medium Quality Matis Launcher	a	the	Medium Quality Matis Launchers		the									
icmr2r_2	Medium Quality Matis Rifle	a	the	Medium Quality Matis Rifles		the									
ictacb_2	Medium Quality Tryker Caster Boots	a	the	Medium Quality Tryker Caster Boots		the									
ictacg_2	Medium Quality Tryker Caster Gloves	a	the	Medium Quality Tryker Caster Gloves		the									
ictacp_2	Medium Quality Tryker Caster Pants	a	the	Medium Quality Tryker Caster Pants		the									
ictacs_2	Medium Quality Tryker Caster Sleeves	a	the	Medium Quality Tryker Caster Sleeves		the									
ictacv_2	Medium Quality Tryker Caster Vest	a	the	Medium Quality Tryker Caster Vest		the									
ictahb_2	Medium Quality Tryker Heavy Boots	a	the	Medium Quality Tryker Heavy Boots		the									
ictahg_2	Medium Quality Tryker Heavy Gloves	a	the	Medium Quality Tryker Heavy Gloves		the									
ictahh_2	Medium Quality Tryker Heavy Helmet	a	the	Medium Quality Tryker Heavy Helmet		the									
ictahp_2	Medium Quality Tryker Heavy Pants	a	the	Medium Quality Tryker Heavy Pants		the									
ictahs_2	Medium Quality Tryker Heavy Sleeves	a	the	Medium Quality Tryker Heavy Sleeves		the									
ictahv_2	Medium Quality Tryker Heavy Vest	a	the	Medium Quality Tryker Heavy Vests		the									
ictalb_2	Medium Quality Tryker Light Boots	a	the	Medium Quality Tryker Light Boots		the									
ictalg_2	Medium Quality Tryker Light Gloves	a	the	Medium Quality Tryker Light Gloves		the									
ictalp_2	Medium Quality Tryker Light Pants	a	the	Medium Quality Tryker Light Pants		the									
ictals_2	Medium Quality Tryker Light Sleeves	a	the	Medium Quality Tryker Light Sleeves		the									
ictalv_2	Medium Quality Tryker Light Vest	a	the	Medium Quality Tryker Light Vests		the									
ictamb_2	Medium Quality Tryker Medium Boots	a	the	Medium Quality Tryker Medium Boots		the									
ictamg_2	Medium Quality Tryker Medium Gloves	a	the	Medium Quality Tryker Medium Gloves		the									
ictamp_2	Medium Quality Tryker Medium Pants	a	the	Medium Quality Tryker Medium Pants		the									
ictams_2	Medium Quality Tryker Medium Sleeves	a	the	Medium Quality Tryker Medium Sleeves		the									
ictamv_2	Medium Quality Tryker Medium Vest	a	the	Medium Quality Tryker Medium Vests		the									
ictm1bm_2	Medium Quality Tryker Mace	a	the	Medium Quality Tryker Maces		the									
ictm1bs_2	Medium Quality Tryker Staff	a	the	Medium Quality Tryker Staffs		the									
ictm1pd_2	Medium Quality Tryker Dagger	a	the	Medium Quality Tryker Daggers		the									
ictm1ps_2	Medium Quality Tryker Lance	a	the	Medium Quality Tryker Lances		the									
ictm1sa_2	Medium Quality Tryker Axe	a	the	Medium Quality Tryker Axes		the									
ictm1ss_2	Medium Quality Tryker Sword	a	the	Medium Quality Tryker Swords		the									
ictm2bm_2	Medium Quality Tryker Long Mace	a	the	Medium Quality Tryker Long Maces		the									
ictm2pp_2	Medium Quality Tryker Pike	a	the	Medium Quality Tryker Pikes		the									
ictm2sa_2	Medium Quality Tryker Long Axe	a	the	Medium Quality Tryker Long Axes		the									
ictm2ss_2	Medium Quality Tryker Long Sword	a	the	Medium Quality Tryker Long Swords		the									
ictr1b_2	Medium Quality Tryker Bowpistol	a	the	Medium Quality Tryker Bowpistols		the									
ictr1p_2	Medium Quality Tryker Pistol	a	the	Medium Quality Tryker Pistols		the									
ictr2a_2	Medium Quality Tryker Autolauncher	a	the	Medium Quality Tryker Autolaunchers		the									
ictr2b_2	Medium Quality Tryker Bowrifle	a	the	Medium Quality Tryker Bowrifles		the									
ictr2l_2	Medium Quality Tryker Launcher	a	the	Medium Quality Tryker Launchers		the									
ictr2r_2	Medium Quality Tryker Rifle	a	the	Medium Quality Tryker Rifles		the									
iczacb_2	Medium Quality Zorai Caster Boots	a	the	Medium Quality Zorai Caster Boots		the									
iczacg_2	Medium Quality Zorai Caster Gloves	a	the	Medium Quality Zorai Caster Gloves		the									
iczacp_2	Medium Quality Zorai Caster Pants	a	the	Medium Quality Zorai Caster Pants		the									
iczacs_2	Medium Quality Zorai Caster Sleeves	a	the	Medium Quality Zorai Caster Sleeves		the									
iczacv_2	Medium Quality Zorai Caster Vest	a	the	Medium Quality Zorai Caster Vest		the									
iczahb_2	Medium Quality Zoraï Heavy Boots	a	the	Medium Quality Zoraï Heavy Boots		the									
iczahg_2	Medium Quality Zoraï Heavy Gloves	a	the	Medium Quality Zoraï Heavy Gloves		the									
iczahh_2	Medium Quality Zoraï Heavy Helmet	a	the	Medium Quality Zoraï Heavy Helmet		the									
iczahp_2	Medium Quality Zoraï Heavy Pants	a	the	Medium Quality Zoraï Heavy Pants		the									
iczahs_2	Medium Quality Zoraï Heavy Sleeves	a	the	Medium Quality Zoraï Heavy Sleeves		the									
iczahv_2	Medium Quality Zoraï Heavy Vest	a	the	Medium Quality Zoraï Heavy Vests		the									
iczalb_2	Medium Quality Zoraï Light Boots	a	the	Medium Quality Zoraï Light Boots		the									
iczalg_2	Medium Quality Zoraï Light Gloves	a	the	Medium Quality Zoraï Light Gloves		the									
iczalp_2	Medium Quality Zoraï Light Pants	a	the	Medium Quality Zoraï Light Pants		the									
iczals_2	Medium Quality Zoraï Light Sleeves	a	the	Medium Quality Zoraï Light Sleeves		the									
iczalv_2	Medium Quality Zoraï Light Vest	a	the	Medium Quality Zoraï Light Vests		the									
iczamb_2	Medium Quality Zoraï Medium Boots	a	the	Medium Quality Zoraï Medium Boots		the									
iczamg_2	Medium Quality Zoraï Medium Gloves	a	the	Medium Quality Zoraï Medium Gloves		the									
iczamp_2	Medium Quality Zoraï Medium Pants	a	the	Medium Quality Zoraï Medium Pants		the									
iczams_2	Medium Quality Zoraï Medium Sleeves	a	the	Medium Quality Zoraï Medium Sleeves		the									
iczamv_2	Medium Quality Zoraï Medium Vest	a	the	Medium Quality Zoraï Medium Vests		the									
iczm1bm_2	Medium Quality Zoraï Mace	a	the	Medium Quality Zoraï Maces		the									
iczm1bs_2	Medium Quality Zoraï Staff	a	the	Medium Quality Zoraï Staffs		the									
iczm1pd_2	Medium Quality Zoraï Dagger	a	the	Medium Quality Zoraï Daggers		the									
iczm1ps_2	Medium Quality Zoraï Lance	a	the	Medium Quality Zoraï Lances		the									
iczm1sa_2	Medium Quality Zoraï Axe	a	the	Medium Quality Zoraï Axes		the									
iczm1ss_2	Medium Quality Zoraï Sword	a	the	Medium Quality Zoraï Swords		the									
iczm2bm_2	Medium Quality Zoraï 2 hand mace	a	the	Medium Quality Zoraï 2 hand maces		the									
iczm2pp_2	Medium Quality Zoraï pike	a	the	Medium Quality Zoraï pikes		the									
iczm2sa_2	Medium Quality Zoraï Long Axe	a	the	Medium Quality Zoraï Long Axes		the									
iczm2ss_2	Medium Quality Zoraï Long Sword	a	the	Medium Quality Zoraï Long Swords		the									
iczr1b_2	Medium Quality Zoraï Bowpistol	a	the	Medium Quality Zoraï Bowpistols		the									
iczr1p_2	Medium Quality Zoraï Pistol	a	the	Medium Quality Zoraï Pistols		the									
iczr2a_2	Medium Quality Zoraï Autolauncher	a	the	Medium Quality Zoraï Autolaunchers		the									
iczr2b_2	Medium Quality Zoraï Bowrifle	a	the	Medium Quality Zoraï Bowrifles		the									
iczr2l_2	Medium Quality Zoraï Launcher	a	the	Medium Quality Zoraï Launchers		the									
iczr2r_2	Medium Quality Zoraï Rifle	a	the	Medium Quality Zoraï Rifles		the									
icfacb_3	High Quality Fyros Caster Boots	a	the	High Quality Fyros Caster Boots		the									
icfacg_3	High Quality Fyros Caster Gloves	a	the	High Quality Fyros Caster Gloves		the									
icfacp_3	High Quality Fyros Caster Pants	a	the	High Quality Fyros Caster Pants		the									
icfacs_3	High Quality Fyros Caster Sleeves	a	the	High Quality Fyros Caster Sleeves		the									
icfacv_3	High Quality Fyros Caster Vest	a	the	High Quality Fyros Caster Vest		the									
icfahb_3	High Quality Fyros Heavy Boots	a	the	High Quality Fyros Heavy Boots		the									
icfahg_3	High Quality Fyros Heavy Gloves	a	the	High Quality Fyros Heavy Gloves		the									
icfahh_3	High Quality Fyros Heavy Helmet	a	the	High Quality Fyros Heavy Helmets		the									
icfahp_3	High Quality Fyros Heavy Pants	a	the	High Quality Fyros Heavy Pants		the									
icfahs_3	High Quality Fyros Heavy Sleeves	a	the	High Quality Fyros Heavy Sleeves		the									
icfahv_3	High Quality Fyros Heavy Vest	a	the	High Quality Fyros Heavy Vests		the									
icfalb_3	High Quality Fyros Light Boots	a	the	High Quality Fyros Light Boots		the									
icfalg_3	High Quality Fyros Light Gloves	a	the	High Quality Fyros Light Gloves		the									
icfalp_3	High Quality Fyros Light Pants	a	the	High Quality Fyros Light Pants		the									
icfals_3	High Quality Fyros Light Sleeves	a	the	High Quality Fyros Light Sleeves		the									
icfalv_3	High Quality Fyros Light Vest	a	the	High Quality Fyros Light Vests		the									
icfamb_3	High Quality Fyros High Boots	a	the	High Quality Fyros High Boots		the									
icfamg_3	High Quality Fyros High Gloves	a	the	High Quality Fyros High Gloves		the									
icfamp_3	High Quality Fyros High Pants	a	the	High Quality Fyros High Pants		the									
icfams_3	High Quality Fyros High Sleeves	a	the	High Quality Fyros High Sleeves		the									
icfamv_3	High Quality Fyros High Vest	a	the	High Quality Fyros High Vests		the									
icfm1bm_3	High Quality Fyros Mace	a	the	High Quality Fyros Maces		the									
icfm1bs_3	High Quality Fyros Staff	a	the	High Quality Fyros Staffs		the									
icfm1pd_3	High Quality Fyros Dagger	a	the	High Quality Fyros Daggers		the									
icfm1ps_3	High Quality Fyros Lance	a	the	High Quality Fyros Lances		the									
icfm1sa_3	High Quality Fyros Axe	a	the	High Quality Fyros Axes		the									
icfm1ss_3	High Quality Fyros Sword	a	the	High Quality Fyros Swords		the									
icfm2bm_3	High Quality Fyros Long Mace	a	the	High Quality Fyros Long Maces		the									
icfm2pp_3	High Quality Fyros Pike	a	the	High Quality Fyros Pikes		the									
icfm2sa_3	High Quality Fyros Long Axe	a	the	High Quality Fyros Long Axes		the									
icfm2ss_3	High Quality Fyros Long Sword	a	the	High Quality Fyros Long Swords		the									
icfr1b_3	High Quality Fyros Bowpistol	a	the	High Quality Fyros Bowpistols		the									
icfr1p_3	High Quality Fyros Pistol	a	the	High Quality Fyros Pistols		the									
icfr2a_3	High Quality Fyros Autolauncher	a	the	High Quality Fyros Autolaunchers		the									
icfr2b_3	High Quality Fyros Bowrifle	a	the	High Quality Fyros Bowrifles		the									
icfr2l_3	High Quality Fyros Launcher	a	the	High Quality Fyros Launchers		the									
icfr2r_3	High Quality Fyros Rifle	a	the	High Quality Fyros Rifles		the									
icmacb_3	High Quality Matis Caster Boots	a	the	High Quality Matis Caster Boots		the									
icmacg_3	High Quality Matis Caster Gloves	a	the	High Quality Matis Caster Gloves		the									
icmacp_3	High Quality Matis Caster Pants	a	the	High Quality Matis Caster Pants		the									
icmacs_3	High Quality Matis Caster Sleeves	a	the	High Quality Matis Caster Sleeves		the									
icmacv_3	High Quality Matis Caster Vest	a	the	High Quality Matis Caster Vest		the									
icmahb_3	High Quality Matis Heavy Boots	a	the	High Quality Matis Heavy Boots		the									
icmahg_3	High Quality Matis Heavy Gloves	a	the	High Quality Matis Heavy Gloves		the									
icmahh_3	High Quality Matis Heavy Helmet	a	the	High Quality Matis Heavy Helmet		the									
icmahp_3	High Quality Matis Heavy Pants	a	the	High Quality Matis Heavy Pants		the									
icmahs_3	High Quality Matis Heavy Sleeves	a	the	High Quality Matis Heavy Sleeves		the									
icmahv_3	High Quality Matis Heavy Vest	a	the	High Quality Matis Heavy Vests		the									
icmalb_3	High Quality Matis Light Boots	a	the	High Quality Matis Light Boots		the									
icmalg_3	High Quality Matis Light Gloves	a	the	High Quality Matis Light Gloves		the									
icmalp_3	High Quality Matis Light Pants	a	the	High Quality Matis Light Pants		the									
icmals_3	High Quality Matis Light Sleeves	a	the	High Quality Matis Light Sleeves		the									
icmalv_3	High Quality Matis Light Vest	a	the	High Quality Matis Light Vests		the									
icmamb_3	High Quality Matis High Boots	a	the	High Quality Matis High Boots		the									
icmamg_3	High Quality Matis High Gloves	a	the	High Quality Matis High Gloves		the									
icmamp_3	High Quality Matis High Pants	a	the	High Quality Matis High Pants		the									
icmams_3	High Quality Matis High Sleeves	a	the	High Quality Matis High Sleeves		the									
icmamv_3	High Quality Matis High Vest	a	the	High Quality Matis High Vests		the									
icmm1bm_3	High Quality Matis Mace	a	the	High Quality Matis Maces		the									
icmm1bs_3	High Quality Matis Staff	a	the	High Quality Matis Staffs		the									
icmm1pd_3	High Quality Matis Dagger	a	the	High Quality Matis Daggers		the									
icmm1ps_3	High Quality Matis Lance	a	the	High Quality Matis Lances		the									
icmm1sa_3	High Quality Matis Axe	a	the	High Quality Matis Axes		the									
icmm1ss_3	High Quality Matis Sword	a	the	High Quality Matis Swords		the									
icmm2bm_3	High Quality Matis Long Mace	a	the	High Quality Matis Long Maces		the									
icmm2pp_3	High Quality Matis Pike	a	the	High Quality Matis Pikes		the									
icmm2sa_3	High Quality Matis Long Axe	a	the	High Quality Matis Long Axes		the									
icmm2ss_3	High Quality Matis Long Sword	a	the	High Quality Matis Long Swords		the									
icmr1b_3	High Quality Matis Bowpistol	a	the	High Quality Matis Bowpistols		the									
icmr1p_3	High Quality Matis Pistol	a	the	High Quality Matis Pistols		the									
icmr2a_3	High Quality Matis Autolauncher	a	the	High Quality Matis Autolaunchers		the									
icmr2b_3	High Quality Matis Bowrifle	a	the	High Quality Matis Bowrifles		the									
icmr2l_3	High Quality Matis Launcher	a	the	High Quality Matis Launchers		the									
icmr2r_3	High Quality Matis Rifle	a	the	High Quality Matis Rifles		the									
ictacb_3	High Quality Tryker Caster Boots	a	the	High Quality Tryker Caster Boots		the									
ictacg_3	High Quality Tryker Caster Gloves	a	the	High Quality Tryker Caster Gloves		the									
ictacp_3	High Quality Tryker Caster Pants	a	the	High Quality Tryker Caster Pants		the									
ictacs_3	High Quality Tryker Caster Sleeves	a	the	High Quality Tryker Caster Sleeves		the									
ictacv_3	High Quality Tryker Caster Vest	a	the	High Quality Tryker Caster Vest		the									
ictahb_3	High Quality Tryker Heavy Boots	a	the	High Quality Tryker Heavy Boots		the									
ictahg_3	High Quality Tryker Heavy Gloves	a	the	High Quality Tryker Heavy Gloves		the									
ictahh_3	High Quality Tryker Heavy Helmet	a	the	High Quality Tryker Heavy Helmet		the									
ictahp_3	High Quality Tryker Heavy Pants	a	the	High Quality Tryker Heavy Pants		the									
ictahs_3	High Quality Tryker Heavy Sleeves	a	the	High Quality Tryker Heavy Sleeves		the									
ictahv_3	High Quality Tryker Heavy Vest	a	the	High Quality Tryker Heavy Vests		the									
ictalb_3	High Quality Tryker Light Boots	a	the	High Quality Tryker Light Boots		the									
ictalg_3	High Quality Tryker Light Gloves	a	the	High Quality Tryker Light Gloves		the									
ictalp_3	High Quality Tryker Light Pants	a	the	High Quality Tryker Light Pants		the									
ictals_3	High Quality Tryker Light Sleeves	a	the	High Quality Tryker Light Sleeves		the									
ictalv_3	High Quality Tryker Light Vest	a	the	High Quality Tryker Light Vests		the									
ictamb_3	Bottes Ry-Fabrens	a	the	Bottes Ry-Fabrens		the									
ictamg_3	High Quality Tryker High Gloves	a	the	High Quality Tryker High Gloves		the									
ictamp_3	High Quality Tryker High Pants	a	the	High Quality Tryker High Pants		the									
ictams_3	High Quality Tryker High Sleeves	a	the	High Quality Tryker High Sleeves		the									
ictamv_3	High Quality Tryker High Vest	a	the	High Quality Tryker High Vests		the									
ictm1bm_3	High Quality Tryker Mace	a	the	High Quality Tryker Maces		the									
ictm1bs_3	High Quality Tryker Staff	a	the	High Quality Tryker Staffs		the									
ictm1pd_3	High Quality Tryker Dagger	a	the	High Quality Tryker Daggers		the									
ictm1ps_3	High Quality Tryker Lance	a	the	High Quality Tryker Lances		the									
ictm1sa_3	High Quality Tryker Axe	a	the	High Quality Tryker Axes		the									
ictm1ss_3	High Quality Tryker Sword	a	the	High Quality Tryker Swords		the									
ictm2bm_3	High Quality Tryker Long Mace	a	the	High Quality Tryker Long Maces		the									
ictm2pp_3	High Quality Tryker Pike	a	the	High Quality Tryker Pikes		the									
ictm2sa_3	High Quality Tryker Long Axe	a	the	High Quality Tryker Long Axes		the									
ictm2ss_3	High Quality Tryker Long Sword	a	the	High Quality Tryker Long Swords		the									
ictr1b_3	High Quality Tryker Bowpistol	a	the	High Quality Tryker Bowpistols		the									
ictr1p_3	High Quality Tryker Pistol	a	the	High Quality Tryker Pistols		the									
ictr2a_3	High Quality Tryker Autolauncher	a	the	High Quality Tryker Autolaunchers		the									
ictr2b_3	High Quality Tryker Bowrifle	a	the	High Quality Tryker Bowrifles		the									
ictr2l_3	High Quality Tryker Launcher	a	the	High Quality Tryker Launchers		the									
ictr2r_3	High Quality Tryker Rifle	a	the	High Quality Tryker Rifles		the									
iczacb_3	High Quality Zorai Caster Boots	a	the	High Quality Zorai Caster Boots		the									
iczacg_3	High Quality Zorai Caster Gloves	a	the	High Quality Zorai Caster Gloves		the									
iczacp_3	High Quality Zorai Caster Pants	a	the	High Quality Zorai Caster Pants		the									
iczacs_3	High Quality Zorai Caster Sleeves	a	the	High Quality Zorai Caster Sleeves		the									
iczacv_3	High Quality Zorai Caster Vest	a	the	High Quality Zorai Caster Vest		the									
iczahb_3	High Quality Zoraï Heavy Boots	a	the	High Quality Zoraï Heavy Boots		the									
iczahg_3	High Quality Zoraï Heavy Gloves	a	the	High Quality Zoraï Heavy Gloves		the									
iczahh_3	High Quality Zoraï Heavy Helmet	a	the	High Quality Zoraï Heavy Helmet		the									
iczahp_3	High Quality Zoraï Heavy Pants	a	the	High Quality Zoraï Heavy Pants		the									
iczahs_3	High Quality Zoraï Heavy Sleeves	a	the	High Quality Zoraï Heavy Sleeves		the									
iczahv_3	High Quality Zoraï Heavy Vest	a	the	High Quality Zoraï Heavy Vests		the									
iczalb_3	High Quality Zoraï Light Boots	a	the	High Quality Zoraï Light Boots		the									
iczalg_3	High Quality Zoraï Light Gloves	a	the	High Quality Zoraï Light Gloves		the									
iczalp_3	High Quality Zoraï Light Pants	a	the	High Quality Zoraï Light Pants		the									
iczals_3	High Quality Zoraï Light Sleeves	a	the	High Quality Zoraï Light Sleeves		the									
iczalv_3	High Quality Zoraï Light Vest	a	the	High Quality Zoraï Light Vests		the									
iczamb_3	High Quality Zoraï High Boots	a	the	High Quality Zoraï High Boots		the									
iczamg_3	High Quality Zoraï High Gloves	a	the	High Quality Zoraï High Gloves		the									
iczamp_3	High Quality Zoraï High Pants	a	the	High Quality Zoraï High Pants		the									
iczams_3	High Quality Zoraï High Sleeves	a	the	High Quality Zoraï High Sleeves		the									
iczamv_3	High Quality Zoraï High Vest	a	the	High Quality Zoraï High Vests		the									
iczm1bm_3	High Quality Zoraï Mace	a	the	High Quality Zoraï Maces		the									
iczm1bs_3	High Quality Zoraï Staff	a	the	High Quality Zoraï Staffs		the									
iczm1pd_3	High Quality Zoraï Dagger	a	the	High Quality Zoraï Daggers		the									
iczm1ps_3	High Quality Zoraï Lance	a	the	High Quality Zoraï Lances		the									
iczm1sa_3	High Quality Zoraï Axe	a	the	High Quality Zoraï Axes		the									
iczm1ss_3	High Quality Zoraï Sword	a	the	High Quality Zoraï Swords		the									
iczm2bm_3	High Quality Zoraï 2 hand mace	a	the	High Quality Zoraï 2 hand maces		the									
iczm2pp_3	High Quality Zoraï pike	a	the	High Quality Zoraï pikes		the									
iczm2sa_3	High Quality Zoraï Long Axe	a	the	High Quality Zoraï Long Axes		the									
iczm2ss_3	High Quality Zoraï Long Sword	a	the	High Quality Zoraï Long Swords		the									
iczr1b_3	High Quality Zoraï Bowpistol	a	the	High Quality Zoraï Bowpistols		the									
iczr1p_3	High Quality Zoraï Pistol	a	the	High Quality Zoraï Pistols		the									
iczr2a_3	High Quality Zoraï Autolauncher	a	the	High Quality Zoraï Autolaunchers		the									
iczr2b_3	High Quality Zoraï Bowrifle	a	the	High Quality Zoraï Bowrifles		the									
iczr2l_3	High Quality Zoraï Launcher	a	the	High Quality Zoraï Launchers		the									
iczr2r_3	High Quality Zoraï Rifle	a	the	High Quality Zoraï Rifles		the									
icfsb_2	Medium Quality Fyros Buckler	a	the	Medium Quality Fyros Buckler		the									
icfss_2	Medium Quality Fyros Shield	a	the	Medium Quality Fyros Shield		the									
icmsb_2	Medium Quality Matis Buckler	a	the	Medium Quality Matis Buckler		the									
icmss_2	Medium Quality Matis Shield	a	the	Medium Quality Matis Shield		the									
ictsb_2	Medium Quality Tryker Buckler	a	the	Medium Quality Tryker Buckler		the									
ictss_2	Medium Quality Tryker Shield	a	the	Medium Quality Tryker Shield		the									
iczsb_2	Medium Quality Zoraï Buckler	a	the	Medium Quality Zoraï Buckler		the									
iczss_2	Medium Quality Zoraï Shield	a	the	Medium Quality Zoraï Shield		the									
icfsb_3	High Quality Fyros Buckler	a	the	High Quality Fyros Buckler		the									
icfss_3	High Quality Fyros Shield	a	the	High Quality Fyros Shield		the									
icmsb_3	High Quality Matis Buckler	a	the	High Quality Matis Buckler		the									
icmss_3	High Quality Matis Shield	a	the	High Quality Matis Shield		the									
ictsb_3	High Quality Tryker Buckler	a	the	High Quality Tryker Buckler		the									
ictss_3	High Quality Tryker Shield	a	the	High Quality Tryker Shield		the									
iczsb_3	High Quality Zoraï Buckler	a	the	High Quality Zoraï Buckler		the									
iczss_3	High Quality Zoraï Shield	a	the	High Quality Zoraï Shield		the									
iccm2ms	Magic Amplifier	a	the	Magic Amplifiers		the									
icfm2ms	Fyros Magic Amplifier	a	the	Fyros Magic Amplifiers		the									
icfm2ms_2	Medium Quality Fyros Magic Amplifier	a	the	Medium Quality Fyros Magic Amplifiers		the									
icfm2ms_3	High Quality Fyros Magic Amplifier	a	the	High Quality Fyros Magic Amplifiers		the									
icmm2ms	Matis Magic Amplifier	a	the	Matis Magic Amplifiers		the									
icmm2ms_2	Medium Quality Matis Magic Amplifier	a	the	Medium Quality Matis Magic Amplifiers		the									
icmm2ms_3	High Quality Matis Magic Amplifier	a	the	High Quality Matis Magic Amplifiers		the									
ictm2ms	Tryker Magic Amplifier	a	the	Tryker Magic Amplifiers		the									
ictm2ms_2	Medium Quality Tryker Magic Amplifier	a	the	Medium Quality Tryker Magic Amplifiers		the									
ictm2ms_3	High Quality Tryker Magic Amplifier	a	the	High Quality Tryker Magic Amplifiers		the									
iczm2ms	Zoraï Magic Amplifier	a	the	Zoraï Magic Amplifiers		the									
iczm2ms_2	Medium Quality Zoraï Magic Amplifier	a	the	Medium Quality Zoraï Magic Amplifiers		the									
iczm2ms_3	High Quality Zoraï Magic Amplifier	a	the	High Quality Zoraï Magic Amplifiers		the									
m0001dxacb01	Bundle of Basic Abhaya Wood	a	the	Bundles of Basic Abhaya Wood		the									
m0001dxacc01	Bundle of Fine Abhaya Wood	a	the	Bundles of Fine Abhaya Wood		the									
m0001dxadd01	Bundle of Choice Desert Abhaya Wood	a	the	Bundles of Choice Desert Abhaya Wood		the									
m0001dxade01	Bundle of Excellent Desert Abhaya Wood	a	the	Bundles of Excellent Desert Abhaya Wood		the									
m0001dxadf01	Bundle of Supreme Desert Abhaya Wood	a	the	Bundles of Supreme Desert Abhaya Wood		the									
m0001dxafd01	Bundle of Choice Forest Abhaya Wood	a	the	Bundles of Choice Forest Abhaya Wood		the									
m0001dxafe01	Bundle of Excellent Forest Abhaya Wood	a	the	Bundles of Excellent Forest Abhaya Wood		the									
m0001dxaff01	Bundle of Supreme Forest Abhaya Wood	a	the	Bundles of Supreme Forest Abhaya Wood		the									
m0001dxajd01	Bundle of Choice Jungle Abhaya Wood	a	the	Bundles of Choice Jungle Abhaya Wood		the									
