placeId	name	da	pr	p	pda	ppr
tr_crystabell_foreman_quarter	Crystabell's Overseer					
tr_crystabell_messenger_quarter	Crystabell's Messenger					
tr_crystabell_sage_quarter	Crystabell's Sage					
tr_crystabell_guard_chief_quarter	Crystabell's Guard Chief					
tr_crystabell_intendant_quarter	Crystabell's Intendant					
zo_zora_mairie_ss	zo_zora_mairie_ss					
zo_zora_mairie_mainroom	zo_zora_mairie_mainroom					
fy_fortress_rdc	Fortress Ground Level					
fy_fortress_1st	Fortress 1st Floor					
hoi_cho_stable	Hoi Cho Stables	the				
jen_lai_stable	Jen Lai Stables	the				
min_cho_stable	Min Cho Stables	the				
pyr_stable1	Pyr North Stables	the				
pyr_stable2	Pyr South Stables	the				
pyr_stable3	Pyr West Stables	the				
natae_stable	Natae Stables	the				
davae_stable	Davae Stables	the				
avalae_stable	Avalae Stables	the				
thesos_stable	Thesos Stables	the				
dyron_stable	Dyron Stables	the				
fairhaven_stable	Fairhaven Stables	the				
windermeer_stable	Windermeer Stables	the				
avendale_stable	Avendale Stables	the				
crystabell_stable	Crystabell Stables	the				
place_pyr_p_forge	Forge	the				
r_01_06_forage_place_1	Special Deposit	the				
r_05_36_mission_place_hunting_1	Ragus Hunting Spot	the				
place_r_08_03_espionnage	point d'observation	le				
continent_fyros_islands	Terres Anciennes	les	dans les			
region_fyros_island1pvp 3	<Ilôt fyros 1 (pvp)>					
region_fyros_island2	<Ilôt fyros 2>					
region_fyros_island3	Dunes d'Aelius	les	dans les			
r_11_10_kitin_hunting_1	Le premier terrain de chasse					
r_11_10_kitin_hunting_2	Le second terrain de chasse					
r_08_04_kitin_boss_1	Le défi					
r_05_34_place_lake_1	Les abords du lac.					
place_arrival_from_sources	Si vous voyez ce texte, c'est un bug : place_arrival_from_sources.					
place_arrival_from_zorai	Si vous voyez ce texte, c'est un bug : place_arrival_from_zorai.					
place_arrival_from_matis	Si vous voyez ce texte, c'est un bug : place_arrival_from_matis.					
place_arrival_from_route_gouffre	Si vous voyez ce texte, c'est un bug : place_arrival_from_route_gouffre.					
oasis_rdc	Dyron					
oasis_1st	Taverne de l'oasis					
war_school_rdc	Rez-de-chaussée de l'école militaire					
war_school_ss	Sous-sol de l'école militaire					
sherif_armory_rdc	rez-de-chaussée de l'armurerie					
sherif_armory_1st	étage de de l'armurerie					
sherif_rdc	Place du corps de garde					
sherif_1st	Etage du corps de garde					
zo_hoicho_sergent_quarter	Hoi-Cho Sergent's					
region_matis_island						
place_arrival_from_fyros	Si vous voyez ce texte, c'est un bug : place_arrival_from_fyros.					
place_arrival_from_tryker	Si vous voyez ce texte, c'est un bug : place_arrival_from_tryker.					
place_arrival_from_bagne	Si vous voyez ce texte, c'est un bug : place_arrival_from_bagne.					
place_r_07_13_boss_kill	Les mercenaires					
place_r_01_10_escort	Le point de rendez-vous					
place_arena_warning	Si vous voyez ce texte, c'est un bug : place_arena_warning					
r_01_06_hill_light	Si vous voyez ce texte, c'est un bug : r_01_06_hill_light.					
r_05_36_mission_place_hunting_2	Si vous voyez ce texte, c'est un bug : r_05_36_mission_place_hunting_2.					
r_05_36_mission_place_hunting_3	Si vous voyez ce texte, c'est un bug : r_05_36_mission_place_hunting_3.					
r_09_10_mission_forage_1	Récolter de la sciure					
r_09_10_mission_forage_2	Récolter de la cire					
r_09_10_mission_forage_3	Récolter du bois					
r_08_16_mission_place_2	première embuscade					
r_08_16_mission_place_4	seconde embuscade					
r_08_16_mission_place_5	le chef vous recherche					
ava_bar_ext1	Avalae					
ava_bar_int2	Bar d'Avalae					
ava_bar_int_2	Bar d'Avalae					
dav_bar_ext2	Davae					
dav_bar_int2	Bar de Davae					
nat_bar_ext2	Natae					
nat_bar_int_2	Bar de Natae					
nat_bar_int2	Bar de Natae					
serre2	Yrkanis					
serre1	Yrkanis					
yrk_serre_ncp2	Serre d'Yrkanis					
yrk_serre_npc1	Serre d'Yrkanis					
yrk_bar_ext	Yrkanis					
yrk_bar_int1	bar d'Yrkanis					
mairie_rdc	rez-de-chaussée					
yrkanis mairie ss	sous-sols de la mairie					
place_arrival_from_nexus	Si vous voyez ce texte, c'est un bug : place_arrival_from_nexus.					
place_arrival_from_terre	Si vous voyez ce texte, c'est un bug : place_arrival_from_terre.					
continent_tryker_island	Terres Anciennes	les	dans les			
region_tryker_island1	<Ilôt tryker 1>					
region_tryker_island2	<Ilôt tryker 2>					
region_tryker_island3	<Ilôt tryker 3>					
region_tryker_island4	Lac D'Olkern	le	dans le			
region_tryker_island5	<Ilôt tryker 5>					
r_01_28_mission_tp_1a	Grotte du Vortex vers Chute de la Rosée	la				
r_01_28_mission_tp_2a	Passage vers Chute de la Rosée	le				
r_05_33_creek_1	Crique aux Cloppers					
r_01_27_place_libertylake	Plage dangereuse					
r_01_27_place_libertylake_2	Plage aux cloppers					
r_12_04	Si vous voyez ce texte, c'est un bug : r_12_04					
r_01_28_mission_tp_1	Grotte du Vortex vers Vents du Songe	la				
r_01_28_mission_tp_2	Passage vers Vents du Songe	le				
continent_zorai_island	<Ilôts zorai>					
region_zorai_island1	<Ilôt zorai 1>					
region_zorai_island2	<Ilôt zorai 2>					
region_zorai_island3	<Ilôt zorai 3>					
region_zorai_island4	<Ilôt zorai 4>					
r_06_12_forage_1	source de résine					
r_06_12_forage_2	source de fibre putréfiée					
r_06_12_hunting_1	La chasse					
r_10_10_goo_hunting	zone infectée					
zora_mairie_ss	Sous-sols de la mairie					
zora_mairie_mainroom	Mairie					
r_07_04_place_adept_spawn	Kami Ritual Place					
place_zora_puits_aux_offrandes	Puits aux offrandes					
gmisland	Atrium Island					
gmisland_stable	Atrium Stables					
gmcampfire	Atrium Camp					
gmarena	Atrium Arena					
r_06_13_kitin	zone d'exploration					
debug_place_visit	place de test 1					
debug_place_visit2	place de test 2					
debug_place_teleport	place de teleport					
r_05_15_repere_bandits	Repère des bandits					
r_03_38_village_shadowrunners	Campement					
place_r_05_41_foreuses	Lieu de forage					
place_r_09_09_arrivee_bagne	Zone d'arrivée du Bagne					
welcomer_natae_guardchief	Chef de la Garde de Natae					
welcomer_natae_intendant	Intendant de Natae					
welcomer_natae_sage		Sage de Natae				
welcomer_davae_intendant	Intendant de Davae					
welcomer_davae_sage		Sage de Davae				
welcomer_davae_guardchief	Chef de la Garde de Davae					
welcomer_avalae_guardchief	Chef de la Garde d'Avalae					
welcomer_avalae_sage		Sage d'Avalae				
welcomer_avalae_intendant	Intendant d'Avalae					
welcomer_avendale		Officiels d'Avendale				
welcomer_windermeer		Officiels de Windermeer				
welcomer_crystabell		Officiels de Crystabell				
welcomer_jenlai_guardchief	Chef de la Garde de Jen Lai					
welcomer_jenlai_intendant	Intendant de Jen Lai					
welcomer_jenlai_sage		Sage de Jen Lai				
welcomer_mincho_intendant	Intendant de Min Cho					
welcomer_mincho_guardchief	Chef de la Garde de Min Cho					
welcomer_mincho_sage		Sage de Min Cho				
welcomer_hoicho_intendant	Intendant de Hoi Cho					
welcomer_hoicho_sage		Sage de Hoi Cho				
welcomer_hoicho_guardchief	Chef de la Garde de Hoi Cho					
episode2_camp_karavan_fyros_island	Camp Karavan des Dunes d'Aelius	le	dans le			
episode2_camp_kami_fyros_island	Camp Kami des Dunes d'Aelius	le	dans le			
episode2_camp_kami_matis_island	Camp Kami du Bois d'Almati	le	dans le			
episode2_camp_karavan_matis_island	Camp Karavan du Bois d'Almati	le	dans le			
episode2_camp_karavan_tryker_island	Camp Karavan du Lac d'Olkern	le	dans le			
episode_2_camp_kami_tryker_island	Camp Kami du Lac d'Olkern	le	dans le			
region_newbieland_hunting_grounds	Terrains de chasse	les	dans les			
region_newbieland_the_shattered_ruins	Ruines dévastées	les	dans les			
place_shattered_ruins_silan	Ruines de Silan	les	dans les			
place_shattered_ruins_trone	Salle du trône	la	dans la			
region_newbieland_starting_zone	contrée des Rangers	la	dans la			
place_starting_zone_starting_city	Campement ranger	le	dans le			
place_starting_zone_arena	Arène	l'	dans l'			
region_newbieland_blight_zone	Pays malade	le	dans le			
region_newbieland_shining_lake	Lac étincelant	le	dans le			
region_newbieland_kitins_jungle	Jungle aux Kitins	la	dans la			
Karavan Embassy	Ambassade Karavan	l'	dans l'			
Kami_Enclave	Enclave Kami	l'	dans l'			
place_hunting_grounds_gingo_lair	Rocher aux ragus	le	dans le			
mission_place_tryker_02	Zone de prospection	la	dans la			
mission_place_tryker_03	Zone de prospection	la	dans la			
mission_place_ranger_01						
mission_place_ranger_02						
mission_place_ilot	Terrain d'expérimentation	le	dans le			
newbieland	Terres contrôlées	les	dans les			
region_newbieland	Contrées à explorer	les	dans les			
mission_place_tryker_04	zone de prospection	la	dans la			
continent_corrupted_moor	Landes corrompues	les	dans les			
region_karavanexclusionzone	Plaines lacérées	les	dans les			
place_tcm_karavan_camp	Camp d'expérimentations Karavan	le	dans le			
region_hopeforest	Forêt des songes	la	dans la			
place_tcm_company_camp	Mission Kami	la	dans la			
place_tcm_company_eternal_tree	Camp de la Compagnie de l'arbre éternel	le	dans le			
place_tcm_keepers	Base archéologique des Keepers	la	dans la			
place_tcm_tutors	Sanctuaire Tutors	le	dans le			
region_northspire	Cimes du nord	les	dans les			
place_tcm_chlorogoo_camp	Forteresse Chlorogoo	la	dans la			
region_fyreruins	Ancienne cité Fyros	l'	dans l'			
place_tcm_arena	Arène des sacrifices	l'	dans l'			
place_tcm_kitin_nest	Ancien dépôt Karavan	l'	dans l'			
region_mistvalley	Vallée des brumes	la	dans la			
fyre_village	Ruines de Fyre	les	dans les			
place_tcm_karavan_south_west	Zone de patrouille	la	dans la			
place_tcm_karavan_south_east	Zone de patrouille	la	dans la			
place_tcm_karavan_raid_ceremony_trigger	Camp d'expérimentations Karavan	le	dans le			
place_tcm_karavan_raid_ceremony_target	Camp d'expérimentations Karavan	le	dans le			
place_tcm_company_raid_ceremony_trigger	Mission Kami	la	dans la			
place_tcm_company_raid_ceremony_target	Mission Kami	la	dans la			
place_tcm_shaman_tent	Si vous voyez ce texte, c'est un bug : place_tcm_shaman_tent					
place_tcm_rock_fall	Ancien dépôt Karavan	l'	dans l'			
place_tcm_karavan_outpost	Avant-poste Karavan	l'	à l'			
kitiniere_cattle_room	Salle d'élevage	la	à la	la		
kitiniere_dark_mines	Dark Mines	les	dans les			
kitiniere_eggs_room	Prime Eggs Room	the				
kitiniere_entrance	Entrance	the				
kitiniere_old_mines	Old Mines	the				
kitiniere_princes_room	Princes Room	the				
kitiniere_queen_room	Queen Room	the				
kitiniere	Kitinière	la	dans	la		
continent_kitiniere	continent de la Kitinière	le				
place_mission_fyros_01_yubo	Jardin des Yubos					
place_mission_fyros_02_huntingground_t1	Troupeau de Bodocs	le	vers le			
place_mission_fyros_02_huntingground_t1exit	Place pipo					
place_mission_fyros_02_huntingground_t2exit	Place pipo					
place_mission_fyros_02_huntingground_t2	Troupeau de Yubos	le	vers le			
place_mission_fyros_02_huntingground	Terrain de chasse					
place_mission_fyros_04_carcasse	Lieu du crime	le	dans le			
place_mission_fyros_04_ragus	Antre des Ragus					
place_mission_zorai_rendor	Prairie des Rendors					
place_shooting_range	Zone d'entraînement					
place_mission_javezone	Bois des Javings					
place_mission_slavezone	Champs de Slavenis					
place_forage_start	Zone de prospection	la	dans la			
place_forage_zun	Zone de prospection de la zun	la	dans la			
place_forage_shat	Zone de prospection multiple	la	dans la			
place_forage_chloro	Spots de Goo	les	dans les			
gerder_food	Passage of Gerder	the				
rpjob_magnecarto_1_a	Measure area A of magnetism					
rpjob_magnecarto_1_b	Measure area B of magnetism					
rpjob_magnecarto_1_c	Measure area C of magnetism					
rpjob_magnecarto_1_d	Measure area D of magnetism					
rpjob_magnecarto_2_a	Measure area A of magnetism					
rpjob_magnecarto_2_b	Measure area B of magnetism					
rpjob_magnecarto_2_c	Measure area C of magnetism					
rpjob_magnecarto_2_d	Measure area D of magnetism					
rpjob_magnecarto_3_a	Measure area A of magnetism					
rpjob_magnecarto_3_b	Measure area B of magnetism					
rpjob_magnecarto_3_c	Measure area C of magnetism					
rpjob_magnecarto_3_d	Measure area D of magnetism					
rpjob_magnecarto_4_a	Measure area A of magnetism					
rpjob_magnecarto_4_b	Measure area B of magnetism					
rpjob_magnecarto_4_c	Measure area C of magnetism					
rpjob_magnecarto_4_d	Measure area D of magnetism					
rpjob_magnecarto_5_a	Measure area A of magnetism					
rpjob_magnecarto_5_b	Measure area B of magnetism					
rpjob_magnecarto_5_c	Measure area C of magnetism					
rpjob_magnecarto_5_d	Measure area D of magnetism					
kitinslair_zone_1	First open zone of KitinLair					
place_matis_island_2	Dante's Peak	the				
region_matis_island_1	Almati Wood	the				
region_matis_island_2	Dante's camp	the				
region_matis_island_3						
continent_matis_island	Terres Anciennes	les	dans les			
boss_tryker_light_island_zone	Dante's camp	the				
place_matis_island_1	Campement ranger	le	dans le			
place_matis_island_3						
boss_zorai_light_maincamp	Pei-Ruz's secret camp	the	in	the		
boss_zorai_light_startcamp	Pei-Ruz's camp	the	in	the		
place_cwmh01_mp1	Bone Prospection Zone					
place_cwmh02_mp1	Root Prospection Zone					
place_cwmh03_mp1	Spore Prospection Zone					
cwfh01_mp1	Garbage Prospection Zone					
cwfh02_mp1	Bone Prospection Zone					
cwfh03_mp1	Mud Prospection Zone					
cwff03_termites	Termite Mount					
place_cwth01_mp1	Shell Prospection Zone					
place_cwth02_mp1	Peat Prospection Zone					
place_cwth03_mp1	Root Prospection Zone					
place_cwzh01_mp1	Moss Prospection Zone					
place_cwzh02_mp1	Dung Prospection Zone					
place_cwzh03_mp1	Pearl Prospection Zone					
place_cimetiere_avalae	Avalae Cemetery					
mission_ff60_emplacement_message	Message Location					
place_marauder_camp	Marauder Camp					
place_lieudit_marauder_arena	Marauder Arena					
marauder_stable	Marauder Stables	the				
matis_island_episode2	<GEN>matis_island_episode2					
tp_matis_island_ep 2	<GEN>tp_matis_island_ep 2					
mission_visiter_salle_reine_1	<GEN>mission_visiter_salle_reine_1					
mission_visiter_salle_reine_2	<GEN>mission_visiter_salle_reine_2					
mission_visiter_salle_reine_3	<GEN>mission_visiter_salle_reine_3					
mission_cartographie_1	<GEN>mission_cartographie_1					
mission_cartographie_2	<GEN>mission_cartographie_2					
mission_cartographie_3	<GEN>mission_cartographie_3					
mission_cartographie_4	<GEN>mission_cartographie_4					
mission_cartographie_5	<GEN>mission_cartographie_5					
mission_cartographie_6	<GEN>mission_cartographie_6					
mission_cartographie_7	<GEN>mission_cartographie_7					
mission_source_magique	<GEN>mission_source_magique					
mission_extrait_substance	<GEN>mission_extrait_substance					
mission_substance_royale	<GEN>mission_substance_royale					
endroit_residu_oeuf	<GEN>endroit_residu_oeuf					
emplacement_materiau1	<GEN>emplacement_materiau1					
emplacement_materiau2	<GEN>emplacement_materiau2					
emplacement_materiau3	<GEN>emplacement_materiau3					
emplacement_2_materiau1	<GEN>emplacement_2_materiau1					
emplacement_2_materiau2	<GEN>emplacement_2_materiau2					
emplacement_2_materiau3	<GEN>emplacement_2_materiau3					
episode2_temple_karavan_fyros	<GEN>episode2_temple_karavan_fyros					
episode2_temple_kami_fyros	<GEN>episode2_temple_kami_fyros					
mission_ff70_camp_wb	<GEN>mission_ff70_camp_wb					
r_11_19_cure_1	<GEN>r_11_19_cure_1					
place_r_07_17	<GEN>place_r_07_17					
episode2_temple_karavan_matis	<GEN>episode2_temple_karavan_matis					
episode2_temple_kami_matis	<GEN>episode2_temple_kami_matis					
place_shooting_range_fail	<GEN>place_shooting_range_fail					
ragusrespawn	<GEN>ragusrespawn					
ruinerespawn	<GEN>ruinerespawn					
place_arrival_from_matis_bagne	<GEN>place_arrival_from_matis_bagne					
place_arrival_from_nexus_bagne	<GEN>place_arrival_from_nexus_bagne					
mission_visiter_salle_reine_4	<GEN>mission_visiter_salle_reine_4					
endroit_rÃ©sidu_oeuf	<GEN>endroit_rÃ©sidu_oeuf					
place_arrival_from_bagne_nexus	<GEN>place_arrival_from_bagne_nexus					
place_arrival_from_route_gouffre_nexus	<GEN>place_arrival_from_route_gouffre_nexus					
place_arrival_from_terre_nexus	<GEN>place_arrival_from_terre_nexus					
place_arrival_from_fyros_route_gouffre	<GEN>place_arrival_from_fyros_route_gouffre					
place_arrival_from_nexus_route_gouffre	<GEN>place_arrival_from_nexus_route_gouffre					
place_arrival_from_zorai_route_gouffre	<GEN>place_arrival_from_zorai_route_gouffre					
place_arrival_from_tryker_route_gouffre	<GEN>place_arrival_from_tryker_route_gouffre					
place_arrival_from_fyros_sources	<GEN>place_arrival_from_fyros_sources					
place_arrival_from_zorai_sources	<GEN>place_arrival_from_zorai_sources					
place_arrival_from_zorai_terre	<GEN>place_arrival_from_zorai_terre					
place_arrival_from_nexus_terre	<GEN>place_arrival_from_nexus_terre					
continent_r2_roots	<GEN>continent_r2_roots					
continent_r2_desert	<GEN>continent_r2_desert					
continent_r2_lakes	<GEN>continent_r2_lakes					
continent_r2_forest	Leewind Lands	the	in	the		
continent_r2_jungle	<GEN>continent_r2_jungle					
fyros_island	<GEN>fyros_island					
tp_fyros_island_ep2	<GEN>tp_fyros_island_ep2					
tryker_island_episode2	<GEN>tryker_island_episode2					
tp_tryker_island_ep 7	<GEN>tp_tryker_island_ep 7					
mission_tf100_endroit_bataille	<GEN>mission_tf100_endroit_bataille					
boss_tryker_light_start_spawn_place	<GEN>boss_tryker_light_start_spawn_place					
episode2_temple_kami_tryker	<GEN>episode2_temple_kami_tryker					
episode2_temple_karavan_tryker	<GEN>episode2_temple_karavan_tryker					
episode2_temple_kami_zorai	<GEN>episode2_temple_kami_zorai					
episode2_temple_karavan_zorai	<GEN>episode2_temple_karavan_zorai					
